round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176921708890955,0.983902,0.494746,0.000000,0
1,1790176921709565356,0.808813,0.983558,0.000000,0
2,1790176921710461155,0.983763,0.532378,0.000000,0
3,1790176921710914219,0.984127,0.784454,0.000000,0
4,1790176921711742098,0.990713,0.526385,0.000000,0
5,1790176933729370135,0.493279,0.980954,0.000000,0
6,1790176957765316818,0.984482,0.601552,0.592217,1
7,1790176957766728779,0.984620,0.349582,0.000000,0
8,1790176957767616198,0.984797,0.570066,0.000000,0
9,1790176966781284154,0.563199,0.985102,0.000000,0
