count_index,ts_swap,werner,success_bit
0,1789567626246854291,0.000000,0
1,1789567626247286095,0.000000,0
2,1789567626247696420,0.000000,0
3,1789567626248103674,0.000000,0
4,1789567626248511469,0.931000,1
5,1789567626248919014,0.000000,0
6,1789567626249334648,0.000000,0
7,1789567626249741683,0.931000,1
8,1789567626250148677,0.000000,0
9,1789567626250556202,0.000000,0
10,1789567626250963387,0.931000,1
11,1789567626251370781,0.000000,0
12,1789567626251778176,0.000000,0
13,1789567626252185200,0.000000,0
14,1789567626252592385,0.000000,0
15,1789567626252999290,0.000000,0
16,1789567626253407424,0.000000,0
17,1789567626253814579,0.000000,0
18,1789567626254221883,0.000000,0
19,1789567626254628908,0.000000,0
20,1789567626255036283,0.000000,0
21,1789567626255443747,0.931000,1
22,1789567626255851032,0.000000,0
23,1789567626256258216,0.000000,0
24,1789567626256665511,0.000000,0
25,1789567626257072926,0.000000,0
26,1789567626257481550,0.000000,0
27,1789567626257888885,0.000000,0
28,1789567626258295799,0.000000,0
29,1789567626258702984,0.000000,0
30,1789567626259110199,0.000000,0
31,1789567626259517253,0.000000,0
32,1789567626259924418,0.000000,0
33,1789567626260336142,0.000000,0
34,1789567626260743577,0.000000,0
35,1789567626261150492,0.000000,0
36,1789567626261558476,0.000000,0
37,1789567626261965601,0.000000,0
38,1789567626262372946,0.000000,0
39,1789567626262780060,0.000000,0
40,1789567626263187425,0.931000,1
41,1789567626263594899,0.000000,0
42,1789567626264002174,0.000000,0
43,1789567626264409809,0.000000,0
44,1789567626264817023,0.931000,1
45,1789567626265224968,0.000000,0
46,1789567626265632662,0.931000,1
47,1789567626266039457,0.000000,0
48,1789567626266446701,0.000000,0
49,1789567626266853636,0.000000,0
50,1789567626267260861,0.931000,1
51,1789567626267668505,0.000000,0
52,1789567626268076160,0.000000,0
53,1789567626268483564,0.000000,0
54,1789567626268891009,0.000000,0
55,1789567626269300813,0.000000,0
56,1789567626269708348,0.000000,0
57,1789567626270115563,0.000000,0
58,1789567626270522797,0.000000,0
59,1789567626270930662,0.000000,0
60,1789567626271337656,0.000000,0
61,1789567626271744621,0.000000,0
62,1789567626272151656,0.000000,0
63,1789567626272559100,0.000000,0
64,1789567626272966425,0.000000,0
65,1789567626273374109,0.000000,0
66,1789567626273781434,0.000000,0
67,1789567626274188439,0.931000,1
68,1789567626274595653,0.000000,0
69,1789567626275002298,0.000000,0
70,1789567626275409303,0.931000,1
71,1789567626275816467,0.000000,0
72,1789567626276223652,0.000000,0
73,1789567626276631116,0.000000,0
74,1789567626277038331,0.000000,0
75,1789567626277445966,0.000000,0
76,1789567626277853110,0.000000,0
77,1789567626278260395,0.931000,1
78,1789567626278667579,0.000000,0
79,1789567626279074304,0.000000,0
80,1789567626279481869,0.000000,0
81,1789567626279888623,0.000000,0
82,1789567626280295938,0.000000,0
83,1789567626280703293,0.000000,0
84,1789567626281110317,0.000000,0
85,1789567626281517922,0.000000,0
86,1789567626281925126,0.000000,0
87,1789567626282336971,0.000000,0
88,1789567626282743916,0.000000,0
89,1789567626283150850,0.000000,0
90,1789567626283558135,0.000000,0
91,1789567626283964799,0.000000,0
92,1789567626284372144,0.000000,0
93,1789567626284779579,0.000000,0
94,1789567626285186493,0.000000,0
95,1789567626285594248,0.931000,1
96,1789567626286001422,0.000000,0
97,1789567626286408367,0.000000,0
98,1789567626286815202,0.000000,0
99,1789567626287222166,0.000000,0
100,1789567626287629231,0.000000,0
101,1789567626288036405,0.000000,0
102,1789567626288443600,0.000000,0
103,1789567626288850645,0.000000,0
104,1789567626289258509,0.000000,0
105,1789567626289667234,0.931000,1
106,1789567626290074489,0.000000,0
107,1789567626290481653,0.000000,0
108,1789567626290888598,0.000000,0
109,1789567626291295482,0.000000,0
110,1789567626291702537,0.931000,1
111,1789567626292109562,0.000000,0
112,1789567626292516746,0.000000,0
113,1789567626292923431,0.000000,0
114,1789567626293335165,0.000000,0
115,1789567626293742300,0.000000,0
116,1789567626294149304,0.000000,0
117,1789567626294556329,0.000000,0
118,1789567626294963404,0.000000,0
119,1789567626295370638,0.000000,0
120,1789567626295777963,0.000000,0
121,1789567626296184707,0.000000,0
122,1789567626296592222,0.000000,0
123,1789567626296998946,0.931000,1
