count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,68663,6200,74863,0.946913,0
51,38170,1027,39197,0.970039,1
54,54611,1269,55880,0.957483,3
55,53531,1251,54782,0.958301,1
56,54170,1290,55460,0.957817,1
57,52481,1290,53771,0.959098,1
59,52619,1284,53903,0.958993,2
60,52664,1264,53928,0.958959,1
62,52620,1249,53869,0.958992,2
63,52860,1261,54121,0.958810,1
65,79522,1611,81133,0.938846,2
69,70350,1460,71810,0.945654,4
71,68137,1554,69691,0.947306,2
72,85957,1227,87184,0.934107,1
75,84803,1109,85912,0.934955,3
78,69621,1174,70795,0.946198,3
79,88093,1115,89208,0.932541,1
81,85029,1091,86120,0.934789,2
82,71148,1136,72284,0.945059,1
83,63244,1831,65075,0.950972,1
85,89077,1498,90575,0.931820,2
86,89914,1472,91386,0.931208,1
87,88652,1569,90221,0.932131,1
88,89582,1512,91094,0.931451,1
90,89118,1484,90602,0.931790,2
91,62045,1796,63841,0.951872,1
92,88818,1515,90333,0.932010,1
96,70796,1478,72274,0.945322,4
97,71446,1426,72872,0.944837,1
99,69991,1420,71411,0.945922,2
100,70862,1468,72330,0.945272,1
102,71179,1429,72608,0.945036,2
103,68637,1415,70052,0.946932,1
106,70218,1481,71699,0.945752,3
108,70391,1451,71842,0.945623,2
109,124216,3596,127812,0.906551,1
114,110242,1683,111925,0.916494,5
116,57048,1597,58645,0.955639,2
117,52333,1515,53848,0.959210,1
119,81632,2200,83832,0.937289,2
121,64293,1659,65952,0.950184,2
122,59523,1776,61299,0.953771,1
124,58479,1578,60057,0.954558,2
125,58092,1560,59652,0.954851,1
126,57355,1592,58947,0.955407,1
128,58767,1644,60411,0.954341,2
130,57920,1543,59463,0.954980,2
131,57740,1607,59347,0.955116,1
132,58246,1579,59825,0.954734,1
133,57714,1652,59366,0.955136,1
134,58129,1715,59844,0.954823,1
136,57699,1593,59292,0.955147,2
139,96517,1357,97874,0.926396,3
140,64880,1757,66637,0.949744,1
141,74971,1311,76282,0.942216,1
142,59097,1557,60654,0.954092,1
145,73724,1216,74940,0.943142,3
147,71498,1398,72896,0.944799,2
148,77487,1476,78963,0.940351,1
151,58145,1594,59739,0.954811,3
152,75352,1241,76593,0.941934,1
156,75574,1137,76711,0.941769,4
157,70930,1465,72395,0.945222,1
159,72116,1194,73310,0.944338,2
165,57092,1509,58601,0.955606,6
168,61936,1645,63581,0.951954,3
170,80897,1363,82260,0.937831,2
173,81652,1484,83136,0.937274,3
175,80769,1547,82316,0.937925,2
176,81048,1444,82492,0.937720,1
178,80538,1535,82073,0.938096,2
183,81772,1605,83377,0.937186,5
184,81855,1516,83371,0.937124,1
188,59781,1782,61563,0.953577,4
194,54310,1351,55661,0.957711,6
196,52136,1234,53370,0.959360,2
197,51550,1249,52799,0.959805,1
200,52320,1279,53599,0.959220,3
202,52440,1253,53693,0.959129,2
204,51641,1283,52924,0.959736,2
205,51515,1296,52811,0.959832,1
206,51496,1191,52687,0.959846,1
208,51874,1267,53141,0.959559,2
209,51850,1175,53025,0.959577,1
210,51377,1177,52554,0.959936,1
212,52663,1163,53826,0.958960,2
213,57581,1272,58853,0.955236,1
215,93189,1568,94757,0.928817,2
217,82905,1392,84297,0.936351,2
219,55412,1531,56943,0.956876,2
220,57679,1109,58788,0.955162,1
221,61615,1671,63286,0.952196,1
224,81422,1438,82860,0.937444,3
226,89957,1917,91874,0.931176,2
227,59977,1427,61404,0.953429,1
228,61421,1391,62812,0.952342,1
229,43082,1441,44523,0.966266,1
232,53668,1181,54849,0.958197,3
234,53003,1224,54227,0.958702,2
239,52990,1139,54129,0.958712,5
243,52486,1174,53660,0.959094,4
245,42942,1035,43977,0.966374,2
246,51013,1039,52052,0.960213,1
247,50919,996,51915,0.960285,1
248,50757,1032,51789,0.960408,1
249,50710,987,51697,0.960443,1
252,50091,1000,51091,0.960914,3
253,49963,1025,50988,0.961012,1
257,50027,1013,51040,0.960963,4
258,50864,1152,52016,0.960326,1
259,67186,1963,69149,0.948017,1
262,53823,1277,55100,0.958080,3
263,53279,1260,54539,0.958492,1
265,52119,1117,53236,0.959373,2
266,51854,1130,52984,0.959574,1
