round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790179024083066549,0.991110,0.442573,0.000000,0
1,1790179039106388446,0.509987,0.969215,0.000000,0
2,1790179054134811956,0.983970,0.581984,0.000000,0
3,1790179054136114029,0.418420,0.991615,0.000000,0
4,1790179054138451568,0.991764,0.574088,0.000000,0
5,1790179054139667962,0.440252,0.992131,0.000000,0
6,1790179054140849296,0.991566,0.595935,0.590909,1
7,1790179054141678805,0.991972,0.599810,0.594995,1
8,1790179054142860860,0.991863,0.672176,0.000000,0
9,1790179054143286394,0.992091,0.899956,0.000000,0
10,1790179057150752025,0.984649,0.545108,0.000000,0
11,1790179057152038608,0.989238,0.360423,0.000000,0
12,1790179060159265312,0.613544,0.984314,0.000000,0
13,1790179069174806519,0.989317,0.900100,0.890485,1
14,1790179078193080802,0.979181,0.993919,0.000000,0
15,1790179078194267947,0.990436,0.386320,0.382626,1
16,1790179078195080696,0.990654,0.892982,0.000000,0
17,1790179078196367499,0.612171,0.991060,0.606698,1
18,1790179078197146629,0.990228,0.666780,0.000000,0
19,1790179078198719148,0.991021,0.343508,0.000000,0
20,1790179078199911192,0.990753,0.361600,0.358256,1
21,1790179078200716301,0.990713,0.528686,0.000000,0
22,1790179078201156416,0.990931,0.770769,0.000000,0
23,1790179078202728945,0.990713,0.339872,0.000000,0
24,1790179078203231448,0.931789,0.991774,0.000000,0
25,1790179078204396533,0.990684,0.364822,0.000000,0
26,1790179078205062634,0.788781,0.991348,0.000000,0
27,1790179078206404646,0.386236,0.991526,0.000000,0
