count_idx,delay_ns,clock_offset_ns,clock_sync_rtt_ns
51,3236852,1584536058,9991712
52,3226773,1584536058,9991712
53,3216723,1584536058,9991712
54,3209420,1584536058,9991712
55,3195466,1584536058,9991712
56,3187947,1584536058,9991712
57,3177237,1584536058,9991712
58,3162884,1584536058,9991712
59,3132285,1584536058,9991712
60,3121023,1584536058,9991712
61,3107480,1584536058,9991712
62,3094664,1584536058,9991712
63,3080315,1584536058,9991712
64,3855952,1584536058,9991712
65,3843022,1584536058,9991712
66,3787404,1584536058,9991712
67,3701870,1584536058,9991712
68,3688554,1584536058,9991712
69,3665929,1584536058,9991712
70,3653386,1584536058,9991712
71,3644753,1584536058,9991712
72,3632806,1584536058,9991712
73,3621841,1584536058,9991712
74,3612801,1584536058,9991712
75,3604589,1584536058,9991712
76,3596803,1584536058,9991712
77,3588335,1584536058,9991712
78,3580405,1584536058,9991712
79,3568002,1584536058,9991712
80,3553935,1584536058,9991712
81,3543077,1584536058,9991712
82,3529825,1584536058,9991712
83,3519840,1584536058,9991712
84,3498346,1584536058,9991712
85,3479589,1584536058,9991712
86,3463765,1584536058,9991712
87,3450000,1584536058,9991712
88,3430049,1584536058,9991712
89,3418827,1584536058,9991712
90,3405838,1584536058,9991712
91,3389991,1584536058,9991712
92,3375387,1584536058,9991712
93,3364510,1584536058,9991712
94,3353175,1584536058,9991712
95,3344308,1584536058,9991712
96,3331818,1584536058,9991712
97,3321530,1584536058,9991712
98,3308452,1584536058,9991712
99,3295627,1584536058,9991712
100,3277140,1584536058,9991712
101,3265242,1584536058,9991712
102,3246440,1584536058,9991712
103,3237944,1584536058,9991712
104,3227865,1584536058,9991712
105,3214708,1584536058,9991712
106,3200121,1584536058,9991712
107,3189950,1584536058,9991712
108,3169156,1584536058,9991712
109,3157126,1584536058,9991712
110,3138802,1584536058,9991712
111,3131576,1584536058,9991712
112,3122944,1584536058,9991712
113,3110739,1584536058,9991712
114,3036410,1584536058,9991712
115,3021731,1584536058,9991712
