count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785327352120564573,377842,190340,0.861342,0
51,1785327352120945986,375052,190226,0.861418,0
52,1785327352121322858,376952,191864,0.860335,0
53,1785327352121701620,374762,190801,0.861038,1
54,1785327352122078012,379082,190748,0.861073,0
55,1785327352122459594,377852,192906,0.859648,0
56,1785327352122838986,374892,190323,0.861354,0
57,1785327352123215448,374622,190200,0.861435,1
58,1785327352123591680,378872,191728,0.860425,0
59,1785327352123973742,376822,191395,0.860645,1
60,1785327352124352714,370402,189232,0.862076,0
61,1785327352124724826,372922,189170,0.862117,1
62,1785327352125099248,375902,191017,0.860895,0
63,1785327352125476780,377502,191514,0.860566,1
64,1785327352125856322,375843,192092,0.860185,0
65,1785327352126233735,378662,191308,0.860703,1
66,1785327352126614377,383832,198545,0.855938,1
67,1785327352127000529,385322,192372,0.860000,0
68,1785327352127387421,378292,190719,0.861092,1
69,1785327352127767503,375202,191107,0.860835,0
70,1785327352128144705,376392,190734,0.861082,0
71,1785327352128522497,382452,196351,0.857379,1
72,1785327352128906529,376082,191089,0.860847,1
73,1785327352129284361,382522,197566,0.856581,0
74,1785327352129668513,377932,191963,0.860270,1
75,1785327352130056565,374252,191360,0.860668,0
76,1785327352130434317,375362,190518,0.861225,0
77,1785327352130811579,377682,192475,0.859932,0
78,1785327352131190931,375922,191582,0.860522,0
79,1785327352131568433,375032,191290,0.860714,0
80,1785327352131945145,374902,190417,0.861291,0
81,1785327352132322457,379443,193124,0.859504,0
82,1785327352132703570,374922,190451,0.861269,1
83,1785327352133080602,375772,190618,0.861159,0
84,1785327352133457904,390932,200945,0.854366,0
85,1785327352133850256,375222,190762,0.861063,0
86,1785327352134226888,377372,191950,0.860279,1
87,1785327352134605590,373992,190417,0.861291,1
88,1785327352134981172,373632,190514,0.861227,1
89,1785327352135356334,373782,190232,0.861414,0
90,1785327352135731556,376412,189789,0.861707,0
91,1785327352136109838,377472,192286,0.860057,0
92,1785327352136489260,377072,191444,0.860613,0
93,1785327352136867792,377172,190971,0.860925,1
94,1785327352137247224,379673,196008,0.857605,1
95,1785327352137628487,374392,190035,0.861544,0
96,1785327352138004459,372802,189442,0.861937,1
97,1785327352138378981,372532,189629,0.861813,0
98,1785327352138752913,377722,193307,0.859383,1
99,1785327352139132145,376832,190844,0.861009,0
100,1785327352139511117,385202,192201,0.860113,1
101,1785327352139898269,376692,191028,0.860888,0
102,1785327352140276891,379382,193816,0.859048,1
103,1785327352140658673,375952,191423,0.860627,0
104,1785327352141036165,377082,193340,0.859361,0
105,1785327352141414897,375232,189558,0.861860,1
106,1785327352141791739,375372,191095,0.860843,1
107,1785327352142168571,374482,189722,0.861751,0
108,1785327352142544583,376562,191050,0.860873,1
109,1785327352142922736,376282,190196,0.861438,0
110,1785327352143300478,377112,192083,0.860191,0
111,1785327352143678980,375812,190741,0.861077,0
112,1785327352144056532,376022,190848,0.861007,1
113,1785327352144434594,376422,190795,0.861042,0
114,1785327352144812726,374412,191683,0.860455,1
115,1785327352145191288,373162,190890,0.860979,0
116,1785327352145565960,376502,190468,0.861258,0
117,1785327352145944252,376532,192295,0.860051,0
118,1785327352146322324,377662,190352,0.861334,0
119,1785327352146701366,375932,190340,0.861342,0
120,1785327352147079208,376332,190427,0.861285,0
121,1785327352147457110,384503,196874,0.857035,0
122,1785327352147843363,381462,193530,0.859236,1
123,1785327352148226335,378712,192068,0.860201,0
