count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,160663,2870,163533,0.881263,0
51,165308,910,166218,0.878106,1
52,159844,950,160794,0.881821,1
53,157741,900,158641,0.883257,1
54,162577,790,163367,0.879961,1
55,158774,810,159584,0.882551,1
56,163050,800,163850,0.879639,1
58,157222,790,158012,0.883611,2
59,161439,730,162169,0.880735,1
60,160315,720,161035,0.881500,1
61,163481,720,164201,0.879346,1
62,158618,870,159488,0.882658,1
64,162710,830,163540,0.879870,2
65,158416,760,159176,0.882796,1
66,163823,790,164613,0.879114,1
67,159659,770,160429,0.881948,1
68,158555,770,159325,0.882701,1
69,163341,800,164141,0.879441,1
71,162134,700,162834,0.880262,2
73,156376,830,157206,0.884190,2
74,161292,740,162032,0.880835,1
75,159409,760,160169,0.882118,1
76,162615,810,163425,0.879935,1
78,157127,690,157817,0.883676,2
79,162954,770,163724,0.879704,1
80,160400,770,161170,0.881442,1
81,162896,800,163696,0.879744,1
82,161513,990,162503,0.880684,1
83,161508,870,162378,0.880688,1
85,159211,790,160001,0.882253,2
88,158610,830,159440,0.882663,3
89,162726,800,163526,0.879859,1
90,159432,780,160212,0.882102,1
91,164968,770,165738,0.878337,1
92,166874,860,167734,0.877045,1
93,159280,810,160090,0.882206,1
94,156907,850,157757,0.883827,1
95,161473,890,162363,0.880712,1
96,157650,760,158410,0.883319,1
97,195566,1150,196716,0.857895,1
98,160771,790,161561,0.881190,1
100,159274,800,160074,0.882210,2
101,157121,750,157871,0.883681,1
103,158354,810,159164,0.882838,2
104,156810,820,157630,0.883893,1
105,166366,870,167236,0.877389,1
106,167302,740,168042,0.876755,1
107,158908,770,159678,0.882460,1
108,157125,780,157905,0.883678,1
109,157671,780,158451,0.883305,1
112,157761,780,158541,0.883243,3
113,157146,770,157916,0.883663,1
115,160739,760,161499,0.881211,2
117,158292,730,159022,0.882880,2
118,157118,790,157908,0.883683,1
119,157494,810,158304,0.883426,1
120,157820,790,158610,0.883203,1
121,163467,800,164267,0.879356,1
123,160610,780,161390,0.881299,2
124,159116,770,159886,0.882318,1
125,157733,800,158533,0.883262,1
126,156948,740,157688,0.883799,1
128,159661,840,160501,0.881946,2
129,157358,770,158128,0.883519,1
130,160244,840,161084,0.881549,1
132,157276,750,158026,0.883575,2
134,156379,730,157109,0.884188,2
135,159146,760,159906,0.882297,1
136,156702,730,157432,0.883967,1
137,156549,760,157309,0.884072,1
138,170635,890,171525,0.874503,1
140,156888,870,157758,0.883840,2
141,160474,760,161234,0.881392,1
142,158330,770,159100,0.882854,1
143,161776,820,162596,0.880505,1
144,160363,830,161193,0.881468,1
145,160879,750,161629,0.881116,1
146,162136,880,163016,0.880260,1
147,162412,790,163202,0.880073,1
148,158678,880,159558,0.882617,1
149,157254,770,158024,0.883590,1
151,233997,2480,236477,0.833091,2
152,204242,2490,206732,0.852212,1
153,196808,2060,198868,0.857079,1
154,193523,2040,195563,0.859241,1
157,169982,1560,171542,0.874944,3
158,164748,1270,166018,0.878486,1
159,163274,1140,164414,0.879487,1
162,167173,1160,168333,0.876843,3
163,171599,1560,173159,0.873853,1
164,162865,1200,164065,0.879765,1
165,167592,1100,168692,0.876559,1
166,166488,1030,167518,0.877306,1
167,165364,1300,166664,0.878068,1
168,164060,1210,165270,0.878953,1
169,162307,1010,163317,0.880144,1
171,172409,1160,173569,0.873308,2
172,164255,1150,165405,0.878820,1
173,163481,1030,164511,0.879346,1
174,163478,1060,164538,0.879348,1
175,164194,1000,165194,0.878862,1
176,162731,980,163711,0.879856,1
177,163887,1060,164947,0.879070,1
178,164862,1110,165972,0.878409,1
