round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176501505584409,0.406274,0.984127,0.399825,1
1,1790176501506056682,0.984276,0.840627,0.827409,1
2,1790176501506507726,0.980749,0.821702,0.805884,1
3,1790176501506951421,0.975378,0.992727,0.968284,1
4,1790176501507351685,0.989644,0.806842,0.798487,1
5,1790176507516702317,0.984522,0.390641,0.384594,1
6,1790176507517709744,0.989802,0.896543,0.887400,1
7,1790176507518158528,0.984354,0.790818,0.778445,1
8,1790176507518625752,0.984236,0.805891,0.793186,1
9,1790176507519033816,0.989615,0.851124,0.842286,1
10,1790176507519443641,0.991873,0.927884,0.920343,1
11,1790176507520196341,0.701570,0.992151,0.000000,0
12,1790176507520592436,0.991794,0.824962,0.818192,1
13,1790176507521397665,0.992082,0.604748,0.599960,1
14,1790176507521819730,0.992488,0.886203,0.000000,0
15,1790176507522245974,0.992399,0.877579,0.870909,1
16,1790176507522672288,0.992220,0.758733,0.000000,0
17,1790176507523097203,0.992538,0.883054,0.876465,1
18,1790176507523928862,0.992260,0.504266,0.000000,0
19,1790176507524714841,0.992002,0.618769,0.000000,0
20,1790176507525113846,0.992488,0.782417,0.776540,1
21,1790176507525902236,0.992141,0.528770,0.000000,0
22,1790176507526299730,0.992191,0.910194,0.903086,1
23,1790176507527114180,0.992151,0.515385,0.000000,0
24,1790176507527925409,0.992339,0.600878,0.596275,1
25,1790176507528666949,0.721657,0.992588,0.716307,1
26,1790176507529445179,0.992816,0.563666,0.000000,0
27,1790176507529850603,0.992598,0.778633,0.772869,1
28,1790176507530261868,0.992617,0.773007,0.767300,1
29,1790176507531049007,0.992588,0.529564,0.000000,0
30,1790176507531650659,0.808781,0.992558,0.000000,0
31,1790176507532416119,0.992737,0.663866,0.659044,1
32,1790176507532866623,0.942255,0.992727,0.935402,1
33,1790176507533251638,0.992707,0.832279,0.826209,1
34,1790176507534440872,0.992727,0.352736,0.350170,1
35,1790176507535637686,0.992002,0.408343,0.000000,0
36,1790176507536829220,0.992182,0.355228,0.352451,1
37,1790176507537246105,0.992707,0.774338,0.768690,1
38,1790176507537651960,0.992578,0.898868,0.892196,1
39,1790176507538086314,0.992598,0.750980,0.000000,0
40,1790176507538512928,0.992300,0.755862,0.750042,1
41,1790176507538914323,0.992707,0.778390,0.000000,0
42,1790176507539314338,0.992776,0.779645,0.774013,1
43,1790176507540101217,0.992697,0.529167,0.000000,0
44,1790176513549710527,0.424676,0.984462,0.418077,1
45,1790176513550209560,0.990080,0.966389,0.000000,0
46,1790176513550723083,0.917192,0.989703,0.907748,1
47,1790176513551996047,0.633913,0.992220,0.628981,1
48,1790176522564781865,0.984216,0.381667,0.375643,1
49,1790176522565353847,0.995570,0.978075,0.000000,0
50,1790176522565793941,0.989427,0.922943,0.000000,0
51,1790176522566228746,0.984236,0.808878,0.000000,0
52,1790176522566660870,0.984157,0.833511,0.820306,1
53,1790176522567118014,0.940410,0.991011,0.000000,0
54,1790176522567503339,0.992062,0.853049,0.000000,0
55,1790176522567923203,0.992072,0.777209,0.771047,1
56,1790176522568335628,0.992141,0.912973,0.905798,1
57,1790176522568750642,0.992379,0.884292,0.877553,1
58,1790176522569165477,0.992488,0.895128,0.000000,0
59,1790176522569592901,0.991992,0.754994,0.000000,0
60,1790176522570358751,0.992677,0.732160,0.726799,1
61,1790176522570766006,0.992230,0.896077,0.889115,1
62,1790176522571185030,0.992469,0.883125,0.876474,1
63,1790176522571991399,0.992301,0.517896,0.513909,1
64,1790176522572761179,0.992111,0.539549,0.535292,1
65,1790176522573528729,0.992518,0.541224,0.537175,1
66,1790176522574673744,0.992181,0.429266,0.425909,1
67,1790176522575062029,0.992528,0.791245,0.785333,1
68,1790176522576238803,0.991447,0.359247,0.356174,1
69,1790176522577024203,0.992717,0.616779,0.612287,1
70,1790176522577832992,0.992280,0.519011,0.000000,0
71,1790176522578230687,0.992637,0.787016,0.000000,0
72,1790176522578629832,0.992339,0.789775,0.783725,1
73,1790176522579411291,0.992439,0.532895,0.528866,1
74,1790176522579835696,0.992607,0.767876,0.762199,1
75,1790176522580265700,0.992766,0.878747,0.000000,0
76,1790176522580691194,0.992151,0.758429,0.752476,1
77,1790176522581115279,0.992766,0.880867,0.874495,1
78,1790176522581539853,0.992885,0.759621,0.754216,1
79,1790176522581966397,0.992469,0.762795,0.000000,0
80,1790176522582738617,0.992260,0.721383,0.715800,1
81,1790176522583925122,0.991784,0.356263,0.000000,0
82,1790176522585119406,0.992409,0.353421,0.350738,1
83,1790176522586306220,0.992508,0.417848,0.414717,1
84,1790176522587097279,0.992538,0.528305,0.000000,0
85,1790176522587875699,0.992002,0.532596,0.528336,1
86,1790176522588271774,0.992151,0.785506,0.779341,1
87,1790176522588679228,0.992488,0.896463,0.889729,1
88,1790176522589254271,0.825680,0.992756,0.000000,0
89,1790176522589645825,0.991963,0.785358,0.779046,1
90,1790176522590071250,0.992746,0.759886,0.000000,0
91,1790176522590469525,0.992796,0.783153,0.777511,1
92,1790176522591641979,0.992091,0.360881,0.000000,0
93,1790176522592038234,0.992439,0.920997,0.000000,0
94,1790176522592433409,0.992488,0.919147,0.000000,0
95,1790176522592856293,0.992379,0.763971,0.758149,1
96,1790176522594019068,0.992588,0.488884,0.485260,1
97,1790176522594816027,0.992806,0.813290,0.807440,1
98,1790176522595235781,0.992688,0.765225,0.759629,1
99,1790176522596017811,0.992578,0.533150,0.000000,0
100,1790176522596413916,0.992677,0.787921,0.782151,1
101,1790176522597613130,0.992012,0.352320,0.349505,1
102,1790176522598036104,0.992678,0.888111,0.881609,1
103,1790176522598460549,0.992737,0.761666,0.000000,0
104,1790176522598930733,0.946722,0.992707,0.939817,1
105,1790176522599436126,0.893169,0.992707,0.000000,0
106,1790176522599832531,0.992538,0.823281,0.000000,0
107,1790176531614449102,0.696230,0.984423,0.000000,0
108,1790176531615221592,0.744453,0.984216,0.000000,0
109,1790176531615678716,0.975125,0.992607,0.967916,1
110,1790176531616073251,0.997114,0.987410,0.984560,1
111,1790176534621773264,0.984393,0.616533,0.000000,0
112,1790176534622369186,0.984117,0.839450,0.826118,1
113,1790176534623100176,0.742921,0.991348,0.000000,0
