count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,98542,1781173907000151043,1781173907000151043,1781173907000442545,1781173907000442545,1781173907000249585,1781173907000249585,0,2,2,1.000000000000,1.000000000000,1.000000000000
2,16626,1781173907000339435,1781173907000339435,1781173907000584273,1781173907000584273,1781173907000356061,1781173907000356061,3,2,1,1.000000000000,1.000000000000,1.000000000000
3,15502,1781173907000411303,1781173907000411303,1781173907000621050,1781173907000621050,1781173907000426805,1781173907000426805,0,3,3,1.000000000000,1.000000000000,1.000000000000
4,12171,1781173907000482208,1781173907000482208,1781173907000647746,1781173907000647746,1781173907000494379,1781173907000494379,3,0,3,1.000000000000,1.000000000000,1.000000000000
5,38225,1781173907000547835,1781173907000547835,1781173907000673047,1781173907000673047,1781173907000586060,1781173907000586060,2,3,1,1.000000000000,1.000000000000,1.000000000000
6,14224,1781173907000643125,1781173907000643125,1781173907000698428,1781173907000698428,1781173907000657349,1781173907000657349,3,1,2,1.000000000000,1.000000000000,1.000000000000
7,10821,1781173907000712026,1781173907000712026,1781173907000749389,1781173907000749389,1781173907000722847,1781173907000722847,2,1,3,1.000000000000,1.000000000000,1.000000000000
8,36188,1781173907000777044,1781173907000777044,1781173907000881274,1781173907000881274,1781173907000813232,1781173907000813232,2,2,0,1.000000000000,1.000000000000,1.000000000000
9,33909,1781173907000892611,1781173907000892611,1781173907000981572,1781173907000981572,1781173907000926520,1781173907000926520,1,1,0,1.000000000000,1.000000000000,1.000000000000
10,12050,1781173907000981285,1781173907000981285,1781173907001016262,1781173907001016262,1781173907000993335,1781173907000993335,3,3,0,1.000000000000,1.000000000000,1.000000000000
11,11780,1781173907001046683,1781173907001046683,1781173907001166959,1781173907001166959,1781173907001058463,1781173907001058463,1,1,0,1.000000000000,1.000000000000,1.000000000000
12,42265,1781173907001138818,1781173907001138818,1781173907001295112,1781173907001295112,1781173907001181083,1781173907001181083,3,1,2,1.000000000000,1.000000000000,1.000000000000
13,14099,1781173907001237421,1781173907001237421,1781173907001361454,1781173907001361454,1781173907001251520,1781173907001251520,3,1,2,1.000000000000,1.000000000000,1.000000000000
14,28006,1781173907001304867,1781173907001304867,1781173907001391966,1781173907001391966,1781173907001332873,1781173907001332873,0,0,0,1.000000000000,1.000000000000,1.000000000000
15,10005,1781173907001385822,1781173907001385822,1781173907001417074,1781173907001417074,1781173907001395827,1781173907001395827,1,1,0,1.000000000000,1.000000000000,1.000000000000
16,10193,1781173907001448770,1781173907001448770,1781173907001536448,1781173907001536448,1781173907001458963,1781173907001458963,1,2,3,1.000000000000,1.000000000000,1.000000000000
17,36488,1781173907001537340,1781173907001537340,1781173907001627185,1781173907001627185,1781173907001573828,1781173907001573828,1,1,0,1.000000000000,1.000000000000,1.000000000000
18,33952,1781173907001630109,1781173907001630109,1781173907001692152,1781173907001692152,1781173907001664061,1781173907001664061,0,2,2,1.000000000000,1.000000000000,1.000000000000
19,10524,1781173907001718121,1781173907001718121,1781173907001788654,1781173907001788654,1781173907001728645,1781173907001728645,2,3,1,1.000000000000,1.000000000000,1.000000000000
20,19316,1781173907001805989,1781173907001805989,1781173907001876104,1781173907001876104,1781173907001825305,1781173907001825305,0,2,2,1.000000000000,1.000000000000,1.000000000000
21,16172,1781173907001879718,1781173907001879718,1781173907001909560,1781173907001909560,1781173907001895890,1781173907001895890,0,2,2,1.000000000000,1.000000000000,1.000000000000
22,33952,1781173907001960232,1781173907001960232,1781173907002060097,1781173907002060097,1781173907001994184,1781173907001994184,3,2,1,1.000000000000,1.000000000000,1.000000000000
23,34375,1781173907002068107,1781173907002068107,1781173907002146816,1781173907002146816,1781173907002102482,1781173907002102482,0,1,1,1.000000000000,1.000000000000,1.000000000000
24,10050,1781173907002155942,1781173907002155942,1781173907002188054,1781173907002188054,1781173907002165992,1781173907002165992,3,1,2,1.000000000000,1.000000000000,1.000000000000
25,29241,1781173907002219470,1781173907002219470,1781173907002304149,1781173907002304149,1781173907002248711,1781173907002248711,1,2,3,1.000000000000,1.000000000000,1.000000000000
26,13599,1781173907002324540,1781173907002324540,1781173907002376875,1781173907002376875,1781173907002338139,1781173907002338139,0,1,1,1.000000000000,1.000000000000,1.000000000000
27,13174,1781173907002392597,1781173907002392597,1781173907002454531,1781173907002454531,1781173907002405771,1781173907002405771,1,2,3,1.000000000000,1.000000000000,1.000000000000
28,13323,1781173907002479719,1781173907002479719,1781173907002526134,1781173907002526134,1781173907002493042,1781173907002493042,2,2,0,1.000000000000,1.000000000000,1.000000000000
29,8682,1781173907002546393,1781173907002546393,1781173907002603468,1781173907002603468,1781173907002555075,1781173907002555075,2,3,1,1.000000000000,1.000000000000,1.000000000000
30,13063,1781173907002628586,1781173907002628586,1781173907002674634,1781173907002674634,1781173907002641649,1781173907002641649,1,3,2,1.000000000000,1.000000000000,1.000000000000
31,9619,1781173907002695532,1781173907002695532,1781173907002752918,1781173907002752918,1781173907002705151,1781173907002705151,3,0,3,1.000000000000,1.000000000000,1.000000000000
32,13851,1781173907002778029,1781173907002778029,1781173907002874798,1781173907002874798,1781173907002791880,1781173907002791880,0,2,2,1.000000000000,1.000000000000,1.000000000000
33,30113,1781173907002845620,1781173907002845620,1781173907002928327,1781173907002928327,1781173907002875733,1781173907002875733,3,3,0,1.000000000000,1.000000000000,1.000000000000
34,14731,1781173907002931132,1781173907002931132,1781173907002956652,1781173907002956652,1781173907002945863,1781173907002945863,2,3,1,1.000000000000,1.000000000000,1.000000000000
35,26991,1781173907002999365,1781173907002999365,1781173907003315552,1781173907003315552,1781173907003026356,1781173907003026356,2,2,0,1.000000000000,1.000000000000,1.000000000000
36,28772,1781173907003097802,1781173907003097802,1781173907003505065,1781173907003505065,1781173907003126574,1781173907003126574,0,3,3,1.000000000000,1.000000000000,1.000000000000
37,10979,1781173907003181501,1781173907003181501,1781173907003664594,1781173907003664594,1781173907003192480,1781173907003192480,1,2,3,1.000000000000,1.000000000000,1.000000000000
38,29020,1781173907003245218,1781173907003245218,1781173907003817593,1781173907003817593,1781173907003274238,1781173907003274238,0,1,1,1.000000000000,1.000000000000,1.000000000000
39,27706,1781173907003328934,1781173907003328934,1781173907003937029,1781173907003937029,1781173907003356640,1781173907003356640,2,3,1,1.000000000000,1.000000000000,1.000000000000
40,27212,1781173907003411417,1781173907003411417,1781173907004113091,1781173907004113091,1781173907003438629,1781173907003438629,3,2,1,1.000000000000,1.000000000000,1.000000000000
41,10441,1781173907003493038,1781173907003493038,1781173907004175690,1781173907004175690,1781173907003503479,1781173907003503479,0,0,0,1.000000000000,1.000000000000,1.000000000000
42,7693,1781173907003556226,1781173907003556226,1781173907004198086,1781173907004198086,1781173907003563919,1781173907003563919,1,0,1,1.000000000000,1.000000000000,1.000000000000
43,23560,1781173907003616202,1781173907003616202,1781173907004213772,1781173907004213772,1781173907003639762,1781173907003639762,3,1,2,1.000000000000,1.000000000000,1.000000000000
44,61448,1781173907003694199,1781173907003694199,1781173907004227808,1781173907004227808,1781173907003755647,1781173907003755647,0,0,0,1.000000000000,1.000000000000,1.000000000000
45,6942,1781173907003808216,1781173907003808216,1781173907004241646,1781173907004241646,1781173907003815158,1781173907003815158,0,0,0,1.000000000000,1.000000000000,1.000000000000
46,11653,1781173907003867867,1781173907003867867,1781173907004255546,1781173907004255546,1781173907003879520,1781173907003879520,2,3,1,1.000000000000,1.000000000000,1.000000000000
47,24219,1781173907003946698,1781173907003946698,1781173907004269048,1781173907004269048,1781173907003970917,1781173907003970917,3,0,3,1.000000000000,1.000000000000,1.000000000000
48,10016,1781173907004025494,1781173907004025494,1781173907004282648,1781173907004282648,1781173907004035510,1781173907004035510,1,3,2,1.000000000000,1.000000000000,1.000000000000
49,21850,1781173907004088275,1781173907004088275,1781173907004296013,1781173907004296013,1781173907004110125,1781173907004110125,0,2,2,1.000000000000,1.000000000000,1.000000000000
50,9134,1781173907004164220,1781173907004164220,1781173907004310163,1781173907004310163,1781173907004173354,1781173907004173354,0,1,1,1.000000000000,1.000000000000,1.000000000000
51,6963,1781173907004225752,1781173907004225752,1781173907004323289,1781173907004323289,1781173907004232715,1781173907004232715,1,0,1,1.000000000000,1.000000000000,1.000000000000
52,6505,1781173907004284891,1781173907004284891,1781173907004336972,1781173907004336972,1781173907004291396,1781173907004291396,0,2,2,1.000000000000,1.000000000000,1.000000000000
53,6098,1781173907004343530,1781173907004343530,1781173907004360026,1781173907004360026,1781173907004349628,1781173907004349628,2,3,1,1.000000000000,1.000000000000,1.000000000000
54,9824,1781173907004404998,1781173907004404998,1781173907004494200,1781173907004494200,1781173907004414822,1781173907004414822,1,1,0,1.000000000000,1.000000000000,1.000000000000
55,21092,1781173907004480992,1781173907004480992,1781173907004575807,1781173907004575807,1781173907004502084,1781173907004502084,0,1,1,1.000000000000,1.000000000000,1.000000000000
56,8387,1781173907004555749,1781173907004555749,1781173907004594038,1781173907004594038,1781173907004564136,1781173907004564136,2,3,1,1.000000000000,1.000000000000,1.000000000000
57,6429,1781173907004615994,1781173907004615994,1781173907004660728,1781173907004660728,1781173907004622423,1781173907004622423,0,1,1,1.000000000000,1.000000000000,1.000000000000
58,9718,1781173907004689073,1781173907004689073,1781173907004713964,1781173907004713964,1781173907004698791,1781173907004698791,0,3,3,1.000000000000,1.000000000000,1.000000000000
59,7002,1781173907004753362,1781173907004753362,1781173907004794314,1781173907004794314,1781173907004760364,1781173907004760364,3,2,1,1.000000000000,1.000000000000,1.000000000000
60,9291,1781173907004826666,1781173907004826666,1781173907004852232,1781173907004852232,1781173907004835957,1781173907004835957,3,2,1,1.000000000000,1.000000000000,1.000000000000
61,19892,1781173907004889487,1781173907004889487,1781173907004959461,1781173907004959461,1781173907004909379,1781173907004909379,2,3,1,1.000000000000,1.000000000000,1.000000000000
62,24560,1781173907004975324,1781173907004975324,1781173907005034153,1781173907005034153,1781173907004999884,1781173907004999884,3,3,0,1.000000000000,1.000000000000,1.000000000000
63,6813,1781173907005052493,1781173907005052493,1781173907005096424,1781173907005096424,1781173907005059306,1781173907005059306,2,2,0,1.000000000000,1.000000000000,1.000000000000
64,8117,1781173907005125912,1781173907005125912,1781173907005163874,1781173907005163874,1781173907005134029,1781173907005134029,1,3,2,1.000000000000,1.000000000000,1.000000000000
65,8040,1781173907005198833,1781173907005198833,1781173907005236379,1781173907005236379,1781173907005206873,1781173907005206873,2,3,1,1.000000000000,1.000000000000,1.000000000000
66,8136,1781173907005271425,1781173907005271425,1781173907005308942,1781173907005308942,1781173907005279561,1781173907005279561,3,2,1,1.000000000000,1.000000000000,1.000000000000
67,8053,1781173907005343910,1781173907005343910,1781173907005381208,1781173907005381208,1781173907005351963,1781173907005351963,2,0,2,1.000000000000,1.000000000000,1.000000000000
68,8189,1781173907005415997,1781173907005415997,1781173907005453514,1781173907005453514,1781173907005424186,1781173907005424186,0,0,0,1.000000000000,1.000000000000,1.000000000000
69,8154,1781173907005488654,1781173907005488654,1781173907005526584,1781173907005526584,1781173907005496808,1781173907005496808,1,3,2,1.000000000000,1.000000000000,1.000000000000
70,8363,1781173907005563400,1781173907005563400,1781173907005600864,1781173907005600864,1781173907005571763,1781173907005571763,2,2,0,1.000000000000,1.000000000000,1.000000000000
