count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,42248,1781174174495633440,1781174174495633440,1781174174495744364,1781174174495744364,1781174174495675688,1781174174495675688,2,1,3,1.000000000000,1.000000000000,1.000000000000
2,6540,1781174174495746420,1781174174495746420,1781174174495790284,1781174174495790284,1781174174495752960,1781174174495752960,1,3,2,1.000000000000,1.000000000000,1.000000000000
3,4263,1781174174495804453,1781174174495804453,1781174174495859524,1781174174495859524,1781174174495808716,1781174174495808716,1,3,2,1.000000000000,1.000000000000,1.000000000000
4,18505,1781174174495870239,1781174174495870239,1781174174495916351,1781174174495916351,1781174174495888744,1781174174495888744,3,1,2,1.000000000000,1.000000000000,1.000000000000
5,4708,1781174174495940137,1781174174495940137,1781174174495978939,1781174174495978939,1781174174495944845,1781174174495944845,0,2,2,1.000000000000,1.000000000000,1.000000000000
6,6337,1781174174496006211,1781174174496006211,1781174174496026005,1781174174496026005,1781174174496012548,1781174174496012548,3,1,2,1.000000000000,1.000000000000,1.000000000000
7,13289,1781174174496064350,1781174174496064350,1781174174496100630,1781174174496100630,1781174174496077639,1781174174496077639,2,0,2,1.000000000000,1.000000000000,1.000000000000
8,14718,1781174174496138045,1781174174496138045,1781174174496175624,1781174174496175624,1781174174496152763,1781174174496152763,0,2,2,1.000000000000,1.000000000000,1.000000000000
9,14743,1781174174496213404,1781174174496213404,1781174174496251817,1781174174496251817,1781174174496228147,1781174174496228147,0,0,0,1.000000000000,1.000000000000,1.000000000000
10,15003,1781174174496288892,1781174174496288892,1781174174496327926,1781174174496327926,1781174174496303895,1781174174496303895,3,2,1,1.000000000000,1.000000000000,1.000000000000
11,14611,1781174174496363905,1781174174496363905,1781174174496398944,1781174174496398944,1781174174496378516,1781174174496378516,3,3,0,1.000000000000,1.000000000000,1.000000000000
12,14635,1781174174496438605,1781174174496438605,1781174174496475371,1781174174496475371,1781174174496453240,1781174174496453240,2,2,0,1.000000000000,1.000000000000,1.000000000000
13,14753,1781174174496513787,1781174174496513787,1781174174496550805,1781174174496550805,1781174174496528540,1781174174496528540,2,0,2,1.000000000000,1.000000000000,1.000000000000
14,5984,1781174174496589380,1781174174496589380,1781174174496621488,1781174174496621488,1781174174496595364,1781174174496595364,0,2,2,1.000000000000,1.000000000000,1.000000000000
15,13736,1781174174496655164,1781174174496655164,1781174174496690500,1781174174496690500,1781174174496668900,1781174174496668900,2,2,0,1.000000000000,1.000000000000,1.000000000000
16,14479,1781174174496734023,1781174174496734023,1781174174496842515,1781174174496842515,1781174174496748502,1781174174496748502,2,1,3,1.000000000000,1.000000000000,1.000000000000
17,21136,1781174174496808097,1781174174496808097,1781174174496882916,1781174174496882916,1781174174496829233,1781174174496829233,0,2,2,1.000000000000,1.000000000000,1.000000000000
18,5655,1781174174496881703,1781174174496881703,1781174174496895449,1781174174496895449,1781174174496887358,1781174174496887358,0,0,0,1.000000000000,1.000000000000,1.000000000000
19,12305,1781174174496939126,1781174174496939126,1781174174497006506,1781174174497006506,1781174174496951431,1781174174496951431,3,0,3,1.000000000000,1.000000000000,1.000000000000
20,14756,1781174174497011732,1781174174497011732,1781174174497059596,1781174174497059596,1781174174497026488,1781174174497026488,0,0,0,1.000000000000,1.000000000000,1.000000000000
21,5273,1781174174497078905,1781174174497078905,1781174174497097979,1781174174497097979,1781174174497084178,1781174174497084178,3,0,3,1.000000000000,1.000000000000,1.000000000000
22,6459,1781174174497135856,1781174174497135856,1781174174497171666,1781174174497171666,1781174174497142315,1781174174497142315,2,1,3,1.000000000000,1.000000000000,1.000000000000
23,6396,1781174174497202487,1781174174497202487,1781174174497248822,1781174174497248822,1781174174497208883,1781174174497208883,1,0,1,1.000000000000,1.000000000000,1.000000000000
24,5937,1781174174497268393,1781174174497268393,1781174174497290623,1781174174497290623,1781174174497274330,1781174174497274330,3,0,3,1.000000000000,1.000000000000,1.000000000000
25,12265,1781174174497325861,1781174174497325861,1781174174497366195,1781174174497366195,1781174174497338126,1781174174497338126,0,1,1,1.000000000000,1.000000000000,1.000000000000
26,14497,1781174174497397753,1781174174497397753,1781174174497434806,1781174174497434806,1781174174497412250,1781174174497412250,0,1,1,1.000000000000,1.000000000000,1.000000000000
27,14021,1781174174497471943,1781174174497471943,1781174174497528642,1781174174497528642,1781174174497485964,1781174174497485964,3,1,2,1.000000000000,1.000000000000,1.000000000000
28,5971,1781174174497545503,1781174174497545503,1781174174497569374,1781174174497569374,1781174174497551474,1781174174497551474,2,1,3,1.000000000000,1.000000000000,1.000000000000
29,12400,1781174174497602833,1781174174497602833,1781174174497638550,1781174174497638550,1781174174497615233,1781174174497615233,2,3,1,1.000000000000,1.000000000000,1.000000000000
30,19625,1781174174497674653,1781174174497674653,1781174174497715611,1781174174497715611,1781174174497694278,1781174174497694278,3,3,0,1.000000000000,1.000000000000,1.000000000000
31,7273,1781174174497754383,1781174174497754383,1781174174497785123,1781174174497785123,1781174174497761656,1781174174497761656,1,2,3,1.000000000000,1.000000000000,1.000000000000
32,7543,1781174174497821254,1781174174497821254,1781174174497869101,1781174174497869101,1781174174497828797,1781174174497828797,1,1,0,1.000000000000,1.000000000000,1.000000000000
33,5995,1781174174497888436,1781174174497888436,1781174174497901887,1781174174497901887,1781174174497894431,1781174174497894431,1,3,2,1.000000000000,1.000000000000,1.000000000000
34,3941,1781174174497945986,1781174174497945986,1781174174497990800,1781174174497990800,1781174174497949927,1781174174497949927,0,0,0,1.000000000000,1.000000000000,1.000000000000
35,6261,1781174174498009644,1781174174498009644,1781174174498034274,1781174174498034274,1781174174498015905,1781174174498015905,1,2,3,1.000000000000,1.000000000000,1.000000000000
36,12528,1781174174498067297,1781174174498067297,1781174174498111182,1781174174498111182,1781174174498079825,1781174174498079825,1,1,0,1.000000000000,1.000000000000,1.000000000000
37,6000,1781174174498139068,1781174174498139068,1781174174498159866,1781174174498159866,1781174174498145068,1781174174498145068,3,3,0,1.000000000000,1.000000000000,1.000000000000
38,12545,1781174174498196822,1781174174498196822,1781174174498253948,1781174174498253948,1781174174498209367,1781174174498209367,2,1,3,1.000000000000,1.000000000000,1.000000000000
39,6176,1781174174498268904,1781174174498268904,1781174174498295035,1781174174498295035,1781174174498275080,1781174174498275080,0,1,1,1.000000000000,1.000000000000,1.000000000000
40,4241,1781174174498326534,1781174174498326534,1781174174498372368,1781174174498372368,1781174174498330775,1781174174498330775,0,0,0,1.000000000000,1.000000000000,1.000000000000
41,5854,1781174174498390868,1781174174498390868,1781174174498414308,1781174174498414308,1781174174498396722,1781174174498396722,1,2,3,1.000000000000,1.000000000000,1.000000000000
42,14273,1781174174498448688,1781174174498448688,1781174174498491540,1781174174498491540,1781174174498462961,1781174174498462961,2,0,2,1.000000000000,1.000000000000,1.000000000000
43,6243,1781174174498522332,1781174174498522332,1781174174498563737,1781174174498563737,1781174174498528575,1781174174498528575,3,2,1,1.000000000000,1.000000000000,1.000000000000
44,5885,1781174174498588098,1781174174498588098,1781174174498601963,1781174174498601963,1781174174498593983,1781174174498593983,1,3,2,1.000000000000,1.000000000000,1.000000000000
45,12614,1781174174498645309,1781174174498645309,1781174174498679501,1781174174498679501,1781174174498657923,1781174174498657923,3,1,2,1.000000000000,1.000000000000,1.000000000000
46,6454,1781174174498717928,1781174174498717928,1781174174498752828,1781174174498752828,1781174174498724382,1781174174498724382,2,3,1,1.000000000000,1.000000000000,1.000000000000
47,5953,1781174174498784044,1781174174498784044,1781174174498812388,1781174174498812388,1781174174498789997,1781174174498789997,2,3,1,1.000000000000,1.000000000000,1.000000000000
48,6462,1781174174498862653,1781174174498862653,1781174174498891616,1781174174498891616,1781174174498869115,1781174174498869115,0,1,1,1.000000000000,1.000000000000,1.000000000000
49,14561,1781174174498929334,1781174174498929334,1781174174498988755,1781174174498988755,1781174174498943895,1781174174498943895,2,0,2,1.000000000000,1.000000000000,1.000000000000
50,7456,1781174174499003415,1781174174499003415,1781174174499032491,1781174174499032491,1781174174499010871,1781174174499010871,3,1,2,1.000000000000,1.000000000000,1.000000000000
51,12226,1781174174499062206,1781174174499062206,1781174174499106512,1781174174499106512,1781174174499074432,1781174174499074432,2,0,2,1.000000000000,1.000000000000,1.000000000000
52,5392,1781174174499133689,1781174174499133689,1781174174499177080,1781174174499177080,1781174174499139081,1781174174499139081,0,0,0,1.000000000000,1.000000000000,1.000000000000
53,5992,1781174174499198705,1781174174499198705,1781174174499214804,1781174174499214804,1781174174499204697,1781174174499204697,1,0,1,1.000000000000,1.000000000000,1.000000000000
54,12518,1781174174499256755,1781174174499256755,1781174174499290923,1781174174499290923,1781174174499269273,1781174174499269273,0,2,2,1.000000000000,1.000000000000,1.000000000000
55,14195,1781174174499329160,1781174174499329160,1781174174499364171,1781174174499364171,1781174174499343355,1781174174499343355,3,3,0,1.000000000000,1.000000000000,1.000000000000
56,13927,1781174174499403214,1781174174499403214,1781174174499437731,1781174174499437731,1781174174499417141,1781174174499417141,2,0,2,1.000000000000,1.000000000000,1.000000000000
57,14458,1781174174499477344,1781174174499477344,1781174174499512200,1781174174499512200,1781174174499491802,1781174174499491802,1,3,2,1.000000000000,1.000000000000,1.000000000000
58,33347,1781174174499551861,1781174174499551861,1781174174499607286,1781174174499607286,1781174174499585208,1781174174499585208,2,3,1,1.000000000000,1.000000000000,1.000000000000
59,14246,1781174174499647457,1781174174499647457,1781174174499688069,1781174174499688069,1781174174499661703,1781174174499661703,0,2,2,1.000000000000,1.000000000000,1.000000000000
60,13960,1781174174499721273,1781174174499721273,1781174174499758062,1781174174499758062,1781174174499735233,1781174174499735233,0,3,3,1.000000000000,1.000000000000,1.000000000000
61,24371,1781174174499794896,1781174174499794896,1781174174499839114,1781174174499839114,1781174174499819267,1781174174499819267,1,3,2,1.000000000000,1.000000000000,1.000000000000
62,4123,1781174174499870652,1781174174499870652,1781174174499942435,1781174174499942435,1781174174499874775,1781174174499874775,0,0,0,1.000000000000,1.000000000000,1.000000000000
63,14335,1781174174499934407,1781174174499934407,1781174174499985519,1781174174499985519,1781174174499948742,1781174174499948742,3,1,2,1.000000000000,1.000000000000,1.000000000000
64,5603,1781174174500001027,1781174174500001027,1781174174500045785,1781174174500045785,1781174174500006630,1781174174500006630,3,3,0,1.000000000000,1.000000000000,1.000000000000
65,5935,1781174174500066132,1781174174500066132,1781174174500082987,1781174174500082987,1781174174500072067,1781174174500072067,3,3,0,1.000000000000,1.000000000000,1.000000000000
66,12557,1781174174500123751,1781174174500123751,1781174174500155738,1781174174500155738,1781174174500136308,1781174174500136308,0,3,3,1.000000000000,1.000000000000,1.000000000000
67,14096,1781174174500195587,1781174174500195587,1781174174500230759,1781174174500230759,1781174174500209683,1781174174500209683,3,2,1,1.000000000000,1.000000000000,1.000000000000
68,13742,1781174174500269534,1781174174500269534,1781174174500337200,1781174174500337200,1781174174500283276,1781174174500283276,2,2,0,1.000000000000,1.000000000000,1.000000000000
69,13118,1781174174500335515,1781174174500335515,1781174174500354147,1781174174500354147,1781174174500348633,1781174174500348633,2,1,3,1.000000000000,1.000000000000,1.000000000000
70,14108,1781174174500400861,1781174174500400861,1781174174500438737,1781174174500438737,1781174174500414969,1781174174500414969,0,3,3,1.000000000000,1.000000000000,1.000000000000
71,5949,1781174174500476797,1781174174500476797,1781174174500519788,1781174174500519788,1781174174500482746,1781174174500482746,2,1,3,1.000000000000,1.000000000000,1.000000000000
72,5880,1781174174500542772,1781174174500542772,1781174174500564441,1781174174500564441,1781174174500548652,1781174174500548652,1,2,3,1.000000000000,1.000000000000,1.000000000000
73,12491,1781174174500600012,1781174174500600012,1781174174500656171,1781174174500656171,1781174174500612503,1781174174500612503,3,0,3,1.000000000000,1.000000000000,1.000000000000
74,16151,1781174174500671955,1781174174500671955,1781174174500705919,1781174174500705919,1781174174500688106,1781174174500688106,0,1,1,1.000000000000,1.000000000000,1.000000000000
75,5476,1781174174500740386,1781174174500740386,1781174174500777983,1781174174500777983,1781174174500745862,1781174174500745862,0,3,3,1.000000000000,1.000000000000,1.000000000000
76,5942,1781174174500805725,1781174174500805725,1781174174500850270,1781174174500850270,1781174174500811667,1781174174500811667,0,3,3,1.000000000000,1.000000000000,1.000000000000
77,5886,1781174174500871165,1781174174500871165,1781174174500950942,1781174174500950942,1781174174500877051,1781174174500877051,0,3,3,1.000000000000,1.000000000000,1.000000000000
78,14346,1781174174500937459,1781174174500937459,1781174174500990625,1781174174500990625,1781174174500951805,1781174174500951805,0,2,2,1.000000000000,1.000000000000,1.000000000000
79,5658,1781174174501004010,1781174174501004010,1781174174501022769,1781174174501022769,1781174174501009668,1781174174501009668,3,3,0,1.000000000000,1.000000000000,1.000000000000
80,12931,1781174174501062862,1781174174501062862,1781174174501103836,1781174174501103836,1781174174501075793,1781174174501075793,2,3,1,1.000000000000,1.000000000000,1.000000000000
81,16921,1781174174501135186,1781174174501135186,1781174174501207893,1781174174501207893,1781174174501152107,1781174174501152107,3,1,2,1.000000000000,1.000000000000,1.000000000000
82,13904,1781174174501213333,1781174174501213333,1781174174501250321,1781174174501250321,1781174174501227237,1781174174501227237,1,0,1,1.000000000000,1.000000000000,1.000000000000
83,5487,1781174174501279354,1781174174501279354,1781174174501334813,1781174174501334813,1781174174501284841,1781174174501284841,1,1,0,1.000000000000,1.000000000000,1.000000000000
84,5919,1781174174501344295,1781174174501344295,1781174174501368236,1781174174501368236,1781174174501350214,1781174174501350214,0,3,3,1.000000000000,1.000000000000,1.000000000000
85,3947,1781174174501401577,1781174174501401577,1781174174501462519,1781174174501462519,1781174174501405524,1781174174501405524,0,1,1,1.000000000000,1.000000000000,1.000000000000
86,12759,1781174174501465255,1781174174501465255,1781174174501495607,1781174174501495607,1781174174501478014,1781174174501478014,3,3,0,1.000000000000,1.000000000000,1.000000000000
87,4193,1781174174501529782,1781174174501529782,1781174174501594059,1781174174501594059,1781174174501533975,1781174174501533975,2,1,3,1.000000000000,1.000000000000,1.000000000000
88,13662,1781174174501594113,1781174174501594113,1781174174501628051,1781174174501628051,1781174174501607775,1781174174501607775,0,0,0,1.000000000000,1.000000000000,1.000000000000
89,5288,1781174174501659966,1781174174501659966,1781174174501706590,1781174174501706590,1781174174501665254,1781174174501665254,2,2,0,1.000000000000,1.000000000000,1.000000000000
90,6253,1781174174501724733,1781174174501724733,1781174174501747937,1781174174501747937,1781174174501730986,1781174174501730986,0,0,0,1.000000000000,1.000000000000,1.000000000000
91,12302,1781174174501782892,1781174174501782892,1781174174501827165,1781174174501827165,1781174174501795194,1781174174501795194,0,1,1,1.000000000000,1.000000000000,1.000000000000
92,5953,1781174174501854481,1781174174501854481,1781174174501894739,1781174174501894739,1781174174501860434,1781174174501860434,1,3,2,1.000000000000,1.000000000000,1.000000000000
93,5798,1781174174501920733,1781174174501920733,1781174174501939668,1781174174501939668,1781174174501926531,1781174174501926531,1,3,2,1.000000000000,1.000000000000,1.000000000000
94,5075,1781174174501979982,1781174174501979982,1781174174502022860,1781174174502022860,1781174174501985057,1781174174501985057,0,0,0,1.000000000000,1.000000000000,1.000000000000
95,6094,1781174174502045105,1781174174502045105,1781174174502100360,1781174174502100360,1781174174502051199,1781174174502051199,1,1,0,1.000000000000,1.000000000000,1.000000000000
96,7713,1781174174502110966,1781174174502110966,1781174174502138773,1781174174502138773,1781174174502118679,1781174174502118679,3,0,3,1.000000000000,1.000000000000,1.000000000000
97,6547,1781174174502170329,1781174174502170329,1781174174502214748,1781174174502214748,1781174174502176876,1781174174502176876,3,2,1,1.000000000000,1.000000000000,1.000000000000
98,5794,1781174174502236887,1781174174502236887,1781174174502252470,1781174174502252470,1781174174502242681,1781174174502242681,0,2,2,1.000000000000,1.000000000000,1.000000000000
99,12750,1781174174502294390,1781174174502294390,1781174174502327847,1781174174502327847,1781174174502307140,1781174174502307140,3,2,1,1.000000000000,1.000000000000,1.000000000000
100,14489,1781174174502366355,1781174174502366355,1781174174502401658,1781174174502401658,1781174174502380844,1781174174502380844,1,3,2,1.000000000000,1.000000000000,1.000000000000
101,14138,1781174174502440237,1781174174502440237,1781174174502473559,1781174174502473559,1781174174502454375,1781174174502454375,3,0,3,1.000000000000,1.000000000000,1.000000000000
102,14159,1781174174502513813,1781174174502513813,1781174174502552347,1781174174502552347,1781174174502527972,1781174174502527972,3,0,3,1.000000000000,1.000000000000,1.000000000000
103,6013,1781174174502588022,1781174174502588022,1781174174502626124,1781174174502626124,1781174174502594035,1781174174502594035,2,1,3,1.000000000000,1.000000000000,1.000000000000
104,5887,1781174174502653618,1781174174502653618,1781174174502697853,1781174174502697853,1781174174502659505,1781174174502659505,0,1,1,1.000000000000,1.000000000000,1.000000000000
105,5965,1781174174502719008,1781174174502719008,1781174174502768560,1781174174502768560,1781174174502724973,1781174174502724973,2,0,2,1.000000000000,1.000000000000,1.000000000000
106,5990,1781174174502786513,1781174174502786513,1781174174502800502,1781174174502800502,1781174174502792503,1781174174502792503,1,1,0,1.000000000000,1.000000000000,1.000000000000
107,12534,1781174174502843902,1781174174502843902,1781174174502879019,1781174174502879019,1781174174502856436,1781174174502856436,3,1,2,1.000000000000,1.000000000000,1.000000000000
108,5814,1781174174502916284,1781174174502916284,1781174174502960399,1781174174502960399,1781174174502922098,1781174174502922098,0,0,0,1.000000000000,1.000000000000,1.000000000000
109,5799,1781174174502981691,1781174174502981691,1781174174502997985,1781174174502997985,1781174174502987490,1781174174502987490,1,0,1,1.000000000000,1.000000000000,1.000000000000
110,4477,1781174174503041242,1781174174503041242,1781174174503078756,1781174174503078756,1781174174503045719,1781174174503045719,1,1,0,1.000000000000,1.000000000000,1.000000000000
111,6296,1781174174503105019,1781174174503105019,1781174174503151797,1781174174503151797,1781174174503111315,1781174174503111315,3,0,3,1.000000000000,1.000000000000,1.000000000000
112,6073,1781174174503171065,1781174174503171065,1781174174503213986,1781174174503213986,1781174174503177138,1781174174503177138,1,0,1,1.000000000000,1.000000000000,1.000000000000
113,5898,1781174174503236589,1781174174503236589,1781174174503287246,1781174174503287246,1781174174503242487,1781174174503242487,3,3,0,1.000000000000,1.000000000000,1.000000000000
114,5982,1781174174503302138,1781174174503302138,1781174174503328059,1781174174503328059,1781174174503308120,1781174174503308120,2,0,2,1.000000000000,1.000000000000,1.000000000000
115,3854,1781174174503359740,1781174174503359740,1781174174503422407,1781174174503422407,1781174174503363594,1781174174503363594,1,0,1,1.000000000000,1.000000000000,1.000000000000
116,13927,1781174174503426540,1781174174503426540,1781174174503468677,1781174174503468677,1781174174503440467,1781174174503440467,2,2,0,1.000000000000,1.000000000000,1.000000000000
117,6164,1781174174503492808,1781174174503492808,1781174174503537220,1781174174503537220,1781174174503498972,1781174174503498972,2,2,0,1.000000000000,1.000000000000,1.000000000000
118,6256,1781174174503567569,1781174174503567569,1781174174503597246,1781174174503597246,1781174174503573825,1781174174503573825,3,3,0,1.000000000000,1.000000000000,1.000000000000
119,11868,1781174174503625710,1781174174503625710,1781174174503666744,1781174174503666744,1781174174503637578,1781174174503637578,2,0,2,1.000000000000,1.000000000000,1.000000000000
