count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785326631726241068,383682,162075,0.880302,0
51,1785326631726627820,384802,161366,0.880784,0
52,1785326631727014732,381362,163288,0.879477,0
53,1785326631727397694,384582,163559,0.879293,1
54,1785326631727783996,387332,161021,0.881019,0
55,1785326631728173668,382972,162982,0.879685,1
56,1785326631728558570,384773,164793,0.878455,0
57,1785326631728944903,383502,162984,0.879684,0
58,1785326631729330055,383132,163655,0.879228,0
59,1785326631729715687,377782,160917,0.881090,0
60,1785326631730095259,380902,162848,0.879776,0
61,1785326631730478021,384922,163020,0.879659,0
62,1785326631730864833,387392,160631,0.881285,0
63,1785326631731254115,393972,162422,0.880066,0
64,1785326631731649597,383023,162604,0.879942,0
65,1785326631732034110,384932,164024,0.878977,0
66,1785326631732420622,382352,161065,0.880989,0
67,1785326631732805194,387962,168167,0.876170,0
68,1785326631733194866,385652,160998,0.881035,0
69,1785326631733581978,383842,163270,0.879489,0
70,1785326631733967400,379362,160511,0.881367,0
71,1785326631734348452,379572,160413,0.881434,0
72,1785326631734729394,380762,160024,0.881699,0
73,1785326631735111676,379883,160886,0.881111,0
74,1785326631735493179,382552,161186,0.880907,0
75,1785326631735886701,382682,162677,0.879893,0
76,1785326631736271023,383372,163399,0.879402,0
77,1785326631736656215,381142,161710,0.880550,0
78,1785326631737039017,382882,161242,0.880869,0
79,1785326631737423419,378092,159633,0.881965,0
80,1785326631737802981,385372,160954,0.881065,0
81,1785326631738189843,384972,164816,0.878440,0
82,1785326631738576645,380293,161327,0.880811,0
83,1785326631738959028,380502,161978,0.880368,0
84,1785326631739341040,385602,161039,0.881007,0
85,1785326631739728572,378832,160160,0.881606,0
86,1785326631740109084,377872,160292,0.881516,0
87,1785326631740488416,381462,160614,0.881297,1
88,1785326631740871348,381952,161015,0.881023,0
89,1785326631741254680,386832,167986,0.876293,0
90,1785326631741643052,379732,160328,0.881491,0
91,1785326631742024804,386852,163349,0.879436,0
92,1785326631742412916,387263,163471,0.879353,0
93,1785326631742801639,392192,170091,0.874870,0
94,1785326631743195531,395832,174482,0.871914,0
95,1785326631743592963,382802,162244,0.880187,0
