count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,14840,8940,17536
2,9804,5405,11747
3,17367,5913,19587
4,14346,4893,16199
5,8497,4854,10302
6,6087,4323,7750
7,14080,5490,16263
8,7355,4776,9279
9,12081,5147,13612
10,6096,4840,7870
11,12273,5240,14459
12,8102,3134,9411
13,6187,4189,7943
14,6785,4500,8860
15,6415,4321,8331
16,9252,5755,10681
17,14058,5752,16236
18,14863,6050,16763
19,19040,5268,21124
20,14585,5037,16512
21,7109,3035,8165
22,6433,4167,8074
23,17407,5734,19906
24,11114,5472,12975
25,13262,6349,14926
26,12201,5203,13922
27,8055,4810,9889
28,12094,4865,14362
29,5776,4241,7644
30,15321,5268,17701
31,15788,5433,18286
32,10534,5152,12754
33,18595,4811,20692
34,10388,5172,12267
35,18212,5583,21070
36,16564,5694,18476
37,28270,5860,31636
38,6694,4478,8414
39,16293,5693,18357
40,11002,4499,12965
41,14469,5612,16503
42,10786,3716,12224
43,10412,5331,12526
44,7213,4418,9189
45,8814,4710,10629
46,10033,4628,11861
47,7723,4388,9238
48,7974,6353,9699
49,11494,5582,13765
50,6610,4216,8235
51,14399,5365,16526
52,10881,4558,12823
53,15678,5723,18083
54,12846,5348,14772
55,12650,5113,14517
56,11817,4933,13916
57,11848,5105,13911
58,16479,5502,18783
59,14967,5313,17263
60,14179,5415,16269
61,16536,5694,18735
62,11978,16009,13851
63,12459,3477,14172
64,9884,3642,11513
65,12546,4853,14453
66,7913,4863,10007
67,7541,4653,9250
68,18850,6207,21436
69,9782,4740,11670
70,15699,6036,17973
71,11943,5062,14208
72,8973,4908,11071
73,13921,5182,15780
74,14976,5703,17106
75,8832,4591,10723
76,11495,4498,13243
77,11072,5008,13114
78,9526,4655,11460
79,15414,5256,17434
80,15121,5284,17178
81,11347,4954,13073
82,16210,5350,18394
83,14482,5695,16598
84,13814,4981,15714
85,18645,5409,20681
86,13520,5313,15279
87,14197,4427,15884
88,13103,4995,14979
89,11331,5419,12999
90,16989,5224,19068
91,15915,5069,17723
92,13470,4686,15358
93,14147,4943,16110
94,12350,4389,14192
95,35520,5814,38511
96,7985,4225,9585
97,17879,5723,20204
98,15054,4582,16932
99,11104,4591,12738
100,10466,9252,72271
101,12907,5013,15011
102,19125,12898,44375
103,37844,19337,111934
104,14182,4661,16055
105,13215,5102,15171
106,16216,5775,18290
107,14384,5189,16413
108,14611,5064,16474
109,28075,6498,32982
110,15999,5259,18087
111,16396,5874,18634
112,17006,5044,18974
113,15908,4981,17938
114,12878,5433,15148
115,6164,4289,7563
116,9996,4925,11676
117,6470,4255,7689
118,6040,2908,7037
119,6083,15434,7703
120,16006,5189,18043
121,11731,4871,14003
122,6536,4529,8232
123,17560,6345,19599
124,16781,5565,18888
125,12788,4042,14266
126,14084,5376,16118
127,9769,3317,11041
128,8040,4387,9376
129,13700,5126,15292
130,11992,4852,14114
131,9578,4181,11653
132,11429,4804,13442
133,13510,5036,15667
134,12109,5507,14117
135,6073,4538,7590
136,5496,4055,7312
137,9521,4613,11272
138,14180,4321,15767
139,11307,5108,13408
140,12319,5311,14358
141,11115,4616,12801
142,9229,3789,10809
143,12854,5237,14858
144,10174,4674,11786
145,11918,8747,14116
146,12629,5325,14743
147,13963,6469,15852
148,17074,4689,19153
149,11074,4940,13049
150,5761,3906,7408
151,12668,4619,14482
152,13479,9028,15488
153,17639,6124,20224
154,20089,4263,21892
155,8565,4425,10504
156,14374,5249,16319
157,7733,4458,9917
158,10372,4553,12375
159,15851,5235,17892
160,13660,4267,15502
161,7748,4242,9188
162,42758,7357,45812
163,21800,6460,24231
164,12202,5380,14003
165,11876,4645,13709
166,12169,3846,14151
167,12039,4868,14016
168,15693,5335,17831
169,6685,3796,8302
170,12689,5248,15214
171,8629,4272,10600
172,10697,4869,12533
173,9483,5389,11205
174,7869,4157,9460
175,7127,4039,8798
176,14670,5292,17026
177,11287,5242,13553
178,8837,4484,10855
179,17195,5494,19179
180,13211,7311,15146
181,6667,4372,8407
182,7614,4296,9590
183,12224,6043,14227
184,8505,4752,10622
185,16426,5425,18495
186,11641,4957,13324
187,9322,4996,11036
188,14959,5804,17654
189,9422,4780,11290
190,5234,3124,6722
191,10924,4797,13103
192,5779,3057,7173
193,4581,3496,5858
194,9464,4167,11459
195,6635,4181,8294
196,5421,3840,6806
197,11922,5228,13796
198,9703,3657,11296
199,13866,5070,15804
200,7990,4335,9760
201,5872,2855,6916
202,12842,5192,14954
203,5846,4120,7500
204,6286,4448,7915
205,5983,4751,7752
206,5590,4185,7207
207,7487,4574,8996
208,14561,5221,16711
209,12568,5223,14945
210,14232,5786,16521
211,6463,4273,8252
212,9603,4826,11508
213,5756,5315,7623
214,12118,4918,13799
215,5516,4119,7034
216,11649,5223,13669
217,16182,5742,18285
218,12852,4499,14528
219,10961,4218,12681
220,20424,4877,22791
221,9996,5296,11735
222,7108,4213,8560
223,8043,4325,9912
224,7099,4340,9022
225,5991,2842,7237
226,5248,2986,6392
227,10130,4307,11635
228,9084,5912,25093
229,7485,4696,9330
230,8828,4647,10655
231,8925,4675,10727
232,18260,5545,20889
233,9577,3658,11237
234,14747,5240,16667
235,6655,3509,8280
236,5008,4462,6701
237,7831,4908,9708
238,4958,2825,6195
239,12150,3850,14049
240,6186,4480,7854
241,10736,5096,12801
242,7568,3157,8901
243,17227,5264,19540
244,10988,3885,12699
245,10966,5014,13037
246,5263,4171,6939
247,6957,3446,8212
248,5407,3086,6737
249,4032,3889,5363
250,13464,4074,15108
251,7362,4636,9323
252,7749,4311,9521
253,4784,3166,6156
254,5280,4762,6883
255,14214,5036,16214
256,11083,4270,12735
257,7546,3064,8959
258,14779,3137,16461
259,7638,4421,9146
260,11031,4625,13152
261,10884,4832,12948
262,9405,3261,11014
263,7029,3689,8338
264,5906,3265,7262
265,12674,3762,14280
266,6447,3454,7839
267,4971,4149,6653
268,9496,4828,11431
269,12982,4609,14947
270,7416,4300,9110
271,6329,3231,7698
272,3975,3149,5220
273,4770,3791,6369
274,13093,5324,14845
275,7730,3394,9246
276,6227,3973,8040
277,5703,2931,6931
278,5960,2930,7289
279,18902,5321,21082
280,7797,3439,9307
281,6395,3675,7849
282,4491,3246,5850
283,12919,5129,15271
284,12741,5288,14656
285,10986,4985,13078
286,10830,5174,12687
287,13243,4968,15243
288,16099,5428,18316
289,9937,14934,11246
290,9001,4422,10490
291,6407,3989,8143
292,15404,5742,17413
293,14932,5539,16717
294,13344,5199,15350
295,7266,3072,8529
296,12620,3892,14433
297,13212,3689,14698
298,10307,4413,12338
299,9438,4172,11341
300,10379,3444,12004
301,7899,14685,9756
302,8961,3462,10489
303,6175,4145,7595
304,23766,4761,25999
305,11771,3800,13524
306,12097,4644,14247
307,8138,4573,10456
308,5778,4474,7572
309,7337,4046,8905
310,5673,3911,7380
311,6616,4195,8255
312,13077,5140,14806
313,14983,4939,17001
314,13696,4944,15820
315,4039,3140,5261
316,9188,3540,10620
317,8692,3650,10239
318,4067,3086,5264
319,5957,3054,7247
320,14835,5371,16712
321,7073,4588,8912
322,5581,3093,6983
323,5259,3220,6757
324,4719,4215,6869
325,13361,5399,15619
326,6495,4400,8371
327,6810,3286,8190
328,8100,3608,9688
329,6852,3039,8121
330,4240,3048,5509
331,4380,2974,5501
332,4188,3022,5566
333,4242,2824,5604
334,5246,3295,6725
335,4352,2945,5619
336,10653,3977,12194
337,12978,4744,14919
