count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,15892,7301,18987
2,60587,7879,65165
3,17896,5780,20566
4,14379,4784,16668
5,14368,4547,16691
6,12908,4662,16125
7,15253,4856,17644
8,15842,5080,18052
9,13823,4950,16145
10,10769,6377,13002
11,13417,4914,15697
12,8800,5002,10990
13,13710,3461,15323
14,14375,5504,16765
15,14834,5391,17458
16,12404,5404,14586
17,15366,5064,17426
18,13432,5126,16176
19,10077,4865,12407
20,14243,6086,16803
21,11812,5666,14207
22,8463,5034,10709
23,6384,4338,8859
24,13199,5656,15742
25,13477,5720,15980
26,9242,4541,11624
27,14943,5726,17600
28,7224,4605,9178
29,6593,4215,8774
30,11252,4981,13226
31,13519,5494,15921
32,12607,5388,15176
33,6498,4366,8713
34,8359,4693,10487
35,8468,3434,10040
36,9569,4993,11986
37,4469,3461,5974
38,7598,3275,9188
39,13335,3646,15451
40,11283,4773,13982
41,9506,4534,11901
42,10067,4736,12738
43,4757,3336,6282
44,11328,3361,13217
45,16382,5555,19011
46,12731,5556,15596
47,13605,5179,16481
48,9323,4250,11796
49,13632,5529,15860
50,15346,5742,18553
51,16486,5436,19503
52,14414,5612,16940
53,9550,5665,11703
54,15794,5732,18473
55,9799,4240,11783
56,16778,6148,19496
57,10977,5583,13141
58,12490,5146,14671
59,4862,3479,6377
60,9550,4870,11653
61,14638,5593,17075
62,17142,51980,19923
63,14081,5446,16716
64,9582,5495,11883
65,16457,5492,18792
66,10258,4556,12211
67,21561,4785,23750
68,7858,3313,9525
69,14588,5994,16987
70,26076,5493,28598
71,13298,5737,15383
72,52551,8413,56692
73,11577,5689,13885
74,9773,4730,11699
75,15119,5671,17752
76,13234,5336,15445
77,8380,4698,10751
78,44409,6524,48600
79,13236,5172,15397
80,14902,5562,17911
81,8068,3310,9419
82,12697,5015,15080
83,19556,3776,23995
84,13983,5090,16578
85,41601,8391,45936
86,10469,5086,12737
87,6743,4339,8990
88,14015,6066,16167
89,12392,5142,14790
90,12464,5265,14932
91,8323,4597,10574
92,9259,4584,11335
93,28022,4752,31313
94,15959,5514,18288
95,15032,14632,24013
96,16364,5561,18996
97,10164,5061,12060
98,9692,5131,11955
99,15537,5305,17703
100,16219,5331,19674
101,16533,14578,19957
102,13608,5309,16071
103,7690,4316,9562
104,14093,5106,16364
105,9760,8179,36096
106,7720,4490,9994
107,12828,4685,15468
108,11950,4837,14222
109,15167,5573,17294
110,11928,5053,14272
111,13084,4980,15212
112,15632,5862,18113
113,13136,5389,15739
114,15756,5314,18003
115,12953,4630,15640
116,14368,5701,16920
117,13319,4962,15642
118,15016,5361,17911
119,9718,4658,12294
120,12584,19553,14509
121,12044,4633,14180
122,9430,4149,11225
123,10000,4999,12715
124,14687,5832,17640
125,9010,4645,11582
126,14762,5717,17006
127,11725,6119,14174
128,12945,5645,15049
129,12958,4761,15147
130,15330,6061,17970
131,8864,4642,11270
132,18373,7150,21756
133,12377,5156,14658
134,13076,5028,15487
135,13109,5421,15782
