count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,15811,6021,19486
2,3821,4987,5728
3,3772,3739,5021
4,3364,3410,4543
5,3352,3550,4699
6,3632,3345,4720
7,3330,3960,4503
8,9227,3535,11148
9,3540,4635,4686
10,4159,4638,5643
11,4445,4024,5697
12,3853,4045,5108
13,6463,4582,7564
14,3737,4072,5123
15,4746,4041,5929
16,4104,4640,5199
17,3836,3582,4897
18,3696,3902,4761
19,3531,3932,4859
20,3694,4044,4815
21,3809,4318,5007
22,3660,3737,4890
23,3362,3659,4336
24,3015,3399,3914
25,3866,8400,5309
26,3668,4706,4846
27,4193,4348,5189
28,3778,3209,5104
29,3553,4298,4505
30,3331,3420,4425
31,3386,3398,4463
32,3229,3387,4514
33,3780,3428,4988
34,3803,4005,5083
35,8101,4144,9358
36,4005,3912,5350
37,4037,4746,5719
38,3793,3886,5220
39,10826,5119,12186
40,4779,3961,6239
41,3811,6586,4984
42,4438,4116,5723
43,4766,3651,5946
44,3755,4321,5389
45,3940,3731,5298
46,3453,3821,4475
47,3626,3335,4753
48,3425,3862,4439
49,3493,19999,4610
50,3670,3592,4913
51,3080,9603,3860
52,3463,3658,4699
53,4010,2766,4803
54,2731,3481,3891
55,3854,3853,5053
56,3526,3540,4867
57,3105,4572,4240
58,3682,3668,4879
59,3285,3608,4476
60,3421,3454,4716
61,3032,3233,4171
62,3506,3322,4569
63,3341,3671,4451
64,7521,3845,8881
65,3945,3678,5239
66,3250,3365,4422
67,3142,3442,4323
68,3143,3287,4211
69,3371,3557,4475
70,3338,29424,4554
71,4158,4256,6353
72,3709,3641,5256
73,3604,3609,4947
74,3863,3469,4975
75,3575,3211,4609
76,2910,6929,3850
77,4055,5924,5121
78,3475,3634,4537
79,4441,3172,5551
80,3351,3245,4518
81,3412,3280,4324
82,3475,3256,4653
83,3301,3578,4483
84,3483,3621,4768
85,3550,3778,4651
86,3425,3443,4584
87,3176,3599,4379
88,3478,5029,4565
89,4415,4093,5712
90,3766,4192,4926
91,3400,3466,4596
92,3618,3904,5000
93,3611,3925,4617
94,3644,4289,4736
95,3634,5529,4867
96,4827,4991,6195
97,4159,4747,5446
98,3943,4147,5067
99,3635,3681,4650
100,3598,3803,4587
101,3663,3876,4797
102,4117,3980,5373
103,6360,3957,7785
104,4421,3537,5518
105,2565,2711,3289
106,2520,2656,3265
107,2535,2586,3249
108,2904,8596,3608
109,2565,2657,3306
110,2542,2863,3240
111,2654,2617,3368
112,2543,2817,3302
113,2545,2628,3254
114,2522,2582,3223
115,2642,2579,3362
116,2620,2675,3346
117,2582,2781,3337
118,2538,2692,3238
119,4018,2642,4707
120,2538,3082,3235
121,2797,2822,3498
122,2589,2619,3290
123,2527,2595,3210
124,3175,4307,4416
125,3776,3496,4964
126,3516,3461,4801
127,3463,3622,4659
128,3412,3808,4724
129,3465,3396,4813
130,3134,3176,4190
131,3318,2867,4580
132,2814,3308,3817
133,4804,4075,5928
134,4162,3410,5343
135,26751,6316,30197
136,4021,4157,6198
137,3645,3221,4640
138,3665,3480,4990
139,3895,3582,5354
140,3609,3724,4959
141,3666,3774,5080
142,3558,3443,4827
143,3190,3645,4456
144,3533,3252,4798
145,3030,6962,3851
146,3417,3490,4684
147,3108,3364,4201
148,3403,3575,4652
149,3557,3654,4861
150,3517,3715,4866
151,4120,3763,5418
152,3532,3832,4935
153,3570,4090,4859
154,3649,3358,4876
155,3296,4024,4609
156,3936,3808,5219
157,3796,4110,5010
158,6270,3801,7496
159,3111,3889,4225
160,3463,3875,4825
161,3625,3747,4881
162,3619,3766,4959
163,3551,3361,4851
164,3805,3694,5183
165,3288,7902,4494
166,3515,3474,4936
167,3306,3482,4492
168,3412,3526,4704
169,2836,2301,3657
170,2314,3057,3034
171,2345,2296,3083
172,2248,2301,2947
173,2189,2599,2908
174,2227,2322,2982
175,2900,3651,4123
176,3234,3397,4553
177,3443,3151,4511
178,3417,3525,4528
179,3476,3515,4661
180,3396,3985,4643
181,4121,3988,5221
182,3463,3600,4704
183,3470,3639,4731
