seq,ts_emit,ts_recv,latency_us,w,bit
496,1789388429208361140,1789388429208529313,168.173,0.475,1
497,1789388429208965453,1789388429209116284,150.831,0.475,1
498,1789388429209554463,1789388429209770154,215.691,0.475,1
499,1789388429210149105,1789388429210328326,179.221,0.475,1
500,1789388429210774238,1789388429211020454,246.216,0.475,1
501,1789388429211396628,1789388429211568693,172.065,0.475,1
502,1789388429212027532,1789388429212183192,155.66,0.475,1
503,1789388429212625586,1789388429212868682,243.096,0.475,1
504,1789388429213279305,1789388429213415785,136.48,0.475,1
505,1789388429213872430,1789388429214089298,216.868,0.475,1
506,1789388429214466366,1789388429214684708,218.342,0.475,1
507,1789388429215069345,1789388429215202772,133.427,0.475,1
508,1789388429215669474,1789388429215832003,162.529,0.475,1
509,1789388429216265435,1789388429216422910,157.475,0.475,1
510,1789388429216860159,1789388429216969405,109.246,0.475,1
511,1789388429217462829,1789388429217608195,145.366,0.475,1
512,1789388429218086616,1789388429218357865,271.249,0.475,1
513,1789388429218728039,1789388429218981083,253.044,0.475,1
514,1789388429219367913,1789388429219589274,221.361,0.475,1
515,1789388429220000421,1789388429220239705,239.284,0.475,1
516,1789388429220612265,1789388429220867784,255.519,0.475,1
517,1789388429221217986,1789388429221374372,156.386,0.475,1
518,1789388429221835850,1789388429222044118,208.268,0.475,1
519,1789388429222496757,1789388429222835065,338.308,0.475,1
520,1789388429223292497,1789388429223540795,248.298,0.475,1
521,1789388429223911518,1789388429224149883,238.365,0.475,1
522,1789388429224553331,1789388429224738976,185.645,0.475,1
523,1789388429225194071,1789388429225371611,177.54,0.475,1
524,1789388429225807018,1789388429226007212,200.194,0.475,1
525,1789388429226413974,1789388429226660686,246.712,0.0,0
526,1789388429227079100,1789388429227360559,281.459,0.475,1
527,1789388429227714486,1789388429227918199,203.713,0.475,1
528,1789388429228409202,1789388429228561873,152.671,0.0,0
529,1789388429229047972,1789388429229232241,184.269,0.475,1
530,1789388429229663485,1789388429229840800,177.315,0.475,1
531,1789388429230261534,1789388429230450131,188.597,0.475,1
532,1789388429230861523,1789388429231005636,144.113,0.475,1
533,1789388429231444804,1789388429231596244,151.44,0.0,0
534,1789388429232032460,1789388429232185635,153.175,0.475,1
535,1789388429232642796,1789388429232821257,178.461,0.475,1
536,1789388429233260286,1789388429233425838,165.552,0.475,1
537,1789388429233859439,1789388429234034736,175.297,0.475,1
538,1789388429234508361,1789388429234936166,427.805,0.475,1
539,1789388429235187790,1789388429235433993,246.203,0.475,1
540,1789388429235828820,1789388429235978687,149.867,0.0,0
541,1789388429236500917,1789388429236654493,153.576,0.475,1
542,1789388429237095514,1789388429237224025,128.511,0.475,1
543,1789388429237695133,1789388429237847026,151.893,0.475,1
544,1789388429238298417,1789388429238419890,121.473,0.475,1
545,1789388429238891937,1789388429239075551,183.614,0.0,0
546,1789388429239557054,1789388429239734090,177.036,0.475,1
547,1789388429240150750,1789388429240256469,105.719,0.475,1
548,1789388429240750414,1789388429240868640,118.226,0.475,1
549,1789388429241399165,1789388429241572014,172.849,0.475,1
550,1789388429242045430,1789388429242197749,152.319,0.475,1
551,1789388429242623461,1789388429242719665,96.204,0.475,1
552,1789388429243270057,1789388429243420471,150.414,0.0,0
553,1789388429243845450,1789388429243991809,146.359,0.475,1
554,1789388429244427449,1789388429244524505,97.056,0.475,1
555,1789388429245049245,1789388429245161577,112.332,0.0,0
556,1789388429245650889,1789388429245818846,167.957,0.475,1
557,1789388429246231744,1789388429246380168,148.424,0.475,1
558,1789388429246830093,1789388429247094624,264.531,0.475,1
559,1789388429247482182,1789388429247660989,178.807,0.475,1
560,1789388429248076641,1789388429248164081,87.44,0.475,1
561,1789388429248701562,1789388429248825334,123.772,0.475,1
562,1789388429249399409,1789388429249503321,103.912,0.475,1
563,1789388429250053916,1789388429250152912,98.996,0.475,1
564,1789388429250681884,1789388429250814590,132.706,0.475,1
565,1789388429251295031,1789388429251416303,121.272,0.475,1
566,1789388429251877120,1789388429252115691,238.571,0.475,1
567,1789388429252486255,1789388429252661069,174.814,0.475,1
568,1789388429253068793,1789388429253206167,137.374,0.475,1
569,1789388429253678294,1789388429253822306,144.012,0.0,0
570,1789388429254287261,1789388429254440938,153.677,0.475,1
571,1789388429254886618,1789388429254988203,101.585,0.475,1
572,1789388429255551746,1789388429255684258,132.512,0.475,1
573,1789388429256145208,1789388429256263577,118.369,0.475,1
574,1789388429256746560,1789388429256892755,146.195,0.475,1
575,1789388429257346317,1789388429257474214,127.897,0.475,1
576,1789388429257939253,1789388429258036960,97.707,0.475,1
577,1789388429258526292,1789388429258661611,135.319,0.475,1
578,1789388429259139871,1789388429259230020,90.149,0.475,1
579,1789388429259726619,1789388429259856934,130.315,0.475,1
580,1789388429260333978,1789388429260540042,206.064,0.475,1
581,1789388429260938761,1789388429261063355,124.594,0.475,1
582,1789388429261528046,1789388429261661453,133.407,0.475,1
583,1789388429262177033,1789388429262339727,162.694,0.475,1
584,1789388429262817125,1789388429262964691,147.566,0.475,1
585,1789388429263408660,1789388429263496324,87.664,0.0,0
586,1789388429264010036,1789388429264126034,115.998,0.0,0
587,1789388429264606403,1789388429264713483,107.08,0.475,1
588,1789388429265216603,1789388429265328228,111.625,0.475,1
589,1789388429265808184,1789388429265900791,92.607,0.475,1
590,1789388429266399965,1789388429266515974,116.009,0.475,1
591,1789388429267025237,1789388429267127331,102.094,0.475,1
592,1789388429267679133,1789388429267834534,155.401,0.475,1
593,1789388429268302951,1789388429268454559,151.608,0.475,1
594,1789388429268955307,1789388429269071547,116.24,0.475,1
595,1789388429269605027,1789388429269788147,183.12,0.475,1
596,1789388429270246825,1789388429270383236,136.411,0.475,1
597,1789388429270893653,1789388429270996175,102.522,0.475,1
598,1789388429271542107,1789388429271694684,152.577,0.475,1
599,1789388429272129732,1789388429272215680,85.948,0.475,1
600,1789388429272734057,1789388429272843886,109.829,0.475,1
601,1789388429273364235,1789388429273520165,155.93,0.475,1
602,1789388429274020203,1789388429274154448,134.245,0.475,1
603,1789388429274664356,1789388429274842029,177.673,0.475,1
604,1789388429275307577,1789388429275455863,148.286,0.475,1
605,1789388429275951687,1789388429276044874,93.187,0.475,1
606,1789388429276592171,1789388429276743021,150.85,0.475,1
607,1789388429277233359,1789388429277360136,126.777,0.475,1
608,1789388429277875260,1789388429277991900,116.64,0.475,1
609,1789388429278524609,1789388429278639738,115.129,0.475,1
610,1789388429279108687,1789388429279204648,95.961,0.475,1
611,1789388429279697808,1789388429279804643,106.835,0.475,1
612,1789388429280295473,1789388429280428961,133.488,0.475,1
613,1789388429280911366,1789388429281017722,106.356,0.475,1
614,1789388429281514476,1789388429281614394,99.918,0.475,1
615,1789388429282123799,1789388429282257285,133.486,0.475,1
616,1789388429282736576,1789388429282863403,126.827,0.475,1
617,1789388429283339365,1789388429283465660,126.295,0.475,1
618,1789388429283963064,1789388429284069402,106.338,0.475,1
619,1789388429284577883,1789388429284669652,91.769,0.475,1
620,1789388429285169602,1789388429285287632,118.03,0.475,1
621,1789388429285779740,1789388429285883838,104.098,0.475,1
622,1789388429286382143,1789388429286604175,222.032,0.0,0
623,1789388429286986491,1789388429287142820,156.329,0.475,1
624,1789388429287622790,1789388429287817899,195.109,0.475,1
625,1789388429288216923,1789388429288387706,170.783,0.475,1
626,1789388429288820993,1789388429288931059,110.066,0.475,1
627,1789388429289415020,1789388429289547926,132.906,0.475,1
628,1789388429290015192,1789388429290141110,125.918,0.475,1
629,1789388429290661279,1789388429290788547,127.268,0.475,1
630,1789388429291254226,1789388429291355189,100.963,0.0,0
631,1789388429291838488,1789388429291937398,98.91,0.475,1
632,1789388429292462154,1789388429292568725,106.571,0.475,1
633,1789388429293048667,1789388429293163384,114.717,0.475,1
634,1789388429293652422,1789388429293806387,153.965,0.475,1
635,1789388429294283280,1789388429294404295,121.015,0.475,1
636,1789388429294872732,1789388429294998102,125.37,0.475,1
637,1789388429295536825,1789388429295724811,187.986,0.475,1
638,1789388429296132920,1789388429296288082,155.162,0.475,1
639,1789388429296732865,1789388429296856897,124.032,0.475,1
640,1789388429297388538,1789388429297548533,159.995,0.475,1
641,1789388429298001862,1789388429298187260,185.398,0.0,0
642,1789388429298647654,1789388429298767618,119.964,0.475,1
643,1789388429299292919,1789388429299495040,202.121,0.475,1
644,1789388429299886601,1789388429300007316,120.715,0.475,1
645,1789388429300475629,1789388429300608075,132.446,0.475,1
646,1789388429301061138,1789388429301160614,99.476,0.475,1
647,1789388429301694183,1789388429301803343,109.16,0.475,1
648,1789388429302362184,1789388429302552810,190.626,0.0,0
649,1789388429302971990,1789388429303095786,123.796,0.475,1
650,1789388429303622543,1789388429303806058,183.515,0.475,1
651,1789388429304208668,1789388429304306519,97.851,0.475,1
652,1789388429304801717,1789388429304917570,115.853,0.0,0
653,1789388429305458784,1789388429305621562,162.778,0.475,1
654,1789388429306103636,1789388429306304798,201.162,0.475,1
655,1789388429306680536,1789388429306803796,123.26,0.475,1
656,1789388429307289196,1789388429307423116,133.92,0.475,1
657,1789388429307891271,1789388429308014512,123.241,0.0,0
658,1789388429308489190,1789388429308610317,121.127,0.475,1
659,1789388429309129903,1789388429309280230,150.327,0.0,0
660,1789388429309791284,1789388429310055530,264.246,0.475,1
661,1789388429310421445,1789388429310605277,183.832,0.475,1
662,1789388429310999950,1789388429311165480,165.53,0.0,0
663,1789388429311639031,1789388429311818656,179.625,0.475,1
664,1789388429312238106,1789388429312334175,96.069,0.475,1
665,1789388429312833864,1789388429312926895,93.031,0.475,1
666,1789388429313485682,1789388429313663148,177.466,0.475,1
667,1789388429314070223,1789388429314176875,106.652,0.475,1
668,1789388429314656746,1789388429314807182,150.436,0.0,0
669,1789388429315301951,1789388429315409774,107.823,0.475,1
670,1789388429315990397,1789388429316129577,139.18,0.475,1
671,1789388429316641051,1789388429316806099,165.048,0.475,1
672,1789388429317226745,1789388429317390894,164.149,0.475,1
673,1789388429317872298,1789388429318013199,140.901,0.475,1
674,1789388429318520523,1789388429318657460,136.937,0.475,1
675,1789388429319161152,1789388429319309353,148.201,0.475,1
676,1789388429319744826,1789388429319898321,153.495,0.475,1
677,1789388429320323138,1789388429320450939,127.801,0.475,1
678,1789388429320929477,1789388429321104894,175.417,0.475,1
679,1789388429321512895,1789388429321644479,131.584,0.475,1
680,1789388429322095095,1789388429322224682,129.587,0.475,1
681,1789388429322746327,1789388429322903412,157.085,0.475,1
682,1789388429323395773,1789388429323531344,135.571,0.475,1
683,1789388429324057888,1789388429324250920,193.032,0.475,1
684,1789388429324730662,1789388429324909306,178.644,0.0,0
685,1789388429325381951,1789388429325543731,161.78,0.475,1
686,1789388429326023898,1789388429326186279,162.381,0.475,1
687,1789388429326719193,1789388429326824926,105.733,0.475,1
688,1789388429327420237,1789388429327514970,94.733,0.475,1
689,1789388429328012488,1789388429328177566,165.078,0.475,1
690,1789388429328616932,1789388429328738382,121.45,0.475,1
691,1789388429329287131,1789388429329408692,121.561,0.475,1
692,1789388429329913040,1789388429330079389,166.349,0.475,1
693,1789388429330501228,1789388429330623744,122.516,0.475,1
694,1789388429331126044,1789388429331205521,79.477,0.475,1
695,1789388429331812707,1789388429332009135,196.428,0.475,1
696,1789388429332469309,1789388429332640173,170.864,0.475,1
697,1789388429333052918,1789388429333220914,167.996,0.475,1
698,1789388429333704415,1789388429333826637,122.222,0.475,1
699,1789388429334353733,1789388429334515691,161.958,0.475,1
700,1789388429334957468,1789388429335081551,124.083,0.475,1
701,1789388429335562021,1789388429335712420,150.399,0.475,1
702,1789388429336160621,1789388429336271287,110.666,0.475,1
703,1789388429336754615,1789388429336887371,132.756,0.0,0
704,1789388429337343416,1789388429337513559,170.143,0.475,1
705,1789388429337922498,1789388429338095984,173.486,0.475,1
706,1789388429338568169,1789388429338721155,152.986,0.475,1
707,1789388429339211422,1789388429339357009,145.587,0.0,0
708,1789388429339855518,1789388429340016106,160.588,0.475,1
709,1789388429340495787,1789388429340639772,143.985,0.475,1
710,1789388429341069515,1789388429341243673,174.158,0.475,1
711,1789388429341648914,1789388429341750974,102.06,0.475,1
712,1789388429342234481,1789388429342347224,112.743,0.0,0
713,1789388429342822438,1789388429342937374,114.936,0.475,1
714,1789388429343477762,1789388429343636062,158.3,0.475,1
715,1789388429344068379,1789388429344213621,145.242,0.475,1
716,1789388429344764310,1789388429344965989,201.679,0.475,1
717,1789388429345419763,1789388429345616319,196.556,0.0,0
718,1789388429346064150,1789388429346226016,161.866,0.475,1
719,1789388429346712555,1789388429346864491,151.936,0.475,1
720,1789388429347288463,1789388429347439991,151.528,0.475,1
721,1789388429347930605,1789388429348074311,143.706,0.475,1
722,1789388429348586889,1789388429348706045,119.156,0.475,1
723,1789388429349216427,1789388429349354798,138.371,0.475,1
724,1789388429349833939,1789388429349950542,116.603,0.0,0
725,1789388429350419237,1789388429350588966,169.729,0.475,1
726,1789388429351062637,1789388429351226335,163.698,0.0,0
727,1789388429351709971,1789388429351801431,91.46,0.475,1
728,1789388429352298928,1789388429352405831,106.903,0.475,1
729,1789388429352959663,1789388429353107219,147.556,0.0,0
730,1789388429353606232,1789388429353833771,227.539,0.475,1
731,1789388429354265742,1789388429354447301,181.559,0.475,1
732,1789388429354924838,1789388429355109384,184.546,0.475,1
733,1789388429355511769,1789388429355620227,108.458,0.475,1
734,1789388429356128134,1789388429356245555,117.421,0.475,1
735,1789388429356727378,1789388429356846472,119.094,0.0,0
736,1789388429357395428,1789388429357567429,172.001,0.475,1
737,1789388429357974907,1789388429358146314,171.407,0.475,1
738,1789388429358625153,1789388429358771510,146.357,0.475,1
739,1789388429359202012,1789388429359293820,91.808,0.475,1
740,1789388429359779389,1789388429359915604,136.215,0.475,1
741,1789388429360371476,1789388429360489926,118.45,0.475,1
742,1789388429361043347,1789388429361212131,168.784,0.475,1
743,1789388429361697267,1789388429361862698,165.431,0.475,1
744,1789388429362271775,1789388429362454884,183.109,0.475,1
745,1789388429362886111,1789388429363035331,149.22,0.0,0
746,1789388429363488598,1789388429363610407,121.809,0.475,1
747,1789388429364090557,1789388429364234417,143.86,0.475,1
748,1789388429364718156,1789388429364822343,104.187,0.475,1
749,1789388429365313821,1789388429365474898,161.077,0.475,1
750,1789388429365912321,1789388429366035354,123.033,0.475,1
751,1789388429366540983,1789388429366669814,128.831,0.475,1
752,1789388429367209795,1789388429367428149,218.354,0.475,1
753,1789388429367845423,1789388429368019100,173.677,0.475,1
754,1789388429368441036,1789388429368559997,118.961,0.475,1
755,1789388429369043603,1789388429369208789,165.186,0.475,1
756,1789388429369657660,1789388429369834483,176.823,0.475,1
757,1789388429370261634,1789388429370447828,186.194,0.475,1
758,1789388429370863472,1789388429371243250,379.778,0.475,1
759,1789388429371460395,1789388429371619585,159.19,0.475,1
760,1789388429372058088,1789388429372231001,172.913,0.475,1
761,1789388429372651220,1789388429372824027,172.807,0.475,1
762,1789388429373255333,1789388429373373959,118.626,0.0,0
763,1789388429373843334,1789388429374067470,224.136,0.475,1
764,1789388429374432235,1789388429374573239,141.004,0.0,0
765,1789388429375032884,1789388429375182289,149.405,0.475,1
766,1789388429375635519,1789388429375904763,269.244,0.475,1
767,1789388429376262184,1789388429376679830,417.646,0.0,0
768,1789388429376868238,1789388429377158235,289.997,0.475,1
769,1789388429377477665,1789388429377620934,143.269,0.0,0
770,1789388429378076933,1789388429378191996,115.063,0.0,0
771,1789388429378665145,1789388429378778543,113.398,0.0,0
772,1789388429379266141,1789388429379399682,133.541,0.475,1
773,1789388429379862376,1789388429379975030,112.654,0.475,1
774,1789388429380501975,1789388429380593000,91.025,0.475,1
775,1789388429381094399,1789388429381226669,132.27,0.475,1
776,1789388429381713002,1789388429381835390,122.388,0.475,1
777,1789388429382327648,1789388429382539433,211.785,0.475,1
778,1789388429382930254,1789388429383117643,187.389,0.0,0
779,1789388429383533925,1789388429383806383,272.458,0.475,1
780,1789388429384138971,1789388429384493904,354.933,0.475,1
781,1789388429384740762,1789388429384889336,148.574,0.475,1
782,1789388429385361076,1789388429385514730,153.654,0.475,1
783,1789388429385990186,1789388429386131685,141.499,0.475,1
784,1789388429386673891,1789388429386787576,113.685,0.475,1
785,1789388429387269384,1789388429387384856,115.472,0.475,1
786,1789388429387873164,1789388429388003017,129.853,0.475,1
787,1789388429388509073,1789388429388688500,179.427,0.475,1
788,1789388429389131117,1789388429389279349,148.232,0.475,1
789,1789388429389752195,1789388429389888797,136.602,0.475,1
790,1789388429390341691,1789388429390444155,102.464,0.475,1
791,1789388429390942589,1789388429391132189,189.6,0.0,0
792,1789388429391558424,1789388429391691871,133.447,0.475,1
793,1789388429392167147,1789388429392367518,200.371,0.475,1
794,1789388429392773332,1789388429392900355,127.023,0.0,0
795,1789388429393401939,1789388429393574059,172.12,0.475,1
796,1789388429394049787,1789388429394234543,184.756,0.475,1
797,1789388429394677440,1789388429394828099,150.659,0.475,1
798,1789388429395374468,1789388429395515324,140.856,0.475,1
799,1789388429396021445,1789388429396189364,167.919,0.0,0
800,1789388429396639107,1789388429396776854,137.747,0.0,0
801,1789388429397220207,1789388429397330488,110.281,0.475,1
802,1789388429397808088,1789388429397953151,145.063,0.475,1
803,1789388429398429573,1789388429398547000,117.427,0.0,0
804,1789388429399044235,1789388429399199485,155.25,0.475,1
805,1789388429399672411,1789388429399882052,209.641,0.475,1
806,1789388429400270608,1789388429400456298,185.69,0.475,1
807,1789388429400878782,1789388429401048126,169.344,0.475,1
808,1789388429401482631,1789388429401642240,159.609,0.475,1
809,1789388429402114861,1789388429402229598,114.737,0.475,1
810,1789388429402703102,1789388429402808345,105.243,0.475,1
811,1789388429403357058,1789388429403476102,119.044,0.475,1
812,1789388429404000375,1789388429404113807,113.432,0.475,1
813,1789388429404589343,1789388429404711646,122.303,0.475,1
814,1789388429405204569,1789388429405344159,139.59,0.475,1
815,1789388429405831376,1789388429405952568,121.192,0.475,1
816,1789388429406498624,1789388429406642901,144.277,0.475,1
817,1789388429407157575,1789388429407362770,205.195,0.475,1
818,1789388429407740230,1789388429407866126,125.896,0.475,1
819,1789388429408330452,1789388429408438773,108.321,0.475,1
820,1789388429408920209,1789388429409071968,151.759,0.475,1
821,1789388429409543834,1789388429409667329,123.495,0.475,1
822,1789388429410192760,1789388429410339368,146.608,0.475,1
823,1789388429410768535,1789388429410876760,108.225,0.475,1
824,1789388429411373867,1789388429411516571,142.704,0.0,0
825,1789388429411960798,1789388429412082356,121.558,0.475,1
826,1789388429412587793,1789388429412698673,110.88,0.475,1
827,1789388429413245517,1789388429413408684,163.167,0.475,1
828,1789388429413892896,1789388429414026352,133.456,0.475,1
829,1789388429414468321,1789388429414639139,170.818,0.0,0
830,1789388429415042652,1789388429415198075,155.423,0.475,1
831,1789388429415692394,1789388429415779842,87.448,0.475,1
832,1789388429416277250,1789388429416365407,88.157,0.475,1
833,1789388429416910327,1789388429417049507,139.18,0.475,1
834,1789388429417560307,1789388429417700779,140.472,0.475,1
835,1789388429418142906,1789388429418334719,191.813,0.475,1
836,1789388429418733293,1789388429418842996,109.703,0.475,1
837,1789388429419326829,1789388429419444538,117.709,0.475,1
838,1789388429419952840,1789388429420049481,96.641,0.475,1
839,1789388429420649099,1789388429420789013,139.914,0.475,1
840,1789388429421299420,1789388429421398848,99.428,0.475,1
841,1789388429421917690,1789388429422114150,196.46,0.475,1
842,1789388429422574851,1789388429422660847,85.996,0.475,1
843,1789388429423219707,1789388429423356310,136.603,0.0,0
844,1789388429423799307,1789388429423881135,81.828,0.0,0
845,1789388429424388959,1789388429424489821,100.862,0.475,1
846,1789388429424987231,1789388429425072810,85.579,0.475,1
847,1789388429425590140,1789388429425698741,108.601,0.475,1
848,1789388429426226730,1789388429426349093,122.363,0.475,1
849,1789388429426816861,1789388429426901722,84.861,0.0,0
850,1789388429427463674,1789388429427611258,147.584,0.475,1
851,1789388429428112014,1789388429428251763,139.749,0.0,0
852,1789388429428718990,1789388429428896201,177.211,0.475,1
853,1789388429429361845,1789388429429548292,186.447,0.475,1
854,1789388429429954566,1789388429430149912,195.346,0.475,1
855,1789388429430641768,1789388429430744782,103.014,0.475,1
856,1789388429431282054,1789388429431435519,153.465,0.475,1
857,1789388429431866636,1789388429431994141,127.505,0.475,1
858,1789388429432469269,1789388429432583121,113.852,0.475,1
859,1789388429433130403,1789388429433280058,149.655,0.0,0
860,1789388429433775106,1789388429433971779,196.673,0.0,0
861,1789388429434379846,1789388429434562630,182.784,0.475,1
862,1789388429435020332,1789388429435198609,178.277,0.475,1
863,1789388429435676250,1789388429435805491,129.241,0.475,1
864,1789388429436361993,1789388429436507853,145.86,0.475,1
865,1789388429436942387,1789388429437125832,183.445,0.475,1
866,1789388429437585456,1789388429437764789,179.333,0.475,1
867,1789388429438221017,1789388429438396691,175.674,0.475,1
868,1789388429438798911,1789388429438946041,147.13,0.0,0
869,1789388429439384604,1789388429439500345,115.741,0.475,1
870,1789388429439979791,1789388429440090618,110.827,0.475,1
871,1789388429440639090,1789388429440799368,160.278,0.475,1
872,1789388429441280181,1789388429441475796,195.615,0.475,1
873,1789388429441881750,1789388429442071856,190.106,0.475,1
874,1789388429442543268,1789388429442648611,105.343,0.475,1
875,1789388429443214342,1789388429443398175,183.833,0.475,1
876,1789388429443791509,1789388429443960911,169.402,0.475,1
877,1789388429444431566,1789388429444597788,166.222,0.475,1
878,1789388429445082784,1789388429445210285,127.501,0.475,1
879,1789388429445759506,1789388429445846171,86.665,0.475,1
880,1789388429446352308,1789388429446464950,112.642,0.475,1
881,1789388429446982366,1789388429447115329,132.963,0.475,1
882,1789388429447601609,1789388429449020354,1418.745,0.0,0
883,1789388429448191466,1789388429449029661,838.195,0.475,1
884,1789388429448820893,1789388429450640674,1819.781,0.475,1
885,1789388429449457869,1789388429450649723,1191.854,0.475,1
886,1789388429450068669,1789388429451582604,1513.935,0.475,1
887,1789388429450667304,1789388429452045882,1378.578,0.475,1
888,1789388429451276815,1789388429452058330,781.515,0.0,0
889,1789388429451850253,1789388429453334040,1483.787,0.475,1
890,1789388429452460485,1789388429453342804,882.319,0.475,1
891,1789388429453076721,1789388429453952513,875.792,0.475,1
892,1789388429453677557,1789388429453982076,304.519,0.475,1
893,1789388429454279888,1789388429454392615,112.727,0.475,1
894,1789388429454875321,1789388429455062169,186.848,0.475,1
895,1789388429455548380,1789388429455684704,136.324,0.0,0
896,1789388429456136943,1789388429456240084,103.141,0.475,1
897,1789388429456765008,1789388429456921574,156.566,0.475,1
898,1789388429457414102,1789388429457551170,137.068,0.475,1
899,1789388429458067016,1789388429458212506,145.49,0.475,1
900,1789388429458680451,1789388429458832684,152.233,0.475,1
901,1789388429459324768,1789388429459477071,152.303,0.475,1
902,1789388429459905034,1789388429460073098,168.064,0.475,1
903,1789388429460500988,1789388429460613260,112.272,0.0,0
904,1789388429461194328,1789388429461334735,140.407,0.475,1
905,1789388429461817453,1789388429461967811,150.358,0.475,1
906,1789388429462461611,1789388429462593803,132.192,0.475,1
907,1789388429463105079,1789388429463245293,140.214,0.475,1
908,1789388429463712214,1789388429463795344,83.13,0.475,1
909,1789388429464293770,1789388429464385741,91.971,0.475,1
910,1789388429464941838,1789388429465064685,122.847,0.475,1
911,1789388429465592889,1789388429465741288,148.399,0.475,1
912,1789388429466238822,1789388429466384759,145.937,0.0,0
913,1789388429466822693,1789388429466914112,91.419,0.475,1
914,1789388429467418227,1789388429467538526,120.299,0.475,1
915,1789388429468017682,1789388429468145211,127.529,0.475,1
916,1789388429468669241,1789388429468811467,142.226,0.475,1
917,1789388429469314299,1789388429469459886,145.587,0.475,1
918,1789388429469959418,1789388429470100045,140.627,0.475,1
919,1789388429470601030,1789388429470739993,138.963,0.475,1
920,1789388429471241415,1789388429471371590,130.175,0.475,1
921,1789388429471823490,1789388429471896975,73.485,0.475,1
922,1789388429472418084,1789388429472516912,98.828,0.475,1
923,1789388429473070264,1789388429473232928,162.664,0.475,1
924,1789388429473656869,1789388429473757906,101.037,0.0,0
925,1789388429474246402,1789388429474370278,123.876,0.0,0
926,1789388429474844180,1789388429475004151,159.971,0.475,1
927,1789388429475502390,1789388429475666973,164.583,0.475,1
928,1789388429476153997,1789388429476353665,199.668,0.475,1
929,1789388429476800387,1789388429476940526,140.139,0.475,1
930,1789388429477445480,1789388429477591296,145.816,0.475,1
931,1789388429478092961,1789388429478232999,140.038,0.475,1
932,1789388429478737119,1789388429478880506,143.387,0.475,1
933,1789388429479384163,1789388429479531788,147.625,0.475,1
934,1789388429479976490,1789388429480067809,91.319,0.475,1
935,1789388429480564707,1789388429480673951,109.244,0.475,1
936,1789388429481156988,1789388429481264607,107.619,0.475,1
937,1789388429481753776,1789388429481874379,120.603,0.475,1
938,1789388429482398533,1789388429482542130,143.597,0.475,1
939,1789388429483054034,1789388429483188094,134.06,0.475,1
940,1789388429483693346,1789388429483828850,135.504,0.475,1
941,1789388429484301887,1789388429484457946,156.059,0.475,1
942,1789388429484945128,1789388429485078925,133.797,0.475,1
943,1789388429485560801,1789388429485654899,94.098,0.0,0
944,1789388429486202048,1789388429486340227,138.179,0.0,0
945,1789388429486841037,1789388429486978412,137.375,0.0,0
946,1789388429487441363,1789388429487556636,115.273,0.475,1
947,1789388429488039473,1789388429488160279,120.806,0.475,1
948,1789388429488648750,1789388429488772520,123.77,0.475,1
949,1789388429489307695,1789388429489431606,123.911,0.475,1
950,1789388429489948743,1789388429490086568,137.825,0.475,1
951,1789388429490594541,1789388429490777139,182.598,0.475,1
952,1789388429491168989,1789388429491341806,172.817,0.475,1
953,1789388429491810533,1789388429492020301,209.768,0.475,1
954,1789388429492383695,1789388429492585458,201.763,0.475,1
955,1789388429492994253,1789388429493172645,178.392,0.475,1
956,1789388429493636327,1789388429493800292,163.965,0.475,1
957,1789388429494207649,1789388429494388429,180.78,0.0,0
958,1789388429494830914,1789388429494933738,102.824,0.0,0
959,1789388429495424836,1789388429495553828,128.992,0.475,1
960,1789388429496041100,1789388429496119014,77.914,0.475,1
961,1789388429496735839,1789388429496862508,126.669,0.475,1
962,1789388429497388776,1789388429497536614,147.838,0.0,0
963,1789388429498003463,1789388429498142310,138.847,0.475,1
964,1789388429498649531,1789388429498785135,135.604,0.475,1
965,1789388429499227041,1789388429499385179,158.138,0.475,1
966,1789388429499868349,1789388429500008977,140.628,0.0,0
967,1789388429500556564,1789388429500704413,147.849,0.475,1
968,1789388429501199857,1789388429501399424,199.567,0.475,1
969,1789388429501796537,1789388429501918119,121.582,0.475,1
970,1789388429502396859,1789388429502512140,115.281,0.475,1
971,1789388429503075051,1789388429503203545,128.494,0.475,1
972,1789388429503715798,1789388429503838434,122.636,0.475,1
973,1789388429504307646,1789388429504410293,102.647,0.0,0
974,1789388429504936367,1789388429505049005,112.638,0.475,1
975,1789388429505576243,1789388429505727855,151.612,0.475,1
976,1789388429506221762,1789388429506364400,142.638,0.0,0
977,1789388429506863086,1789388429507061333,198.247,0.0,0
978,1789388429507501585,1789388429507632826,131.241,0.475,1
979,1789388429508140722,1789388429508279587,138.865,0.475,1
980,1789388429508723561,1789388429508851631,128.07,0.475,1
981,1789388429509317127,1789388429509429123,111.996,0.475,1
982,1789388429509916853,1789388429510046387,129.534,0.475,1
983,1789388429510572909,1789388429510720762,147.853,0.475,1
984,1789388429511219341,1789388429511357528,138.187,0.475,1
985,1789388429511837245,1789388429511924677,87.432,0.0,0
986,1789388429512464332,1789388429512566101,101.769,0.475,1
987,1789388429513052419,1789388429513205987,153.568,0.475,1
988,1789388429513690134,1789388429513856673,166.539,0.475,1
989,1789388429514336607,1789388429514505284,168.677,0.475,1
990,1789388429514915435,1789388429514983563,68.128,0.0,0
991,1789388429515502913,1789388429515709656,206.743,0.475,1
992,1789388429516094365,1789388429516210095,115.73,0.475,1
993,1789388429516695104,1789388429516820647,125.543,0.475,1
