seq,ts_emit,w,bit
868,1789388429438798911,0.0,0
869,1789388429439384604,0.475,1
870,1789388429439979791,0.475,1
871,1789388429440639090,0.475,1
872,1789388429441280181,0.475,1
873,1789388429441881750,0.475,1
874,1789388429442543268,0.475,1
875,1789388429443214342,0.475,1
876,1789388429443791509,0.475,1
877,1789388429444431566,0.475,1
878,1789388429445082784,0.475,1
879,1789388429445759506,0.475,1
880,1789388429446352308,0.475,1
881,1789388429446982366,0.475,1
882,1789388429447601609,0.0,0
883,1789388429448191466,0.475,1
884,1789388429448820893,0.475,1
885,1789388429449457869,0.475,1
886,1789388429450068669,0.475,1
887,1789388429450667304,0.475,1
888,1789388429451276815,0.0,0
889,1789388429451850253,0.475,1
890,1789388429452460485,0.475,1
891,1789388429453076721,0.475,1
892,1789388429453677557,0.475,1
893,1789388429454279888,0.475,1
894,1789388429454875321,0.475,1
895,1789388429455548380,0.0,0
896,1789388429456136943,0.475,1
897,1789388429456765008,0.475,1
898,1789388429457414102,0.475,1
899,1789388429458067016,0.475,1
900,1789388429458680451,0.475,1
901,1789388429459324768,0.475,1
902,1789388429459905034,0.475,1
903,1789388429460500988,0.0,0
904,1789388429461194328,0.475,1
905,1789388429461817453,0.475,1
906,1789388429462461611,0.475,1
907,1789388429463105079,0.475,1
908,1789388429463712214,0.475,1
909,1789388429464293770,0.475,1
910,1789388429464941838,0.475,1
911,1789388429465592889,0.475,1
912,1789388429466238822,0.0,0
913,1789388429466822693,0.475,1
914,1789388429467418227,0.475,1
915,1789388429468017682,0.475,1
916,1789388429468669241,0.475,1
917,1789388429469314299,0.475,1
918,1789388429469959418,0.475,1
919,1789388429470601030,0.475,1
920,1789388429471241415,0.475,1
921,1789388429471823490,0.475,1
922,1789388429472418084,0.475,1
923,1789388429473070264,0.475,1
924,1789388429473656869,0.0,0
925,1789388429474246402,0.0,0
926,1789388429474844180,0.475,1
927,1789388429475502390,0.475,1
928,1789388429476153997,0.475,1
929,1789388429476800387,0.475,1
930,1789388429477445480,0.475,1
931,1789388429478092961,0.475,1
932,1789388429478737119,0.475,1
933,1789388429479384163,0.475,1
934,1789388429479976490,0.475,1
935,1789388429480564707,0.475,1
936,1789388429481156988,0.475,1
937,1789388429481753776,0.475,1
938,1789388429482398533,0.475,1
939,1789388429483054034,0.475,1
940,1789388429483693346,0.475,1
941,1789388429484301887,0.475,1
942,1789388429484945128,0.475,1
943,1789388429485560801,0.0,0
944,1789388429486202048,0.0,0
945,1789388429486841037,0.0,0
946,1789388429487441363,0.475,1
947,1789388429488039473,0.475,1
948,1789388429488648750,0.475,1
949,1789388429489307695,0.475,1
950,1789388429489948743,0.475,1
951,1789388429490594541,0.475,1
952,1789388429491168989,0.475,1
953,1789388429491810533,0.475,1
954,1789388429492383695,0.475,1
955,1789388429492994253,0.475,1
956,1789388429493636327,0.475,1
957,1789388429494207649,0.0,0
958,1789388429494830914,0.0,0
959,1789388429495424836,0.475,1
960,1789388429496041100,0.475,1
961,1789388429496735839,0.475,1
962,1789388429497388776,0.0,0
963,1789388429498003463,0.475,1
964,1789388429498649531,0.475,1
965,1789388429499227041,0.475,1
966,1789388429499868349,0.0,0
967,1789388429500556564,0.475,1
968,1789388429501199857,0.475,1
969,1789388429501796537,0.475,1
970,1789388429502396859,0.475,1
971,1789388429503075051,0.475,1
972,1789388429503715798,0.475,1
973,1789388429504307646,0.0,0
974,1789388429504936367,0.475,1
975,1789388429505576243,0.475,1
976,1789388429506221762,0.0,0
977,1789388429506863086,0.0,0
978,1789388429507501585,0.475,1
979,1789388429508140722,0.475,1
980,1789388429508723561,0.475,1
981,1789388429509317127,0.475,1
982,1789388429509916853,0.475,1
983,1789388429510572909,0.475,1
984,1789388429511219341,0.475,1
985,1789388429511837245,0.0,0
986,1789388429512464332,0.475,1
987,1789388429513052419,0.475,1
988,1789388429513690134,0.475,1
989,1789388429514336607,0.475,1
990,1789388429514915435,0.0,0
991,1789388429515502913,0.475,1
992,1789388429516094365,0.475,1
993,1789388429516695104,0.475,1
994,1789388429517317993,0.475,1
995,1789388429517894029,0.475,1
996,1789388429518530843,0.475,1
997,1789388429519164406,0.475,1
998,1789388429519804989,0.475,1
999,1789388429520442816,0.475,1
1000,1789388429521013790,0.475,1
1001,1789388429521618691,0.475,1
1002,1789388429522200638,0.475,1
1003,1789388429522810368,0.475,1
1004,1789388429523560414,0.475,1
1005,1789388429524138682,0.475,1
1006,1789388429524812034,0.475,1
1007,1789388429525459435,0.475,1
1008,1789388429526105375,0.0,0
1009,1789388429526682446,0.475,1
1010,1789388429527326073,0.475,1
1011,1789388429527927613,0.0,0
1012,1789388429528525781,0.475,1
1013,1789388429529132525,0.475,1
1014,1789388429529740994,0.0,0
1015,1789388429530383604,0.475,1
1016,1789388429530990553,0.475,1
1017,1789388429531593250,0.475,1
1018,1789388429532194397,0.475,1
1019,1789388429532793650,0.475,1
1020,1789388429533403924,0.0,0
1021,1789388429534049995,0.475,1
1022,1789388429534669082,0.475,1
1023,1789388429535266123,0.0,0
1024,1789388429535868275,0.0,0
1025,1789388429536487441,0.0,0
1026,1789388429537090312,0.475,1
1027,1789388429537691498,0.475,1
1028,1789388429538296454,0.475,1
1029,1789388429538897019,0.0,0
1030,1789388429539500350,0.475,1
1031,1789388429540094653,0.0,0
1032,1789388429540699768,0.475,1
1033,1789388429541296909,0.475,1
1034,1789388429541901094,0.475,1
1035,1789388429542496433,0.475,1
1036,1789388429543097652,0.475,1
1037,1789388429543699457,0.475,1
1038,1789388429544299235,0.0,0
1039,1789388429544903735,0.475,1
1040,1789388429545514217,0.475,1
1041,1789388429546128667,0.475,1
1042,1789388429546719472,0.475,1
1043,1789388429547340854,0.475,1
1044,1789388429547933296,0.475,1
1045,1789388429548531522,0.475,1
1046,1789388429549123668,0.475,1
1047,1789388429549722084,0.475,1
1048,1789388429550325939,0.475,1
1049,1789388429550930781,0.475,1
1050,1789388429551549856,0.475,1
1051,1789388429552175457,0.0,0
1052,1789388429552779891,0.475,1
1053,1789388429553372782,0.475,1
1054,1789388429553964904,0.475,1
1055,1789388429554670724,0.475,1
1056,1789388429555267263,0.475,1
1057,1789388429555865071,0.475,1
1058,1789388429556490204,0.475,1
1059,1789388429557073477,0.475,1
1060,1789388429557700032,0.475,1
1061,1789388429558328508,0.475,1
1062,1789388429558954708,0.475,1
1063,1789388429559575816,0.475,1
1064,1789388429560176862,0.475,1
1065,1789388429560825928,0.475,1
1066,1789388429561477894,0.475,1
1067,1789388429562058148,0.0,0
1068,1789388429562663815,0.475,1
1069,1789388429563301819,0.475,1
1070,1789388429563882174,0.475,1
1071,1789388429564512078,0.475,1
1072,1789388429565159624,0.475,1
1073,1789388429565837732,0.475,1
1074,1789388429566438926,0.475,1
1075,1789388429567039708,0.475,1
1076,1789388429567698407,0.0,0
1077,1789388429568281238,0.475,1
1078,1789388429568925877,0.475,1
1079,1789388429569563743,0.475,1
1080,1789388429570181925,0.475,1
1081,1789388429570767196,0.475,1
1082,1789388429571349809,0.475,1
1083,1789388429571934098,0.475,1
1084,1789388429572571668,0.475,1
1085,1789388429573235547,0.475,1
1086,1789388429573881476,0.475,1
1087,1789388429574542109,0.475,1
1088,1789388429575239449,0.475,1
1089,1789388429575820276,0.475,1
1090,1789388429576398614,0.475,1
1091,1789388429577040484,0.475,1
1092,1789388429577623090,0.475,1
1093,1789388429578223230,0.475,1
1094,1789388429578814437,0.475,1
1095,1789388429579467322,0.475,1
1096,1789388429580109831,0.475,1
1097,1789388429580686017,0.475,1
1098,1789388429581330481,0.475,1
1099,1789388429581972249,0.475,1
1100,1789388429582549087,0.475,1
1101,1789388429583214726,0.475,1
1102,1789388429583807507,0.475,1
1103,1789388429584395877,0.475,1
1104,1789388429584978836,0.475,1
1105,1789388429585596273,0.475,1
1106,1789388429586192745,0.475,1
1107,1789388429586784861,0.475,1
1108,1789388429587451662,0.475,1
1109,1789388429588098450,0.475,1
1110,1789388429588674486,0.475,1
1111,1789388429589265093,0.475,1
1112,1789388429589863771,0.0,0
1113,1789388429590448434,0.475,1
1114,1789388429591094147,0.475,1
1115,1789388429591674607,0.475,1
1116,1789388429592271324,0.0,0
1117,1789388429592869350,0.0,0
1118,1789388429593463630,0.475,1
1119,1789388429594060195,0.475,1
1120,1789388429594650405,0.475,1
1121,1789388429595228349,0.475,1
1122,1789388429595811866,0.0,0
1123,1789388429596463224,0.475,1
1124,1789388429597106300,0.0,0
1125,1789388429597695048,0.0,0
1126,1789388429598337617,0.475,1
1127,1789388429598917968,0.0,0
1128,1789388429599507848,0.475,1
1129,1789388429600102007,0.475,1
1130,1789388429600686851,0.475,1
1131,1789388429601331122,0.475,1
1132,1789388429601942705,0.0,0
1133,1789388429602627787,0.475,1
1134,1789388429603287598,0.0,0
1135,1789388429603929599,0.475,1
1136,1789388429604571730,0.475,1
1137,1789388429605233050,0.0,0
1138,1789388429605823535,0.475,1
1139,1789388429606434340,0.475,1
1140,1789388429607035129,0.475,1
1141,1789388429607702453,0.475,1
1142,1789388429608301085,0.475,1
1143,1789388429608895561,0.0,0
1144,1789388429609486990,0.475,1
1145,1789388429610187032,0.475,1
1146,1789388429610777724,0.0,0
1147,1789388429611403290,0.475,1
1148,1789388429612037248,0.475,1
1149,1789388429612626178,0.475,1
1150,1789388429613262920,0.0,0
1151,1789388429613889233,0.475,1
1152,1789388429614496806,0.475,1
1153,1789388429615094393,0.475,1
1154,1789388429615760498,0.475,1
1155,1789388429616357848,0.475,1
1156,1789388429616961098,0.475,1
1157,1789388429617564741,0.475,1
1158,1789388429618215073,0.475,1
1159,1789388429618867027,0.475,1
1160,1789388429619455727,0.475,1
1161,1789388429620053806,0.475,1
1162,1789388429620649130,0.475,1
1163,1789388429621247366,0.475,1
1164,1789388429621897077,0.475,1
1165,1789388429622512653,0.475,1
1166,1789388429623093851,0.475,1
1167,1789388429623749069,0.475,1
1168,1789388429624331832,0.475,1
1169,1789388429624979938,0.475,1
1170,1789388429625617163,0.0,0
1171,1789388429626258793,0.0,0
1172,1789388429626841124,0.475,1
1173,1789388429627466970,0.475,1
1174,1789388429628058387,0.0,0
1175,1789388429628665830,0.475,1
1176,1789388429629323392,0.475,1
1177,1789388429629911030,0.475,1
1178,1789388429630500930,0.475,1
1179,1789388429631091137,0.475,1
1180,1789388429631758949,0.475,1
1181,1789388429632348458,0.475,1
1182,1789388429632943286,0.475,1
1183,1789388429633561034,0.475,1
1184,1789388429634199115,0.475,1
1185,1789388429634786405,0.475,1
1186,1789388429635383677,0.475,1
1187,1789388429636035189,0.0,0
1188,1789388429636616867,0.475,1
1189,1789388429637210844,0.0,0
1190,1789388429637810059,0.0,0
1191,1789388429638399308,0.475,1
1192,1789388429639049022,0.475,1
1193,1789388429639662171,0.475,1
1194,1789388429640253696,0.475,1
1195,1789388429640858754,0.475,1
1196,1789388429641460246,0.0,0
1197,1789388429642157324,0.475,1
1198,1789388429642748485,0.475,1
1199,1789388429643332033,0.475,1
1200,1789388429643921992,0.475,1
1201,1789388429644510333,0.475,1
1202,1789388429645156953,0.0,0
1203,1789388429645749103,0.475,1
1204,1789388429646346184,0.475,1
1205,1789388429646933833,0.475,1
1206,1789388429647526881,0.475,1
1207,1789388429648128611,0.475,1
1208,1789388429648753433,0.475,1
1209,1789388429649358030,0.475,1
1210,1789388429649960003,0.475,1
1211,1789388429650575739,0.475,1
1212,1789388429651173725,0.475,1
1213,1789388429651781825,0.475,1
1214,1789388429652399040,0.475,1
1215,1789388429652998895,0.475,1
1216,1789388429653641403,0.475,1
1217,1789388429654241920,0.475,1
1218,1789388429654845522,0.475,1
1219,1789388429655450494,0.0,0
1220,1789388429656047969,0.475,1
1221,1789388429656648882,0.475,1
1222,1789388429657273424,0.475,1
1223,1789388429657875736,0.475,1
1224,1789388429658470804,0.475,1
1225,1789388429659062795,0.475,1
1226,1789388429659675560,0.475,1
1227,1789388429660257246,0.475,1
1228,1789388429660846406,0.475,1
1229,1789388429661436754,0.475,1
1230,1789388429662043870,0.475,1
1231,1789388429662651609,0.475,1
1232,1789388429663258066,0.475,1
1233,1789388429663862615,0.475,1
1234,1789388429664460030,0.475,1
1235,1789388429665121825,0.475,1
1236,1789388429665733131,0.0,0
1237,1789388429666442568,0.475,1
1238,1789388429667034467,0.475,1
1239,1789388429667620810,0.475,1
1240,1789388429668209111,0.0,0
1241,1789388429668830579,0.475,1
1242,1789388429669443077,0.475,1
1243,1789388429670057043,0.475,1
1244,1789388429670672692,0.475,1
1245,1789388429671289406,0.475,1
1246,1789388429671927989,0.475,1
1247,1789388429672606089,0.475,1
1248,1789388429673226064,0.475,1
1249,1789388429673823313,0.475,1
1250,1789388429674423810,0.475,1
1251,1789388429675030748,0.475,1
1252,1789388429675628046,0.475,1
1253,1789388429676224162,0.475,1
1254,1789388429676831360,0.475,1
1255,1789388429677489131,0.475,1
1256,1789388429678135648,0.475,1
1257,1789388429678718208,0.475,1
1258,1789388429679360204,0.0,0
1259,1789388429679940705,0.475,1
1260,1789388429680523051,0.475,1
1261,1789388429681165351,0.475,1
1262,1789388429681739949,0.475,1
1263,1789388429682350823,0.475,1
1264,1789388429682979618,0.475,1
1265,1789388429683561945,0.475,1
1266,1789388429684179844,0.475,1
1267,1789388429684790497,0.475,1
1268,1789388429685403427,0.475,1
1269,1789388429685993645,0.475,1
1270,1789388429686584608,0.475,1
1271,1789388429687185416,0.0,0
1272,1789388429687766432,0.475,1
1273,1789388429688350996,0.475,1
1274,1789388429688960643,0.475,1
1275,1789388429689603439,0.475,1
1276,1789388429690216038,0.475,1
1277,1789388429690854305,0.475,1
1278,1789388429691510463,0.475,1
1279,1789388429692128530,0.475,1
1280,1789388429692771913,0.475,1
1281,1789388429693416374,0.475,1
1282,1789388429694029514,0.475,1
1283,1789388429694673584,0.475,1
1284,1789388429695312269,0.475,1
1285,1789388429695901897,0.475,1
1286,1789388429696503489,0.475,1
1287,1789388429697153197,0.475,1
1288,1789388429697750743,0.475,1
1289,1789388429698335264,0.475,1
1290,1789388429698923036,0.475,1
1291,1789388429699526850,0.475,1
1292,1789388429700145982,0.0,0
1293,1789388429700796762,0.475,1
1294,1789388429701395048,0.475,1
1295,1789388429701994573,0.475,1
1296,1789388429702619956,0.475,1
1297,1789388429703223499,0.475,1
1298,1789388429703842487,0.475,1
1299,1789388429704464081,0.475,1
1300,1789388429705065109,0.475,1
1301,1789388429705663055,0.475,1
1302,1789388429706264665,0.475,1
1303,1789388429706859177,0.475,1
1304,1789388429707495168,0.475,1
1305,1789388429708102084,0.475,1
1306,1789388429708697000,0.475,1
1307,1789388429709297599,0.475,1
1308,1789388429709904744,0.475,1
1309,1789388429710515459,0.475,1
1310,1789388429711122634,0.475,1
1311,1789388429711800162,0.475,1
1312,1789388429712396541,0.475,1
1313,1789388429712992004,0.475,1
1314,1789388429713618489,0.0,0
1315,1789388429714221023,0.475,1
1316,1789388429714834858,0.475,1
1317,1789388429715440452,0.475,1
1318,1789388429716071774,0.475,1
1319,1789388429716655742,0.475,1
1320,1789388429717247163,0.475,1
1321,1789388429717843949,0.475,1
1322,1789388429718442860,0.0,0
1323,1789388429719112367,0.475,1
1324,1789388429719746675,0.475,1
1325,1789388429720339685,0.475,1
1326,1789388429720938680,0.475,1
1327,1789388429721538601,0.475,1
1328,1789388429722164534,0.475,1
1329,1789388429722752255,0.475,1
1330,1789388429723379066,0.0,0
1331,1789388429723971102,0.475,1
1332,1789388429724631128,0.0,0
1333,1789388429725257594,0.475,1
1334,1789388429725854792,0.475,1
1335,1789388429726485036,0.475,1
1336,1789388429727135735,0.475,1
1337,1789388429727799860,0.475,1
1338,1789388429728411556,0.475,1
1339,1789388429729092026,0.475,1
1340,1789388429729745517,0.475,1
1341,1789388429730343539,0.475,1
1342,1789388429730924039,0.475,1
1343,1789388429731524765,0.475,1
1344,1789388429732123622,0.0,0
1345,1789388429732720413,0.475,1
1346,1789388429733357930,0.0,0
1347,1789388429733962464,0.475,1
1348,1789388429734546813,0.475,1
1349,1789388429735192615,0.475,1
1350,1789388429735806210,0.475,1
1351,1789388429736385952,0.475,1
1352,1789388429737019245,0.475,1
1353,1789388429737604732,0.475,1
1354,1789388429738232203,0.0,0
1355,1789388429738820116,0.0,0
1356,1789388429739439513,0.475,1
1357,1789388429740052734,0.475,1
1358,1789388429740696815,0.475,1
1359,1789388429741344949,0.475,1
1360,1789388429741988060,0.475,1
1361,1789388429742631976,0.0,0
1362,1789388429743267359,0.0,0
1363,1789388429743844613,0.475,1
1364,1789388429744432437,0.475,1
1365,1789388429745023394,0.475,1
1366,1789388429745614271,0.475,1
1367,1789388429746305617,0.475,1
1368,1789388429746933179,0.475,1
1369,1789388429747587513,0.475,1
1370,1789388429748230587,0.475,1
1371,1789388429748807208,0.0,0
1372,1789388429749452101,0.475,1
1373,1789388429750028891,0.475,1
1374,1789388429750648108,0.475,1
1375,1789388429751284363,0.475,1
1376,1789388429751871881,0.475,1
1377,1789388429752509880,0.0,0
1378,1789388429753165943,0.475,1
1379,1789388429753744592,0.475,1
1380,1789388429754389940,0.475,1
1381,1789388429755046354,0.475,1
1382,1789388429755699738,0.475,1
1383,1789388429756350079,0.475,1
1384,1789388429756994124,0.475,1
1385,1789388429757637691,0.0,0
1386,1789388429758264428,0.475,1
1387,1789388429758903702,0.0,0
1388,1789388429759573092,0.475,1
1389,1789388429760180818,0.475,1
1390,1789388429760837216,0.475,1
1391,1789388429761413810,0.0,0
1392,1789388429761993924,0.475,1
1393,1789388429762647422,0.475,1
1394,1789388429763294197,0.475,1
1395,1789388429763870084,0.475,1
1396,1789388429764522979,0.0,0
1397,1789388429765106873,0.475,1
1398,1789388429765700135,0.475,1
1399,1789388429766315998,0.0,0
1400,1789388429766915947,0.475,1
1401,1789388429767564396,0.475,1
1402,1789388429768150549,0.475,1
1403,1789388429768857295,0.0,0
1404,1789388429769512663,0.475,1
1405,1789388429770091720,0.475,1
1406,1789388429770735088,0.475,1
1407,1789388429771378286,0.0,0
1408,1789388429772021378,0.475,1
1409,1789388429772603707,0.0,0
1410,1789388429773188936,0.475,1
1411,1789388429773772618,0.475,1
1412,1789388429774432706,0.475,1
1413,1789388429775125724,0.475,1
1414,1789388429775750428,0.475,1
1415,1789388429776344048,0.0,0
1416,1789388429777045792,0.475,1
1417,1789388429777629956,0.475,1
1418,1789388429778275801,0.475,1
1419,1789388429778852111,0.475,1
1420,1789388429779437454,0.475,1
1421,1789388429780041149,0.475,1
1422,1789388429780652027,0.0,0
1423,1789388429781286634,0.0,0
1424,1789388429781926197,0.475,1
1425,1789388429782532914,0.475,1
1426,1789388429783186485,0.0,0
1427,1789388429783812254,0.475,1
1428,1789388429784404176,0.475,1
1429,1789388429785047200,0.475,1
1430,1789388429785644362,0.0,0
1431,1789388429786394386,0.475,1
1432,1789388429787008212,0.475,1
1433,1789388429787605658,0.475,1
1434,1789388429788200021,0.475,1
1435,1789388429788794709,0.0,0
1436,1789388429789420349,0.475,1
1437,1789388429790000006,0.0,0
1438,1789388429790642462,0.475,1
1439,1789388429791215085,0.0,0
1440,1789388429791795693,0.475,1
1441,1789388429792392484,0.0,0
1442,1789388429793018103,0.475,1
1443,1789388429793681963,0.475,1
1444,1789388429794284028,0.475,1
1445,1789388429794911634,0.475,1
1446,1789388429795608691,0.0,0
1447,1789388429796218294,0.475,1
1448,1789388429796912958,0.475,1
1449,1789388429797563459,0.475,1
1450,1789388429798143964,0.475,1
1451,1789388429798727784,0.475,1
1452,1789388429799306922,0.475,1
1453,1789388429799895615,0.475,1
1454,1789388429800503615,0.475,1
1455,1789388429801110129,0.475,1
1456,1789388429801711568,0.0,0
1457,1789388429802307206,0.475,1
1458,1789388429802974636,0.475,1
1459,1789388429803576196,0.475,1
1460,1789388429804174347,0.475,1
1461,1789388429804771771,0.475,1
1462,1789388429805370574,0.475,1
1463,1789388429805968071,0.475,1
1464,1789388429806597209,0.475,1
1465,1789388429807225669,0.475,1
1466,1789388429807827515,0.475,1
1467,1789388429808428158,0.475,1
1468,1789388429809027541,0.475,1
1469,1789388429809696110,0.475,1
1470,1789388429810321884,0.0,0
1471,1789388429810937341,0.0,0
1472,1789388429811546322,0.475,1
1473,1789388429812179676,0.475,1
1474,1789388429812836650,0.475,1
1475,1789388429813463733,0.475,1
1476,1789388429814048299,0.475,1
1477,1789388429814644423,0.475,1
1478,1789388429815247651,0.0,0
1479,1789388429815852366,0.475,1
1480,1789388429816449004,0.475,1
1481,1789388429817071545,0.475,1
1482,1789388429817663131,0.475,1
1483,1789388429818264197,0.0,0
1484,1789388429818900180,0.475,1
1485,1789388429820133648,0.0,0
1486,1789388429820772952,0.0,0
1487,1789388429822496118,0.475,1
1488,1789388429823121654,0.475,1
1489,1789388429823718843,0.475,1
1490,1789388429824814816,0.475,1
1491,1789388429825461353,0.475,1
1492,1789388429826186778,0.475,1
1493,1789388429827285493,0.475,1
1494,1789388429827878242,0.475,1
1495,1789388429828532965,0.475,1
1496,1789388429829220164,0.475,1
1497,1789388429833590167,0.475,1
1498,1789388429834251294,0.475,1
1499,1789388429834911355,0.475,1
1500,1789388429835558790,0.475,1
1501,1789388429836196703,0.475,1
1502,1789388429836839477,0.475,1
1503,1789388429837481090,0.475,1
1504,1789388429838154254,0.0,0
1505,1789388429838776385,0.475,1
1506,1789388429839428666,0.475,1
1507,1789388429840074156,0.475,1
1508,1789388429840725407,0.475,1
1509,1789388429841491070,0.475,1
1510,1789388429842168103,0.475,1
1511,1789388429842807010,0.475,1
1512,1789388429843443739,0.475,1
1513,1789388429844090827,0.475,1
1514,1789388429844714257,0.475,1
1515,1789388429845362994,0.475,1
1516,1789388429846587528,0.475,1
1517,1789388429847792533,0.475,1
1518,1789388429848506632,0.475,1
1519,1789388429849149893,0.475,1
1520,1789388429849786826,0.475,1
1521,1789388429850826158,0.0,0
1522,1789388429851759157,0.475,1
1523,1789388429852558868,0.475,1
1524,1789388429853186284,0.475,1
1525,1789388429853844865,0.475,1
1526,1789388429854469752,0.475,1
1527,1789388429855144723,0.475,1
1528,1789388429855760552,0.475,1
1529,1789388429856433057,0.475,1
1530,1789388429857093710,0.475,1
1531,1789388429857775568,0.475,1
1532,1789388429858496749,0.475,1
1533,1789388429859121740,0.475,1
1534,1789388429859788440,0.475,1
1535,1789388429860408946,0.0,0
1536,1789388429861039667,0.475,1
1537,1789388429861677297,0.0,0
1538,1789388429862345338,0.475,1
1539,1789388429862971244,0.475,1
1540,1789388429863588168,0.0,0
1541,1789388429864227195,0.0,0
1542,1789388429864867819,0.475,1
1543,1789388429865534369,0.475,1
1544,1789388429866139960,0.475,1
1545,1789388429866733197,0.0,0
1546,1789388429867327513,0.475,1
1547,1789388429867924595,0.475,1
1548,1789388429868511613,0.475,1
1549,1789388429869155171,0.475,1
1550,1789388429869742104,0.475,1
1551,1789388429870352829,0.475,1
1552,1789388429870947165,0.475,1
1553,1789388429871590830,0.475,1
1554,1789388429872173202,0.475,1
1555,1789388429872756590,0.475,1
1556,1789388429873331036,0.475,1
1557,1789388429873902585,0.475,1
1558,1789388429874475703,0.475,1
1559,1789388429875128952,0.475,1
1560,1789388429875789507,0.475,1
1561,1789388429876373978,0.0,0
1562,1789388429876966914,0.0,0
1563,1789388429877613832,0.475,1
1564,1789388429878241572,0.0,0
1565,1789388429878845834,0.475,1
1566,1789388429879492052,0.475,1
1567,1789388429880072584,0.475,1
1568,1789388429880732688,0.475,1
1569,1789388429881353762,0.475,1
1570,1789388429882003002,0.475,1
1571,1789388429882675945,0.475,1
1572,1789388429883292887,0.475,1
1573,1789388429883941913,0.475,1
1574,1789388429884537461,0.475,1
1575,1789388429885204143,0.475,1
1576,1789388429885839725,0.475,1
1577,1789388429886482167,0.475,1
1578,1789388429887151074,0.475,1
1579,1789388429887773379,0.475,1
1580,1789388429888383091,0.475,1
1581,1789388429888987966,0.475,1
1582,1789388429889633831,0.475,1
1583,1789388429890248102,0.475,1
1584,1789388429890845663,0.475,1
1585,1789388429891454737,0.475,1
1586,1789388429892162399,0.475,1
1587,1789388429892823107,0.0,0
1588,1789388429893470953,0.475,1
1589,1789388429894113623,0.475,1
1590,1789388429894713493,0.475,1
1591,1789388429895442042,0.0,0
1592,1789388429896030543,0.0,0
1593,1789388429896619091,0.475,1
1594,1789388429897201500,0.475,1
1595,1789388429897793373,0.475,1
1596,1789388429898382038,0.475,1
1597,1789388429899040449,0.475,1
1598,1789388429899684372,0.475,1
1599,1789388429900266868,0.475,1
1600,1789388429900909571,0.475,1
1601,1789388429901552040,0.0,0
1602,1789388429902135597,0.475,1
1603,1789388429902713886,0.475,1
1604,1789388429903284986,0.475,1
1605,1789388429903901796,0.475,1
1606,1789388429904501352,0.475,1
1607,1789388429905207705,0.475,1
1608,1789388429905859405,0.475,1
1609,1789388429906444880,0.0,0
1610,1789388429907064511,0.475,1
1611,1789388429907678815,0.475,1
1612,1789388429908295606,0.475,1
1613,1789388429908939557,0.475,1
1614,1789388429909524385,0.475,1
1615,1789388429910107854,0.0,0
1616,1789388429910693386,0.475,1
1617,1789388429911299359,0.475,1
1618,1789388429911942604,0.475,1
1619,1789388429912561578,0.475,1
1620,1789388429913179915,0.475,1
1621,1789388429913863854,0.475,1
1622,1789388429914471849,0.0,0
1623,1789388429915083181,0.475,1
1624,1789388429915681235,0.475,1
1625,1789388429916288268,0.475,1
1626,1789388429916888098,0.475,1
1627,1789388429917470485,0.475,1
1628,1789388429918081733,0.475,1
1629,1789388429918717700,0.475,1
1630,1789388429919355101,0.475,1
1631,1789388429919956970,0.475,1
1632,1789388429920585870,0.475,1
1633,1789388429921188687,0.475,1
1634,1789388429921795532,0.475,1
1635,1789388429922411977,0.0,0
1636,1789388429923054350,0.475,1
1637,1789388429923697936,0.475,1
1638,1789388429924331878,0.475,1
1639,1789388429924959057,0.475,1
1640,1789388429925601432,0.475,1
1641,1789388429926221130,0.475,1
1642,1789388429926838303,0.475,1
1643,1789388429927441412,0.475,1
1644,1789388429928035865,0.475,1
1645,1789388429928670185,0.475,1
1646,1789388429929343997,0.475,1
1647,1789388429929960774,0.475,1
1648,1789388429930586204,0.475,1
1649,1789388429931204637,0.475,1
1650,1789388429931810725,0.475,1
1651,1789388429932420498,0.475,1
1652,1789388429933141504,0.0,0
1653,1789388429933828346,0.475,1
1654,1789388429934444669,0.475,1
1655,1789388429935073417,0.475,1
1656,1789388429935669563,0.475,1
1657,1789388429936261896,0.475,1
1658,1789388429936850430,0.475,1
1659,1789388429937446366,0.475,1
1660,1789388429938096707,0.475,1
1661,1789388429938657815,0.475,1
1662,1789388429939250093,0.475,1
1663,1789388429939855568,0.475,1
1664,1789388429940507211,0.475,1
1665,1789388429941150551,0.475,1
1666,1789388429941735218,0.475,1
1667,1789388429942382314,0.475,1
1668,1789388429942960765,0.475,1
1669,1789388429943642539,0.475,1
1670,1789388429944227762,0.475,1
1671,1789388429944831339,0.475,1
1672,1789388429945560594,0.475,1
1673,1789388429946146106,0.0,0
1674,1789388429946747773,0.475,1
1675,1789388429947444335,0.475,1
1676,1789388429948034205,0.0,0
1677,1789388429948678826,0.475,1
1678,1789388429949323501,0.475,1
1679,1789388429949907388,0.475,1
1680,1789388429950606268,0.0,0
1681,1789388429951246438,0.475,1
1682,1789388429951839250,0.475,1
1683,1789388429952478052,0.475,1
1684,1789388429953090803,0.475,1
1685,1789388429953720373,0.475,1
1686,1789388429954358436,0.475,1
1687,1789388429954953161,0.475,1
1688,1789388429955552798,0.475,1
1689,1789388429956145360,0.475,1
1690,1789388429956734277,0.475,1
1691,1789388429957321066,0.475,1
1692,1789388429957974656,0.475,1
1693,1789388429958620225,0.0,0
1694,1789388429959210532,0.475,1
1695,1789388429959801803,0.475,1
1696,1789388429960409429,0.475,1
1697,1789388429961001005,0.475,1
