seq,ts_emit,ts_recv,latency_us,w,bit
498,1789388429209554463,1789388429209789800,235.337,0.475,1
499,1789388429210149105,1789388429210338485,189.38,0.475,1
500,1789388429210774238,1789388429211048149,273.911,0.475,1
501,1789388429211396628,1789388429211546066,149.438,0.475,1
502,1789388429212027532,1789388429212187261,159.729,0.475,1
503,1789388429212625586,1789388429212883205,257.619,0.475,1
504,1789388429213279305,1789388429213428057,148.752,0.475,1
505,1789388429213872430,1789388429214092892,220.462,0.475,1
506,1789388429214466366,1789388429214724747,258.381,0.475,1
507,1789388429215069345,1789388429215267155,197.81,0.475,1
508,1789388429215669474,1789388429215831761,162.287,0.475,1
509,1789388429216265435,1789388429216418445,153.01,0.475,1
510,1789388429216860159,1789388429217048867,188.708,0.475,1
511,1789388429217462829,1789388429217602872,140.043,0.475,1
512,1789388429218086616,1789388429218326405,239.789,0.475,1
513,1789388429218728039,1789388429218968930,240.891,0.475,1
514,1789388429219367913,1789388429219651981,284.068,0.475,1
515,1789388429220000421,1789388429220277314,276.893,0.475,1
516,1789388429220612265,1789388429220868064,255.799,0.475,1
517,1789388429221217986,1789388429221391573,173.587,0.475,1
518,1789388429221835850,1789388429222073783,237.933,0.475,1
519,1789388429222496757,1789388429222835256,338.499,0.475,1
520,1789388429223292497,1789388429223541506,249.009,0.475,1
521,1789388429223911518,1789388429224164551,253.033,0.475,1
522,1789388429224553331,1789388429224755267,201.936,0.475,1
523,1789388429225194071,1789388429225370947,176.876,0.475,1
524,1789388429225807018,1789388429225990501,183.483,0.475,1
525,1789388429226413974,1789388429226640119,226.145,0.0,0
526,1789388429227079100,1789388429227276483,197.383,0.475,1
527,1789388429227714486,1789388429227919181,204.695,0.475,1
528,1789388429228409202,1789388429228552570,143.368,0.0,0
529,1789388429229047972,1789388429229169489,121.517,0.475,1
530,1789388429229663485,1789388429229825737,162.252,0.475,1
531,1789388429230261534,1789388429230442710,181.176,0.475,1
532,1789388429230861523,1789388429230984520,122.997,0.475,1
533,1789388429231444804,1789388429231553571,108.767,0.0,0
534,1789388429232032460,1789388429232234584,202.124,0.475,1
535,1789388429232642796,1789388429232836411,193.615,0.475,1
536,1789388429233260286,1789388429233447616,187.33,0.475,1
537,1789388429233859439,1789388429234022047,162.608,0.475,1
538,1789388429234508361,1789388429234936395,428.034,0.475,1
539,1789388429235187790,1789388429235435393,247.603,0.475,1
540,1789388429235828820,1789388429236000737,171.917,0.0,0
541,1789388429236500917,1789388429236618526,117.609,0.475,1
542,1789388429237095514,1789388429237245765,150.251,0.475,1
543,1789388429237695133,1789388429237842606,147.473,0.475,1
544,1789388429238298417,1789388429238418367,119.95,0.475,1
545,1789388429238891937,1789388429239078935,186.998,0.0,0
546,1789388429239557054,1789388429239680423,123.369,0.475,1
547,1789388429240150750,1789388429240277209,126.459,0.475,1
548,1789388429240750414,1789388429240858863,108.449,0.475,1
549,1789388429241399165,1789388429241502853,103.688,0.475,1
550,1789388429242045430,1789388429242155496,110.066,0.475,1
551,1789388429242623461,1789388429242715462,92.001,0.475,1
552,1789388429243270057,1789388429243368412,98.355,0.0,0
553,1789388429243845450,1789388429243942673,97.223,0.475,1
554,1789388429244427449,1789388429244526277,98.828,0.475,1
555,1789388429245049245,1789388429245169390,120.145,0.0,0
556,1789388429245650889,1789388429245857858,206.969,0.475,1
557,1789388429246231744,1789388429246379723,147.979,0.475,1
558,1789388429246830093,1789388429246985055,154.962,0.475,1
559,1789388429247482182,1789388429247591337,109.155,0.475,1
560,1789388429248076641,1789388429248274945,198.304,0.475,1
561,1789388429248701562,1789388429248828831,127.269,0.475,1
562,1789388429249399409,1789388429249490429,91.02,0.475,1
563,1789388429250053916,1789388429250203754,149.838,0.475,1
564,1789388429250681884,1789388429250774652,92.768,0.475,1
565,1789388429251295031,1789388429251466705,171.674,0.475,1
566,1789388429251877120,1789388429252054611,177.491,0.475,1
567,1789388429252486255,1789388429252599649,113.394,0.475,1
568,1789388429253068793,1789388429253168727,99.934,0.475,1
569,1789388429253678294,1789388429253853129,174.835,0.0,0
570,1789388429254287261,1789388429254470389,183.128,0.475,1
571,1789388429254886618,1789388429254991483,104.865,0.475,1
572,1789388429255551746,1789388429255652063,100.317,0.475,1
573,1789388429256145208,1789388429256267203,121.995,0.475,1
574,1789388429256746560,1789388429256930416,183.856,0.475,1
575,1789388429257346317,1789388429257481357,135.04,0.475,1
576,1789388429257939253,1789388429258079219,139.966,0.475,1
577,1789388429258526292,1789388429258674424,148.132,0.475,1
578,1789388429259139871,1789388429259237533,97.662,0.475,1
579,1789388429259726619,1789388429259874368,147.749,0.475,1
580,1789388429260333978,1789388429260648084,314.106,0.475,1
581,1789388429260938761,1789388429261068083,129.322,0.475,1
582,1789388429261528046,1789388429261670549,142.503,0.475,1
583,1789388429262177033,1789388429262287403,110.37,0.475,1
584,1789388429262817125,1789388429262926260,109.135,0.475,1
585,1789388429263408660,1789388429263550477,141.817,0.0,0
586,1789388429264010036,1789388429264120312,110.276,0.0,0
587,1789388429264606403,1789388429264716148,109.745,0.475,1
588,1789388429265216603,1789388429265326549,109.946,0.475,1
589,1789388429265808184,1789388429265923570,115.386,0.475,1
590,1789388429266399965,1789388429266536105,136.14,0.475,1
591,1789388429267025237,1789388429267131750,106.513,0.475,1
592,1789388429267679133,1789388429267793487,114.354,0.475,1
593,1789388429268302951,1789388429268428292,125.341,0.475,1
594,1789388429268955307,1789388429269070123,114.816,0.475,1
595,1789388429269605027,1789388429269736279,131.252,0.475,1
596,1789388429270246825,1789388429270340583,93.758,0.475,1
597,1789388429270893653,1789388429270991066,97.413,0.475,1
598,1789388429271542107,1789388429271639099,96.992,0.475,1
599,1789388429272129732,1789388429272266701,136.969,0.475,1
600,1789388429272734057,1789388429272855110,121.053,0.475,1
601,1789388429273364235,1789388429273515045,150.81,0.475,1
602,1789388429274020203,1789388429274135683,115.48,0.475,1
603,1789388429274664356,1789388429274753212,88.856,0.475,1
604,1789388429275307577,1789388429275395668,88.091,0.475,1
605,1789388429275951687,1789388429276098594,146.907,0.475,1
606,1789388429276592171,1789388429276691483,99.312,0.475,1
607,1789388429277233359,1789388429277314942,81.583,0.475,1
608,1789388429277875260,1789388429278017508,142.248,0.475,1
609,1789388429278524609,1789388429278644312,119.703,0.475,1
610,1789388429279108687,1789388429279238624,129.937,0.475,1
611,1789388429279697808,1789388429279840453,142.645,0.475,1
612,1789388429280295473,1789388429280412661,117.188,0.475,1
613,1789388429280911366,1789388429281060352,148.986,0.475,1
614,1789388429281514476,1789388429281633034,118.558,0.475,1
615,1789388429282123799,1789388429282262163,138.364,0.475,1
616,1789388429282736576,1789388429282883743,147.167,0.475,1
617,1789388429283339365,1789388429283478866,139.501,0.475,1
618,1789388429283963064,1789388429284064103,101.039,0.475,1
619,1789388429284577883,1789388429284671999,94.116,0.475,1
620,1789388429285169602,1789388429285297836,128.234,0.475,1
621,1789388429285779740,1789388429285914978,135.238,0.475,1
622,1789388429286382143,1789388429286621917,239.774,0.0,0
623,1789388429286986491,1789388429287188770,202.279,0.475,1
624,1789388429287622790,1789388429287870545,247.755,0.475,1
625,1789388429288216923,1789388429288381821,164.898,0.475,1
626,1789388429288820993,1789388429288924408,103.415,0.475,1
627,1789388429289415020,1789388429289552481,137.461,0.475,1
628,1789388429290015192,1789388429290134848,119.656,0.475,1
629,1789388429290661279,1789388429290792869,131.59,0.475,1
630,1789388429291254226,1789388429291363374,109.148,0.0,0
631,1789388429291838488,1789388429291927786,89.298,0.475,1
632,1789388429292462154,1789388429292563464,101.31,0.475,1
633,1789388429293048667,1789388429293170371,121.704,0.475,1
634,1789388429293652422,1789388429293790910,138.488,0.475,1
635,1789388429294283280,1789388429294430768,147.488,0.475,1
636,1789388429294872732,1789388429295013272,140.54,0.475,1
637,1789388429295536825,1789388429295675937,139.112,0.475,1
638,1789388429296132920,1789388429296266257,133.337,0.475,1
639,1789388429296732865,1789388429296869512,136.647,0.475,1
640,1789388429297388538,1789388429297517147,128.609,0.475,1
641,1789388429298001862,1789388429298135667,133.805,0.0,0
642,1789388429298647654,1789388429298744056,96.402,0.475,1
643,1789388429299292919,1789388429299440819,147.9,0.475,1
644,1789388429299886601,1789388429299992004,105.403,0.475,1
645,1789388429300475629,1789388429300602406,126.777,0.475,1
646,1789388429301061138,1789388429301164088,102.95,0.475,1
647,1789388429301694183,1789388429301805413,111.23,0.475,1
648,1789388429302362184,1789388429302519548,157.364,0.0,0
649,1789388429302971990,1789388429303093410,121.42,0.475,1
650,1789388429303622543,1789388429303781089,158.546,0.475,1
651,1789388429304208668,1789388429304310934,102.266,0.475,1
652,1789388429304801717,1789388429304925993,124.276,0.0,0
653,1789388429305458784,1789388429305586373,127.589,0.475,1
654,1789388429306103636,1789388429306246705,143.069,0.475,1
655,1789388429306680536,1789388429306773543,93.007,0.475,1
656,1789388429307289196,1789388429307425321,136.125,0.475,1
657,1789388429307891271,1789388429308049502,158.231,0.0,0
658,1789388429308489190,1789388429308613247,124.057,0.475,1
659,1789388429309129903,1789388429309275391,145.488,0.0,0
660,1789388429309791284,1789388429310018577,227.293,0.475,1
661,1789388429310421445,1789388429310533012,111.567,0.475,1
662,1789388429310999950,1789388429311115687,115.737,0.0,0
663,1789388429311639031,1789388429311824885,185.854,0.475,1
664,1789388429312238106,1789388429312444226,206.12,0.475,1
665,1789388429312833864,1789388429312944130,110.266,0.475,1
666,1789388429313485682,1789388429313590742,105.06,0.475,1
667,1789388429314070223,1789388429314180391,110.168,0.475,1
668,1789388429314656746,1789388429314766789,110.043,0.0,0
669,1789388429315301951,1789388429315459619,157.668,0.475,1
670,1789388429315990397,1789388429316122971,132.574,0.475,1
671,1789388429316641051,1789388429316779319,138.268,0.475,1
672,1789388429317226745,1789388429317339851,113.106,0.475,1
673,1789388429317872298,1789388429317986121,113.823,0.475,1
674,1789388429318520523,1789388429318637659,117.136,0.475,1
675,1789388429319161152,1789388429319276313,115.161,0.475,1
676,1789388429319744826,1789388429319885931,141.105,0.475,1
677,1789388429320323138,1789388429320531161,208.023,0.475,1
678,1789388429320929477,1789388429321077922,148.445,0.475,1
679,1789388429321512895,1789388429321621673,108.778,0.475,1
680,1789388429322095095,1789388429322233466,138.371,0.475,1
681,1789388429322746327,1789388429322897277,150.95,0.475,1
682,1789388429323395773,1789388429323531164,135.391,0.475,1
683,1789388429324057888,1789388429324216516,158.628,0.475,1
684,1789388429324730662,1789388429324861820,131.158,0.0,0
685,1789388429325381951,1789388429325499929,117.978,0.475,1
686,1789388429326023898,1789388429326155964,132.066,0.475,1
687,1789388429326719193,1789388429326830166,110.973,0.475,1
688,1789388429327420237,1789388429327536554,116.317,0.475,1
689,1789388429328012488,1789388429328179514,167.026,0.475,1
690,1789388429328616932,1789388429328737648,120.716,0.475,1
691,1789388429329287131,1789388429329431498,144.367,0.475,1
692,1789388429329913040,1789388429330022346,109.306,0.475,1
693,1789388429330501228,1789388429330613084,111.856,0.475,1
694,1789388429331126044,1789388429331219591,93.547,0.475,1
695,1789388429331812707,1789388429331954944,142.237,0.475,1
696,1789388429332469309,1789388429332601064,131.755,0.475,1
697,1789388429333052918,1789388429333176394,123.476,0.475,1
698,1789388429333704415,1789388429333829838,125.423,0.475,1
699,1789388429334353733,1789388429334481511,127.778,0.475,1
700,1789388429334957468,1789388429335141379,183.911,0.475,1
701,1789388429335562021,1789388429335712760,150.739,0.475,1
702,1789388429336160621,1789388429336276895,116.274,0.475,1
703,1789388429336754615,1789388429336877171,122.556,0.0,0
704,1789388429337343416,1789388429337453303,109.887,0.475,1
705,1789388429337922498,1789388429338033169,110.671,0.475,1
706,1789388429338568169,1789388429338674608,106.439,0.475,1
707,1789388429339211422,1789388429339323442,112.02,0.0,0
708,1789388429339855518,1789388429339964576,109.058,0.475,1
709,1789388429340495787,1789388429340602337,106.55,0.475,1
710,1789388429341069515,1789388429341216400,146.885,0.475,1
711,1789388429341648914,1789388429341763687,114.773,0.475,1
712,1789388429342234481,1789388429342361687,127.206,0.0,0
713,1789388429342822438,1789388429342921246,98.808,0.475,1
714,1789388429343477762,1789388429343601395,123.633,0.475,1
715,1789388429344068379,1789388429344212093,143.714,0.475,1
716,1789388429344764310,1789388429344938142,173.832,0.475,1
717,1789388429345419763,1789388429345545543,125.78,0.0,0
718,1789388429346064150,1789388429346185440,121.29,0.475,1
719,1789388429346712555,1789388429346825836,113.281,0.475,1
720,1789388429347288463,1789388429347411961,123.498,0.475,1
721,1789388429347930605,1789388429348045443,114.838,0.475,1
722,1789388429348586889,1789388429348695896,109.007,0.475,1
723,1789388429349216427,1789388429349325497,109.07,0.475,1
724,1789388429349833939,1789388429349947069,113.13,0.0,0
725,1789388429350419237,1789388429350551388,132.151,0.475,1
726,1789388429351062637,1789388429351172338,109.701,0.0,0
727,1789388429351709971,1789388429351870768,160.797,0.475,1
728,1789388429352298928,1789388429352419380,120.452,0.475,1
729,1789388429352959663,1789388429353082014,122.351,0.0,0
730,1789388429353606232,1789388429353714267,108.035,0.475,1
731,1789388429354265742,1789388429354414799,149.057,0.475,1
732,1789388429354924838,1789388429355083544,158.706,0.475,1
733,1789388429355511769,1789388429355612395,100.626,0.475,1
734,1789388429356128134,1789388429356244097,115.963,0.475,1
735,1789388429356727378,1789388429356857727,130.349,0.0,0
736,1789388429357395428,1789388429357527805,132.377,0.475,1
737,1789388429357974907,1789388429358096028,121.121,0.475,1
738,1789388429358625153,1789388429358734142,108.989,0.475,1
739,1789388429359202012,1789388429359299496,97.484,0.475,1
740,1789388429359779389,1789388429359898380,118.991,0.475,1
741,1789388429360371476,1789388429360494083,122.607,0.475,1
742,1789388429361043347,1789388429361150193,106.846,0.475,1
743,1789388429361697267,1789388429361811617,114.35,0.475,1
744,1789388429362271775,1789388429362424531,152.756,0.475,1
745,1789388429362886111,1789388429363030057,143.946,0.0,0
746,1789388429363488598,1789388429363676942,188.344,0.475,1
747,1789388429364090557,1789388429364261795,171.238,0.475,1
748,1789388429364718156,1789388429364856021,137.865,0.475,1
749,1789388429365313821,1789388429365472759,158.938,0.475,1
750,1789388429365912321,1789388429366028646,116.325,0.475,1
751,1789388429366540983,1789388429366678472,137.489,0.475,1
752,1789388429367209795,1789388429367409203,199.408,0.475,1
753,1789388429367845423,1789388429368130721,285.298,0.475,1
754,1789388429368441036,1789388429368567705,126.669,0.475,1
755,1789388429369043603,1789388429369220438,176.835,0.475,1
756,1789388429369657660,1789388429369831743,174.083,0.475,1
757,1789388429370261634,1789388429370481264,219.63,0.475,1
758,1789388429370863472,1789388429371297725,434.253,0.475,1
759,1789388429371460395,1789388429371614444,154.049,0.475,1
760,1789388429372058088,1789388429372245473,187.385,0.475,1
761,1789388429372651220,1789388429372793902,142.682,0.475,1
762,1789388429373255333,1789388429373389600,134.267,0.0,0
763,1789388429373843334,1789388429374065865,222.531,0.475,1
764,1789388429374432235,1789388429374597973,165.738,0.0,0
765,1789388429375032884,1789388429375176459,143.575,0.475,1
766,1789388429375635519,1789388429375987460,351.941,0.475,1
767,1789388429376262184,1789388429376638989,376.805,0.0,0
768,1789388429376868238,1789388429377233345,365.107,0.475,1
769,1789388429377477665,1789388429377653158,175.493,0.0,0
770,1789388429378076933,1789388429378198060,121.127,0.0,0
771,1789388429378665145,1789388429378780742,115.597,0.0,0
772,1789388429379266141,1789388429379409071,142.93,0.475,1
773,1789388429379862376,1789388429379979458,117.082,0.475,1
774,1789388429380501975,1789388429380639254,137.279,0.475,1
775,1789388429381094399,1789388429381221796,127.397,0.475,1
776,1789388429381713002,1789388429381937310,224.308,0.475,1
777,1789388429382327648,1789388429382525397,197.749,0.475,1
778,1789388429382930254,1789388429383192441,262.187,0.0,0
779,1789388429383533925,1789388429383805609,271.684,0.475,1
780,1789388429384138971,1789388429384513344,374.373,0.475,1
781,1789388429384740762,1789388429384891195,150.433,0.475,1
782,1789388429385361076,1789388429385548289,187.213,0.475,1
783,1789388429385990186,1789388429386101591,111.405,0.475,1
784,1789388429386673891,1789388429386791087,117.196,0.475,1
785,1789388429387269384,1789388429387403607,134.223,0.475,1
786,1789388429387873164,1789388429388006771,133.607,0.475,1
787,1789388429388509073,1789388429388647994,138.921,0.475,1
788,1789388429389131117,1789388429389248742,117.625,0.475,1
789,1789388429389752195,1789388429389916118,163.923,0.475,1
790,1789388429390341691,1789388429390455963,114.272,0.475,1
791,1789388429390942589,1789388429391134306,191.717,0.0,0
792,1789388429391558424,1789388429391756449,198.025,0.475,1
793,1789388429392167147,1789388429392305466,138.319,0.475,1
794,1789388429392773332,1789388429392910842,137.51,0.0,0
795,1789388429393401939,1789388429393555425,153.486,0.475,1
796,1789388429394049787,1789388429394187813,138.026,0.475,1
797,1789388429394677440,1789388429394822096,144.656,0.475,1
798,1789388429395374468,1789388429395488857,114.389,0.475,1
799,1789388429396021445,1789388429396140170,118.725,0.0,0
800,1789388429396639107,1789388429396746521,107.414,0.0,0
801,1789388429397220207,1789388429397345381,125.174,0.475,1
802,1789388429397808088,1789388429397937968,129.88,0.475,1
803,1789388429398429573,1789388429398593181,163.608,0.0,0
804,1789388429399044235,1789388429399164441,120.206,0.475,1
805,1789388429399672411,1789388429399879867,207.456,0.475,1
806,1789388429400270608,1789388429400488776,218.168,0.475,1
807,1789388429400878782,1789388429401025374,146.592,0.475,1
808,1789388429401482631,1789388429401611861,129.23,0.475,1
809,1789388429402114861,1789388429402231295,116.434,0.475,1
810,1789388429402703102,1789388429402816033,112.931,0.475,1
811,1789388429403357058,1789388429403448560,91.502,0.475,1
812,1789388429404000375,1789388429404170623,170.248,0.475,1
813,1789388429404589343,1789388429404719176,129.833,0.475,1
814,1789388429405204569,1789388429405327426,122.857,0.475,1
815,1789388429405831376,1789388429405943745,112.369,0.475,1
816,1789388429406498624,1789388429406633900,135.276,0.475,1
817,1789388429407157575,1789388429407314312,156.737,0.475,1
818,1789388429407740230,1789388429407863489,123.259,0.475,1
819,1789388429408330452,1789388429408433002,102.55,0.475,1
820,1789388429408920209,1789388429409035368,115.159,0.475,1
821,1789388429409543834,1789388429409636254,92.42,0.475,1
822,1789388429410192760,1789388429410303629,110.869,0.475,1
823,1789388429410768535,1789388429410905130,136.595,0.475,1
824,1789388429411373867,1789388429411523735,149.868,0.0,0
825,1789388429411960798,1789388429412056130,95.332,0.475,1
826,1789388429412587793,1789388429412704723,116.93,0.475,1
827,1789388429413245517,1789388429413368274,122.757,0.475,1
828,1789388429413892896,1789388429414000707,107.811,0.475,1
829,1789388429414468321,1789388429414703030,234.709,0.0,0
830,1789388429415042652,1789388429415161225,118.573,0.475,1
831,1789388429415692394,1789388429415840549,148.155,0.475,1
832,1789388429416277250,1789388429416378980,101.73,0.475,1
833,1789388429416910327,1789388429417032695,122.368,0.475,1
834,1789388429417560307,1789388429417678992,118.685,0.475,1
835,1789388429418142906,1789388429418356740,213.834,0.475,1
836,1789388429418733293,1789388429418848489,115.196,0.475,1
837,1789388429419326829,1789388429419462379,135.55,0.475,1
838,1789388429419952840,1789388429420050292,97.452,0.475,1
839,1789388429420649099,1789388429420763778,114.679,0.475,1
840,1789388429421299420,1789388429421413938,114.518,0.475,1
841,1789388429421917690,1789388429422022885,105.195,0.475,1
842,1789388429422574851,1789388429422711890,137.039,0.475,1
843,1789388429423219707,1789388429423346162,126.455,0.0,0
844,1789388429423799307,1789388429423886055,86.748,0.0,0
845,1789388429424388959,1789388429424579874,190.915,0.475,1
846,1789388429424987231,1789388429425086423,99.192,0.475,1
847,1789388429425590140,1789388429425705596,115.456,0.475,1
848,1789388429426226730,1789388429426373679,146.949,0.475,1
849,1789388429426816861,1789388429426950375,133.514,0.0,0
850,1789388429427463674,1789388429427571187,107.513,0.475,1
851,1789388429428112014,1789388429428223930,111.916,0.0,0
852,1789388429428718990,1789388429428834596,115.606,0.475,1
853,1789388429429361845,1789388429429466653,104.808,0.475,1
854,1789388429429954566,1789388429430078798,124.232,0.475,1
855,1789388429430641768,1789388429430762489,120.721,0.475,1
856,1789388429431282054,1789388429431403877,121.823,0.475,1
857,1789388429431866636,1789388429432006267,139.631,0.475,1
858,1789388429432469269,1789388429432611057,141.788,0.475,1
859,1789388429433130403,1789388429433260349,129.946,0.0,0
860,1789388429433775106,1789388429433881803,106.697,0.0,0
861,1789388429434379846,1789388429434480987,101.141,0.475,1
862,1789388429435020332,1789388429435125998,105.666,0.475,1
863,1789388429435676250,1789388429435803359,127.109,0.475,1
864,1789388429436361993,1789388429436475499,113.506,0.475,1
865,1789388429436942387,1789388429437047120,104.733,0.475,1
866,1789388429437585456,1789388429437690132,104.676,0.475,1
867,1789388429438221017,1789388429438320498,99.481,0.475,1
868,1789388429438798911,1789388429438960685,161.774,0.0,0
869,1789388429439384604,1789388429439536231,151.627,0.475,1
870,1789388429439979791,1789388429440091567,111.776,0.475,1
871,1789388429440639090,1789388429440767533,128.443,0.475,1
872,1789388429441280181,1789388429441387713,107.532,0.475,1
873,1789388429441881750,1789388429442002231,120.481,0.475,1
874,1789388429442543268,1789388429442687327,144.059,0.475,1
875,1789388429443214342,1789388429443324445,110.103,0.475,1
876,1789388429443791509,1789388429443893404,101.895,0.475,1
877,1789388429444431566,1789388429444528475,96.909,0.475,1
878,1789388429445082784,1789388429445208348,125.564,0.475,1
879,1789388429445759506,1789388429445857415,97.909,0.475,1
880,1789388429446352308,1789388429446455558,103.25,0.475,1
881,1789388429446982366,1789388429447123664,141.298,0.475,1
882,1789388429447601609,1789388429453911674,6310.065,0.0,0
883,1789388429448191466,1789388429453917308,5725.842,0.475,1
884,1789388429448820893,1789388429453920073,5099.18,0.475,1
885,1789388429449457869,1789388429453922569,4464.7,0.475,1
886,1789388429450068669,1789388429453925449,3856.78,0.475,1
887,1789388429450667304,1789388429453927994,3260.69,0.475,1
888,1789388429451276815,1789388429453931629,2654.814,0.0,0
889,1789388429451850253,1789388429453933802,2083.549,0.475,1
890,1789388429452460485,1789388429453936306,1475.821,0.475,1
891,1789388429453076721,1789388429453939009,862.288,0.475,1
892,1789388429453677557,1789388429453942049,264.492,0.475,1
893,1789388429454279888,1789388429454416758,136.87,0.475,1
894,1789388429454875321,1789388429455019079,143.758,0.475,1
895,1789388429455548380,1789388429455677779,129.399,0.0,0
896,1789388429456136943,1789388429456301853,164.91,0.475,1
897,1789388429456765008,1789388429456907438,142.43,0.475,1
898,1789388429457414102,1789388429457536839,122.737,0.475,1
899,1789388429458067016,1789388429458191583,124.567,0.475,1
900,1789388429458680451,1789388429458795067,114.616,0.475,1
901,1789388429459324768,1789388429459439536,114.768,0.475,1
902,1789388429459905034,1789388429460061551,156.517,0.475,1
903,1789388429460500988,1789388429460703643,202.655,0.0,0
904,1789388429461194328,1789388429461355368,161.04,0.475,1
905,1789388429461817453,1789388429461940798,123.345,0.475,1
906,1789388429462461611,1789388429462602802,141.191,0.475,1
907,1789388429463105079,1789388429463229909,124.83,0.475,1
908,1789388429463712214,1789388429463820682,108.468,0.475,1
909,1789388429464293770,1789388429464378472,84.702,0.475,1
910,1789388429464941838,1789388429465095324,153.486,0.475,1
911,1789388429465592889,1789388429465724195,131.306,0.475,1
912,1789388429466238822,1789388429466363390,124.568,0.0,0
913,1789388429466822693,1789388429466936829,114.136,0.475,1
914,1789388429467418227,1789388429467644851,226.624,0.475,1
915,1789388429468017682,1789388429468174681,156.999,0.475,1
916,1789388429468669241,1789388429468811016,141.775,0.475,1
917,1789388429469314299,1789388429469440381,126.082,0.475,1
918,1789388429469959418,1789388429470078000,118.582,0.475,1
919,1789388429470601030,1789388429470718376,117.346,0.475,1
920,1789388429471241415,1789388429471356601,115.186,0.475,1
921,1789388429471823490,1789388429471920437,96.947,0.475,1
922,1789388429472418084,1789388429472529717,111.633,0.475,1
923,1789388429473070264,1789388429473199624,129.36,0.475,1
924,1789388429473656869,1789388429473832599,175.73,0.0,0
925,1789388429474246402,1789388429474389273,142.871,0.0,0
926,1789388429474844180,1789388429475011654,167.474,0.475,1
927,1789388429475502390,1789388429475717611,215.221,0.475,1
928,1789388429476153997,1789388429476291715,137.718,0.475,1
929,1789388429476800387,1789388429476919354,118.967,0.475,1
930,1789388429477445480,1789388429477575017,129.537,0.475,1
931,1789388429478092961,1789388429478214201,121.24,0.475,1
932,1789388429478737119,1789388429478850888,113.769,0.475,1
933,1789388429479384163,1789388429479504428,120.265,0.475,1
934,1789388429479976490,1789388429480106775,130.285,0.475,1
935,1789388429480564707,1789388429480712224,147.517,0.475,1
936,1789388429481156988,1789388429481295898,138.91,0.475,1
937,1789388429481753776,1789388429481920076,166.3,0.475,1
938,1789388429482398533,1789388429482531744,133.211,0.475,1
939,1789388429483054034,1789388429483171855,117.821,0.475,1
940,1789388429483693346,1789388429483809814,116.468,0.475,1
941,1789388429484301887,1789388429484403861,101.974,0.475,1
942,1789388429484945128,1789388429485044681,99.553,0.475,1
943,1789388429485560801,1789388429485712112,151.311,0.0,0
944,1789388429486202048,1789388429486335295,133.247,0.0,0
945,1789388429486841037,1789388429486951047,110.01,0.0,0
946,1789388429487441363,1789388429487574849,133.486,0.475,1
947,1789388429488039473,1789388429488195798,156.325,0.475,1
948,1789388429488648750,1789388429488799993,151.243,0.475,1
949,1789388429489307695,1789388429489456038,148.343,0.475,1
950,1789388429489948743,1789388429490073298,124.555,0.475,1
951,1789388429490594541,1789388429490701561,107.02,0.475,1
952,1789388429491168989,1789388429491270797,101.808,0.475,1
953,1789388429491810533,1789388429491908079,97.546,0.475,1
954,1789388429492383695,1789388429492514432,130.737,0.475,1
955,1789388429492994253,1789388429493094075,99.822,0.475,1
956,1789388429493636327,1789388429493733234,96.907,0.475,1
957,1789388429494207649,1789388429494368292,160.643,0.0,0
958,1789388429494830914,1789388429494952684,121.77,0.0,0
959,1789388429495424836,1789388429495582767,157.931,0.475,1
960,1789388429496041100,1789388429496149302,108.202,0.475,1
961,1789388429496735839,1789388429496895930,160.091,0.475,1
962,1789388429497388776,1789388429497509317,120.541,0.0,0
963,1789388429498003463,1789388429498114443,110.98,0.475,1
964,1789388429498649531,1789388429498758310,108.779,0.475,1
965,1789388429499227041,1789388429499403533,176.492,0.475,1
966,1789388429499868349,1789388429499988028,119.679,0.0,0
967,1789388429500556564,1789388429500678954,122.39,0.475,1
968,1789388429501199857,1789388429501398797,198.94,0.475,1
969,1789388429501796537,1789388429501931111,134.574,0.475,1
970,1789388429502396859,1789388429502546776,149.917,0.475,1
971,1789388429503075051,1789388429503223778,148.727,0.475,1
972,1789388429503715798,1789388429503853217,137.419,0.475,1
973,1789388429504307646,1789388429504404186,96.54,0.0,0
974,1789388429504936367,1789388429505105387,169.02,0.475,1
975,1789388429505576243,1789388429505702520,126.277,0.475,1
976,1789388429506221762,1789388429506331564,109.802,0.0,0
977,1789388429506863086,1789388429507036653,173.567,0.0,0
978,1789388429507501585,1789388429507602937,101.352,0.475,1
979,1789388429508140722,1789388429508316115,175.393,0.475,1
980,1789388429508723561,1789388429508845392,121.831,0.475,1
981,1789388429509317127,1789388429509441019,123.892,0.475,1
982,1789388429509916853,1789388429510092894,176.041,0.475,1
983,1789388429510572909,1789388429510699392,126.483,0.475,1
984,1789388429511219341,1789388429511332986,113.645,0.475,1
985,1789388429511837245,1789388429511947536,110.291,0.0,0
986,1789388429512464332,1789388429512580087,115.755,0.475,1
987,1789388429513052419,1789388429513176383,123.964,0.475,1
988,1789388429513690134,1789388429513793630,103.496,0.475,1
989,1789388429514336607,1789388429514435139,98.532,0.475,1
990,1789388429514915435,1789388429514997526,82.091,0.0,0
991,1789388429515502913,1789388429515607352,104.439,0.475,1
992,1789388429516094365,1789388429516216199,121.834,0.475,1
993,1789388429516695104,1789388429516848465,153.361,0.475,1
994,1789388429517317993,1789388429517431376,113.383,0.475,1
995,1789388429517894029,1789388429517999334,105.305,0.475,1
