round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790177831501719366,0.512809,0.984709,0.504968,1
1,1790177834507458626,0.689516,0.984836,0.679061,1
2,1790177834508786938,0.991655,0.546472,0.000000,0
3,1790177843524100084,0.984984,0.440754,0.000000,0
4,1790177843525659173,0.984679,0.369340,0.363681,1
5,1790177864557168006,0.976394,0.993214,0.969768,1
6,1790177867563722583,0.984974,0.394105,0.388183,1
7,1790177882589526961,0.644234,0.992330,0.639292,1
8,1790177882590785704,0.992628,0.352884,0.350283,1
9,1790177882591995998,0.992797,0.477763,0.474322,1
10,1790177882592815648,0.992568,0.841636,0.835380,1
11,1790177882594376227,0.992568,0.724766,0.000000,0
12,1790177882594802231,0.992826,0.893197,0.886789,1
13,1790177882595969566,0.992746,0.364734,0.362088,1
14,1790177882596390570,0.992657,0.904721,0.898077,1
15,1790177882597583544,0.992657,0.415676,0.000000,0
