round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,3,1195768,257348,1790177831501792635,1790177831501719366,73329,0,0.504968,1,1
1,4,2251501,298534,1790177834507548920,1790177834507458626,90384,0,0.679061,1,1
2,3,663440,212696,1790177834508274859,1790177834508786938,103690,512079,0.000000,1,0
3,3,2238833,563911,1790177843523528419,1790177843524100084,238227,571665,0.000000,1,0
4,1,386670,433561,1790177843524781741,1790177843525659173,114110,877432,0.363681,1,1
5,4,2115260,286444,1790177864557241814,1790177864557168006,110367,0,0.969768,1,1
6,3,2009290,429990,1790177867563002704,1790177867563722583,101080,719879,0.388183,1,1
7,16,4040447,155198,1790177882589593720,1790177882589526961,129118,0,0.639292,1,1
8,1,134598,154407,1790177882589815866,1790177882590785704,74484,969838,0.350283,1,1
9,3,446622,154607,1790177882591329839,1790177882591995998,85668,666159,0.474322,1,1
10,4,621789,162087,1790177882592726854,1790177882592815648,76663,88794,0.835380,1,1
11,8,1210039,148647,1790177882594124309,1790177882594376227,73966,251918,0.000000,1,0
12,2,289395,152967,1790177882594761868,1790177882594802231,75325,40363,0.886789,1,1
13,1,133838,153857,1790177882595033213,1790177882595969566,74038,936353,0.362088,1,1
14,2,301304,163117,1790177882596367588,1790177882596390570,78397,22982,0.898077,1,1
15,2,286016,151058,1790177882596777382,1790177882597583544,76992,806162,0.000000,1,0
