round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176221874227205,0.671551,0.984432,0.000000,0
1,1790176221875171702,0.984216,0.518850,0.510660,1
2,1790176221875633436,0.974900,0.992518,0.000000,0
3,1790176221876060370,0.986345,0.864972,0.000000,0
4,1790176221876492645,0.991229,0.776067,0.000000,0
5,1790176221877017888,0.902272,0.991764,0.000000,0
6,1790176221877418122,0.992637,0.824039,0.000000,0
7,1790176221877847317,0.992320,0.758663,0.000000,0
8,1790176221878287811,0.992191,0.759552,0.000000,0
9,1790176221878684126,0.992260,0.787795,0.000000,0
10,1790176221879109930,0.992260,0.895486,0.888555,1
11,1790176221879504325,0.992369,0.913238,0.000000,0
12,1790176221879933009,0.991050,0.761956,0.755137,1
13,1790176221880746168,0.992240,0.602575,0.000000,0
14,1790176221881558088,0.992131,0.522541,0.000000,0
15,1790176221881979272,0.992201,0.772227,0.000000,0
16,1790176224885675628,0.974744,0.992528,0.000000,0
17,1790176224886631945,0.984304,0.651385,0.000000,0
18,1790176224887368895,0.743188,0.990793,0.000000,0
19,1790176224887771330,0.992072,0.853655,0.846887,1
20,1790176224888192634,0.992162,0.792861,0.000000,0
21,1790176224888620019,0.992498,0.773084,0.000000,0
22,1790176224889034173,0.992369,0.942529,0.000000,0
23,1790176224889856582,0.992528,0.612545,0.000000,0
24,1790176224890262507,0.992300,0.782144,0.000000,0
25,1790176224890662572,0.992637,0.783521,0.000000,0
26,1790176224891058866,0.992360,0.785334,0.000000,0
