round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790175871811673056,0.978906,0.928198,0.000000,0
1,1790175871812198049,0.985871,0.881625,0.869168,1
2,1790175871812655283,0.984846,0.781659,0.769814,1
3,1790175871813852677,0.991962,0.393066,0.389907,1
4,1790175871814256181,0.992091,0.801928,0.795585,1
5,1790175871815428706,0.992856,0.365738,0.000000,0
6,1790175871815844790,0.992727,0.779435,0.000000,0
7,1790175871816342624,0.890592,0.992985,0.884344,1
8,1790175871816730729,0.992637,0.840963,0.000000,0
9,1790175871817122063,0.992112,0.784785,0.000000,0
10,1790175871817548808,0.992965,0.757170,0.751844,1
11,1790175871818360437,0.992617,0.521018,0.517171,1
12,1790175871818778541,0.992966,0.769753,0.764338,1
13,1790175871819163806,0.992836,0.797178,0.791467,1
14,1790175871820344901,0.992677,0.357691,0.355071,1
15,1790175871821142980,0.992399,0.524237,0.000000,0
16,1790175871821554685,0.992657,0.895960,0.000000,0
17,1790175871822342344,0.992796,0.526417,0.522625,1
18,1790175871822759589,0.992876,0.764727,0.759278,1
19,1790175871823199973,0.967103,0.992776,0.960117,1
20,1790175871823961233,0.992022,0.570351,0.565801,1
21,1790175871824824851,0.924430,0.992162,0.917184,1
22,1790175871825342775,0.865777,0.992806,0.859549,1
23,1790175871825723150,0.992965,0.839669,0.833761,1
24,1790175871826510999,0.992796,0.528670,0.524861,1
25,1790175871826899934,0.993084,0.787630,0.000000,0
26,1790175871827319728,0.992787,0.882878,0.000000,0
27,1790175871827736203,0.993233,0.884522,0.000000,0
28,1790175871828120188,0.993124,0.909319,0.903067,1
29,1790175871828540152,0.993253,0.757270,0.000000,0
30,1790175871829718217,0.993163,0.356056,0.353622,1
31,1790175871830516056,0.992776,0.526849,0.523043,1
32,1790175871830902211,0.993064,0.789609,0.784133,1
33,1790175871831325495,0.992817,0.765998,0.000000,0
34,1790175871831775250,0.962742,0.992995,0.000000,0
35,1790175874837178697,0.963156,0.333365,0.000000,0
36,1790175874839059582,0.984757,0.390715,0.000000,0
37,1790175874839485696,0.992776,0.976295,0.000000,0
38,1790175874839934510,0.985043,0.815669,0.803469,1
39,1790175874840353335,0.991754,0.826209,0.819396,1
40,1790175874840776009,0.992459,0.802337,0.000000,0
41,1790175874841175004,0.992270,0.799365,0.000000,0
42,1790175874841956533,0.987520,0.550762,0.000000,0
43,1790175874842727203,0.992399,0.639663,0.634801,1
44,1790175874843122888,0.992856,0.906305,0.899830,1
45,1790175874843516813,0.993154,0.901704,0.895530,1
46,1790175874844295042,0.992112,0.531692,0.527498,1
47,1790175874844688017,0.992568,0.788158,0.782300,1
48,1790175874845879221,0.992926,0.352545,0.350051,1
49,1790175874846684421,0.993104,0.701001,0.000000,0
50,1790175874847106585,0.992598,0.880912,0.000000,0
51,1790175874847876415,0.992925,0.541841,0.538008,1
52,1790175874848678494,0.992379,0.605511,0.000000,0
53,1790175874849077929,0.992548,0.782887,0.777053,1
54,1790175874849500784,0.992876,0.888608,0.882277,1
55,1790175874850662318,0.992607,0.365179,0.000000,0
56,1790175874851850242,0.992767,0.354883,0.352317,1
57,1790175874852243167,0.992786,0.788694,0.783004,1
58,1790175874852667742,0.992985,0.792861,0.000000,0
59,1790175874853827346,0.992866,0.373795,0.371128,1
60,1790175874854249521,0.993074,0.766894,0.000000,0
61,1790175874854695075,0.939837,0.993322,0.000000,0
62,1790175874855081530,0.992707,0.831513,0.000000,0
