round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790178811627677147,0.993193,0.976071,0.000000,0
1,1790178823648840937,0.984905,0.575893,0.567200,1
2,1790178823650076070,0.750162,0.984827,0.000000,0
3,1790178829661191813,0.989961,0.396766,0.000000,0
4,1790178829664067294,0.445785,0.990764,0.441667,1
5,1790178832671530758,0.989585,0.359908,0.000000,0
6,1790178832672018142,0.979660,0.991744,0.000000,0
7,1790178832673263835,0.990010,0.444770,0.000000,0
8,1790178832674134263,0.971204,0.990665,0.000000,0
9,1790178832675351507,0.990119,0.505397,0.000000,0
10,1790178832676165997,0.672169,0.990129,0.665534,1
11,1790178832676564131,0.990119,0.835523,0.000000,0
12,1790178832677388780,0.990109,0.522024,0.516861,1
13,1790178832678207420,0.990218,0.619877,0.613814,1
14,1790178868744209259,0.464075,0.984836,0.000000,0
15,1790178868745147087,0.984797,0.519285,0.000000,0
