round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790175801586506040,0.993243,0.973303,0.966726,1
1,1790175801586990333,0.985023,0.845668,0.833003,1
2,1790175801587404918,0.990575,0.872320,0.864098,1
3,1790175801587850122,0.985082,0.815415,0.803251,1
4,1790175801588271346,0.990337,0.818136,0.810230,1
5,1790175801589473670,0.992409,0.497818,0.494039,1
6,1790175801589876095,0.992101,0.798359,0.792053,1
7,1790175801590267359,0.992370,0.804989,0.798847,1
8,1790175801591422904,0.992459,0.368414,0.365636,1
9,1790175801591812719,0.992002,0.795283,0.000000,0
10,1790175801592237113,0.992053,0.764001,0.757929,1
11,1790175801592626208,0.992240,0.912243,0.905164,1
12,1790175801593052503,0.992548,0.878817,0.872268,1
13,1790175801593436308,0.992588,0.790178,0.784321,1
14,1790175801593826252,0.992498,0.796087,0.790115,1
15,1790175801594591362,0.992121,0.543828,0.000000,0
16,1790175801594989417,0.991100,0.785318,0.778328,1
17,1790175801595412521,0.992717,0.768023,0.762429,1
18,1790175801595831366,0.992826,0.771686,0.766150,1
19,1790175801596247500,0.992955,0.774230,0.768776,1
20,1790175801597427265,0.992607,0.420080,0.416975,1
21,1790175801597845299,0.992687,0.772367,0.766718,1
22,1790175801598233944,0.992796,0.926715,0.920039,1
23,1790175801599001164,0.992766,0.542313,0.538390,1
24,1790175801599791883,0.992569,0.617805,0.613214,1
25,1790175801600180228,0.992697,0.793393,0.000000,0
26,1790175801600577983,0.992449,0.910120,0.000000,0
27,1790175801600968398,0.992508,0.791214,0.000000,0
28,1790175801601353613,0.992876,0.793266,0.000000,0
29,1790175801602126753,0.992578,0.536895,0.532910,1
30,1790175801603299977,0.992737,0.363783,0.361141,1
31,1790175801603717871,0.992261,0.771417,0.765447,1
32,1790175801604515281,0.992637,0.526459,0.522583,1
33,1790175801604907156,0.992310,0.791071,0.784988,1
34,1790175801605703625,0.992042,0.525607,0.521424,1
35,1790175801606094970,0.992677,0.789467,0.783686,1
36,1790175801606556614,0.950535,0.992469,0.943376,1
37,1790175801606948538,0.992777,0.832571,0.826557,1
38,1790175801607743628,0.992687,0.527397,0.523540,1
39,1790175801608131203,0.992796,0.946126,0.939310,1
40,1790175813624703459,0.993124,0.976170,0.969457,1
41,1790175813625698396,0.991090,0.637039,0.000000,0
42,1790175813626509035,0.991427,0.605523,0.000000,0
43,1790175813627054788,0.863745,0.992538,0.857299,1
44,1790175813627450453,0.992578,0.843624,0.837363,1
45,1790175813627866727,0.992349,0.782613,0.776626,1
46,1790175813628289912,0.992459,0.774624,0.768783,1
47,1790175813628705456,0.992052,0.777325,0.000000,0
48,1790175813629094951,0.992737,0.965190,0.958180,1
49,1790175813629862871,0.991982,0.673279,0.000000,0
50,1790175813630375074,0.877009,0.992707,0.870613,1
51,1790175813631512099,0.992339,0.395590,0.392559,1
52,1790175813632691513,0.991754,0.359322,0.000000,0
53,1790175813633081718,0.992339,0.791578,0.785514,1
54,1790175813633876448,0.991705,0.529881,0.525486,1
55,1790175813634686487,0.991873,0.522212,0.517968,1
56,1790175813635448747,0.992459,0.759126,0.753401,1
57,1790175813636626041,0.991675,0.419552,0.416059,1
58,1790175813637022636,0.991556,0.788662,0.782003,1
59,1790175813637442650,0.992488,0.772683,0.000000,0
60,1790175813637860505,0.992796,0.930616,0.923911,1
61,1790175813638624025,0.992359,0.563756,0.559449,1
62,1790175813639017220,0.992687,0.953201,0.946230,1
63,1790175813639433104,0.992826,0.811219,0.000000,0
64,1790175813640226104,0.992607,0.639483,0.000000,0
65,1790175813640868405,0.773773,0.992836,0.768229,1
66,1790175813641250470,0.992667,0.834220,0.828103,1
67,1790175813642424474,0.992509,0.360441,0.357741,1
68,1790175813642841769,0.991655,0.767377,0.760973,1
69,1790175813643258973,0.992766,0.768299,0.000000,0
70,1790175813643683498,0.991705,0.880955,0.873647,1
71,1790175813644467667,0.992657,0.530089,0.526196,1
72,1790175813645261327,0.992707,0.748356,0.742898,1
73,1790175813646015887,0.992746,0.668262,0.663415,1
74,1790175813646777827,0.992359,0.543122,0.000000,0
75,1790175813647166032,0.992816,0.796836,0.791111,1
76,1790175813647585446,0.992568,0.764070,0.000000,0
77,1790175813647983501,0.991893,0.783506,0.000000,0
78,1790175813648483924,0.886931,0.992607,0.880374,1
79,1790175813648859689,0.992627,0.848201,0.841947,1
80,1790175813649275794,0.992717,0.926965,0.920214,1
81,1790175813650044494,0.992756,0.544862,0.540916,1
82,1790175813650832523,0.992469,0.641700,0.636867,1
83,1790175813651248348,0.992766,0.771231,0.765652,1
84,1790175813651664162,0.992240,0.774563,0.000000,0
85,1790175813652429802,0.992409,0.544432,0.000000,0
86,1790175813652849936,0.992420,0.896266,0.889472,1
87,1790175813653276601,0.992786,0.764489,0.758975,1
88,1790175813654079620,0.992429,0.524877,0.520903,1
89,1790175813654878139,0.992290,0.525870,0.000000,0
90,1790175813655267894,0.992607,0.792322,0.786465,1
91,1790175813655660429,0.992379,0.787732,0.781729,1
92,1790175813656081383,0.992449,0.890869,0.884142,1
93,1790175813656477768,0.992677,0.783741,0.778001,1
94,1790175822668724734,0.992210,0.975350,0.000000,0
95,1790175822669255757,0.991209,0.967743,0.959235,1
96,1790175822669733961,0.993173,0.976305,0.969640,1
97,1790175822671026464,0.984649,0.351837,0.000000,0
98,1790175822671478638,0.984846,0.779824,0.768007,1
99,1790175822671902892,0.991586,0.786638,0.780019,1
100,1790175822672440155,0.866782,0.992220,0.860039,1
101,1790175822672850309,0.995231,0.985102,0.980405,1
102,1790175822673247834,0.989031,0.997832,0.986887,1
103,1790175849711352778,0.984836,0.489456,0.000000,0
104,1790175849711963090,0.984807,0.767630,0.755967,1
105,1790175849712629831,0.814308,0.984876,0.000000,0
106,1790175849713077385,0.961905,0.991685,0.000000,0
107,1790175849713487149,0.992063,0.839174,0.832513,1
108,1790175849713897264,0.991953,0.789246,0.782895,1
109,1790175849714331288,0.992399,0.763444,0.757641,1
110,1790175849714734913,0.992667,0.784211,0.778461,1
111,1790175849715164917,0.992290,0.762658,0.756777,1
112,1790175849715604211,0.992469,0.756611,0.750913,1
113,1790175849716416831,0.992151,0.523975,0.519862,1
114,1790175849717228900,0.991982,0.610038,0.000000,0
115,1790175849717649974,0.992399,0.775338,0.769445,1
116,1790175849718837249,0.991645,0.358973,0.355974,1
117,1790175849719226374,0.992508,0.797689,0.791712,1
118,1790175849719706657,0.940542,0.992935,0.933897,1
119,1790175849720099932,0.992846,0.833411,0.827449,1
120,1790175849720875762,0.992379,0.734338,0.728742,1
121,1790175849721262577,0.992905,0.797489,0.791831,1
122,1790175849721654301,0.992806,0.793369,0.787661,1
123,1790175849722053346,0.992717,0.788812,0.783067,1
124,1790175849722854305,0.991953,0.526876,0.522635,1
125,1790175849723272400,0.993064,0.778429,0.773030,1
126,1790175849724043889,0.992290,0.541176,0.537003,1
127,1790175849724465844,0.992558,0.774539,0.768775,1
128,1790175849724938137,0.946344,0.992380,0.939133,1
129,1790175849725321122,0.992697,0.847311,0.841123,1
130,1790175849726087352,0.992339,0.544182,0.540013,1
131,1790175849726477507,0.992796,0.929295,0.922600,1
132,1790175849726870192,0.992181,0.789451,0.783278,1
133,1790175849727294966,0.992816,0.764399,0.000000,0
134,1790175849728091846,0.992528,0.529876,0.525917,1
135,1790175849728510070,0.992687,0.772923,0.000000,0
136,1790175849729689225,0.992538,0.422854,0.419698,1
137,1790175849730081139,0.992529,0.805415,0.000000,0
138,1790175849730860519,0.992101,0.538325,0.534073,1
139,1790175849731279964,0.992876,0.776214,0.770684,1
140,1790175849731672938,0.992895,0.925641,0.919064,1
141,1790175849732098543,0.992488,0.769821,0.764039,1
142,1790175849732577186,0.908148,0.992746,0.000000,0
143,1790175849732965951,0.991655,0.840829,0.833812,1
144,1790175849733392266,0.992846,0.767047,0.000000,0
145,1790175849734011477,0.790353,0.992637,0.784534,1
146,1790175849734387382,0.995112,0.983686,0.978877,1
147,1790175849735149812,0.991814,0.576505,0.571785,1
148,1790175849735537247,0.992776,0.798718,0.000000,0
149,1790175849735927672,0.992469,0.793432,0.000000,0
150,1790175849736354076,0.992450,0.766289,0.000000,0
151,1790175849737133696,0.991348,0.536402,0.000000,0
152,1790175849737527271,0.992717,0.797593,0.000000,0
153,1790175849737921186,0.992578,0.787748,0.781901,1
154,1790175849738347510,0.992607,0.765293,0.759636,1
155,1790175849738741865,0.992985,0.789830,0.784290,1
156,1790175849739132790,0.992488,0.792093,0.786143,1
157,1790175849739912579,0.992548,0.626896,0.622225,1
158,1790175849740311064,0.992786,0.790771,0.785066,1
159,1790175849741109193,0.992033,0.527461,0.523258,1
160,1790175849741529888,0.992905,0.772482,0.000000,0
161,1790175849741920463,0.992478,0.792338,0.000000,0
162,1790175849743106277,0.992052,0.420972,0.417626,1
163,1790175849743495902,0.992816,0.797952,0.000000,0
164,1790175849743896257,0.992588,0.787764,0.781925,1
165,1790175849744290071,0.992647,0.931686,0.924836,1
166,1790175849745479446,0.992617,0.415556,0.412488,1
167,1790175849745902320,0.992330,0.771887,0.765966,1
168,1790175849746293595,0.993005,0.927401,0.920914,1
169,1790175849746714039,0.992985,0.892608,0.886346,1
170,1790175849747187123,0.905562,0.993034,0.899255,1
171,1790175849747572018,0.992836,0.840626,0.000000,0
172,1790175849748341228,0.992816,0.541430,0.537540,1
173,1790175849749147417,0.992091,0.612747,0.000000,0
174,1790175849749566772,0.992756,0.772072,0.766480,1
175,1790175849749991066,0.992568,0.764879,0.759195,1
176,1790175849750413020,0.992955,0.904215,0.897845,1
177,1790175849750797825,0.993015,0.794758,0.789207,1
178,1790175849751601794,0.992856,0.529448,0.525665,1
179,1790175849752402964,0.992786,0.526654,0.522855,1
180,1790175849752836238,0.992280,0.765499,0.000000,0
181,1790175849753257192,0.993034,0.773928,0.768537,1
182,1790175849753651537,0.992975,0.795418,0.789830,1
183,1790175849754040552,0.992399,0.945550,0.000000,0
184,1790175849754463646,0.992975,0.778516,0.773047,1
185,1790175849754859401,0.992449,0.790099,0.784133,1
186,1790175849755628201,0.992876,0.542752,0.538886,1
187,1790175849756409981,0.992955,0.538789,0.000000,0
188,1790175849756813875,0.980120,0.784525,0.768929,1
189,1790175849757585265,0.992667,0.542823,0.538842,1
190,1790175849758353205,0.992538,0.546079,0.542004,1
191,1790175849758744670,0.992866,0.794766,0.789096,1
192,1790175849759169544,0.992816,0.767301,0.761789,1
193,1790175849759941964,0.991913,0.631319,0.626213,1
194,1790175849761102288,0.992301,0.368124,0.000000,0
195,1790175849761493903,0.992439,0.794695,0.788686,1
196,1790175849761887768,0.992717,0.927142,0.920389,1
197,1790175849762356192,0.915762,0.992806,0.000000,0
198,1790175849762740937,0.992965,0.839383,0.833478,1
