round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,1371566,1443391,1789997641925216188,1789997641924769999,446284,0,0.000000,1,0
1,1,772404,897317,1789997641926109607,1789997641925783036,326741,0,0.960712,1,1
2,1,784401,963855,1789997641927057076,1789997641926747189,309982,0,0.000000,1,0
3,1,699545,770939,1789997641927973461,1789997641927696646,276898,0,0.000000,1,0
4,1,1027430,1152938,1789997641929103477,1789997641928413933,689654,0,0.000000,1,0
5,1,398291,467560,1789997641929651642,1789997641929562444,89337,0,0.970881,1,1
6,1,980846,1107152,1789997641930724450,1789997641930323869,400650,0,0.000000,1,0
7,1,309530,444233,1789997641931179759,1789997641931145704,204294,0,0.916112,1,1
8,1,285202,335938,1789997641931703737,1789997641931661361,42474,0,0.000000,1,0
9,1,238627,309124,1789997641932009827,1789997641932049729,1334432,39902,0.000000,1,0
10,1,536473,575011,1789997641934012759,1789997641933641224,371571,0,0.982860,1,1
11,1,372316,425384,1789997641934438751,1789997641934324632,114159,0,0.000000,1,0
12,1,1088950,1147881,1789997641935594132,1789997641935521951,72244,0,0.000000,1,0
13,1,1934859,1989081,1789997641937602715,1789997641937491085,111678,0,0.000000,1,0
14,1,794095,828040,1789997641938465327,1789997641938305259,160118,0,0.000000,1,0
15,1,232869,278579,1789997641938748166,1789997641938690045,58209,0,0.000000,1,0
16,1,510483,550101,1789997641939320202,1789997641939220784,99445,0,0.000000,1,0
17,1,389529,419116,1789997641939767412,1789997641939618351,149093,0,0.000000,1,0
18,1,407672,458441,1789997641940218323,1789997641940124050,94300,0,0.984728,1,1
19,1,644256,695398,1789997641940927239,1789997641940524648,402622,0,0.984757,1,1
20,1,328273,446925,1789997641941319832,1789997641941237342,82536,0,0.000000,1,0
