round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1789997611411313188,0.997036,0.983001,0.000000,0
1,1789997611411795536,0.853723,0.993085,0.847819,1
2,1789997611412338350,0.974909,0.997124,0.000000,0
3,1789997611412977548,0.797041,0.991619,0.790361,1
4,1789997611413373103,0.997410,0.986169,0.000000,0
5,1789997611413724264,0.997302,0.987633,0.000000,0
6,1789997611414145016,0.922782,0.988650,0.912309,1
7,1789997611414536628,0.910244,0.992475,0.903394,1
8,1789997611414861732,0.853935,0.992832,0.000000,0
9,1789997611415115766,0.954937,0.995905,0.951027,1
10,1789997611415402985,0.997553,0.988784,0.986365,1
11,1789997611415632622,0.927028,0.994741,0.000000,0
12,1789997611416015258,0.997286,0.982045,0.000000,0
13,1789997611416320952,0.960265,0.995004,0.955467,1
14,1789997611416778554,0.865436,0.993750,0.000000,0
15,1789997611417240392,0.849462,0.992673,0.000000,0
16,1789997611418071245,0.672221,0.989307,0.665033,1
17,1789997611418576847,0.774299,0.990654,0.767062,1
18,1789997611418972632,0.997453,0.987506,0.984991,1
19,1789997611419870352,0.846765,0.988548,0.000000,0
20,1789997611420321855,0.810668,0.991658,0.000000,0
21,1789997611420869809,0.934244,0.993428,0.000000,0
22,1789997611421271842,0.816814,0.987933,0.000000,0
23,1789997611421557235,0.997626,0.987081,0.000000,0
24,1789997611421782294,0.997302,0.988263,0.000000,0
25,1789997611422153801,0.989805,0.997673,0.000000,0
26,1789997611422850566,0.855579,0.991956,0.848696,1
27,1789997611423338242,0.858864,0.992170,0.852139,1
28,1789997611423605969,0.997442,0.988410,0.000000,0
29,1789997611423897793,0.997548,0.989685,0.000000,0
30,1789997611424171255,0.953774,0.995376,0.000000,0
31,1789997611424907465,0.945423,0.995096,0.940787,1
32,1789997611425310816,0.870539,0.993879,0.000000,0
33,1789997611425927323,0.743352,0.989653,0.735660,1
34,1789997611426402091,0.985563,0.997042,0.000000,0
35,1789997611426760620,0.987491,0.997400,0.984924,1
36,1789997611427130262,0.982719,0.997299,0.980064,1
37,1789997611427313430,0.985346,0.997066,0.000000,0
38,1789997611427534302,0.955819,0.996052,0.952045,1
39,1789997611427798169,0.982531,0.997584,0.000000,0
40,1789997611427971000,0.985408,0.997282,0.000000,0
41,1789997611428363641,0.813213,0.992531,0.807139,1
42,1789997611428656205,0.988085,0.997302,0.000000,0
43,1789997611429079050,0.997473,0.989151,0.000000,0
44,1789997611429475250,0.983688,0.997323,0.000000,0
45,1789997611429763966,0.993293,0.974342,0.000000,0
46,1789997611430100281,0.997401,0.988571,0.000000,0
47,1789997611430646021,0.982998,0.996192,0.000000,0
48,1789997611430953785,0.984146,0.996922,0.000000,0
49,1789997611431297267,0.979985,0.996907,0.000000,0
50,1789997611431566903,0.997410,0.989442,0.000000,0
51,1789997611431838225,0.981199,0.997079,0.978333,1
52,1789997611432065263,0.997730,0.990282,0.988033,1
53,1789997611432288515,0.997370,0.990266,0.000000,0
54,1789997611432557834,0.990517,0.997415,0.987957,1
55,1789997611432779311,0.997113,0.989762,0.986905,1
56,1789997611432993237,0.997584,0.990423,0.000000,0
57,1789997611433200571,0.990696,0.997469,0.988188,1
58,1789997611433404016,0.997511,0.990416,0.987951,1
59,1789997611433627699,0.997857,0.991014,0.000000,0
60,1789997611433840116,0.997263,0.990174,0.987463,1
61,1789997611434050533,0.997650,0.990973,0.988644,1
62,1789997611434256837,0.997450,0.990225,0.000000,0
63,1789997611434466954,0.997557,0.990582,0.000000,0
64,1789997611434682429,0.997764,0.990997,0.000000,0
65,1789997611434898643,0.997510,0.990078,0.000000,0
66,1789997611435117303,0.997819,0.991168,0.989007,1
67,1789997611435332540,0.997299,0.989956,0.987282,1
68,1789997611435541216,0.997576,0.990506,0.000000,0
69,1789997611435748807,0.989543,0.997525,0.000000,0
70,1789997611436001263,0.997489,0.987644,0.985164,1
71,1789997611436237192,0.982538,0.997073,0.000000,0
72,1789997611436480856,0.955532,0.994060,0.949856,1
73,1789997611436692788,0.942503,0.996009,0.938742,1
74,1789997611436868315,0.997595,0.989067,0.000000,0
75,1789997611437113666,0.997457,0.988607,0.000000,0
76,1789997611437333777,0.982152,0.997094,0.979298,1
77,1789997611437567235,0.988465,0.997477,0.000000,0
78,1789997611437764214,0.984435,0.996953,0.981435,1
79,1789997611437972083,0.990421,0.997561,0.000000,0
80,1789997611438176251,0.997654,0.990960,0.988635,1
81,1789997611438371014,0.984812,0.997290,0.000000,0
82,1789997611438569423,0.983196,0.997032,0.980278,1
83,1789997611438736817,0.984147,0.997020,0.000000,0
84,1789997611438934099,0.944031,0.995576,0.000000,0
85,1789997611439081903,0.990511,0.997389,0.000000,0
86,1789997611439302708,0.997738,0.989293,0.987055,1
87,1789997611439518141,0.997662,0.990391,0.000000,0
88,1789997611439716418,0.984846,0.997164,0.000000,0
89,1789997611439918758,0.984383,0.997116,0.000000,0
90,1789997611440121700,0.997717,0.989840,0.000000,0
91,1789997611440327133,0.989650,0.997202,0.986881,1
92,1789997611440529172,0.997602,0.989422,0.000000,0
93,1789997611440739432,0.997651,0.989499,0.000000,0
94,1789997611440947455,0.997417,0.990297,0.000000,0
95,1789997611441141235,0.997654,0.990038,0.000000,0
96,1789997611441351913,0.997726,0.989911,0.000000,0
97,1789997611441583693,0.988757,0.997222,0.986010,1
98,1789997611441798109,0.985075,0.997317,0.982432,1
99,1789997611442002965,0.984584,0.997132,0.000000,0
100,1789997611442207284,0.985177,0.997132,0.982352,1
101,1789997611442385010,0.963329,0.995999,0.000000,0
102,1789997611442558269,0.986865,0.997444,0.000000,0
103,1789997611442856202,0.980729,0.996835,0.977625,1
104,1789997611443077772,0.981589,0.996826,0.000000,0
105,1789997611443273024,0.997500,0.989838,0.987364,1
106,1789997611443487679,0.997239,0.990193,0.000000,0
107,1789997611443683914,0.984872,0.997368,0.000000,0
108,1789997611443832454,0.990446,0.997575,0.000000,0
109,1789997611444048996,0.997248,0.989812,0.000000,0
110,1789997611444256253,0.997498,0.990364,0.000000,0
111,1789997611444463630,0.997801,0.991237,0.000000,0
112,1789997611444670258,0.997460,0.990095,0.000000,0
113,1789997611444884142,0.997411,0.989975,0.987412,1
114,1789997611445082577,0.982749,0.997158,0.000000,0
115,1789997611445307755,0.989695,0.997544,0.000000,0
116,1789997611445520211,0.997486,0.990194,0.000000,0
117,1789997611445719024,0.997563,0.990194,0.987781,1
118,1789997611445914127,0.990540,0.997534,0.000000,0
119,1789997611446121228,0.997447,0.990465,0.987936,1
120,1789997611446333928,0.997556,0.990448,0.000000,0
121,1789997611446543849,0.997187,0.989708,0.986924,1
122,1789997611446746098,0.983511,0.997049,0.000000,0
123,1789997611446912908,0.963630,0.996198,0.000000,0
124,1789997611447086528,0.997541,0.990511,0.988076,1
125,1789997611447286497,0.991320,0.997719,0.000000,0
126,1789997611447482976,0.997396,0.990288,0.000000,0
127,1789997611447688903,0.990657,0.997312,0.987994,1
128,1789997611447886559,0.997514,0.990474,0.988011,1
129,1789997611448095190,0.997501,0.990283,0.987808,1
130,1789997611448319728,0.996527,0.969386,0.000000,0
131,1789997611448492706,0.997436,0.990745,0.000000,0
132,1789997611448693850,0.984744,0.997194,0.000000,0
133,1789997611448893160,0.997337,0.990341,0.000000,0
134,1789997611449091806,0.997495,0.990548,0.988067,1
135,1789997611449301506,0.997591,0.990802,0.988415,1
136,1789997611449500836,0.988215,0.997450,0.000000,0
137,1789997611449746429,0.904162,0.994305,0.000000,0
138,1789997611449923953,0.990079,0.997456,0.987560,1
139,1789997611450131701,0.984923,0.997173,0.000000,0
140,1789997611450321193,0.997380,0.990449,0.000000,0
141,1789997611450536311,0.997511,0.990313,0.000000,0
142,1789997611450746551,0.997714,0.991056,0.000000,0
143,1789997611450952800,0.997364,0.990253,0.000000,0
144,1789997611451165241,0.997565,0.990395,0.987984,1
145,1789997611451379350,0.997590,0.990813,0.988426,1
146,1789997611451587995,0.997556,0.990654,0.000000,0
147,1789997611451793877,0.984761,0.997097,0.000000,0
148,1789997611451973222,0.985678,0.997394,0.983109,1
149,1789997611452198498,0.997431,0.989033,0.986492,1
150,1789997611452398053,0.997525,0.990439,0.000000,0
151,1789997611452622523,0.997482,0.990535,0.000000,0
152,1789997611452840734,0.997568,0.989429,0.000000,0
153,1789997611453044936,0.986636,0.997257,0.000000,0
154,1789997611453252820,0.997425,0.990126,0.987577,1
155,1789997611453461492,0.997499,0.990556,0.000000,0
156,1789997611453673736,0.997520,0.990796,0.988339,1
157,1789997611453879634,0.997343,0.990487,0.000000,0
158,1789997611454088899,0.997500,0.990599,0.000000,0
159,1789997611454303080,0.997819,0.991299,0.000000,0
160,1789997611454509798,0.997446,0.990191,0.987663,1
161,1789997611454719392,0.997536,0.990552,0.000000,0
162,1789997611454937635,0.997540,0.989381,0.000000,0
163,1789997611455134868,0.990252,0.997181,0.987460,1
164,1789997611455342936,0.997455,0.990418,0.000000,0
165,1789997611455552971,0.997516,0.990546,0.988086,1
166,1789997611455763982,0.997771,0.991239,0.989030,1
167,1789997611455976527,0.997174,0.990144,0.000000,0
168,1789997611456194525,0.997602,0.990268,0.000000,0
169,1789997611456421851,0.997448,0.989776,0.987250,1
170,1789997611456649006,0.997441,0.990265,0.000000,0
171,1789997611456863055,0.997458,0.990471,0.000000,0
172,1789997611457076445,0.997404,0.990167,0.987597,1
173,1789997611457281224,0.984761,0.997207,0.982011,1
174,1789997611457493388,0.997634,0.990996,0.988651,1
175,1789997611457710167,0.997483,0.989375,0.000000,0
176,1789997611457919023,0.997822,0.991062,0.000000,0
177,1789997611458133224,0.997715,0.990983,0.988718,1
178,1789997611458347461,0.997316,0.988983,0.986328,1
179,1789997611458568474,0.997743,0.990986,0.000000,0
