sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780657559254396805,1780657559254398365,1780657559254428156,1780657559254432252,1560,4096,1268,2828,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
2,1780657559254458777,1780657559254459933,1780657559254465269,1780657559254466773,1156,1504,174,1330,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
3,1780657559254496025,1780657559254497314,1780657559254505914,1780657559254508165,1289,2251,481,1770,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
4,1780657559254534973,1780657559254536058,1780657559254540310,1780657559254541498,1085,1188,51,1136,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
5,1780657559254565795,1780657559254566868,1780657559254571078,1780657559254572355,1073,1277,102,1175,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
6,1780657559254596698,1780657559254597766,1780657559254601855,1780657559254603042,1068,1187,59,1127,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
7,1780657559254627023,1780657559254628080,1780657559254632043,1780657559254633121,1057,1078,10,1067,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
8,1780657559254657013,1780657559254658087,1780657559254662138,1780657559254663265,1074,1127,26,1100,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
9,1780657559254687930,1780657559254688998,1780657559254693139,1780657559254694260,1068,1121,26,1094,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
10,1780657559254718590,1780657559254719651,1780657559254723765,1780657559254724933,1061,1168,53,1114,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,15,75,19,15,609.469277,16,1084,1338,1034,1179,1835,1084,0,ok
