sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,used_for_offset,used_for_best_path,clock_sync_method,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780650958853776576,1780650958853902466,1780650958853902899,1780650958853958241,125890,55342,-35274,90616,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
2,1780650958853983603,1780650958854018824,1780650958854018986,1780650958854039235,35221,20249,-7486,27735,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
3,1780650958854051851,1780650958854065582,1780650958854065729,1780650958854082198,13731,16469,1369,15100,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
4,1780650958854093424,1780650958854106634,1780650958854106785,1780650958854122729,13210,15944,1367,14577,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
5,1780650958854134047,1780650958854147334,1780650958854147744,1780650958854163565,13287,15821,1267,14554,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
6,1780650958854174575,1780650958854188312,1780650958854188462,1780650958854204365,13737,15903,1083,14820,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
7,1780650958854215320,1780650958854228447,1780650958854228618,1780650958854244573,13127,15955,1414,14541,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
8,1780650958854255670,1780650958854270791,1780650958854271000,1780650958854285276,15121,14276,-423,14698,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
9,1780650958854295278,1780650958854306824,1780650958854307219,1780650958854321365,11546,14146,1300,12846,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
10,1780650958854336938,1780650958854343404,1780650958854343537,1780650958854357831,6466,14294,3914,10380,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
11,1780650958854367813,1780650958854379275,1780650958854379412,1780650958854393535,11462,14123,1330,12792,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
12,1780650958854403606,1780650958854415077,1780650958854415222,1780650958854429478,11471,14256,1392,12863,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
13,1780650958854439434,1780650958854450767,1780650958854450896,1780650958854465002,11333,14106,1386,12719,0,0,best-path-median,1499,1508,1505,1499,2643.430985,100,12640,13883,12423,12767,17697,12640,0,ok
