sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,used_for_offset,used_for_best_path,clock_sync_method,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns,clock_sync_negative_or_suspicious,sync_quality
1,1780650958864080661,1780650958864126563,1780650958864126822,1780650958864160392,45902,33570,-6166,39736,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
2,1780650958864172922,1780650958864190479,1780650958864190600,1780650958864208580,17557,17980,211,17768,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
3,1780650958864220526,1780650958864232989,1780650958864233165,1780650958864250300,12463,17135,2336,14799,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
4,1780650958864261899,1780650958864273736,1780650958864273870,1780650958864290996,11837,17126,2644,14481,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
5,1780650958864302550,1780650958864314870,1780650958864315107,1780650958864332824,12320,17717,2698,15018,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
6,1780650958864344292,1780650958864356927,1780650958864357069,1780650958864374197,12635,17128,2246,14881,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
7,1780650958864385577,1780650958864397632,1780650958864397790,1780650958864414707,12055,16917,2431,14486,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
8,1780650958864426188,1780650958864437942,1780650958864438116,1780650958864462308,11754,24192,6219,17973,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
9,1780650958864481462,1780650958864492649,1780650958864492801,1780650958864515560,11187,22759,5786,16973,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
10,1780650958864532899,1780650958864560446,1780650958864560627,1780650958864579345,27547,18718,-4415,23132,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
11,1780650958864591769,1780650958864604296,1780650958864604442,1780650958864621349,12527,16907,2190,14717,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
12,1780650958864633182,1780650958864645636,1780650958864645777,1780650958864662556,12454,16779,2162,14616,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
13,1780650958864673833,1780650958864686138,1780650958864686293,1780650958864702992,12305,16699,2197,14502,0,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
14,1780650958864714224,1780650958864726146,1780650958864726288,1780650958864742714,11922,16426,2252,14174,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
15,1780650958864754012,1780650958864773127,1780650958864773305,1780650958864790892,19115,17587,-764,18351,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
16,1780650958864802223,1780650958864821294,1780650958864821447,1780650958864839157,19071,17710,-681,18390,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
17,1780650958864851836,1780650958864864120,1780650958864864258,1780650958864881023,12284,16765,2240,14524,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
18,1780650958864892240,1780650958864904836,1780650958864904983,1780650958864921620,12596,16637,2020,14616,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
19,1780650958864932859,1780650958864945274,1780650958864945417,1780650958864962001,12415,16584,2084,14499,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
20,1780650958864973511,1780650958864999415,1780650958864999626,1780650958865018270,25904,18644,-3630,22274,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
21,1780650958865029641,1780650958865041834,1780650958865041980,1780650958865058701,12193,16721,2264,14457,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
22,1780650958865070560,1780650958865081232,1780650958865081368,1780650958865097947,10672,16579,2953,13625,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
23,1780650958865109279,1780650958865120442,1780650958865120571,1780650958865137188,11163,16617,2727,13890,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
24,1780650958865149056,1780650958865166642,1780650958865166804,1780650958865188107,17586,21303,1858,19444,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
25,1780650958865202533,1780650958865213850,1780650958865213987,1780650958865230196,11317,16209,2446,13763,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
26,1780650958865241989,1780650958865253813,1780650958865253958,1780650958865270638,11824,16680,2428,14252,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
27,1780650958865282079,1780650958865293895,1780650958865294036,1780650958865310520,11816,16484,2334,14150,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
28,1780650958865321849,1780650958865333262,1780650958865333411,1780650958865350120,11413,16709,2648,14061,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
29,1780650958865361628,1780650958865373389,1780650958865373534,1780650958865389476,11761,15942,2090,13851,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
30,1780650958865400997,1780650958865421180,1780650958865421310,1780650958865438316,20183,17006,-1589,18594,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
31,1780650958865449467,1780650958865461466,1780650958865461582,1780650958865477690,11999,16108,2054,14053,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
32,1780650958865489186,1780650958865501126,1780650958865501265,1780650958865517426,11940,16161,2110,14050,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
33,1780650958865528631,1780650958865540455,1780650958865540590,1780650958865556528,11824,15938,2057,13881,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
34,1780650958865567691,1780650958865580014,1780650958865580265,1780650958865603256,12323,22991,5334,17657,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
35,1780650958865619958,1780650958865631613,1780650958865631771,1780650958865651293,11655,19522,3933,15588,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
36,1780650958865664902,1780650958865676404,1780650958865676538,1780650958865692286,11502,15748,2123,13625,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
37,1780650958865703565,1780650958865723042,1780650958865723181,1780650958865741057,19477,17876,-801,18676,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
38,1780650958865752453,1780650958865764170,1780650958865764305,1780650958865780433,11717,16128,2205,13922,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
39,1780650958865791779,1780650958865803180,1780650958865803316,1780650958865819189,11401,15873,2236,13637,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
40,1780650958865830474,1780650958865842099,1780650958865842234,1780650958865858135,11625,15901,2138,13763,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
41,1780650958865879351,1780650958865890686,1780650958865890812,1780650958865906419,11335,15607,2136,13471,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
42,1780650958865917825,1780650958865929740,1780650958865929990,1780650958865945942,11915,15952,2018,13933,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
43,1780650958865957391,1780650958865968700,1780650958865968850,1780650958865984497,11309,15647,2169,13478,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
44,1780650958865995670,1780650958866009618,1780650958866009745,1780650958866023872,13948,14127,89,14037,1,0,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
45,1780650958866033837,1780650958866044252,1780650958866044373,1780650958866058325,10415,13952,1768,12183,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
46,1780650958866068836,1780650958866078779,1780650958866078912,1780650958866093003,9943,14091,2074,12017,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
47,1780650958866103360,1780650958866113758,1780650958866113905,1780650958866127816,10398,13911,1756,12154,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
48,1780650958866137935,1780650958866148242,1780650958866148364,1780650958866162456,10307,14092,1892,12199,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
49,1780650958866172867,1780650958866183085,1780650958866183224,1780650958866197406,10218,14182,1982,12200,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
50,1780650958866207563,1780650958866218073,1780650958866218201,1780650958866232505,10510,14304,1897,12407,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
51,1780650958866242657,1780650958866252974,1780650958866253102,1780650958866267280,10317,14178,1930,12247,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
52,1780650958866277694,1780650958866288049,1780650958866288181,1780650958866302213,10355,14032,1838,12193,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
53,1780650958866312290,1780650958866322588,1780650958866322717,1780650958866336821,10298,14104,1903,12201,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
54,1780650958866346909,1780650958866357270,1780650958866357403,1780650958866371439,10361,14036,1837,12198,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
55,1780650958866381536,1780650958866391592,1780650958866391719,1780650958866406207,10056,14488,2216,12272,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
56,1780650958866416244,1780650958866426430,1780650958866426556,1780650958866440652,10186,14096,1955,12141,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
57,1780650958866450902,1780650958866461263,1780650958866461391,1780650958866475594,10361,14203,1921,12282,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
58,1780650958866485695,1780650958866495874,1780650958866495995,1780650958866510147,10179,14152,1986,12165,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
59,1780650958866520186,1780650958866530333,1780650958866530460,1780650958866544525,10147,14065,1959,12106,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
60,1780650958866554661,1780650958866564997,1780650958866565131,1780650958866579224,10336,14093,1878,12214,1,1,best-path-median,2012,1593,2034,2012,4025.670413,149,12237,15185,11394,12410,24927,12237,0,ok
