round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,354695,389442,1789997551678303407,1789997551678161188,142263,0,0.888978,1,1
1,1,328671,365783,1789997551678694613,1789997551678623094,71546,0,0.979546,1,1
2,1,287516,317035,1789997551679034119,1789997551678966892,67247,0,0.984935,1,1
3,1,318484,367269,1789997551679396699,1789997551679623693,102296,226994,0.623674,1,1
4,1,211356,241840,1789997551679979434,1789997551679893594,85880,0,0.987253,1,1
5,1,165893,194816,1789997551680189972,1789997551680144568,74287,0,0.987046,1,1
6,1,175182,206581,1789997551680406594,1789997551680355686,50954,0,0.970985,1,1
7,1,147246,170914,1789997551680599385,1789997551680539452,59951,0,0.987419,1,1
8,1,153445,182378,1789997551680788832,1789997551680742723,92871,0,0.985172,1,1
9,1,141899,165279,1789997551681015460,1789997551680951003,64497,0,0.962006,1,1
10,1,133666,159474,1789997551681184591,1789997551681136342,48292,0,0.984529,1,1
11,1,167175,193244,1789997551681389976,1789997551681323567,66450,0,0.986436,1,1
12,1,165324,188009,1789997551681592601,1789997551681531250,61395,0,0.986860,1,1
13,1,155819,182467,1789997551681780887,1789997551681716308,64609,0,0.987130,1,1
14,1,163835,185647,1789997551681981952,1789997551681919967,62024,0,0.986703,1,1
15,1,157144,190619,1789997551682170145,1789997551682106336,63856,0,0.987268,1,1
16,1,169808,195048,1789997551682384141,1789997551682302877,81283,0,0.986124,1,1
17,1,155406,177080,1789997551682583745,1789997551682519243,64537,0,0.986232,1,1
18,1,165034,190357,1789997551682781726,1789997551682717319,64442,0,0.986308,1,1
19,1,160531,183974,1789997551682978374,1789997551682916644,61760,0,0.986710,1,1
20,1,195462,224440,1789997551683206178,1789997551683109208,97012,0,0.985968,1,1
21,1,166383,226372,1789997551683417988,1789997551683407186,75685,0,0.938379,1,1
22,1,179136,209163,1789997551683668303,1789997551683584388,83958,0,0.982363,1,1
23,1,154049,177084,1789997551683865537,1789997551683785664,79892,0,0.987165,1,1
24,1,192480,217122,1789997551684092902,1789997551684000355,92597,0,0.985928,1,1
25,1,157186,184005,1789997551684286489,1789997551684204883,81638,0,0.987076,1,1
26,1,169931,213101,1789997551684495564,1789997551684411673,84025,0,0.978452,1,1
27,1,193319,233976,1789997551684743419,1789997551684653174,90281,0,0.978584,1,1
28,1,160745,188535,1789997551684956928,1789997551684983505,86839,26577,0.901127,1,1
29,1,257765,286343,1789997551685374073,1789997551685419449,161453,45376,0.856196,1,1
30,1,553380,716052,1789997551686168590,1789997551686253022,100729,84432,0.758788,1,1
31,1,292400,362401,1789997551686701710,1789997551686706942,108831,5232,0.887914,1,1
32,1,143027,169363,1789997551687013308,1789997551686944017,69334,0,0.986562,1,1
33,1,204059,233617,1789997551687254894,1789997551687160785,94160,0,0.986078,1,1
34,1,257089,343402,1789997551687554320,1789997551687414726,139626,0,0.975271,1,1
35,1,244207,291372,1789997551687922179,1789997551687812788,109437,0,0.969515,1,1
36,1,270955,326396,1789997551688262485,1789997551688165189,97341,0,0.966695,1,1
37,1,161747,199291,1789997551688493747,1789997551688435480,58310,0,0.981292,1,1
38,1,138449,172494,1789997551688686622,1789997551688630985,55679,0,0.981003,1,1
39,1,140191,175468,1789997551688877100,1789997551688819117,58023,0,0.981903,1,1
40,1,109157,142063,1789997551689052604,1789997551688999296,53348,0,0.982222,1,1
41,1,131363,305327,1789997551689242262,1789997551689187238,55069,0,0.981260,1,1
42,1,169034,235194,1789997551689601338,1789997551689529654,71703,0,0.843103,1,1
43,1,133206,169272,1789997551689821051,1789997551689751525,69568,0,0.957639,1,1
44,1,145477,179763,1789997551690019017,1789997551689965080,53977,0,0.982808,1,1
45,1,143386,175373,1789997551690212943,1789997551690152016,60964,0,0.982584,1,1
46,1,103843,136840,1789997551690389376,1789997551690337162,52256,0,0.981632,1,1
47,1,139058,171583,1789997551690577336,1789997551690519655,57722,0,0.981929,1,1
48,1,132204,164910,1789997551690757644,1789997551690700232,57456,0,0.982108,1,1
49,1,122124,144733,1789997551690928374,1789997551690892474,35920,0,0.975723,1,1
50,1,105168,172799,1789997551691068636,1789997551691178461,54775,109825,0.853945,1,1
51,1,155879,186018,1789997551691420356,1789997551691340115,80294,0,0.980668,1,1
52,1,157161,213816,1789997551691624479,1789997551691547387,77109,0,0.986659,1,1
53,1,148999,213569,1789997551691842697,1789997551691770967,71755,0,0.982426,1,1
54,1,323497,430522,1789997551692248578,1789997551692164546,84115,0,0.827913,1,1
55,1,246582,279723,1789997551692616574,1789997551692520078,96549,0,0.984282,1,1
56,1,247893,288907,1789997551692909596,1789997551692921513,91731,11917,0.829605,1,1
57,1,1085027,1164630,1789997551694146809,1789997551693178862,968010,0,0.970874,1,1
58,1,234702,295021,1789997551694483285,1789997551694407317,76049,0,0.960503,1,1
59,1,238207,278547,1789997551694800506,1789997551694662006,138568,0,0.974578,1,1
60,1,227886,274707,1789997551695083913,1789997551694993389,90550,0,0.984856,1,1
61,1,806624,841035,1789997551695958408,1789997551695303040,655400,0,0.971262,1,1
62,1,209642,238450,1789997551696216361,1789997551696156822,59571,0,0.973881,1,1
63,1,655377,684215,1789997551696913688,1789997551696411887,501839,0,0.958128,1,1
64,1,215524,244846,1789997551697172065,1789997551697107284,64806,0,0.975833,1,1
65,1,139400,169651,1789997551697353376,1789997551697315305,69841,0,0.981300,1,1
66,1,154547,199235,1789997551697549236,1789997551697499450,49846,0,0.975049,1,1
67,1,289260,354871,1789997551697895222,1789997551697753217,142098,0,0.968613,1,1
68,1,402053,521507,1789997551698387133,1789997551698174416,212843,0,0.956173,1,1
69,1,198071,237618,1789997551698722813,1789997551698663815,59025,0,0.965717,1,1
70,1,310496,383672,1789997551699095103,1789997551698904069,191249,0,0.973511,1,1
71,1,372703,435791,1789997551699561364,1789997551699413037,148433,0,0.945039,1,1
72,1,356495,433439,1789997551700008627,1789997551699887751,120909,0,0.953585,1,1
73,1,368774,426409,1789997551700483635,1789997551700377887,197204,0,0.967987,1,1
74,1,234982,284940,1789997551700845196,1789997551700844024,66246,0,0.913943,1,1
75,1,178154,213059,1789997551701105489,1789997551701055380,50149,0,0.980174,1,1
76,1,172893,204791,1789997551701327526,1789997551701352030,64109,24504,0.902691,1,1
77,1,177155,215105,1789997551701640979,1789997551701557628,83402,0,0.981704,1,1
78,1,121803,145385,1789997551701824784,1789997551701772039,52771,0,0.980709,1,1
79,1,154720,177745,1789997551702014595,1789997551701950335,64281,0,0.983570,1,1
80,1,147484,172746,1789997551702197682,1789997551702138969,58731,0,0.986189,1,1
81,1,162420,180453,1789997551702396817,1789997551702334900,61939,0,0.986051,1,1
82,1,168448,188139,1789997551702592838,1789997551702532632,60226,0,0.986533,1,1
83,1,129967,164910,1789997551702753046,1789997551702718174,69792,0,0.982157,1,1
84,1,163396,184159,1789997551702966728,1789997551702904643,62105,0,0.985889,1,1
85,1,150233,169401,1789997551703147588,1789997551703091186,56422,0,0.981139,1,1
86,1,152261,173476,1789997551703336449,1789997551703273756,62737,0,0.985075,1,1
87,1,144991,163471,1789997551703513475,1789997551703453315,60181,0,0.986307,1,1
88,1,138415,168145,1789997551703680985,1789997551703646478,64976,0,0.983152,1,1
89,1,158019,178761,1789997551703878891,1789997551703821982,56928,0,0.988201,1,1
90,1,174138,235553,1789997551704093455,1789997551704032262,61230,0,0.985067,1,1
91,1,134529,169761,1789997551704303783,1789997551704248657,55155,0,0.982025,1,1
92,1,221059,249828,1789997551704573826,1789997551704485440,88406,0,0.983273,1,1
93,1,193043,216283,1789997551704809743,1789997551704726666,83096,0,0.986802,1,1
94,1,139207,166323,1789997551704984819,1789997551704934398,50441,0,0.985200,1,1
95,1,207678,240073,1789997551705230498,1789997551705171165,59376,0,0.980226,1,1
96,1,144968,176576,1789997551705421019,1789997551705360049,61013,0,0.986530,1,1
97,1,192908,225945,1789997551705659145,1789997551705573881,85291,0,0.985454,1,1
98,1,318249,420198,1789997551706024649,1789997551705914264,110416,0,0.897224,1,1
