count_index,ts_swap,werner,success_bit
0,1789567816985134441,0.931000,1
1,1789567816985557625,0.000000,0
2,1789567816985966170,0.000000,0
3,1789567816986373124,0.000000,0
4,1789567816986780379,0.000000,0
5,1789567816987187103,0.000000,0
6,1789567816987594068,0.000000,0
7,1789567816988000652,0.000000,0
8,1789567816988407767,0.931000,1
9,1789567816988814902,0.000000,0
10,1789567816989222586,0.000000,0
11,1789567816989629871,0.000000,0
12,1789567816990036755,0.931000,1
13,1789567816990443860,0.000000,0
14,1789567816990851315,0.931000,1
15,1789567816991258019,0.931000,1
16,1789567816991665094,0.931000,1
17,1789567816992071909,0.931000,1
18,1789567816992478893,0.931000,1
19,1789567816992886258,0.000000,0
20,1789567816993294192,0.000000,0
21,1789567816993701117,0.000000,0
22,1789567816994107812,0.931000,1
23,1789567816994514886,0.931000,1
24,1789567816994921761,0.931000,1
25,1789567816995328825,0.931000,1
26,1789567816995735950,0.000000,0
27,1789567816996143085,0.000000,0
28,1789567816996550259,0.931000,1
29,1789567816996957344,0.931000,1
30,1789567816997365438,0.931000,1
31,1789567816997772643,0.931000,1
32,1789567816998179438,0.000000,0
33,1789567816998586542,0.931000,1
34,1789567816998995977,0.000000,0
35,1789567816999403262,0.000000,0
36,1789567816999810076,0.931000,1
37,1789567817000216831,0.931000,1
38,1789567817000623915,0.931000,1
39,1789567817001030950,0.931000,1
40,1789567817001439485,0.931000,1
41,1789567817001846989,0.931000,1
42,1789567817002254264,0.000000,0
43,1789567817002661458,0.931000,1
44,1789567817003068613,0.000000,0
45,1789567817003475798,0.931000,1
46,1789567817003882942,0.931000,1
47,1789567817004289987,0.931000,1
48,1789567817004697341,0.931000,1
49,1789567817005104356,0.000000,0
50,1789567817005512751,0.000000,0
51,1789567817005922895,0.000000,0
52,1789567817006330270,0.931000,1
53,1789567817006737894,0.000000,0
54,1789567817007144719,0.000000,0
55,1789567817007551894,0.000000,0
56,1789567817007958898,0.000000,0
57,1789567817008365513,0.931000,1
58,1789567817008772478,0.000000,0
59,1789567817009179532,0.931000,1
60,1789567817009586937,0.931000,1
61,1789567817009995781,0.931000,1
62,1789567817010403136,0.931000,1
63,1789567817010810041,0.000000,0
64,1789567817011216895,0.931000,1
65,1789567817011624460,0.931000,1
66,1789567817012031304,0.931000,1
67,1789567817012438439,0.931000,1
68,1789567817012845154,0.931000,1
69,1789567817013252128,0.000000,0
70,1789567817013659403,0.931000,1
71,1789567817014066287,0.931000,1
72,1789567817014473792,0.931000,1
73,1789567817014880566,0.000000,0
74,1789567817015287191,0.931000,1
75,1789567817015694256,0.000000,0
76,1789567817016101030,0.000000,0
77,1789567817016508275,0.931000,1
78,1789567817016915189,0.000000,0
79,1789567817017323224,0.000000,0
80,1789567817017730459,0.931000,1
81,1789567817018137473,0.931000,1
82,1789567817018544518,0.931000,1
83,1789567817018951972,0.931000,1
84,1789567817019358967,0.931000,1
85,1789567817019766192,0.000000,0
86,1789567817020173146,0.000000,0
87,1789567817020580311,0.931000,1
88,1789567817020987215,0.000000,0
89,1789567817021401240,0.000000,0
90,1789567817021808175,0.931000,1
91,1789567817022215169,0.931000,1
92,1789567817022622094,0.000000,0
93,1789567817023029228,0.000000,0
94,1789567817023436543,0.931000,1
95,1789567817023843688,0.931000,1
96,1789567817024250532,0.931000,1
97,1789567817024657657,0.931000,1
98,1789567817025064401,0.000000,0
99,1789567817025471836,0.000000,0
100,1789567817025878551,0.000000,0
101,1789567817026286985,0.931000,1
102,1789567817026694320,0.931000,1
103,1789567817027101085,0.000000,0
104,1789567817027508179,0.000000,0
105,1789567817027915384,0.000000,0
106,1789567817028322098,0.931000,1
107,1789567817028729173,0.000000,0
108,1789567817029136268,0.931000,1
109,1789567817029543892,0.931000,1
110,1789567817029950827,0.000000,0
111,1789567817030357521,0.931000,1
112,1789567817030764696,0.000000,0
113,1789567817031171671,0.931000,1
114,1789567817031578785,0.931000,1
115,1789567817031985640,0.931000,1
116,1789567817032400454,0.000000,0
117,1789567817032807359,0.931000,1
118,1789567817033215044,0.000000,0
119,1789567817033622408,0.931000,1
120,1789567817034029273,0.931000,1
121,1789567817034436377,0.931000,1
122,1789567817034843352,0.931000,1
123,1789567817035250097,0.931000,1
124,1789567817035657291,0.931000,1
125,1789567817036063926,0.000000,0
126,1789567817036470771,0.000000,0
127,1789567817036877485,0.931000,1
128,1789567817037284670,0.931000,1
129,1789567817037692044,0.931000,1
130,1789567817038098859,0.000000,0
131,1789567817038505774,0.931000,1
132,1789567817038912898,0.000000,0
133,1789567817039319493,0.931000,1
134,1789567817039726527,0.000000,0
135,1789567817040133462,0.000000,0
136,1789567817040540367,0.931000,1
137,1789567817040947381,0.931000,1
138,1789567817041354446,0.000000,0
139,1789567817041761530,0.931000,1
140,1789567817042168165,0.931000,1
141,1789567817042574960,0.931000,1
142,1789567817042981654,0.000000,0
143,1789567817043388689,0.931000,1
144,1789567817043795553,0.000000,0
145,1789567817044202478,0.931000,1
146,1789567817044609602,0.931000,1
147,1789567817045016197,0.000000,0
148,1789567817045423562,0.931000,1
149,1789567817045830476,0.931000,1
150,1789567817046237181,0.000000,0
151,1789567817046644625,0.931000,1
152,1789567817047053210,0.931000,1
153,1789567817047460745,0.931000,1
154,1789567817047867529,0.931000,1
155,1789567817048274474,0.000000,0
156,1789567817048681438,0.931000,1
157,1789567817049088083,0.000000,0
158,1789567817049495438,0.931000,1
159,1789567817049902632,0.931000,1
160,1789567817050309547,0.931000,1
161,1789567817050716832,0.931000,1
162,1789567817051123606,0.931000,1
163,1789567817051530531,0.931000,1
164,1789567817051937425,0.000000,0
165,1789567817052344310,0.000000,0
166,1789567817052751215,0.000000,0
167,1789567817053158519,0.931000,1
168,1789567817053565814,0.000000,0
169,1789567817053972658,0.931000,1
170,1789567817054379363,0.000000,0
171,1789567817054786378,0.931000,1
172,1789567817055193042,0.931000,1
173,1789567817055599847,0.931000,1
174,1789567817056006952,0.000000,0
175,1789567817056413836,0.000000,0
176,1789567817056820871,0.931000,1
177,1789567817057228305,0.931000,1
178,1789567817057635340,0.931000,1
179,1789567817058041995,0.931000,1
180,1789567817058449079,0.931000,1
181,1789567817058855694,0.931000,1
182,1789567817059262618,0.931000,1
183,1789567817059669663,0.000000,0
184,1789567817060076568,0.000000,0
185,1789567817060484322,0.931000,1
186,1789567817060890937,0.931000,1
187,1789567817061297982,0.931000,1
188,1789567817061704996,0.931000,1
189,1789567817062111621,0.000000,0
190,1789567817062518735,0.931000,1
191,1789567817062926110,0.000000,0
192,1789567817063332965,0.931000,1
193,1789567817063740059,0.931000,1
194,1789567817064146934,0.931000,1
195,1789567817064553768,0.931000,1
196,1789567817064960403,0.931000,1
197,1789567817065367578,0.931000,1
198,1789567817065774722,0.000000,0
199,1789567817066181617,0.000000,0
200,1789567817066588812,0.931000,1
201,1789567817066996046,0.000000,0
202,1789567817067403111,0.000000,0
203,1789567817067811435,0.931000,1
204,1789567817068218630,0.931000,1
205,1789567817068625505,0.931000,1
206,1789567817069032169,0.931000,1
207,1789567817069439684,0.931000,1
208,1789567817069846698,0.931000,1
209,1789567817070253603,0.931000,1
210,1789567817070660777,0.000000,0
211,1789567817071067442,0.000000,0
212,1789567817071474627,0.000000,0
213,1789567817071881381,0.000000,0
214,1789567817072288296,0.931000,1
215,1789567817072695220,0.000000,0
216,1789567817073102075,0.931000,1
217,1789567817073509339,0.931000,1
218,1789567817073916434,0.931000,1
219,1789567817074323089,0.931000,1
220,1789567817074729993,0.000000,0
221,1789567817075136688,0.931000,1
222,1789567817075543873,0.000000,0
223,1789567817075950757,0.931000,1
224,1789567817076357602,0.931000,1
225,1789567817076764636,0.000000,0
226,1789567817077171471,0.931000,1
227,1789567817077579106,0.000000,0
228,1789567817077985860,0.000000,0
229,1789567817078400325,0.000000,0
230,1789567817078807419,0.931000,1
231,1789567817079214274,0.000000,0
232,1789567817079621409,0.000000,0
