round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,1,460659,472419,1790177201276461533,1790177201276187999,273614,0,0.798511,1,1
1,1,407728,426268,1790177201276904922,1790177201276645063,270419,0,0.819396,1,1
2,1,629401,663232,1790177207285874784,1790177207285534322,340592,0,0.774500,1,1
3,1,444778,463589,1790177207286391763,1790177207286128654,274499,0,0.968235,1,1
4,2,795884,398587,1790177207287218168,1790177207286960443,271665,0,0.574674,1,1
5,3,1192661,404318,1790177207288432039,1790177207288173187,285993,0,0.365114,1,1
6,1,396207,407247,1790177207288868637,1790177207288612291,287087,0,0.000000,1,0
7,1,390707,401237,1790177207289302995,1790177207289354471,266580,51476,0.722754,1,1
8,1,395797,406897,1790177207290045228,1790177207289787415,295534,0,0.801848,1,1
9,1,390027,400807,1790177207290486366,1790177207290230040,297837,0,0.882895,1,1
10,1,381757,392637,1790177207290922664,1790177207290663554,301250,0,0.771548,1,1
11,2,767293,388436,1790177207291744748,1790177207291488593,294056,0,0.000000,1,0
12,1,583961,618552,1790177225319608886,1790177225319281703,327303,0,0.411359,1,1
13,1,422468,436029,1790177225320104565,1790177225319846296,258349,0,0.000000,1,0
14,3,1204493,405428,1790177225321333949,1790177225321088029,246010,0,0.000000,1,0
15,1,392448,403388,1790177225321749777,1790177225321509234,265053,0,0.000000,1,0
16,2,782025,398588,1790177225322568922,1790177225322326723,242289,0,0.606534,1,1
17,2,785555,396408,1790177225323376178,1790177225323136392,239856,0,0.521211,1,1
18,3,1140112,384377,1790177225324536310,1790177225324295597,240783,0,0.917852,1,1
19,5,1897326,383608,1790177225326453716,1790177225326212561,241225,0,0.000000,1,0
20,1,371627,382337,1790177225326855414,1790177225326694355,241031,0,0.911240,1,1
21,3,1142162,398108,1790177225328090638,1790177225327838680,252048,0,0.391102,1,1
22,1,369457,380417,1790177225328481425,1790177225328315104,241343,0,0.000000,1,0
23,2,753554,377717,1790177225329322911,1790177225329085823,277229,0,0.570934,1,1
24,1,394568,407018,1790177225329782480,1790177225329536737,245823,0,0.740177,1,1
25,1,369697,380398,1790177225330174087,1790177225330024211,241028,0,0.000000,1,0
26,3,1134702,383297,1790177225331412671,1790177225331171436,241315,0,0.388762,1,1
27,3,1148942,383718,1790177225332581983,1790177225332339950,242103,0,0.425692,1,1
