count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1784799683006718086,386752,192112,0.860172,0
51,1784799683007108198,381463,189893,0.861638,0
52,1784799683007491471,381632,190862,0.860997,0
53,1784799683007874613,381403,191003,0.860904,0
54,1784799683008257476,382213,189612,0.861824,0
55,1784799683008641669,395562,201872,0.853760,0
56,1784799683009038751,382803,192902,0.859650,0
57,1784799683009423234,385102,189352,0.861996,1
58,1784799683009810146,386153,194342,0.858701,0
59,1784799683010199259,386082,194002,0.858925,1
60,1784799683010586991,382493,191143,0.860812,1
61,1784799683010971284,398772,207172,0.850304,0
62,1784799683011371606,382023,190703,0.861102,0
63,1784799683011755379,384283,193162,0.859479,0
64,1784799683012141212,382522,192682,0.859795,1
65,1784799683012525324,379733,189232,0.862076,0
66,1784799683012906427,384252,192792,0.859723,0
67,1784799683013292879,384803,188123,0.862810,0
68,1784799683013679482,385612,187872,0.862977,0
69,1784799683014066854,395912,187553,0.863188,0
70,1784799683014464746,394444,186683,0.863765,0
71,1784799683014860790,394292,187831,0.863004,0
72,1784799683015256682,390753,186382,0.863965,0
73,1784799683015648955,399702,185661,0.864444,0
74,1784799683016050917,391463,186841,0.863661,0
75,1784799683016453960,383982,189091,0.862169,1
76,1784799683016839912,394883,196671,0.857169,0
77,1784799683017236795,394613,191440,0.860615,0
78,1784799683017632958,387402,191060,0.860866,0
79,1784799683018021950,387473,192230,0.860094,0
80,1784799683018411053,394362,197460,0.856650,1
81,1784799683018807075,386993,192520,0.859902,0
82,1784799683019195798,387043,190100,0.861501,1
83,1784799683019585171,388943,190789,0.861046,1
84,1784799683019975734,391572,192099,0.860180,0
85,1784799683020368856,385122,190479,0.861250,0
86,1784799683020755708,389653,192310,0.860041,1
87,1784799683021146951,386782,193349,0.859355,0
88,1784799683021535503,387903,190790,0.861045,0
89,1784799683021924876,392403,192519,0.859903,1
90,1784799683022319169,387983,191099,0.860841,0
91,1784799683022709592,387622,193138,0.859495,0
92,1784799683023098844,386762,191189,0.860781,0
93,1784799683023488186,386233,190819,0.861026,0
94,1784799683023876099,400732,204028,0.852352,0
95,1784799683024278831,388593,192719,0.859771,1
96,1784799683024668984,392173,195308,0.858065,0
97,1784799683025062737,386343,191428,0.860623,0
98,1784799683025450850,388002,188877,0.862311,0
99,1784799683025840392,388602,193348,0.859356,0
100,1784799683026230464,400923,201138,0.854240,0
101,1784799683026633047,388042,193067,0.859541,1
