count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
57,189352,760,190112,0.861996,0
59,194002,670,194672,0.858925,2
60,191143,620,191763,0.860812,1
64,192682,710,193392,0.859795,4
75,189091,530,189621,0.862169,11
80,197460,740,198200,0.856650,5
82,190100,710,190810,0.861501,2
83,190789,720,191509,0.861046,1
86,192310,780,193090,0.860041,3
89,192519,730,193249,0.859903,3
95,192719,770,193489,0.859771,6
101,193067,770,193837,0.859541,6
108,190377,680,191057,0.861318,7
111,190648,650,191298,0.861139,3
112,194466,660,195126,0.858619,1
114,191856,650,192506,0.860341,2
118,191568,630,192198,0.860531,4
120,191856,720,192576,0.860341,2
126,191574,690,192264,0.860527,6
137,193093,700,193793,0.859524,11
140,191052,650,191702,0.860872,3
145,191392,650,192042,0.860647,5
151,190632,680,191312,0.861149,6
157,191071,620,191691,0.860859,6
164,201660,630,202290,0.853898,7
165,192109,750,192859,0.860174,1
167,190818,700,191518,0.861026,2
171,190768,640,191408,0.861059,4
188,199246,740,199986,0.855479,17
196,193446,680,194126,0.859291,8
203,192506,720,193226,0.859911,7
212,191695,680,192375,0.860447,9
214,190005,690,190695,0.861564,2
219,198225,800,199025,0.856148,5
231,190664,780,191444,0.861128,12
233,190595,660,191255,0.861174,2
238,193785,710,194495,0.859068,5
243,188936,570,189506,0.862272,5
245,186896,640,187536,0.863624,2
246,186476,630,187106,0.863903,1
262,190996,750,191746,0.860909,16
263,192226,790,193016,0.860096,1
271,194157,690,194847,0.858823,8
277,190976,740,191716,0.860922,6
289,193174,690,193864,0.859471,12
292,199603,730,200333,0.855245,3
294,191104,630,191734,0.860837,2
295,189442,780,190222,0.861937,1
296,187083,640,187723,0.863500,1
297,192273,720,192993,0.860065,1
304,189942,610,190552,0.861606,7
306,190082,660,190742,0.861513,2
309,191922,750,192672,0.860297,3
311,188702,750,189452,0.862427,2
324,190601,650,191251,0.861170,13
327,190490,700,191190,0.861243,3
332,192059,710,192769,0.860207,5
336,190339,710,191049,0.861343,4
338,191357,730,192087,0.860670,2
339,189658,720,190378,0.861794,1
354,190346,710,191056,0.861338,15
355,190297,760,191057,0.861371,1
356,210497,660,211157,0.848145,1
358,190866,700,191566,0.860995,2
361,191745,730,192475,0.860414,3
367,190255,660,190915,0.861399,6
368,190344,730,191074,0.861340,1
378,194562,740,195302,0.858556,10
381,192973,679,193652,0.859603,3
382,192512,650,193162,0.859908,1
397,189840,710,190550,0.861673,15
398,192389,640,193029,0.859989,1
405,190529,690,191219,0.861217,7
407,191879,660,192539,0.860325,2
410,190489,720,191209,0.861244,3
413,190068,660,190728,0.861522,3
414,193888,650,194538,0.859000,1
419,190628,720,191348,0.861152,5
426,190217,680,190897,0.861424,7
427,198977,670,199647,0.855655,1
430,192486,700,193186,0.859925,3
432,191126,670,191796,0.860823,2
435,192435,730,193165,0.859958,3
437,190714,630,191344,0.861095,2
439,191293,690,191983,0.860712,2
451,190672,670,191342,0.861123,12
456,190981,680,191661,0.860919,5
483,190709,700,191409,0.861098,27
492,189216,690,189906,0.862086,9
496,191967,750,192717,0.860267,4
499,190756,640,191396,0.861067,3
501,192257,750,193007,0.860076,2
505,189917,690,190607,0.861622,4
509,185915,620,186535,0.864275,4
522,189364,750,190114,0.861988,13
523,192125,640,192765,0.860163,1
524,190145,620,190765,0.861471,1
529,191744,770,192514,0.860415,5
545,191372,670,192042,0.860660,16
547,190753,740,191493,0.861069,2
552,190981,680,191661,0.860919,5
554,202462,710,203172,0.853374,2
570,192069,670,192739,0.860200,16
573,190239,690,190929,0.861409,3
574,193479,710,194189,0.859270,1
575,192539,720,193259,0.859890,1
580,190297,660,190957,0.861371,5
583,191487,720,192207,0.860584,3
584,188816,600,189416,0.862351,1
587,202786,780,203566,0.853162,3
589,187995,700,188695,0.862895,2
591,186765,660,187425,0.863711,2
593,188856,630,189486,0.862325,2
598,194375,1010,195385,0.858679,5
607,191014,660,191674,0.860897,9
616,190723,580,191303,0.861089,9
617,189112,730,189842,0.862155,1
630,190031,730,190761,0.861547,13
634,192211,680,192891,0.860106,4
638,195600,640,196240,0.857873,4
642,190908,680,191588,0.860967,4
651,200027,850,200877,0.854967,9
660,190676,720,191396,0.861120,9
663,188926,650,189576,0.862278,3
678,190995,630,191625,0.860909,15
680,190615,670,191285,0.861161,2
687,190583,740,191323,0.861182,7
699,192331,730,193061,0.860027,12
710,189351,710,190061,0.861997,11
711,190341,730,191071,0.861342,1
712,189861,740,190601,0.861659,1
713,191890,650,192540,0.860318,1
721,191709,720,192429,0.860438,8
722,189689,670,190359,0.861773,1
723,191269,700,191969,0.860728,1
726,190760,690,191450,0.861065,3
727,189940,670,190610,0.861607,1
737,189960,720,190680,0.861594,10
738,193120,730,193850,0.859506,1
742,190199,680,190879,0.861436,4
743,188689,640,189329,0.862435,1
746,190418,710,191128,0.861291,3
755,191157,680,191837,0.860802,9
758,190558,620,191178,0.861198,3
763,192728,710,193438,0.859765,5
765,189628,660,190288,0.861813,2
769,191358,640,191998,0.860670,4
774,193607,600,194207,0.859185,5
778,187098,650,187748,0.863490,4
780,187556,620,188176,0.863186,2
782,197316,850,198166,0.856745,2
784,190627,640,191267,0.861153,2
785,204435,670,205105,0.852086,1
804,200634,780,201414,0.854569,19
807,189363,690,190053,0.861989,3
808,192583,690,193273,0.859861,1
811,194073,780,194853,0.858878,3
812,190913,740,191653,0.860964,1
814,195483,660,196143,0.857950,2
821,191502,690,192192,0.860574,7
822,190821,650,191471,0.861024,1
825,190172,690,190862,0.861454,3
842,190301,700,191001,0.861368,17
845,194331,770,195101,0.858708,3
851,194931,740,195671,0.858313,6
856,194909,710,195619,0.858328,5
861,193840,690,194530,0.859032,5
867,192281,690,192971,0.860060,6
873,189931,680,190611,0.861613,6
874,189161,780,189941,0.862123,1
875,195610,910,196520,0.857866,1
878,191901,740,192641,0.860311,3
882,192770,710,193480,0.859737,4
890,191889,710,192599,0.860319,8
891,193169,640,193809,0.859474,1
892,196409,670,197079,0.857341,1
894,191088,710,191798,0.860848,2
910,189036,650,189686,0.862205,16
913,191307,770,192077,0.860703,3
917,191176,720,191896,0.860790,4
922,190246,680,190926,0.861405,5
929,190186,620,190806,0.861444,7
930,190235,720,190955,0.861412,1
931,190666,660,191326,0.861127,1
936,197525,770,198295,0.856608,5
943,189284,690,189974,0.862041,7
944,190823,750,191573,0.861023,1
945,189713,690,190403,0.861757,1
947,191402,760,192162,0.860640,2
951,191882,750,192632,0.860323,4
952,188873,710,189583,0.862313,1
953,189563,750,190313,0.861856,1
954,191373,750,192123,0.860660,1
957,194812,720,195532,0.858391,3
966,189083,670,189753,0.862174,9
968,190523,650,191173,0.861221,2
973,195502,670,196172,0.857937,5
975,191172,640,191812,0.860792,2
979,189082,670,189752,0.862175,4
980,190473,800,191273,0.861254,1
982,201612,650,202262,0.853930,2
984,193402,640,194042,0.859320,2
988,192681,680,193361,0.859796,4
990,193520,610,194130,0.859243,2
991,190381,660,191041,0.861315,1
996,202470,650,203120,0.853369,5
