round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790178601175439232,0.715828,0.984964,0.000000,0
1,1790178601176775674,0.984994,0.457916,0.451045,1
2,1790178601178091437,0.402783,0.992379,0.399713,1
3,1790178607188775395,0.622885,0.978584,0.609545,1
4,1790178610197469793,0.983783,0.345609,0.340005,1
5,1790178610198727647,0.991834,0.371355,0.000000,0
6,1790178610199929941,0.992727,0.372601,0.369891,1
7,1790178619217572949,0.991923,0.520720,0.516514,1
8,1790178628232647430,0.984670,0.802369,0.790068,1
9,1790178628233900984,0.789483,0.989961,0.000000,0
10,1790178634243829838,0.991486,0.837112,0.000000,0
11,1790178634244396161,0.992409,0.751821,0.746114,1
12,1790178634245903021,0.512251,0.993024,0.508678,1
13,1790178634246566782,0.777644,0.992737,0.000000,0
14,1790178634246970996,0.992816,0.782113,0.776494,1
15,1790178634247798485,0.992995,0.799965,0.794361,1
16,1790178643262159839,0.775315,0.984857,0.763574,1
17,1790178643262934039,0.733413,0.984836,0.722292,1
18,1790178655281973361,0.984876,0.603528,0.594400,1
19,1790178655284496337,0.991012,0.403508,0.000000,0
20,1790178655285306237,0.992369,0.543116,0.538972,1
21,1790178655286473901,0.988497,0.379107,0.374746,1
22,1790178655287640316,0.992240,0.370457,0.367583,1
23,1790178655288278767,0.793480,0.992915,0.787858,1
