round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,13,3264625,142408,1790179176427377218,1790179176428080241,66734,703023,0.467624,1,1
1,3,2123765,555056,1790179179434074141,1790179179434108134,98706,33993,0.000000,1,0
2,12,2313684,149569,1790179179436548434,1790179179436500992,110422,0,0.855458,1,1
3,1,129790,149209,1790179179436764233,1790179179436887017,59734,122784,0.832046,1,1
4,3,421507,146739,1790179179437390688,1790179179437343101,109206,0,0.981700,1,1
5,1,134849,154199,1790179179437613396,1790179179438117041,73511,503645,0.567058,1,1
6,7,3112901,184808,1790179182444797349,1790179182444702490,134059,0,0.532665,1,1
7,10,3622753,166909,1790179191461813617,1790179191461710197,159130,0,0.349939,1,1
8,3,424739,146500,1790179191462318886,1790179191462232910,150956,0,0.947273,1,1
9,3,424129,145620,1790179191462830785,1790179191462742974,151041,0,0.861631,1,1
10,14,4084290,148157,1790179212505752628,1790179212505728792,96634,0,0.940946,1,1
