round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790179176428080241,0.992528,0.471145,0.467624,1
1,1790179179434108134,0.984836,0.771339,0.000000,0
2,1790179179436500992,0.862252,0.992121,0.855458,1
3,1790179179436887017,0.992389,0.838428,0.832046,1
4,1790179179437343101,0.986551,0.995082,0.981700,1
5,1790179179438117041,0.992727,0.571213,0.567058,1
6,1790179182444702490,0.536901,0.992111,0.532665,1
7,1790179191461710197,0.352658,0.992290,0.349939,1
8,1790179191462232910,0.954336,0.992599,0.947273,1
9,1790179191462742974,0.868152,0.992488,0.861631,1
10,1790179212505728792,0.990545,0.949928,0.940946,1
