count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785327040698777010,380262,156673,0.883987,1
51,1785327040699160412,384552,159838,0.881825,1
52,1785327040699546894,387722,160133,0.881624,1
53,1785327040699936336,380312,155399,0.884859,1
54,1785327040700318348,380022,155554,0.884753,1
55,1785327040700700750,371612,152250,0.887019,1
56,1785327040701074332,382022,153305,0.886294,1
57,1785327040701457964,368022,152241,0.887025,1
58,1785327040701827526,367262,151907,0.887255,1
59,1785327040702197098,368462,152373,0.886934,1
60,1785327040702567190,367582,152579,0.886793,1
61,1785327040702936202,367582,151774,0.887346,1
62,1785327040703305214,377642,160070,0.881667,1
63,1785327040703684266,378382,159406,0.882120,1
64,1785327040704064848,376272,158671,0.882622,1
65,1785327040704442660,378132,157117,0.883683,1
66,1785327040704822522,377022,156492,0.884111,1
67,1785327040705202044,373862,155878,0.884531,1
68,1785327040705577486,387193,170643,0.874498,1
69,1785327040705966369,378372,160808,0.881164,1
70,1785327040706346301,373902,156464,0.884130,1
71,1785327040706721583,371782,156179,0.884325,1
72,1785327040707095165,377242,157065,0.883719,1
73,1785327040707473897,383322,157181,0.883639,1
74,1785327040707858939,372922,156996,0.883766,1
75,1785327040708245701,373492,157171,0.883646,1
76,1785327040708620863,374612,157097,0.883697,1
77,1785327040708996935,374982,158313,0.882866,1
78,1785327040709373217,374592,156428,0.884154,1
79,1785327040709749289,374362,159664,0.881944,1
80,1785327040710125211,371162,155230,0.884975,1
81,1785327040710497683,372862,156495,0.884109,1
82,1785327040710872055,370683,154711,0.885330,1
83,1785327040711244988,373512,156666,0.883992,1
84,1785327040711620120,374532,157632,0.883331,1
85,1785327040711996322,373042,156597,0.884039,1
86,1785327040712371074,373662,157573,0.883372,1
87,1785327040712746376,371122,155949,0.884482,1
88,1785327040713119428,376672,155685,0.884663,1
89,1785327040713497770,380022,156410,0.884167,1
90,1785327040713879532,369132,155356,0.884888,1
91,1785327040714250864,371642,155851,0.884549,1
92,1785327040714624056,372602,155627,0.884703,1
93,1785327040714998058,371492,155943,0.884486,1
94,1785327040715370930,371972,155639,0.884694,1
95,1785327040715744242,374272,155974,0.884465,1
96,1785327040716120254,377512,156710,0.883962,1
97,1785327040716499836,377512,156296,0.884245,1
98,1785327040716878838,376172,155281,0.884940,1
99,1785327040717256440,377792,156367,0.884196,1
100,1785327040717635802,383312,159812,0.881843,1
101,1785327040718020644,374862,154698,0.885339,1
102,1785327040718397136,377162,155783,0.884596,1
103,1785327040718776828,375143,155759,0.884612,1
104,1785327040719153441,373322,154014,0.885808,1
105,1785327040719528163,376632,154579,0.885421,1
106,1785327040719906455,379132,154355,0.885574,1
107,1785327040720287247,380352,157900,0.883148,1
108,1785327040720669119,376622,156266,0.884265,1
109,1785327040721047451,382952,161751,0.880522,1
110,1785327040721431833,378672,156817,0.883888,1
111,1785327040721812465,378942,159652,0.881952,1
112,1785327040722193237,374952,155088,0.885072,1
113,1785327040722569649,376942,155114,0.885054,1
114,1785327040722947991,378632,156439,0.884147,1
115,1785327040723331163,378632,157335,0.883534,1
116,1785327040723711795,377982,156410,0.884167,1
117,1785327040724091377,378742,157846,0.883185,1
118,1785327040724471530,376432,156080,0.884393,1
119,1785327040724849362,376172,155666,0.884676,1
120,1785327040725227134,375932,155652,0.884686,1
121,1785327040725604516,383302,161427,0.880743,1
122,1785327040725989748,385122,155283,0.884938,1
123,1785327040726376410,378292,156438,0.884148,1
124,1785327040726756222,376172,156003,0.884445,1
125,1785327040727133764,378572,156109,0.884373,1
126,1785327040727513706,378592,157115,0.883685,1
127,1785327040727895378,381372,157620,0.883339,1
128,1785327040728278400,385013,160116,0.881636,1
129,1785327040728664833,377262,157550,0.883387,1
130,1785327040729043575,378482,156016,0.884436,1
131,1785327040729423517,378682,156801,0.883899,1
132,1785327040729804709,386552,166226,0.877484,1
133,1785327040730193751,374682,154982,0.885144,1
134,1785327040730570243,372792,153468,0.886183,1
135,1785327040730944575,374762,155384,0.884869,1
136,1785327040731320757,377722,155129,0.885044,1
137,1785327040731700429,376232,155975,0.884464,1
138,1785327040732078871,377932,157420,0.883476,1
139,1785327040732458493,379492,156856,0.883862,1
140,1785327040732839405,378302,156981,0.883776,1
141,1785327040733219087,378822,157827,0.883198,1
142,1785327040733599389,381363,159682,0.881932,1
143,1785327040733987812,384492,161727,0.880539,1
144,1785327040734374164,376102,154712,0.885329,1
145,1785327040734751806,377102,155178,0.885010,1
146,1785327040735130648,377822,155733,0.884630,1
147,1785327040735510230,380672,158189,0.882951,1
148,1785327040735892482,376052,156104,0.884376,1
149,1785327040736269804,376582,156510,0.884098,1
150,1785327040736647846,383442,161685,0.880567,1
151,1785327040737032968,377232,157211,0.883619,1
152,1785327040737412680,382432,156337,0.884217,1
153,1785327040737796812,377142,156892,0.883837,1
154,1785327040738175384,377862,156098,0.884380,1
155,1785327040738554846,386132,155523,0.884774,1
156,1785327040738942648,377363,156498,0.884107,1
157,1785327040739321901,376672,155653,0.884685,1
158,1785327040739700143,376262,154739,0.885311,1
159,1785327040740082075,378312,156524,0.884089,1
160,1785327040740462047,376462,155380,0.884872,1
161,1785327040740839859,379022,157715,0.883275,1
162,1785327040741220191,377252,156531,0.884084,1
163,1785327040741598773,377382,156156,0.884341,1
164,1785327040741977815,378642,156532,0.884083,1
165,1785327040742357897,375412,154387,0.885552,1
166,1785327040742734869,377462,154293,0.885617,1
167,1785327040743114591,379042,156949,0.883798,1
168,1785327040743496583,381323,157374,0.883508,1
169,1785327040743879766,375152,155379,0.884873,1
170,1785327040744256548,375292,155424,0.884842,1
171,1785327040744633160,378212,155570,0.884742,1
172,1785327040745012942,377762,155666,0.884676,1
173,1785327040745392334,379292,156921,0.883817,1
174,1785327040745773406,375392,155007,0.885127,1
175,1785327040746150528,388862,166762,0.877121,1
176,1785327040746540830,377622,156008,0.884442,1
177,1785327040746919852,382812,158443,0.882777,1
178,1785327040747304094,380172,157089,0.883702,1
179,1785327040747690036,381343,156304,0.884239,1
180,1785327040748073079,378592,156478,0.884120,1
181,1785327040748453071,376872,155214,0.884986,1
182,1785327040748831403,375562,154670,0.885358,1
183,1785327040749208405,378062,156205,0.884307,1
184,1785327040749588277,375582,155591,0.884727,1
185,1785327040749965229,378042,156016,0.884436,1
186,1785327040750345421,376142,155692,0.884658,1
187,1785327040750723533,375572,155318,0.884914,1
188,1785327040751100525,384502,155733,0.884630,1
189,1785327040751486407,383332,156139,0.884352,1
190,1785327040751871609,377212,155934,0.884493,1
191,1785327040752250711,377942,157100,0.883695,1
192,1785327040752630433,378232,155625,0.884704,1
193,1785327040753010325,376253,155321,0.884912,1
194,1785327040753388248,377922,154955,0.885163,1
195,1785327040753767640,372562,154111,0.885741,1
196,1785327040754141632,383902,164036,0.878969,1
197,1785327040754526884,376892,155942,0.884487,1
198,1785327040754905266,379142,154318,0.885600,1
199,1785327040755287228,380022,157233,0.883604,1
200,1785327040755668700,380042,155459,0.884818,1
201,1785327040756050322,377682,155184,0.885006,1
202,1785327040756429444,376492,155360,0.884886,1
203,1785327040756807606,374732,154715,0.885327,1
204,1785327040757183668,377342,156681,0.883981,1
205,1785327040757562490,376922,155607,0.884716,1
206,1785327040757941172,373272,153232,0.886345,1
207,1785327040758315954,380972,159588,0.881996,1
208,1785327040758698496,381142,161103,0.880964,1
209,1785327040759081148,377902,156479,0.884120,1
210,1785327040759460480,388543,154665,0.885362,1
211,1785327040759850503,378842,156539,0.884079,1
212,1785327040760230775,377042,156274,0.884260,1
213,1785327040760609267,374492,154070,0.885770,1
214,1785327040760985649,377252,154986,0.885142,1
215,1785327040761364411,379932,155521,0.884775,1
216,1785327040761745853,384912,155077,0.885079,1
217,1785327040762132295,377072,154762,0.885295,1
218,1785327040762510977,378612,155668,0.884675,1
219,1785327040762891009,374762,154013,0.885809,1
220,1785327040763267181,389223,160799,0.881171,1
221,1785327040763657754,390552,157403,0.883488,1
222,1785327040764050406,379892,156308,0.884237,1
223,1785327040764438178,383112,160133,0.881624,1
224,1785327040764823410,376512,154459,0.885503,1
225,1785327040765201502,377352,155874,0.884534,1
226,1785327040765580654,379742,155380,0.884872,1
227,1785327040765961916,378712,155616,0.884710,1
228,1785327040766342218,377772,156541,0.884077,1
229,1785327040766721740,383042,161796,0.880492,1
230,1785327040767106622,377862,155342,0.884898,1
231,1785327040767486055,380922,155807,0.884579,1
232,1785327040767868437,380362,155632,0.884699,1
233,1785327040768250259,379232,157187,0.883635,1
234,1785327040768631261,379522,156083,0.884391,1
235,1785327040769012443,378082,155819,0.884571,1
236,1785327040769392485,375482,154874,0.885218,1
237,1785327040769769797,375662,154760,0.885297,1
238,1785327040770147129,379742,156695,0.883972,1
239,1785327040770528681,383792,159211,0.882253,1
240,1785327040770914193,382612,160066,0.881670,1
241,1785327040771298375,380372,158712,0.882594,1
242,1785327040771680227,377522,155077,0.885079,1
243,1785327040772059239,378782,155793,0.884589,1
244,1785327040772439611,379712,156448,0.884141,1
245,1785327040772820733,380972,155304,0.884924,1
246,1785327040773203165,380222,154679,0.885352,1
247,1785327040773584827,380553,156265,0.884266,1
248,1785327040773967060,378612,156009,0.884441,1
249,1785327040774347022,384512,161435,0.880737,1
250,1785327040774733404,377712,155620,0.884707,1
251,1785327040775113866,380202,156656,0.883999,1
252,1785327040775495728,385222,156121,0.884365,1
253,1785327040775882530,380272,155097,0.885066,1
254,1785327040776264712,391862,155962,0.884473,1
255,1785327040776658084,381712,158487,0.882747,1
256,1785327040777041656,378492,155153,0.885027,1
257,1785327040777422158,378993,155508,0.884784,1
258,1785327040777803211,376392,154363,0.885569,1
259,1785327040778181003,377472,155398,0.884860,1
260,1785327040778559895,386572,164814,0.878441,1
261,1785327040778947867,377452,155749,0.884619,1
262,1785327040779326769,378482,155275,0.884944,1
263,1785327040779706791,376282,155120,0.885050,1
264,1785327040780084473,376492,154806,0.885265,1
265,1785327040780462415,379082,155112,0.885055,1
266,1785327040780842937,380242,155327,0.884908,1
267,1785327040781224749,384792,157103,0.883693,1
268,1785327040781611081,385553,155798,0.884586,1
269,1785327040781998094,385472,157282,0.883570,1
270,1785327040782385436,382092,157478,0.883436,1
271,1785327040782768908,383692,161113,0.880957,1
272,1785327040783154100,382732,158228,0.882924,1
273,1785327040783538612,382492,156334,0.884219,1
274,1785327040783922544,402932,169339,0.875378,1
275,1785327040784327476,384672,158604,0.882667,1
276,1785327040784714238,380923,155749,0.884619,1
277,1785327040785096691,378352,155904,0.884513,1
278,1785327040785476723,377092,155709,0.884647,1
279,1785327040785855225,372732,152665,0.886734,1
280,1785327040786229517,384202,155971,0.884467,1
281,1785327040786615109,378492,155476,0.884806,1
282,1785327040786995011,379432,156181,0.884323,1
283,1785327040787385143,382042,158137,0.882986,1
284,1785327040787768805,377442,151772,0.887347,1
285,1785327040788147657,378282,152668,0.886732,1
286,1785327040788527549,374232,150444,0.888261,1
287,1785327040788903151,387572,152169,0.887074,1
288,1785327040789292253,376862,154044,0.885787,1
289,1785327040789670645,375462,152250,0.887019,1
290,1785327040790047677,372472,150756,0.888046,1
291,1785327040790421609,373132,151332,0.887650,1
292,1785327040790796262,375662,154126,0.885731,1
293,1785327040791173624,373732,150342,0.888331,1
294,1785327040791553716,381542,155848,0.884551,1
295,1785327040791936988,377782,156653,0.884001,1
296,1785327040792316360,378182,155729,0.884633,1
297,1785327040792696072,376152,155064,0.885088,1
298,1785327040793073784,377782,155370,0.884879,1
299,1785327040793453006,373902,153595,0.886095,1
300,1785327040793828258,375842,154381,0.885556,1
301,1785327040794205610,378252,155327,0.884908,1
302,1785327040794585232,376852,154682,0.885350,1
303,1785327040794963474,380842,158088,0.883020,1
304,1785327040795345856,377072,154573,0.885425,1
305,1785327040795724698,375322,153959,0.885846,1
306,1785327040796101640,376323,155074,0.885081,1
307,1785327040796479563,380882,158389,0.882814,1
308,1785327040796862245,377012,154895,0.885204,1
309,1785327040797241167,375302,154500,0.885475,1
310,1785327040797617899,374442,153276,0.886314,1
311,1785327040797993951,376952,155581,0.884734,1
312,1785327040798372403,382692,156867,0.883854,1
313,1785327040798756515,373432,153432,0.886207,1
314,1785327040799131317,376442,155218,0.884983,1
315,1785327040799509109,385982,160124,0.881631,1
316,1785327040799896691,378252,158009,0.883074,1
317,1785327040800276823,387312,160674,0.881256,1
318,1785327040800665795,374173,156980,0.883777,1
319,1785327040801043538,376412,159404,0.882121,1
320,1785327040801421430,379392,155150,0.885029,1
321,1785327040801802462,370932,154806,0.885265,1
322,1785327040802174964,374592,155691,0.884659,1
323,1785327040802551076,373622,155947,0.884484,1
324,1785327040802926148,382172,165852,0.877737,1
325,1785327040803309650,373252,155748,0.884620,1
326,1785327040803684192,378682,155224,0.884979,1
327,1785327040804065054,379272,156589,0.884044,1
328,1785327040804445796,378102,154835,0.885245,1
329,1785327040804825378,377162,154811,0.885262,1
330,1785327040805203980,378192,155566,0.884744,1
331,1785327040805584122,376182,155882,0.884528,1
332,1785327040805962144,373592,154468,0.885497,1
333,1785327040806337136,375712,154123,0.885733,1
334,1785327040806714268,376712,152889,0.886580,1
335,1785327040807093200,378302,157654,0.883316,1
336,1785327040807477192,379302,155680,0.884666,1
337,1785327040807858194,376413,154436,0.885519,1
338,1785327040808236007,377102,154690,0.885345,1
339,1785327040808614539,376202,155196,0.884998,1
340,1785327040808992361,378552,158831,0.882512,1
341,1785327040809372343,377392,160967,0.881056,1
342,1785327040809757955,375282,154392,0.885549,1
343,1785327040810134617,377132,155708,0.884647,1
344,1785327040810513039,385592,157013,0.883754,1
345,1785327040810900061,378952,155039,0.885105,1
346,1785327040811280403,383922,155984,0.884458,1
347,1785327040811665875,379872,156220,0.884297,1
348,1785327040812047187,378273,156115,0.884369,1
349,1785327040812426880,377712,155550,0.884755,1
350,1785327040812806002,375392,154815,0.885259,1
351,1785327040813182744,380162,158301,0.882874,1
352,1785327040813564536,378122,155266,0.884950,1
353,1785327040813945058,386312,154772,0.885288,1
354,1785327040814333550,376262,154717,0.885326,1
355,1785327040814711322,375462,154813,0.885260,1
356,1785327040815088144,378022,155019,0.885119,1
357,1785327040815467806,376972,155464,0.884814,1
358,1785327040815847328,373292,153570,0.886113,1
359,1785327040816229370,377282,155365,0.884882,1
360,1785327040816608422,377053,154131,0.885728,1
361,1785327040816986845,377432,155055,0.885094,1
362,1785327040817365677,377532,155071,0.885083,1
363,1785327040817744649,375752,154406,0.885539,1
364,1785327040818121721,374382,153052,0.886468,1
365,1785327040818497603,377792,154978,0.885147,1
366,1785327040818877085,371742,152923,0.886557,1
367,1785327040819250537,378812,158199,0.882944,1
368,1785327040819630769,380972,154865,0.885225,1
369,1785327040820013341,380272,156560,0.884064,1
370,1785327040820395153,378362,154746,0.885306,1
371,1785327040820774965,378262,155161,0.885022,1
372,1785327040821155777,377062,153797,0.885957,1
373,1785327040821534409,377723,156252,0.884275,1
374,1785327040821913612,377642,157077,0.883711,1
375,1785327040822292904,377672,154083,0.885761,1
376,1785327040822672006,378672,157028,0.883744,1
377,1785327040823052538,376732,153974,0.885835,1
378,1785327040823430600,378132,158369,0.882828,1
379,1785327040823814082,374292,153745,0.885993,1
380,1785327040824189754,379742,156081,0.884392,1
381,1785327040824570956,384312,160076,0.881663,1
382,1785327040824956588,381412,156741,0.883940,1
383,1785327040825339370,377872,156297,0.884244,1
384,1785327040825718672,376432,154842,0.885240,1
385,1785327040826096794,375752,154498,0.885476,1
386,1785327040826473936,385042,153514,0.886151,1
387,1785327040826860798,377422,154469,0.885496,1
388,1785327040827240450,387512,164914,0.878373,1
389,1785327040827630872,378592,153170,0.886387,1
390,1785327040828011104,376183,154435,0.885519,1
391,1785327040828388757,376812,154540,0.885447,1
392,1785327040828766949,376142,154176,0.885697,1
393,1785327040829144651,375112,154941,0.885173,1
394,1785327040829521503,374672,154217,0.885669,1
395,1785327040829897495,379402,155222,0.884980,1
396,1785327040830278407,384882,159038,0.882371,1
397,1785327040830664759,377642,155233,0.884973,1
398,1785327040831043761,380102,156289,0.884250,1
399,1785327040831425493,383582,159344,0.882162,1
400,1785327040831810605,375292,153570,0.886113,1
401,1785327040832187347,376312,154166,0.885704,1
402,1785327040832565009,377513,153471,0.886181,1
403,1785327040832949012,379822,155816,0.884573,1
404,1785327040833330674,377172,155281,0.884940,1
405,1785327040833709686,376802,154347,0.885580,1
406,1785327040834087918,383622,160452,0.881407,1
407,1785327040834473600,377072,155088,0.885072,1
408,1785327040834852412,380882,154313,0.885603,1
409,1785327040835234644,377632,155439,0.884831,1
410,1785327040835613636,378252,155235,0.884971,1
411,1785327040835993288,379892,156960,0.883791,1
412,1785327040836374660,374462,153416,0.886218,1
413,1785327040836750692,374412,154231,0.885659,1
414,1785327040837126854,376693,153997,0.885820,1
415,1785327040837505007,378852,156792,0.883905,1
416,1785327040837885199,373742,154207,0.885676,1
417,1785327040838260371,376112,154853,0.885233,1
418,1785327040838637833,380242,157358,0.883519,1
419,1785327040839019435,387142,155794,0.884588,1
420,1785327040839407907,378702,154889,0.885208,1
421,1785327040839791239,377552,154925,0.885184,1
422,1785327040840170541,377312,154920,0.885187,1
423,1785327040840549243,378302,153696,0.886026,1
424,1785327040840928965,377032,156011,0.884440,1
425,1785327040841307547,374992,152497,0.886849,1
426,1785327040841684079,377052,154683,0.885349,1
427,1785327040842063141,378082,159128,0.882310,1
428,1785327040842446943,380102,155804,0.884582,1
429,1785327040842828715,377192,155009,0.885126,1
430,1785327040843207367,378332,156355,0.884204,1
431,1785327040843587059,382153,158390,0.882813,1
432,1785327040843970642,378842,156465,0.884129,1
433,1785327040844350784,375822,153210,0.886360,1
434,1785327040844728086,373692,152996,0.886507,1
435,1785327040845103148,380682,154852,0.885234,1
436,1785327040845485260,382772,155307,0.884922,1
437,1785327040845869612,377172,153422,0.886214,1
438,1785327040846248244,377742,154928,0.885181,1
439,1785327040846627366,382812,158973,0.882416,1
440,1785327040847011548,380102,155319,0.884914,1
441,1785327040847393110,381042,156374,0.884191,1
442,1785327040847775922,378482,154950,0.885166,1
443,1785327040848155954,379203,155205,0.884992,1
444,1785327040848536737,377802,153250,0.886332,1
445,1785327040848916009,382472,159946,0.881752,1
446,1785327040849300151,378492,154571,0.885426,1
447,1785327040849680073,376862,154777,0.885285,1
448,1785327040850058335,377192,154622,0.885391,1
449,1785327040850436837,378452,153978,0.885833,1
450,1785327040850817009,372872,151924,0.887243,1
451,1785327040851199851,377672,153549,0.886127,1
452,1785327040851579223,391622,160545,0.881344,1
453,1785327040851972455,378572,155310,0.884920,1
454,1785327040852352517,379473,155265,0.884951,1
455,1785327040852733470,377642,153980,0.885831,1
456,1785327040853113002,380032,155375,0.884875,1
457,1785327040853494784,378552,155571,0.884741,1
458,1785327040853874716,377532,154436,0.885519,1
459,1785327040854253828,378172,154802,0.885268,1
460,1785327040854633630,379412,154288,0.885620,1
461,1785327040855014772,377522,155763,0.884610,1
462,1785327040855393664,376782,154429,0.885523,1
463,1785327040855771786,380222,157034,0.883740,1
464,1785327040856158278,379412,153850,0.885920,1
465,1785327040856539460,378543,154125,0.885732,1
466,1785327040856919383,384462,156180,0.884324,1
467,1785327040857305185,382882,155345,0.884896,1
468,1785327040857689587,377942,154230,0.885660,1
469,1785327040858068899,377262,154266,0.885635,1
470,1785327040858447531,377962,154222,0.885665,1
471,1785327040858827033,379792,153657,0.886053,1
472,1785327040859208215,388782,159402,0.882123,1
473,1785327040859598697,383342,156898,0.883833,1
474,1785327040859983769,380072,156293,0.884247,1
475,1785327040860365321,378712,154749,0.885304,1
476,1785327040860745513,377602,154904,0.885198,1
477,1785327040861124835,376912,154020,0.885804,1
478,1785327040861503667,376883,154375,0.885560,1
479,1785327040861881930,374102,154990,0.885139,1
480,1785327040862257292,376152,154236,0.885656,1
481,1785327040862634764,375132,152291,0.886991,1
482,1785327040863011266,378592,154177,0.885696,1
483,1785327040863391328,378492,154602,0.885405,1
484,1785327040863771490,372292,150138,0.888471,1
485,1785327040864145132,390632,157424,0.883473,1
