count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785838181490004296,385142,157187,0.883635,1
51,1785838181490392738,383212,158465,0.882762,1
52,1785838181490778120,384092,160862,0.881128,1
53,1785838181491163892,381122,156000,0.884447,1
54,1785838181491546744,380602,155928,0.884497,1
55,1785838181491929546,381782,157375,0.883507,1
56,1785838181492313248,379872,156733,0.883946,1
57,1785838181492694760,378592,154940,0.885173,1
58,1785838181493074872,382592,157808,0.883211,1
59,1785838181493460054,380522,156846,0.883869,1
60,1785838181493842346,383522,156813,0.883891,1
61,1785838181494228098,385493,159181,0.882274,1
62,1785838181494615321,384662,157668,0.883307,1
63,1785838181495001673,384752,157525,0.883404,1
64,1785838181495388055,390782,159163,0.882286,1
65,1785838181495780377,385692,160610,0.881299,1
66,1785838181496167899,380032,155448,0.884825,1
67,1785838181496550431,380722,156265,0.884266,1
68,1785838181496933013,381652,156023,0.884432,1
69,1785838181497316425,382592,157451,0.883455,1
70,1785838181497700887,378712,156618,0.884024,1
71,1785838181498081259,382082,157196,0.883629,1
72,1785838181498465171,381223,157634,0.883330,1
73,1785838181498848034,384922,157040,0.883736,1
74,1785838181499234566,381852,157698,0.883286,1
75,1785838181499627168,394582,167035,0.876936,1
76,1785838181500023520,386122,157533,0.883399,1
77,1785838181500411212,388452,160760,0.881197,1
78,1785838181500801304,385222,158467,0.882761,1
79,1785838181501188026,383352,158975,0.882414,1
80,1785838181501572889,390152,160002,0.881714,1
81,1785838181501964941,384152,156249,0.884277,1
82,1785838181502351013,384312,158267,0.882897,1
83,1785838181502737805,380872,156174,0.884328,1
84,1785838181503120397,384392,157052,0.883728,1
85,1785838181503506369,378942,156439,0.884147,1
86,1785838181503887581,377602,155057,0.885093,1
87,1785838181504266933,378762,155605,0.884718,1
88,1785838181504647925,377212,155312,0.884918,1
89,1785838181505026567,379103,154710,0.885331,1
90,1785838181505407620,378892,155557,0.884751,1
91,1785838181505788572,386212,161694,0.880561,1
92,1785838181506176384,380042,155552,0.884754,1
93,1785838181506557826,379732,157270,0.883579,1
94,1785838181506939218,378462,156458,0.884134,1
95,1785838181507319450,380632,156195,0.884314,1
96,1785838181507701542,389882,158913,0.882456,1
97,1785838181508093014,393672,157451,0.883455,1
98,1785838181508488316,388363,157068,0.883717,1
99,1785838181508878519,389482,160844,0.881140,1
100,1785838181509269831,381542,156872,0.883851,1
101,1785838181509652853,396472,167779,0.876433,1
102,1785838181510051035,385132,159097,0.882331,1
103,1785838181510438647,387922,157514,0.883412,1
104,1785838181510828319,386392,158232,0.882921,1
105,1785838181511221661,384033,157249,0.883593,1
106,1785838181511607924,382502,156036,0.884423,1
107,1785838181511992186,383072,158593,0.882675,1
108,1785838181512376938,393022,168770,0.875763,1
109,1785838181512771590,388942,165488,0.877984,1
110,1785838181513162122,381412,157706,0.883281,1
111,1785838181513545174,381572,157843,0.883187,1
112,1785838181513928666,390002,160121,0.881633,1
113,1785838181514320178,381682,156258,0.884271,1
114,1785838181514703660,379922,155266,0.884950,1
115,1785838181515087472,383352,158134,0.882988,1
116,1785838181515472334,382492,155621,0.884707,1
117,1785838181515856236,384722,155899,0.884516,1
118,1785838181516242598,386823,160486,0.881384,1
119,1785838181516631061,379442,157243,0.883597,1
120,1785838181517012113,382502,158521,0.882724,1
121,1785838181517396415,396052,170578,0.874542,1
122,1785838181517794397,382182,157976,0.883096,1
123,1785838181518178339,383992,158213,0.882934,1
124,1785838181518564051,381232,155671,0.884673,1
125,1785838181518947093,382742,158108,0.883006,1
126,1785838181519331725,379053,156426,0.884156,1
127,1785838181519714748,377182,153913,0.885877,1
128,1785838181520093570,389202,160280,0.881524,1
129,1785838181520484622,377932,155848,0.884551,1
130,1785838181520864484,387092,155886,0.884525,1
131,1785838181521253406,381392,157243,0.883597,1
132,1785838181521636778,380822,157321,0.883544,1
133,1785838181522019590,380282,156798,0.883901,1
134,1785838181522401602,380162,156986,0.883773,1
135,1785838181522783714,380012,156384,0.884185,1
136,1785838181523165226,382633,158701,0.882601,1
137,1785838181523549339,380872,157438,0.883464,1
138,1785838181523931811,378962,156546,0.884074,1
139,1785838181524312223,380182,156474,0.884123,1
140,1785838181524693925,378362,155021,0.885118,1
141,1785838181525073837,396632,170369,0.874683,1
142,1785838181525472019,377922,155236,0.884970,1
143,1785838181525858591,380822,155534,0.884766,1
144,1785838181526241243,387482,159921,0.881769,1
145,1785838181526630365,377133,155379,0.884873,1
146,1785838181527009298,378452,155066,0.885087,1
147,1785838181527389250,379712,156803,0.883898,1
148,1785838181527770492,384122,160841,0.881142,1
149,1785838181528156074,377582,157099,0.883696,1
150,1785838181528535576,373872,156406,0.884170,1
151,1785838181528911308,376872,157534,0.883398,1
152,1785838181529289720,372062,154882,0.885213,1
