count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,163192,500,163692,0.879542,0
51,164643,559,165202,0.878557,1
52,163523,520,164043,0.879318,1
53,165134,550,165684,0.878224,1
54,165305,540,165845,0.878108,1
55,167514,520,168034,0.876612,1
56,164945,480,165425,0.878352,1
57,166405,550,166955,0.877363,1
58,169686,520,170206,0.875144,1
59,164996,540,165536,0.878318,1
60,167887,510,168397,0.876359,1
61,165146,590,165736,0.878216,1
62,165047,640,165687,0.878283,1
63,164627,590,165217,0.878568,1
64,164788,560,165348,0.878459,1
65,163609,540,164149,0.879259,1
66,164579,530,165109,0.878601,1
67,164150,520,164670,0.878892,1
68,164860,490,165350,0.878410,1
69,164910,540,165450,0.878376,1
70,162821,470,163291,0.879795,1
71,175411,580,175991,0.871290,1
72,164282,500,164782,0.878802,1
73,164713,610,165323,0.878510,1
74,176543,540,177083,0.870530,1
75,164853,530,165383,0.878415,1
76,170703,550,171253,0.874458,1
77,163804,590,164394,0.879127,1
78,164684,550,165234,0.878529,1
79,167225,590,167815,0.876807,1
80,165456,550,166006,0.878006,1
81,165396,560,165956,0.878046,1
82,164346,560,164906,0.878759,1
83,164527,530,165057,0.878636,1
84,163297,510,163807,0.879471,1
85,161758,520,162278,0.880518,1
86,163419,670,164089,0.879388,1
87,163769,550,164319,0.879150,1
88,165350,540,165890,0.878078,1
89,166891,570,167461,0.877033,1
90,168220,510,168730,0.876134,1
91,165131,560,165691,0.878226,1
92,162981,590,163571,0.879686,1
93,161452,540,161992,0.880726,1
94,162623,500,163123,0.879929,1
95,163004,540,163544,0.879670,1
96,164504,510,165014,0.878651,1
97,163095,490,163585,0.879608,1
98,162776,510,163286,0.879825,1
99,163835,620,164455,0.879106,1
100,163786,540,164326,0.879139,1
101,162307,570,162877,0.880144,1
102,163158,549,163707,0.879566,1
103,163488,560,164048,0.879341,1
104,164629,510,165139,0.878567,1
105,164810,510,165320,0.878444,1
106,165710,490,166200,0.877834,1
107,181090,600,181690,0.867488,1
108,164441,500,164941,0.878694,1
109,164282,550,164832,0.878802,1
110,165241,510,165751,0.878152,1
111,163602,510,164112,0.879264,1
112,163943,550,164493,0.879032,1
113,162903,540,163443,0.879739,1
114,163834,560,164394,0.879106,1
115,164755,550,165305,0.878481,1
116,164465,510,164975,0.878678,1
117,162546,540,163086,0.879982,1
118,164086,520,164606,0.878935,1
119,166327,609,166936,0.877415,1
120,163457,530,163987,0.879362,1
121,174218,510,174728,0.872091,1
122,167748,560,168308,0.876454,1
123,162869,480,163349,0.879762,1
124,163000,470,163470,0.879673,1
125,161131,550,161681,0.880944,1
126,163100,510,163610,0.879605,1
127,163651,570,164221,0.879231,1
128,163082,570,163652,0.879617,1
129,162733,520,163253,0.879854,1
130,163434,530,163964,0.879378,1
131,164054,560,164614,0.878957,1
132,165145,500,165645,0.878217,1
133,162936,510,163446,0.879716,1
134,163457,500,163957,0.879362,1
135,174477,510,174987,0.871917,1
136,162978,1150,164128,0.879688,1
137,177476,1470,178946,0.869905,1
138,178295,970,179265,0.869356,1
139,159733,720,160453,0.881897,1
140,158572,540,159112,0.882689,1
141,167170,660,167830,0.876845,1
142,163497,520,164017,0.879335,1
143,162186,650,162836,0.880226,1
144,159364,510,159874,0.882149,1
145,159763,500,160263,0.881877,1
146,159471,500,159971,0.882076,1
147,159090,500,159590,0.882336,1
148,158618,540,159158,0.882658,1
149,158236,460,158696,0.882919,1
150,161825,560,162385,0.880472,1
151,159943,480,160423,0.881754,1
152,164732,580,165312,0.878497,1
153,162079,550,162629,0.880299,1
154,159788,480,160268,0.881860,1
155,157136,500,157636,0.883670,1
156,158004,490,158494,0.883077,1
157,159713,510,160223,0.881911,1
158,159161,500,159661,0.882287,1
159,160600,540,161140,0.881306,1
160,158418,400,158818,0.882794,1
161,160797,580,161377,0.881172,1
162,161875,640,162515,0.880438,1
163,163904,560,164464,0.879059,1
164,161942,490,162432,0.880392,1
165,157199,480,157679,0.883627,1
166,158138,530,158668,0.882986,1
167,159326,530,159856,0.882175,1
168,160855,470,161325,0.881132,1
169,160453,460,160913,0.881406,1
170,158191,510,158701,0.882949,1
171,167130,470,167600,0.876872,1
172,158108,500,158608,0.883006,1
173,165217,700,165917,0.878168,1
174,165385,640,166025,0.878054,1
175,162743,520,163263,0.879848,1
176,168741,550,169291,0.875782,1
