count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785327054400032575,369402,145987,0.891335,1
51,1785327054400405487,367732,143963,0.892736,1
52,1785327054400775229,367212,144499,0.892365,1
53,1785327054401144171,366372,143325,0.893178,1
54,1785327054401511903,368222,143821,0.892834,1
55,1785327054401882295,384822,160206,0.881575,1
56,1785327054402268657,377753,144182,0.892584,1
57,1785327054402647960,369542,144116,0.892630,1
58,1785327054403019172,369702,144732,0.892203,1
59,1785327054403392334,369392,144458,0.892393,1
60,1785327054403764496,372892,143894,0.892784,1
61,1785327054404140268,370892,143929,0.892759,1
62,1785327054404513330,371482,142745,0.893580,1
63,1785327054404886402,377912,149951,0.888600,1
64,1785327054405266884,372422,144777,0.892172,1
65,1785327054405641366,373272,146322,0.891104,1
66,1785327054406016718,374452,146238,0.891162,1
67,1785327054406393380,371062,142544,0.893720,1
68,1785327054406766112,369822,143549,0.893023,1
69,1785327054407137494,372502,146285,0.891129,1
70,1785327054407511626,370492,142021,0.894082,1
71,1785327054407883508,375702,142647,0.893648,1
72,1785327054408260980,373582,145012,0.892010,1
73,1785327054408636402,370672,143088,0.893342,1
74,1785327054409008884,371872,143784,0.892860,1
75,1785327054409391397,371612,143628,0.892968,1
76,1785327054409764819,371582,143044,0.893373,1
77,1785327054410137911,369442,142050,0.894062,1
78,1785327054410509193,371582,141796,0.894239,1
79,1785327054410883315,377802,143631,0.892966,1
80,1785327054411262927,374062,146667,0.890865,1
81,1785327054411638389,372412,143223,0.893249,1
82,1785327054412012551,384492,152318,0.886972,1
83,1785327054412399323,372212,145604,0.891600,1
84,1785327054412773605,367512,142629,0.893661,1
85,1785327054413142857,369232,142725,0.893594,1
86,1785327054413513679,370192,142051,0.894062,1
87,1785327054413885301,373382,147247,0.890465,1
88,1785327054414260453,369332,143843,0.892819,1
89,1785327054414631215,381432,143649,0.892953,1
90,1785327054415014457,373242,144254,0.892534,1
91,1785327054415389849,372722,144390,0.892440,1
92,1785327054415763971,368053,141535,0.894420,1
93,1785327054416133374,381632,141920,0.894153,1
94,1785327054416516986,370722,142146,0.893996,1
95,1785327054416889948,376422,149071,0.889206,1
96,1785327054417269540,371562,146517,0.890969,1
97,1785327054417642752,371062,145703,0.891532,1
98,1785327054418015534,371932,145289,0.891818,1
99,1785327054418389016,370172,142794,0.893546,1
100,1785327054418760988,367152,142960,0.893431,1
101,1785327054419130420,367802,142276,0.893905,1
102,1785327054419500122,374462,147072,0.890585,1
103,1785327054419877004,370002,143898,0.892781,1
104,1785327054420248646,370142,143453,0.893089,1
105,1785327054420620288,371612,143149,0.893300,1
106,1785327054420993450,370072,142865,0.893497,1
107,1785327054421364912,371232,143571,0.893007,1
108,1785327054421737944,369062,143117,0.893322,1
109,1785327054422108536,367142,141732,0.894283,1
110,1785327054422477378,369312,141958,0.894126,1
111,1785327054422848130,369992,144264,0.892527,1
112,1785327054423219752,369482,143570,0.893008,1
113,1785327054423590744,371612,143916,0.892768,1
114,1785327054423964726,373193,147521,0.890275,1
115,1785327054424342079,369642,141566,0.894398,1
