count_index,s2r_ns,r2a_ns,total_ns,werner,inter_success_gap
50,171096,580,171676,0.874193,0
51,168167,690,168857,0.876170,1
52,166918,710,167628,0.877015,1
53,167290,640,167930,0.876763,1
54,167061,600,167661,0.876918,1
55,165763,610,166373,0.877798,1
56,163814,640,164454,0.879120,1
57,163856,540,164396,0.879091,1
58,166817,620,167437,0.877084,1
59,166239,590,166829,0.877475,1
60,165631,640,166271,0.877887,1
61,166402,620,167022,0.877365,1
62,165974,600,166574,0.877655,1
63,170135,610,170745,0.874841,1
64,164717,610,165327,0.878507,1
65,164748,570,165318,0.878486,1
66,167720,610,168330,0.876472,1
67,164641,600,165241,0.878559,1
68,164813,540,165353,0.878442,1
69,165684,590,166274,0.877851,1
70,164526,540,165066,0.878637,1
71,164758,580,165338,0.878479,1
72,166509,610,167119,0.877292,1
73,166461,570,167031,0.877325,1
74,166161,650,166811,0.877528,1
75,170662,650,171312,0.874485,1
76,165794,610,166404,0.877777,1
77,166085,690,166775,0.877579,1
78,164667,630,165297,0.878541,1
79,165988,610,166598,0.877645,1
80,164670,600,165270,0.878539,1
81,169871,610,170481,0.875019,1
82,168163,590,168753,0.876173,1
83,166514,670,167184,0.877289,1
84,164806,570,165376,0.878447,1
85,166537,640,167177,0.877273,1
86,165559,590,166149,0.877936,1
87,164480,640,165120,0.878668,1
88,164242,600,164842,0.878829,1
89,164933,570,165503,0.878360,1
90,167434,650,168084,0.876666,1
91,165716,670,166386,0.877829,1
92,164967,620,165587,0.878337,1
93,173658,590,174248,0.872467,1
94,165749,640,166389,0.877807,1
95,167061,600,167661,0.876918,1
96,164262,620,164882,0.878816,1
97,165793,590,166383,0.877777,1
98,167035,610,167645,0.876936,1
99,164466,630,165096,0.878677,1
100,164268,660,164928,0.878812,1
101,165449,630,166079,0.878010,1
102,163471,590,164061,0.879353,1
103,164052,670,164722,0.878958,1
104,165034,610,165644,0.878292,1
105,166445,620,167065,0.877336,1
106,164986,530,165516,0.878324,1
107,165768,560,166328,0.877794,1
108,169759,540,170299,0.875095,1
109,165330,640,165970,0.878091,1
110,164052,610,164662,0.878958,1
111,166673,590,167263,0.877181,1
112,166685,650,167335,0.877173,1
113,165706,620,166326,0.877836,1
114,167507,650,168157,0.876617,1
115,165038,650,165688,0.878289,1
116,164339,570,164909,0.878763,1
117,164811,600,165411,0.878443,1
118,164832,580,165412,0.878429,1
119,165794,660,166454,0.877777,1
120,165525,700,166225,0.877959,1
121,171846,610,172456,0.873687,1
122,174278,630,174908,0.872051,1
123,165969,620,166589,0.877658,1
124,166100,680,166780,0.877569,1
125,165912,630,166542,0.877697,1
126,166583,600,167183,0.877242,1
127,167385,620,168005,0.876699,1
128,164776,650,165426,0.878467,1
129,165756,620,166376,0.877802,1
130,167018,640,167658,0.876948,1
131,165379,580,165959,0.878058,1
132,164821,590,165411,0.878436,1
133,165902,640,166542,0.877703,1
134,165653,590,166243,0.877872,1
135,166045,590,166635,0.877606,1
136,164076,650,164726,0.878942,1
137,165068,660,165728,0.878269,1
138,165989,660,166649,0.877644,1
139,166601,590,167191,0.877230,1
140,165272,620,165892,0.878130,1
141,170193,670,170863,0.874802,1
142,165425,560,165985,0.878027,1
143,166706,680,167386,0.877159,1
144,163686,660,164346,0.879207,1
145,165058,550,165608,0.878276,1
146,167079,670,167749,0.876906,1
147,166191,680,166871,0.877508,1
148,164932,630,165562,0.878361,1
149,167033,650,167683,0.876937,1
150,166195,630,166825,0.877505,1
151,165566,580,166146,0.877931,1
152,163978,620,164598,0.879009,1
153,167599,600,168199,0.876554,1
154,167530,590,168120,0.876601,1
155,166432,600,167032,0.877344,1
156,165043,580,165623,0.878286,1
157,180864,640,181504,0.867639,1
158,165986,590,166576,0.877646,1
159,167397,620,168017,0.876691,1
160,164798,650,165448,0.878452,1
161,168530,650,169180,0.875925,1
162,168351,690,169041,0.876046,1
163,165192,640,165832,0.878185,1
164,170283,600,170883,0.874741,1
165,166625,610,167235,0.877214,1
166,166116,590,166706,0.877558,1
167,167308,710,168018,0.876751,1
168,166039,670,166709,0.877611,1
169,165780,600,166380,0.877786,1
170,168212,630,168842,0.876140,1
171,173143,580,173723,0.872814,1
172,167414,600,168014,0.876679,1
173,166986,670,167656,0.876969,1
174,173077,630,173707,0.872858,1
175,167187,620,167807,0.876833,1
176,167168,640,167808,0.876846,1
177,165850,580,166430,0.877739,1
178,168561,610,169171,0.875904,1
179,162192,550,162742,0.880222,1
180,162224,580,162804,0.880201,1
181,162435,530,162965,0.880057,1
182,161517,480,161997,0.880682,1
183,160728,560,161288,0.881219,1
184,158780,540,159320,0.882547,1
185,164561,490,165051,0.878613,1
186,161813,560,162373,0.880480,1
187,161064,500,161564,0.880990,1
188,161555,640,162195,0.880656,1
189,169186,810,169996,0.875481,1
190,192617,610,193227,0.859838,1
191,167278,520,167798,0.876772,1
192,164790,600,165390,0.878457,1
193,167311,550,167861,0.876749,1
194,167813,550,168363,0.876410,1
195,165994,560,166554,0.877641,1
196,166295,630,166925,0.877437,1
197,164907,590,165497,0.878378,1
198,164628,650,165278,0.878567,1
199,165750,600,166350,0.877806,1
200,161731,590,162321,0.880536,1
201,162662,520,163182,0.879903,1
202,161303,530,161833,0.880827,1
203,160935,480,161415,0.881078,1
204,162096,550,162646,0.880288,1
205,161978,490,162468,0.880368,1
206,159780,460,160240,0.881865,1
