count_idx,delay_ns,ts_r1_ns,ts_r1_on_r2_ns,ts_r2_ns,ts_r2_on_r1_ns,r2_recv_r1_msg_ns,r2_recv_r1_msg_on_r1_ns,bits_r1,bits_r2_local,bits_final,w14,w56,w_final_raw
1,369512,1782988966718018758,1782988966718018758,1782988966718440628,1782988966718440628,1782988966718388270,1782988966718388270,3,1,2,1.000000000000,1.000000000000,1.000000000000
2,232431,1782988966718155929,1782988966718155929,1782988966718482308,1782988966718482308,1782988966718388360,1782988966718388360,1,0,1,1.000000000000,1.000000000000,1.000000000000
3,215519,1782988966718271509,1782988966718271509,1782988966718515117,1782988966718515117,1782988966718487028,1782988966718487028,0,1,1,1.000000000000,1.000000000000,1.000000000000
4,184846,1782988966718391970,1782988966718391970,1782988966718595505,1782988966718595505,1782988966718576816,1782988966718576816,1,0,1,1.000000000000,1.000000000000,1.000000000000
5,230621,1782988966718508371,1782988966718508371,1782988966718757532,1782988966718757532,1782988966718738992,1782988966718738992,0,0,0,1.000000000000,1.000000000000,1.000000000000
6,183799,1782988966718621862,1782988966718621862,1782988966718816021,1782988966718816021,1782988966718805661,1782988966718805661,3,2,1,1.000000000000,1.000000000000,1.000000000000
7,192335,1782988966718743653,1782988966718743653,1782988966718951948,1782988966718951948,1782988966718935988,1782988966718935988,3,2,1,1.000000000000,1.000000000000,1.000000000000
8,188962,1782988966718863254,1782988966718863254,1782988966719068555,1782988966719068555,1782988966719052216,1782988966719052216,0,3,3,1.000000000000,1.000000000000,1.000000000000
9,188939,1782988966718984154,1782988966718984154,1782988966719189893,1782988966719189893,1782988966719173093,1782988966719173093,1,3,2,1.000000000000,1.000000000000,1.000000000000
10,189436,1782988966719102825,1782988966719102825,1782988966719308120,1782988966719308120,1782988966719292261,1782988966719292261,0,0,0,1.000000000000,1.000000000000,1.000000000000
11,188972,1782988966719223236,1782988966719223236,1782988966719428798,1782988966719428798,1782988966719412208,1782988966719412208,3,0,3,1.000000000000,1.000000000000,1.000000000000
12,188840,1782988966719342316,1782988966719342316,1782988966719547165,1782988966719547165,1782988966719531156,1782988966719531156,0,2,2,1.000000000000,1.000000000000,1.000000000000
13,189485,1782988966719458648,1782988966719458648,1782988966719664913,1782988966719664913,1782988966719648133,1782988966719648133,3,0,3,1.000000000000,1.000000000000,1.000000000000
14,188192,1782988966719575399,1782988966719575399,1782988966719778470,1782988966719778470,1782988966719763591,1782988966719763591,0,3,3,1.000000000000,1.000000000000,1.000000000000
15,189679,1782988966719691249,1782988966719691249,1782988966719895988,1782988966719895988,1782988966719880928,1782988966719880928,3,3,0,1.000000000000,1.000000000000,1.000000000000
16,186216,1782988966719814960,1782988966719814960,1782988966720015665,1782988966720015665,1782988966720001176,1782988966720001176,0,3,3,1.000000000000,1.000000000000,1.000000000000
17,188593,1782988966719933710,1782988966719933710,1782988966720136693,1782988966720136693,1782988966720122303,1782988966720122303,1,1,0,1.000000000000,1.000000000000,1.000000000000
18,187340,1782988966720054331,1782988966720054331,1782988966720256910,1782988966720256910,1782988966720241671,1782988966720241671,1,0,1,1.000000000000,1.000000000000,1.000000000000
19,186496,1782988966720173022,1782988966720173022,1782988966720374168,1782988966720374168,1782988966720359518,1782988966720359518,0,3,3,1.000000000000,1.000000000000,1.000000000000
20,186894,1782988966720291792,1782988966720291792,1782988966720493185,1782988966720493185,1782988966720478686,1782988966720478686,1,1,0,1.000000000000,1.000000000000,1.000000000000
21,189929,1782988966720410674,1782988966720410674,1782988966720615913,1782988966720615913,1782988966720600603,1782988966720600603,0,0,0,1.000000000000,1.000000000000,1.000000000000
22,187656,1782988966720529505,1782988966720529505,1782988966720731770,1782988966720731770,1782988966720717161,1782988966720717161,1,2,3,1.000000000000,1.000000000000,1.000000000000
23,188193,1782988966720652275,1782988966720652275,1782988966720855348,1782988966720855348,1782988966720840468,1782988966720840468,1,3,2,1.000000000000,1.000000000000,1.000000000000
24,188320,1782988966720772196,1782988966720772196,1782988966720975205,1782988966720975205,1782988966720960516,1782988966720960516,3,2,1,1.000000000000,1.000000000000,1.000000000000
25,187756,1782988966720892247,1782988966720892247,1782988966721094553,1782988966721094553,1782988966721080003,1782988966721080003,1,1,0,1.000000000000,1.000000000000,1.000000000000
