sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,clock_offset_mean_ns,clock_sync_path_delay_mean_ns
1,1780563798139693276,1780563802976612284,1780563802976612484,1780563798139996760,4836919008,-4836615724,-4836767366,151642,-4836736964,120272
2,1780563798140001890,1780563802976894224,1780563802976894324,1780563798140243825,4836892334,-4836650499,-4836771416,120917,-4836736964,120272
3,1780563798140249745,1780563802977131624,1780563802977131724,1780563798140530420,4836881879,-4836601304,-4836741591,140287,-4836736964,120272
4,1780563798140535859,1780563802977414664,1780563802977414774,1780563798140828854,4836878805,-4836585920,-4836732362,146442,-4836736964,120272
5,1780563798140834853,1780563802977725034,1780563802977725094,1780563798141164217,4836890181,-4836560877,-4836725529,164652,-4836736964,120272
6,1780563798141169767,1780563802978025825,1780563802978025855,1780563798141389123,4836856058,-4836636732,-4836746395,109663,-4836736964,120272
7,1780563798141394522,1780563802978227655,1780563802978227685,1780563798141584429,4836833133,-4836643256,-4836738194,94938,-4836736964,120272
8,1780563798141589669,1780563802978436765,1780563802978436795,1780563798141790065,4836847096,-4836646730,-4836746913,100183,-4836736964,120272
9,1780563798141795674,1780563802978675645,1780563802978675725,1780563798142091060,4836879971,-4836584665,-4836732318,147653,-4836736964,120272
10,1780563798142102119,1780563802978898485,1780563802978898515,1780563798142293076,4836796366,-4836605439,-4836700902,95463,-4836736964,120272
11,1780563798142300255,1780563802979126085,1780563802979126115,1780563798142493192,4836825830,-4836632923,-4836729376,96453,-4836736964,120272
12,1780563798142498962,1780563802979384875,1780563802979384955,1780563798142720107,4836885913,-4836664848,-4836775380,110532,-4836736964,120272
13,1780563798142725827,1780563802979604996,1780563802979605026,1780563798143003082,4836879169,-4836601944,-4836740556,138612,-4836736964,120272
14,1780563798143008701,1780563802979891656,1780563802979891736,1780563798143305346,4836882955,-4836586390,-4836734672,148282,-4836736964,120272
15,1780563798143311015,1780563802980186126,1780563802980186206,1780563798143599060,4836875111,-4836587146,-4836731128,143982,-4836736964,120272
16,1780563798143604580,1780563802980408336,1780563802980408356,1780563798143820575,4836803756,-4836587781,-4836695768,107987,-4836736964,120272
17,1780563798143826275,1780563802980714176,1780563802980714256,1780563798144125249,4836887901,-4836589007,-4836738454,149447,-4836736964,120272
