count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,10247,5464,11885
2,3587,2566,4283
3,2332,2603,2812
4,2490,2186,2825
5,2101,2100,2430
6,2047,6928,2379
7,2155,2399,2515
8,2181,2023,2529
9,2081,2058,2441
10,2644,3139,3262
11,2942,3081,3552
12,3991,3394,4476
13,2127,2119,2493
14,1942,1993,2287
15,1942,2035,2287
16,2139,2091,2485
17,18822,2924,20386
18,2396,2146,3038
19,2371,2184,2963
20,2505,2352,2956
21,2181,2299,2546
22,2189,4192,2534
23,2267,2074,2611
24,2146,2934,2552
25,2246,2107,2620
26,2431,2177,2775
27,2158,2393,2742
28,2380,2347,3087
29,2228,2222,2790
30,2289,2089,2805
31,2228,2255,2742
32,2255,2173,2744
33,2008,2137,2556
34,2077,2103,2686
35,1982,2208,2340
36,1927,2041,2273
37,2846,2264,3225
38,2053,3234,2395
39,2065,2018,2671
40,1996,2108,2342
41,2050,2048,2394
42,2076,2018,2427
43,1974,2166,2338
44,1908,1992,2252
45,1965,2060,2311
46,1940,2042,2300
47,2039,2035,2419
48,2085,2007,2430
49,2157,8198,2610
50,2116,2748,2458
51,2165,2157,2509
52,1987,2099,2346
53,2064,2322,2408
54,2018,2043,2359
55,1967,1996,2312
56,1949,2076,2293
57,1952,2002,2299
58,2008,2020,2357
59,1986,2590,2338
60,2110,2329,2461
61,1960,2041,2307
62,4610,2348,4958
63,1977,2162,2325
64,1986,2519,2330
65,1976,2036,2343
66,1963,2295,2304
67,2073,2036,2418
68,1940,1961,2286
69,1931,1976,2278
70,1944,1979,2303
71,1956,1982,2300
72,1975,1977,2373
73,1915,2015,2282
74,1921,4334,2271
75,1965,2025,2310
76,1957,2011,2325
77,1950,2010,2297
78,2008,1994,2360
79,2067,3221,2418
80,2413,2045,2779
81,1999,2010,2371
82,89686,3489,92486
83,2801,2477,3862
84,2350,2166,3147
85,2392,2095,2930
86,2130,2028,2494
87,4633,2129,5028
88,2034,1977,2410
89,1987,2003,2435
90,1983,5277,2328
91,1963,2043,2306
92,1964,1973,2328
93,2099,2073,2467
94,2074,1994,2425
95,1924,3446,2273
96,1974,2053,2324
97,1974,2122,2317
98,1953,2093,2298
99,1899,3759,2249
100,2099,2058,2466
101,1947,2028,2336
102,1932,1972,2279
103,1941,1990,2289
104,1918,1974,2263
105,1926,2004,2272
106,690795,7357,699021
107,3511,3152,4467
108,2956,2877,3548
109,2980,3032,3586
110,2871,2996,3385
111,3001,4210,3552
112,3977,3420,4575
113,3153,2943,3846
114,3341,3002,3928
115,2913,2993,3416
116,3255,3837,3754
117,2256,2162,2621
118,2192,3095,2757
119,2916,2056,3324
120,1960,2133,2316
121,2011,2026,2355
122,1969,1980,2312
123,1909,1976,2258
124,1963,2703,2310
125,2467,3367,3034
126,3109,3263,3631
127,2850,3563,3433
128,3109,3807,3589
129,3680,3255,4330
130,3581,2968,4125
131,3253,3075,3799
132,3294,2391,4087
133,2266,3402,2810
134,3297,3045,3820
135,421310,6773,427285
136,3487,3416,4288
137,4799,3981,5328
138,3700,3163,4480
139,3888,3454,4491
140,3042,3254,3710
141,3163,3269,3680
142,2976,3079,3557
143,2888,3242,3453
144,3175,3162,3704
145,3116,3219,3731
146,3163,3027,3705
