count_idx,delay_ns,delay_center_ns,delay_centered_ns,clock_offset_ns,clock_sync_path_delay_ns,loop_gap_ns,recv_block_ns
51,131034,0,131034,0,0,117818,118021
52,231175,0,231175,0,0,127894,286081
53,141306,0,141306,0,0,293429,124306
54,316821,0,316821,0,0,141473,339559
55,225535,0,225535,0,0,353541,73453
56,206053,0,206053,0,0,81250,176152
57,232352,0,232352,0,0,186141,207541
58,222393,0,222393,0,0,215693,197076
59,243267,0,243267,0,0,206799,172841
60,160791,0,160791,0,0,182415,130835
61,229190,0,229190,0,0,136609,218039
62,259032,0,259032,0,0,227126,231746
63,215592,0,215592,0,0,240567,128376
64,187162,0,187162,0,0,136658,172365
65,188560,0,188560,0,0,179655,167660
66,152466,0,152466,0,0,177313,118740
67,168933,0,168933,0,0,126640,146724
68,195368,0,195368,0,0,154952,171431
69,204589,0,204589,0,0,180487,173184
70,183276,0,183276,0,0,180370,161172
71,157443,0,157443,0,0,168453,133969
72,158915,0,158915,0,0,142646,151537
73,278889,0,278889,0,0,158438,271543
74,200459,0,200459,0,0,280174,168355
75,152352,0,152352,0,0,177504,119997
76,125269,0,125269,0,0,130642,127029
77,275603,0,275603,0,0,134951,306761
78,209041,0,209041,0,0,315853,186303
79,183324,0,183324,0,0,194073,149970
80,198768,0,198768,0,0,158546,167742
81,177489,0,177489,0,0,173673,160752
82,120589,0,120589,0,0,168979,101092
83,180964,0,180964,0,0,107125,245076
84,157750,0,157750,0,0,255688,122875
85,161327,0,161327,0,0,130447,139996
86,135379,0,135379,0,0,148285,119353
87,138820,0,138820,0,0,128248,156252
88,282498,0,282498,0,0,162498,310831
89,149651,0,149651,0,0,318457,73478
90,188694,0,188694,0,0,79283,298830
91,205418,0,205418,0,0,307129,183405
92,185467,0,185467,0,0,192180,154392
93,117921,0,117921,0,0,162510,96868
94,147373,0,147373,0,0,101115,182102
95,270321,0,270321,0,0,188623,267629
96,194942,0,194942,0,0,273967,135230
97,189439,0,189439,0,0,140877,177928
98,176477,0,176477,0,0,186208,157835
99,225163,0,225163,0,0,164753,244081
100,391941,0,391941,0,0,253577,370111
101,221531,0,221531,0,0,378827,3983
102,234208,0,234208,0,0,6453,287932
103,197026,0,197026,0,0,297535,163385
104,189220,0,189220,0,0,171703,174365
105,198755,0,198755,0,0,182311,179559
106,186558,0,186558,0,0,187374,166939
107,143288,0,143288,0,0,172824,124750
108,123925,0,123925,0,0,130433,116386
109,286963,0,286963,0,0,123639,314314
110,184207,0,184207,0,0,322311,142893
111,184377,0,184377,0,0,152312,161890
112,256559,0,256559,0,0,169953,233244
113,152597,0,152597,0,0,241686,44709
114,130092,0,130092,0,0,49301,119836
115,188610,0,188610,0,0,127815,227090
116,170309,0,170309,0,0,235881,156860
117,161382,0,161382,0,0,162183,161015
118,148515,0,148515,0,0,170207,150955
119,149306,0,149306,0,0,158855,145181
120,199173,0,199173,0,0,153184,185457
121,160874,0,160874,0,0,190946,116693
122,152185,0,152185,0,0,123392,132028
123,175647,0,175647,0,0,142309,174528
124,155192,0,155192,0,0,183184,133571
125,195313,0,195313,0,0,142122,205386
126,166114,0,166114,0,0,213640,140547
127,143818,0,143818,0,0,147132,140109
128,165501,0,165501,0,0,148732,188177
129,155662,0,155662,0,0,194762,144129
130,184228,0,184228,0,0,151956,176712
131,155577,0,155577,0,0,183562,149142
132,153960,0,153960,0,0,158538,152705
133,144944,0,144944,0,0,161005,130728
134,179861,0,179861,0,0,137899,186446
135,148350,0,148350,0,0,195059,125757
136,207265,0,207265,0,0,132668,190390
137,152412,0,152412,0,0,200357,126502
138,133345,0,133345,0,0,133437,118866
139,160660,0,160660,0,0,128198,174105
140,197469,0,197469,0,0,183137,178703
141,148592,0,148592,0,0,185704,130265
142,179392,0,179392,0,0,138909,180688
143,170243,0,170243,0,0,189501,141379
144,208416,0,208416,0,0,149088,187740
145,192457,0,192457,0,0,196054,174102
146,199254,0,199254,0,0,180981,185376
147,193024,0,193024,0,0,193745,172344
148,228456,0,228456,0,0,182549,251338
149,203183,0,203183,0,0,259831,178782
150,184654,0,184654,0,0,185923,166848
151,139636,0,139636,0,0,174857,111994
152,200356,0,200356,0,0,121056,219147
153,194503,0,194503,0,0,226202,174088
154,206800,0,206800,0,0,182079,183399
155,165908,0,165908,0,0,191896,143032
156,138978,0,138978,0,0,150522,126688
157,196213,0,196213,0,0,134299,220184
158,140399,0,140399,0,0,228890,110724
159,150096,0,150096,0,0,119293,166783
160,159306,0,159306,0,0,174919,173283
161,242877,0,242877,0,0,179295,233591
162,200353,0,200353,0,0,243326,133284
163,169797,0,169797,0,0,141546,148536
164,181733,0,181733,0,0,158610,174841
165,163931,0,163931,0,0,182519,149403
166,203878,0,203878,0,0,157283,189748
167,174495,0,174495,0,0,196176,152554
168,142214,0,142214,0,0,162347,111524
169,176257,0,176257,0,0,118594,189174
170,168681,0,168681,0,0,198768,144852
171,196923,0,196923,0,0,152057,178025
172,157831,0,157831,0,0,187033,122273
173,200802,0,200802,0,0,147416,222701
174,185547,0,185547,0,0,232185,147471
175,130473,0,130473,0,0,154159,109085
176,137439,0,137439,0,0,114162,167851
177,160150,0,160150,0,0,175332,179712
178,164310,0,164310,0,0,187212,153155
179,168334,0,168334,0,0,160070,156752
180,126520,0,126520,0,0,163683,106967
181,158033,0,158033,0,0,115169,181094
182,317066,0,317066,0,0,189637,301587
183,193867,0,193867,0,0,308826,166300
184,170428,0,170428,0,0,174049,144914
185,180282,0,180282,0,0,154775,161359
186,211850,0,211850,0,0,167259,190785
187,199592,0,199592,0,0,199810,165443
188,228101,0,228101,0,0,175549,205427
189,237429,0,237429,0,0,218315,194618
190,220338,0,220338,0,0,206180,180309
191,237350,0,237350,0,0,189273,207682
192,215591,0,215591,0,0,215627,154302
193,188933,0,188933,0,0,163265,161940
194,150916,0,150916,0,0,168480,133531
195,126769,0,126769,0,0,143581,117938
196,317076,0,317076,0,0,143381,339021
197,236027,0,236027,0,0,348491,183434
198,232085,0,232085,0,0,192852,222820
199,201027,0,201027,0,0,230566,180435
200,183467,0,183467,0,0,188841,162227
201,173352,0,173352,0,0,169530,154580
202,203239,0,203239,0,0,164777,179513
203,188856,0,188856,0,0,187872,166388
204,147340,0,147340,0,0,177413,119988
205,258458,0,258458,0,0,126960,275776
206,144055,0,144055,0,0,285360,114675
207,185616,0,185616,0,0,122196,206048
208,175209,0,175209,0,0,212583,160622
209,183673,0,183673,0,0,169172,169249
210,254180,0,254180,0,0,177795,230575
211,205107,0,205107,0,0,239973,128195
212,250358,0,250358,0,0,137000,230890
213,200476,0,200476,0,0,238922,142716
214,250683,0,250683,0,0,151180,283705
215,347407,0,347407,0,0,303866,268308
216,191982,0,191982,0,0,277001,109834
217,143953,0,143953,0,0,117102,124022
218,309255,0,309255,0,0,128988,306347
219,172296,0,172296,0,0,314584,3739
220,135541,0,135541,0,0,7605,107795
221,178103,0,178103,0,0,114924,191783
222,151987,0,151987,0,0,202686,118776
223,170327,0,170327,0,0,127370,182555
224,167455,0,167455,0,0,189360,145287
225,146976,0,146976,0,0,153019,133141
226,230293,0,230293,0,0,139591,223679
227,172160,0,172160,0,0,233773,98833
228,173237,0,173237,0,0,108165,151128
229,172890,0,172890,0,0,159268,158454
230,155782,0,155782,0,0,166036,144513
231,167416,0,167416,0,0,151676,151673
232,143996,0,143996,0,0,160971,122599
233,180031,0,180031,0,0,130263,181185
234,154732,0,154732,0,0,188900,126914
