count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,8009,5806,9635
2,3572,2383,4300
3,2276,2598,2819
4,2253,2311,2632
5,1967,2190,2316
6,2108,2153,2428
7,2014,2265,2340
8,2895,2222,3204
9,1982,2241,2334
10,1921,2223,2285
11,2149,2007,2492
12,2106,2075,2457
13,2493,2230,2850
14,2099,2188,2453
15,1955,2088,2333
16,1997,2280,2350
17,1939,2683,2279
18,2113,2104,2457
19,2090,1996,2431
20,2125,2024,2487
21,2193,2214,2538
22,2267,2001,2684
23,2554,1995,2912
24,2356,2097,2701
25,1946,4252,2401
26,2334,4687,2699
27,2295,2276,2747
28,2212,2226,2845
29,2075,2213,2573
30,2109,2163,2564
31,2054,2112,2582
32,2238,2322,2700
33,2062,2067,2580
34,2143,2049,2931
35,1973,2138,2315
36,2011,2014,2354
37,3195,2795,3551
38,2386,2540,2725
39,2861,2894,3574
40,2224,2052,2566
41,2009,2036,2362
42,1987,2524,2338
43,2128,1993,2481
44,2097,2124,2460
45,2092,3494,2715
46,3400,3443,3920
47,2814,2913,3466
48,3120,3281,3711
49,3444,3687,3980
50,3338,3166,3900
51,3180,3191,3674
52,3262,3172,3777
53,2905,3603,3429
54,3190,3788,3862
55,3239,3116,3800
56,3091,39525,3541
57,6442,3472,7602
58,3306,2989,4108
59,2998,3241,3540
60,3121,3486,3605
61,2898,2984,3503
62,4097,3641,4796
63,3439,3316,4087
64,4249,3619,4968
65,3188,3402,3872
66,3280,3451,3972
67,3129,3253,3809
68,2932,3210,3534
69,3188,3011,3823
70,3126,2989,3740
71,2917,3070,3641
72,2958,3119,3640
73,3581,2378,4311
74,2193,4689,2557
75,237038,90551,298770
76,4648,2426,5401
77,5699,2294,6170
78,2205,2202,2587
79,2076,2108,2433
80,2080,2070,2440
81,2070,2138,2509
82,2191,2069,2551
83,2219,2025,2578
84,2003,1999,2365
85,1964,2188,2340
86,1940,1974,2301
87,2731,2208,3089
88,2056,2141,2401
89,2073,2163,2417
90,2098,9045,2444
91,2287,2305,2637
92,1976,2033,2338
93,3948,2048,4323
94,2003,2098,2387
95,1923,2077,2272
96,1922,2087,2271
97,1916,2117,2262
98,2056,2006,2405
99,1950,3172,2295
100,2796,2107,3138
101,2763,2774,3109
102,1972,1998,2319
103,1972,2055,2318
104,1928,1996,2300
105,2014,2024,2468
106,2009,1985,2355
107,256954,5578,261871
108,3647,3404,4538
109,5256,3784,6120
110,2969,2773,3474
111,3088,2930,3588
112,3383,3495,3921
113,3216,3541,3921
114,3135,3222,3724
115,2964,3207,3502
116,3277,3223,3945
117,2979,3129,4086
118,2906,3023,3441
119,3355,3996,4065
120,2985,3477,3614
121,3301,3503,3844
122,3054,2798,3593
123,3000,3316,3616
124,4450,3584,5128
125,3738,3747,4432
126,3268,3150,3961
127,126450,131553,177176
128,6320,3695,7527
129,3483,3150,4022
130,3551,3269,4050
131,3705,3588,4318
132,3180,3491,3810
133,3206,3178,3926
134,3201,3289,3815
135,3104,3322,3798
136,3011,3544,3599
137,3232,3026,3780
138,3255,3336,3823
139,3491,3428,4011
140,2927,3557,3570
141,3441,3293,4002
142,2911,3283,3516
143,3163,3200,3762
144,3001,3078,3559
145,3078,3491,3790
146,2985,3155,3671
147,3208,8832,3896
148,1977,2026,2343
149,3357,3337,3868
150,306467,6872,311979
151,3880,3527,4737
152,3619,3575,4288
153,3429,3488,4146
154,3884,3548,4582
155,3412,3561,4166
156,3379,3560,4116
157,4057,3291,4692
158,3157,3282,3778
159,3661,3508,4331
160,3605,22796,4252
161,4393,4436,5949
162,3673,3564,4589
163,3297,3564,4134
164,3458,3742,4253
165,3321,3354,4067
166,155854,5966,160645
167,3628,3398,4422
168,3756,3210,4419
169,3635,3448,4255
170,3110,3407,3761
171,3028,3207,3712
172,3224,3357,3865
173,3537,3099,4162
174,3637,3255,4241
175,3155,3171,3797
176,3492,3310,4142
177,3115,3232,3843
178,3353,3170,3950
179,2976,3059,3667
180,3048,3158,3687
181,3888,2944,4400
182,3045,3252,3607
183,3165,3038,3693
184,3047,3511,3583
185,3172,9875,3731
186,2991,3213,3699
187,3106,3098,3764
188,3093,3035,3696
189,3021,3163,3583
190,445628,8450,462492
191,4320,16852,5223
192,4815,2750,6006
193,2183,2147,2661
194,2080,2060,2392
195,2028,2134,2346
196,1959,2010,2270
197,2042,2088,2395
198,2245,2732,2577
199,2206,2139,2524
200,2794,2015,3111
201,1987,2025,2320
202,2046,2112,2364
203,1919,2029,2257
204,2132,2030,2523
205,1967,2078,2283
206,2236,2093,2553
207,2159,2019,2492
208,2026,2239,2358
209,2034,2049,2353
210,2099,2476,2413
211,2039,2007,2354
212,2093,2017,2404
213,2542,2230,2855
214,2379,2289,2701
215,2180,2162,2504
216,2185,2046,2503
217,1996,2085,2561
218,2068,2320,2385
219,2184,2123,2504
220,2078,2100,2399
221,425518,6366,430077
222,3791,3159,4584
223,3122,3180,3715
224,2907,3060,3406
225,2983,3655,3582
226,4140,3273,4790
227,3381,3291,3945
228,2846,3212,3495
229,3158,2144,3659
230,2175,2018,2511
231,2244,2164,2571
232,1982,2522,2294
233,185335,5451,189640
234,3678,3605,4452
235,3280,3439,3957
236,3332,3307,4055
237,2854,3265,3451
238,3149,3277,3725
239,5626,3913,7201
240,3314,3358,4092
241,3053,3239,3857
242,3646,2993,4375
243,3249,3431,3899
244,2912,3075,3413
245,2982,4245,3509
246,3022,3258,3679
247,3172,3231,3799
248,3384,3236,4133
249,3132,3055,3689
250,149242,4763,152082
251,4637,4380,5983
252,31381,4906,35161
253,3996,3427,4945
254,3487,3082,4097
255,2935,11530,3624
256,3621,3137,4209
257,3192,3181,4186
258,3564,3402,4178
259,3171,3041,3772
260,3149,9006,3683
261,2998,3065,3505
262,3113,3076,3652
263,3702,3350,4363
264,83271,3642,85160
265,2916,2696,4205
266,2344,2406,3263
267,2287,2287,3024
268,2285,2243,2778
269,2079,2192,2484
270,2089,2188,2435
271,2345,2239,2692
272,1944,2024,2320
273,2058,2112,2508
274,1994,2125,2386
275,1994,2344,2341
276,2005,2108,2353
277,193303,7588,198187
278,3204,3239,3947
279,3048,3090,3644
280,3027,3339,3632
281,2976,3071,3567
282,2966,3117,3582
283,2986,3328,3615
284,3281,3388,3905
285,2915,2915,3426
286,3056,3281,3545
287,4063,3114,4508
288,3329,3816,3916
289,3525,3569,4110
290,2777,2906,3250
291,2989,3058,3438
292,3071,3147,3634
293,3001,3321,3619
294,3309,3358,3962
295,166025,6152,170911
296,4091,3729,4968
297,3238,3464,3952
298,3310,3375,4095
299,2988,3433,3532
300,3187,3685,3707
301,2898,3031,3454
302,3021,3226,3548
303,3591,3403,4144
304,3932,3563,4559
305,3129,3173,3675
306,3065,3349,3591
307,197124,6735,202504
308,4019,3293,4905
309,3360,3372,4017
310,3729,3230,4245
311,3605,3344,4212
312,3127,3389,3808
313,3268,3334,3826
