count_idx,send_a_block_ns,send_b_block_ns,send_gap_ab_ns
1,9792,5220,11682
2,18683,4527,20697
3,18905,5306,20769
4,15363,4792,17141
5,15004,4402,16591
6,16013,4656,17639
7,11717,4139,13434
8,6620,3703,7994
9,19465,4760,22302
10,11775,4383,13418
11,7607,4566,9296
12,6600,4753,8236
13,10900,4957,12732
14,8514,5284,10551
15,30312,9967,33861
16,23967,6293,26376
17,11850,5659,14084
18,10567,5615,12678
19,8769,6854,10834
20,9525,5984,11691
21,8949,5761,11333
22,29269,7410,31964
23,29473,8233,32350
24,33441,7657,36418
25,34763,7972,37721
26,38648,7741,42093
27,36690,7451,39877
28,36457,7793,39927
29,36715,7301,40180
30,33265,6765,36436
31,46667,8702,50357
32,55718,9109,59977
33,41398,8098,45154
34,38904,8938,42510
35,39074,11559,42947
36,27785,12824,30729
37,57485,9532,62560
38,34084,7718,37126
39,33928,6931,37111
40,30967,7442,33591
41,28822,6387,31357
42,31048,7091,33923
43,30554,7330,33698
44,38829,11837,42953
45,28915,6448,31510
46,93587,11447,121395
47,57259,6453,60103
48,51259,5846,53763
49,30016,8704,32828
50,25024,7745,27839
51,30225,7930,32933
52,22692,4740,24574
53,20251,4643,21977
54,44409,4455,46114
55,40108,4589,43380
56,51041,35552,55016
57,16826,3906,18302
58,19605,4012,21385
59,15368,4271,16788
60,28286,5133,30334
61,17090,5228,18651
62,36752,4255,38247
63,27134,5456,29268
64,18951,4501,20654
65,19558,4362,21435
66,22764,5482,24897
67,23858,5929,25946
68,46304,5843,48398
69,24584,5838,26724
70,23984,5546,26203
71,24164,5576,26347
72,25179,5756,27561
73,28016,6542,30204
74,35013,8947,38615
75,46759,8228,49950
76,25475,6474,27718
77,51034,8117,54527
78,53268,9327,56791
79,26411,7665,29281
80,52747,9394,60860
81,27044,7450,29458
82,28719,6448,31269
83,28561,7238,31157
84,33945,8208,36674
85,55362,7563,58147
86,46882,8473,50533
87,30142,6899,33063
88,32311,7238,35257
89,46780,9407,50411
90,35408,7995,38752
91,33307,7720,36136
92,49985,8733,53596
93,105909,12637,112207
94,38137,8041,41246
95,36991,8433,40405
96,33561,26001,36573
97,53529,8518,56326
98,30733,9793,33820
99,39059,8298,42275
100,33211,7248,36291
101,36195,8549,39328
102,38767,7630,41814
103,53921,11469,57346
104,35416,7912,38686
105,63478,11094,67846
106,37970,8726,41110
107,46616,26082,55405
108,62644,7584,66764
109,35744,7962,39143
110,50894,9436,54732
111,37047,8249,40432
112,41291,9035,44585
113,58746,9198,62526
114,52934,8465,55867
115,34840,8347,37988
116,33926,7679,36851
117,45191,12665,49973
118,31186,7022,33919
119,28695,6484,31482
120,29184,6328,31778
121,30243,7088,33026
122,31042,7053,33776
123,58744,7511,62177
124,29282,6427,32013
125,49613,10087,53055
126,30955,6691,33694
127,55699,10645,59868
128,36562,8244,39848
129,34086,7613,37089
130,33324,7159,36398
131,32493,7362,35583
132,32432,7312,35531
133,85828,11712,89965
134,32977,7489,36042
135,36493,7560,39436
136,32081,6987,34940
137,31324,6731,34267
138,49241,6795,51471
139,28005,6882,30177
140,27145,5988,29472
141,24902,5516,26924
142,24131,5271,26282
143,21853,5030,23912
144,25675,6538,28224
145,22153,5342,23766
146,19949,4596,21786
147,42438,4739,44099
148,16569,3813,18092
149,16185,3653,17748
150,65327,7012,68876
151,16699,3979,18010
152,15146,3938,16419
153,16057,3993,17400
154,15908,3775,17312
155,15457,4037,16909
156,14786,3696,16093
157,29354,7379,32300
158,20548,4108,22080
159,15937,4087,17289
160,15166,3810,16434
161,16503,3771,18112
162,14660,3815,15954
163,17398,4320,18785
164,17049,4056,18384
165,15875,3839,17413
166,14546,5122,15887
167,29510,3753,31568
168,14771,3770,16086
169,15775,59614,17148
170,18631,20699,24660
171,16109,3542,17521
172,16065,3643,17484
173,41523,4015,43098
174,15903,3667,17425
175,16305,4094,17565
176,21530,6315,23727
177,19639,3957,21080
178,17466,4061,18985
179,19585,5257,21436
180,15680,3582,17043
181,14559,3759,15964
182,16421,3776,17746
183,18035,4643,19800
184,15176,3805,16534
185,15582,3862,16871
186,17927,5359,19632
187,15370,3949,16799
188,21282,5666,23220
189,25145,6001,27104
190,22034,6082,24076
191,17535,4055,19041
192,24832,7511,27454
193,17973,5667,19704
194,20607,5279,22654
195,22029,5819,23933
196,21963,7018,24417
197,23107,6144,25313
198,17141,3873,18684
199,17753,5395,19552
200,17443,5627,19566
201,19690,5636,21572
202,20140,5946,22348
203,18059,4182,19483
204,16120,3739,17622
205,16630,4083,18012
206,15307,3930,16630
207,19872,5836,22057
208,20685,6098,22639
209,17127,4006,18531
210,18265,4948,19919
211,19069,7340,21109
212,20024,5175,22231
213,21038,6722,23360
214,32170,9397,34906
215,29207,6499,31347
216,23193,4465,25222
217,16584,3811,18148
218,16685,4827,18542
219,16489,3831,18022
220,22335,5618,24998
221,19345,4360,20987
222,15933,3693,17382
223,16093,4152,17592
224,16068,3645,17603
225,15852,3705,17246
226,21125,6137,23528
227,22744,4948,24499
228,19677,17331,21146
229,15364,3639,16937
230,15259,3517,16631
231,15400,3577,16750
232,20838,5709,22579
233,16741,3800,18229
234,17032,3976,18527
235,16528,4106,18048
236,46938,5270,49506
237,16200,3728,17753
238,22152,19544,24478
239,16477,3805,17971
240,15783,3598,17320
241,16057,3761,17536
242,15837,3601,17275
243,19094,5436,20976
244,19150,5803,21066
245,15650,3708,17103
246,15391,3435,16690
247,15342,3890,16718
248,16622,3920,18148
249,18061,4111,19607
250,18856,5436,20576
251,16217,3714,17724
252,16448,3775,17893
253,16701,5959,18245
254,19946,5842,22028
255,19645,5410,21629
256,17239,5005,18702
257,15411,3302,16891
258,31563,5280,33587
259,15146,3856,16612
260,26510,6013,29075
261,18178,5619,20009
262,19208,3933,20711
263,15866,3665,17374
264,15667,3545,17117
265,16128,3706,17473
266,17089,4160,18654
267,40056,6459,42564
268,27676,6414,30080
269,18451,3841,20539
270,17663,3682,19250
271,16332,4041,18317
272,16275,3595,18395
273,18632,4647,20396
274,18810,4389,20530
275,18408,4762,20268
276,19248,4199,21278
277,20788,4475,23136
278,19526,4679,21340
279,27704,6211,30218
280,19100,4003,20765
281,16545,3632,18245
282,15465,3404,17740
283,15806,3626,17303
284,16427,3841,17971
285,24931,6772,27582
286,16116,3402,18065
287,15666,3688,17310
288,16539,3836,18121
289,18615,4425,20351
290,19948,4615,21927
291,21372,6308,23270
292,20322,4953,22389
293,23423,5415,25599
294,25357,5781,27704
295,26607,6648,29057
296,31873,8789,34895
297,28540,6833,31169
298,26563,5997,29013
299,27972,6350,30595
300,29915,7677,32833
301,30447,6891,33311
302,43992,11119,48412
303,58301,9936,61865
304,29968,7117,32768
305,30563,6999,33533
306,32289,7450,35336
307,41883,8480,45085
308,41847,7664,45080
309,38595,8758,42097
310,29465,8324,32423
311,32103,7473,35201
312,36778,7989,40018
313,35291,27808,38483
314,32275,7449,35379
315,31850,7740,35031
316,32152,7370,35117
317,34545,7996,37544
318,40288,11251,44045
319,38489,8466,41706
320,32714,7334,35829
321,32081,7163,35046
322,31731,7311,34743
323,27865,6399,30490
324,28222,6677,30691
325,26933,6113,29477
326,28130,6555,30953
327,28647,6341,31300
328,32458,7305,35517
329,41483,10338,45418
330,34823,8306,37947
331,29980,7379,32923
332,48629,8631,52269
333,57888,10233,61736
334,64665,12583,68954
335,43671,12587,47910
336,33921,7843,37050
337,32556,7587,35722
338,32035,7307,35180
339,52608,10656,56310
340,36034,7968,39671
341,59793,8086,62905
342,58767,10103,63137
343,37353,8591,40911
344,37529,8207,40957
345,34712,8208,37838
346,33756,100167,36848
