round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790177901645175292,0.981935,0.596222,0.000000,0
1,1790177901646502355,0.984885,0.360455,0.355007,1
2,1790177901647031228,0.909892,0.990099,0.000000,0
3,1790177907657560853,0.677453,0.990228,0.000000,0
4,1790177907659064083,0.524032,0.993104,0.520418,1
5,1790177907659592046,0.878167,0.992965,0.000000,0
6,1790177907660393295,0.992230,0.647916,0.642882,1
7,1790177907660818049,0.992270,0.896123,0.889196,1
8,1790177907661766457,0.585931,0.992915,0.000000,0
9,1790177925691892881,0.627925,0.992558,0.623252,1
10,1790177925692316786,0.992339,0.815113,0.000000,0
11,1790177925692732650,0.992508,0.781542,0.775686,1
12,1790177925693544639,0.991367,0.611651,0.606371,1
13,1790177925694365348,0.992687,0.641174,0.636485,1
14,1790177925695562812,0.992379,0.459572,0.000000,0
15,1790177925696346472,0.992717,0.560609,0.556526,1
16,1790177925696990453,0.795490,0.992746,0.789720,1
17,1790177925697677454,0.730420,0.992300,0.724795,1
18,1790177925698068359,0.992737,0.793004,0.787244,1
19,1790177925698882148,0.992429,0.518471,0.514546,1
20,1790177925699350572,0.943689,0.992846,0.936937,1
21,1790177925700112752,0.992995,0.674600,0.000000,0
22,1790177928706524742,0.984611,0.741421,0.730011,1
