round,gen_attempts,t_gen_total_ns,gen_rtt_ns,ts_gen_success_ns,ts_swap_ns,swap_to_recv_ns,t_exp_ns,werner,pgen_success_bit,pswap_success_bit
0,2,1165203,503880,1790177271416594851,1790177271416309267,285804,0,0.548920,1,1
1,1,401068,413848,1790177271417022819,1790177271416763991,268028,0,0.000000,1,0
2,2,865827,422449,1790177271417911407,1790177271417654379,275758,0,0.520851,1,1
3,1,392268,400808,1790177271418330975,1790177271418066734,264321,0,0.819355,1,1
4,1,384938,392478,1790177271418733113,1790177271418605626,260179,0,0.866279,1,1
5,1,379897,387577,1790177271419254603,1790177271418999141,286183,0,0.981700,1,1
6,1,387987,397668,1790177271419682181,1790177271419421076,261185,0,0.000000,1,0
7,2,775095,376397,1790177271420475257,1790177271420216745,258612,0,0.709812,1,1
8,1,367678,376418,1790177271420867725,1790177271420610020,257785,0,0.777714,1,1
9,1,371217,378738,1790177271421256452,1790177271420999765,299978,0,0.000000,1,0
10,1,738932,772372,1790177277431967138,1790177277431609105,358153,0,0.581425,1,1
11,1,459677,471687,1790177277432499656,1790177277432469244,271466,0,0.000000,1,0
12,3,1216059,415916,1790177277433968189,1790177277433696407,279482,0,0.378880,1,1
13,2,803432,409646,1790177277434795932,1790177277434913291,269937,117359,0.673024,1,1
14,1,390316,396757,1790177277435583724,1790177277436108295,266192,524571,0.449294,1,1
15,3,1990532,451777,1790177298467024280,1790177298467210821,253906,186541,0.000000,1,0
16,1,424857,434327,1790177298467907784,1790177298467870272,263256,0,0.000000,1,0
17,1,402656,412607,1790177298468549454,1790177298468314626,250249,0,0.969224,1,1
18,1,428697,438417,1790177298469003372,1790177298469645508,247778,642136,0.000000,1,0
19,1,386726,395897,1790177298470292882,1790177298470054243,265210,0,0.817440,1,1
20,1,606641,641092,1790177319500756389,1790177319500599134,275557,0,0.813038,1,1
21,1,442688,453928,1790177319501340130,1790177319501069807,289013,0,0.825665,1,1
22,2,814294,393128,1790177319502182525,1790177319502502308,277008,319783,0.547331,1,1
23,1,381457,391997,1790177319503174774,1790177319503064061,275086,0,0.000000,1,0
24,2,772764,388758,1790177319504138551,1790177319503873590,293792,0,0.000000,1,0
25,1,386217,397017,1790177319504566889,1790177319504299185,296765,0,0.770468,1,1
26,1,735345,769105,1790177322509990424,1790177322510685538,296723,695114,0.000000,1,0
27,1,427203,445183,1790177322511446974,1790177322511196951,261403,0,0.970902,1,1
28,2,1029399,457164,1790177328521085875,1790177328520840553,262582,0,0.000000,1,0
29,1,424434,442674,1790177328521563379,1790177328521318316,257293,0,0.816379,1,1
30,2,794457,417494,1790177328522386826,1790177328522141506,261261,0,0.684151,1,1
