count_index,emit_ts_ns,rtt_ns,e2r_ns,werner,success_bit
50,1785326759673654856,388142,202412,0.853407,1
51,1785326759674045938,384342,201375,0.854085,1
52,1785326759674432160,384372,200128,0.854901,1
53,1785326759674818122,386532,201671,0.853891,1
54,1785326759675206434,387482,202844,0.853124,1
55,1785326759675595696,385133,200617,0.854581,1
56,1785326759675982459,383102,202489,0.853356,1
57,1785326759676367081,382452,198963,0.855664,1
58,1785326759676751233,383692,200916,0.854385,1
59,1785326759677136975,385532,202049,0.853644,0
60,1785326759677523977,400132,208672,0.849329,0
61,1785326759677925909,392962,203265,0.852850,1
62,1785326759678320441,392592,202928,0.853070,1
63,1785326759678714593,393982,204931,0.851763,1
64,1785326759679110376,389842,200533,0.854636,1
65,1785326759679501928,402622,208826,0.849229,1
66,1785326759679906130,395002,202369,0.853435,1
67,1785326759680303172,393982,200602,0.854590,1
68,1785326759680699624,391113,200545,0.854628,0
69,1785326759681092677,388392,201437,0.854044,1
70,1785326759681482639,389622,203480,0.852709,0
71,1785326759681873971,387132,200553,0.854622,1
72,1785326759682262803,395072,209686,0.848671,1
73,1785326759682659415,391762,201149,0.854232,1
74,1785326759683052697,387172,200102,0.854918,1
75,1785326759683451239,390433,201375,0.854085,1
76,1785326759683843352,389002,201698,0.853873,1
77,1785326759684233884,387202,198341,0.856072,1
78,1785326759684622616,391812,201494,0.854007,1
79,1785326759685015898,392312,202007,0.853671,1
80,1785326759685409790,398032,200880,0.854408,1
81,1785326759685809492,394363,204563,0.852003,0
82,1785326759686205295,385562,199905,0.855047,1
83,1785326759686593147,390582,202788,0.853161,1
84,1785326759686985479,391222,204241,0.852213,1
85,1785326759687378551,387262,200774,0.854478,1
86,1785326759687767523,385052,201597,0.853939,1
87,1785326759688154545,381692,200850,0.854428,0
88,1785326759688537867,386092,205314,0.851513,0
89,1785326759688925529,382613,201507,0.853998,1
90,1785326759689309642,378322,199839,0.855090,1
91,1785326759689690204,380712,199542,0.855285,1
92,1785326759690072586,384062,202995,0.853026,1
93,1785326759690458118,380872,199398,0.855379,1
94,1785326759690840660,384772,201112,0.854257,1
95,1785326759691226962,383462,200895,0.854399,1
96,1785326759691611934,386832,203438,0.852737,1
97,1785326759692000496,382872,201481,0.854015,1
98,1785326759692385318,381113,198814,0.855762,1
99,1785326759692767891,383122,201386,0.854077,0
100,1785326759693152713,378682,199110,0.855568,0
101,1785326759693532925,389382,205503,0.851390,1
102,1785326759693923957,380572,200956,0.854359,1
103,1785326759694306559,379722,199359,0.855405,1
104,1785326759694687951,393472,212122,0.847093,0
105,1785326759695082983,381622,201515,0.853993,1
106,1785326759695466265,391653,200219,0.854841,1
107,1785326759695860218,383682,201431,0.854048,0
108,1785326759696245430,381242,201284,0.854144,0
109,1785326759696628622,388672,209287,0.848930,1
110,1785326759697018924,382672,199880,0.855063,1
111,1785326759697402956,379482,197393,0.856694,1
112,1785326759697783968,389982,201086,0.854274,1
113,1785326759698175550,383552,200009,0.854979,0
114,1785326759698561262,388642,205092,0.851658,1
115,1785326759698953094,382533,201476,0.854019,1
116,1785326759699337067,384112,203498,0.852697,0
117,1785326759699722589,390302,203001,0.853022,1
118,1785326759700114781,385772,201134,0.854242,0
119,1785326759700502363,390432,199317,0.855432,1
120,1785326759700894355,386922,201000,0.854330,1
121,1785326759701282767,384482,199563,0.855271,1
122,1785326759701669059,393873,207636,0.850002,1
123,1785326759702065752,384512,199199,0.855509,1
124,1785326759702452034,385412,200472,0.854676,0
125,1785326759702839006,384162,199455,0.855342,1
126,1785326759703224908,389972,200908,0.854390,1
127,1785326759703618730,388622,201591,0.853943,1
128,1785326759704009312,386822,200074,0.854936,1
129,1785326759704397674,386212,199847,0.855085,0
130,1785326759704785586,384623,200120,0.854906,1
131,1785326759705171689,387082,197483,0.856635,1
132,1785326759705560811,385612,200386,0.854732,1
133,1785326759705948393,389092,203199,0.852893,0
134,1785326759706339205,384972,199732,0.855160,0
135,1785326759706725877,386002,200955,0.854359,1
136,1785326759707113479,385872,200278,0.854803,0
137,1785326759707501211,407383,215561,0.844871,0
138,1785326759707910554,388012,202823,0.853138,0
139,1785326759708300246,384312,199246,0.855479,0
140,1785326759708686028,387012,202399,0.853415,1
141,1785326759709074540,385762,200303,0.854786,0
142,1785326759709461792,390242,200056,0.854948,1
143,1785326759709860484,386812,201669,0.853892,1
144,1785326759710249696,389593,199622,0.855232,1
145,1785326759710641429,389972,200394,0.854727,1
146,1785326759711033091,385202,200967,0.854352,1
147,1785326759711419793,386772,200940,0.854369,1
148,1785326759711808545,387502,202703,0.853217,1
149,1785326759712198657,384852,202616,0.853273,1
150,1785326759712585309,379502,199709,0.855175,1
151,1785326759712966331,383822,202103,0.853609,1
152,1785326759713351713,380683,199736,0.855158,1
153,1785326759713733996,381682,201468,0.854024,1
154,1785326759714117388,380262,200671,0.854545,1
155,1785326759714499050,381242,198834,0.855749,0
156,1785326759714881792,385862,205158,0.851615,0
157,1785326759715269514,382002,201391,0.854074,1
158,1785326759715653086,390642,201064,0.854288,0
159,1785326759716046638,387632,201157,0.854227,1
160,1785326759716436560,387412,200190,0.854860,1
161,1785326759716825672,387973,200743,0.854498,1
162,1785326759717216305,386772,201305,0.854130,1
163,1785326759717604817,386952,200629,0.854573,1
