count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,372534,0,372534,372534,0,0,1
52,1147443,0,1147443,1147443,0,0,1
53,640055,0,640055,640055,0,0,0
54,135840,0,135840,135840,0,0,1
55,124914,0,124914,124914,0,0,1
56,83746,0,83746,83746,0,0,0
57,256154,0,256154,256154,0,0,1
58,55944,0,55944,55944,0,0,0
59,1916156,0,1916156,1916156,0,0,1
60,1408603,0,1408603,1408603,0,0,0
61,904285,0,904285,904285,0,0,0
62,400655,0,400655,400655,0,0,0
63,708746,0,708746,708746,0,0,1
64,201446,0,201446,201446,0,0,1
65,1716238,0,1716238,1716238,0,0,0
66,1211768,0,1211768,1211768,0,0,1
67,707998,0,707998,707998,0,0,1
68,202065,0,202065,202065,0,0,1
69,791869,0,791869,791869,0,0,0
70,283668,0,283668,283668,0,0,0
71,59110,0,59110,59110,0,0,1
72,72173,0,72173,72173,0,0,0
73,398320,0,398320,398320,0,0,0
74,336221,0,336221,336221,0,0,1
75,379831,0,379831,379831,0,0,1
76,116405,0,116405,116405,0,0,1
77,324111,0,324111,324111,0,0,1
78,139887,0,139887,139887,0,0,1
79,76662,0,76662,76662,0,0,1
80,479806,0,479806,479806,0,0,1
81,66969,0,66969,66969,0,0,1
82,200729,0,200729,200729,0,0,0
83,214478,0,214478,214478,0,0,0
84,137883,0,137883,137883,0,0,1
85,136587,0,136587,136587,0,0,1
86,150750,0,150750,150750,0,0,1
87,216568,0,216568,216568,0,0,0
88,135079,0,135079,135079,0,0,1
89,308000,0,308000,308000,0,0,0
90,260157,0,260157,260157,0,0,0
91,172781,0,172781,172781,0,0,1
92,223502,0,223502,223502,0,0,1
93,411796,0,411796,411796,0,0,1
94,70873,0,70873,70873,0,0,0
95,85850,0,85850,85850,0,0,1
96,196123,0,196123,196123,0,0,1
97,236214,0,236214,236214,0,0,0
98,105626,0,105626,105626,0,0,0
99,94051,0,94051,94051,0,0,1
100,44571,0,44571,44571,0,0,0
101,148103,0,148103,148103,0,0,0
102,188257,0,188257,188257,0,0,0
103,164332,0,164332,164332,0,0,0
104,103026,0,103026,103026,0,0,1
105,128075,0,128075,128075,0,0,1
106,631551,0,631551,631551,0,0,1
107,111142,0,111142,111142,0,0,1
108,185302,0,185302,185302,0,0,1
109,161724,0,161724,161724,0,0,1
110,152908,0,152908,152908,0,0,0
111,1716820,0,1716820,1716820,0,0,0
112,1212265,0,1212265,1212265,0,0,1
113,708480,0,708480,708480,0,0,1
114,202355,0,202355,202355,0,0,0
115,59764,0,59764,59764,0,0,1
116,184653,0,184653,184653,0,0,1
117,73939,0,73939,73939,0,0,1
118,945635,0,945635,945635,0,0,1
119,440471,0,440471,440471,0,0,1
120,50601,0,50601,50601,0,0,0
121,424649,0,424649,424649,0,0,1
122,83096,0,83096,83096,0,0,0
123,460774,0,460774,460774,0,0,0
124,66023,0,66023,66023,0,0,0
125,43221,0,43221,43221,0,0,1
126,950147,0,950147,950147,0,0,1
127,445277,0,445277,445277,0,0,0
128,141682,0,141682,141682,0,0,0
129,659033,0,659033,659033,0,0,1
130,152600,0,152600,152600,0,0,1
131,301868,0,301868,301868,0,0,1
132,172240,0,172240,172240,0,0,0
133,73602,0,73602,73602,0,0,0
134,208392,0,208392,208392,0,0,0
135,300839,0,300839,300839,0,0,1
136,150001,0,150001,150001,0,0,1
137,365559,0,365559,365559,0,0,1
138,294255,0,294255,294255,0,0,0
139,401441,0,401441,401441,0,0,1
140,56625,0,56625,56625,0,0,0
141,363880,0,363880,363880,0,0,1
142,258908,0,258908,258908,0,0,1
143,2931994,0,2931994,2931994,0,0,0
144,2424666,0,2424666,2424666,0,0,1
145,1919494,0,1919494,1919494,0,0,1
146,1427637,0,1427637,1427637,0,0,1
147,923263,0,923263,923263,0,0,0
148,416021,0,416021,416021,0,0,0
149,1379334,0,1379334,1379334,0,0,0
150,874315,0,874315,874315,0,0,0
151,370006,0,370006,370006,0,0,0
152,950379,0,950379,950379,0,0,0
153,445959,0,445959,445959,0,0,1
154,165076,0,165076,165076,0,0,1
155,320682,0,320682,320682,0,0,1
156,165595,0,165595,165595,0,0,1
157,179156,0,179156,179156,0,0,1
158,606971,0,606971,606971,0,0,1
159,100572,0,100572,100572,0,0,1
160,485849,0,485849,485849,0,0,0
161,53285,0,53285,53285,0,0,0
162,157903,0,157903,157903,0,0,0
163,529123,0,529123,529123,0,0,1
164,69774,0,69774,69774,0,0,0
165,2301703,0,2301703,2301703,0,0,1
166,1795879,0,1795879,1795879,0,0,0
167,1288758,0,1288758,1288758,0,0,1
168,783772,0,783772,783772,0,0,1
169,279827,0,279827,279827,0,0,0
170,1238678,0,1238678,1238678,0,0,1
171,731849,0,731849,731849,0,0,1
172,227108,0,227108,227108,0,0,1
173,316757,0,316757,316757,0,0,0
174,685431,0,685431,685431,0,0,1
175,165969,0,165969,165969,0,0,1
176,813575,0,813575,813575,0,0,0
177,309730,0,309730,309730,0,0,1
178,138329,0,138329,138329,0,0,0
179,93420,0,93420,93420,0,0,0
180,101381,0,101381,101381,0,0,1
181,597351,0,597351,597351,0,0,0
182,102467,0,102467,102467,0,0,1
183,2395918,0,2395918,2395918,0,0,0
184,1891655,0,1891655,1891655,0,0,0
185,1386212,0,1386212,1386212,0,0,1
186,882592,0,882592,882592,0,0,0
187,378624,0,378624,378624,0,0,1
188,53719,0,53719,53719,0,0,1
189,177603,0,177603,177603,0,0,1
190,205336,0,205336,205336,0,0,1
191,207342,0,207342,207342,0,0,1
192,186509,0,186509,186509,0,0,0
