count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,758925,0,758925,758925,0,0,0
52,251801,0,251801,251801,0,0,0
53,254277,0,254277,254277,0,0,1
54,102556,0,102556,102556,0,0,1
55,126821,0,126821,126821,0,0,0
56,79461,0,79461,79461,0,0,0
57,89022,0,89022,89022,0,0,1
58,150542,0,150542,150542,0,0,0
59,98990,0,98990,98990,0,0,1
60,160936,0,160936,160936,0,0,0
61,203754,0,203754,203754,0,0,0
62,742298,0,742298,742298,0,0,0
63,231575,0,231575,231575,0,0,1
64,824119,0,824119,824119,0,0,1
65,319337,0,319337,319337,0,0,1
66,828021,0,828021,828021,0,0,0
67,323681,0,323681,323681,0,0,1
68,703308,0,703308,703308,0,0,1
69,197888,0,197888,197888,0,0,0
70,799680,0,799680,799680,0,0,1
71,293299,0,293299,293299,0,0,1
72,478021,0,478021,478021,0,0,0
73,112220,0,112220,112220,0,0,1
74,1258099,0,1258099,1258099,0,0,1
75,743219,0,743219,743219,0,0,0
76,239770,0,239770,239770,0,0,1
77,351832,0,351832,351832,0,0,1
78,49728,0,49728,49728,0,0,0
79,434769,0,434769,434769,0,0,0
80,75899,0,75899,75899,0,0,1
81,1301919,0,1301919,1301919,0,0,1
82,794355,0,794355,794355,0,0,1
83,288938,0,288938,288938,0,0,1
84,838617,0,838617,838617,0,0,0
85,333696,0,333696,333696,0,0,1
86,241545,0,241545,241545,0,0,0
87,304831,0,304831,304831,0,0,1
88,1586628,0,1586628,1586628,0,0,1
89,1082341,0,1082341,1082341,0,0,0
90,576258,0,576258,576258,0,0,1
91,70773,0,70773,70773,0,0,1
92,807503,0,807503,807503,0,0,1
93,300642,0,300642,300642,0,0,0
94,1875230,0,1875230,1875230,0,0,0
95,1358034,0,1358034,1358034,0,0,1
96,853694,0,853694,853694,0,0,0
97,348691,0,348691,348691,0,0,0
98,858834,0,858834,858834,0,0,0
99,352496,0,352496,352496,0,0,0
100,747988,0,747988,747988,0,0,0
101,233018,0,233018,233018,0,0,1
102,1030869,0,1030869,1030869,0,0,1
103,524205,0,524205,524205,0,0,1
104,30149,0,30149,30149,0,0,0
105,2201271,0,2201271,2201271,0,0,1
106,1685735,0,1685735,1685735,0,0,0
107,1181479,0,1181479,1181479,0,0,1
108,688272,0,688272,688272,0,0,0
109,182597,0,182597,182597,0,0,0
