count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,246376,0,246376,246376,0,0,1
52,85948,0,85948,85948,0,0,1
53,1787246,0,1787246,1787246,0,0,1
54,1278664,0,1278664,1278664,0,0,1
55,774384,0,774384,774384,0,0,0
56,271099,0,271099,271099,0,0,1
57,1234472,0,1234472,1234472,0,0,1
58,726505,0,726505,726505,0,0,1
59,220999,0,220999,220999,0,0,0
60,249825,0,249825,249825,0,0,1
61,1113061,0,1113061,1113061,0,0,0
62,606241,0,606241,606241,0,0,1
63,102643,0,102643,102643,0,0,0
64,207224,0,207224,207224,0,0,0
65,100447,0,100447,100447,0,0,1
66,343279,0,343279,343279,0,0,1
67,60448,0,60448,60448,0,0,0
68,1017333,0,1017333,1017333,0,0,1
69,512696,0,512696,512696,0,0,1
70,62622,0,62622,62622,0,0,0
71,276046,0,276046,276046,0,0,1
72,1499539,0,1499539,1499539,0,0,1
73,994266,0,994266,994266,0,0,1
74,490821,0,490821,490821,0,0,1
75,65136,0,65136,65136,0,0,0
76,368992,0,368992,368992,0,0,1
77,66943,0,66943,66943,0,0,0
78,114885,0,114885,114885,0,0,1
79,85811,0,85811,85811,0,0,0
80,1444311,0,1444311,1444311,0,0,0
81,934669,0,934669,934669,0,0,0
82,430129,0,430129,430129,0,0,1
83,53775,0,53775,53775,0,0,0
84,574064,0,574064,574064,0,0,1
85,68080,0,68080,68080,0,0,1
86,134983,0,134983,134983,0,0,1
87,640053,0,640053,640053,0,0,1
88,134683,0,134683,134683,0,0,0
89,104160,0,104160,104160,0,0,0
90,193757,0,193757,193757,0,0,0
91,137540,0,137540,137540,0,0,0
92,100221,0,100221,100221,0,0,0
93,750559,0,750559,750559,0,0,1
94,243227,0,243227,243227,0,0,0
95,60023,0,60023,60023,0,0,1
96,1301657,0,1301657,1301657,0,0,1
97,794943,0,794943,794943,0,0,0
98,290908,0,290908,290908,0,0,1
99,1756034,0,1756034,1756034,0,0,1
100,1248796,0,1248796,1248796,0,0,0
101,745054,0,745054,745054,0,0,0
102,241567,0,241567,241567,0,0,0
103,166738,0,166738,166738,0,0,1
104,150240,0,150240,150240,0,0,1
105,74815,0,74815,74815,0,0,1
106,105495,0,105495,105495,0,0,0
107,136226,0,136226,136226,0,0,1
108,464023,0,464023,464023,0,0,1
109,120037,0,120037,120037,0,0,0
110,117505,0,117505,117505,0,0,0
111,138862,0,138862,138862,0,0,1
112,80795,0,80795,80795,0,0,0
113,92763,0,92763,92763,0,0,0
114,124064,0,124064,124064,0,0,1
115,178488,0,178488,178488,0,0,0
116,182822,0,182822,182822,0,0,0
