count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,129014,0,129014,129014,0,0,0
52,145336,0,145336,145336,0,0,1
53,1355092,0,1355092,1355092,0,0,0
54,846267,0,846267,846267,0,0,0
55,341738,0,341738,341738,0,0,1
56,1149093,0,1149093,1149093,0,0,1
57,642048,0,642048,642048,0,0,0
58,138332,0,138332,138332,0,0,1
59,119339,0,119339,119339,0,0,1
60,846111,0,846111,846111,0,0,0
61,333634,0,333634,333634,0,0,1
62,152929,0,152929,152929,0,0,0
63,131731,0,131731,131731,0,0,0
64,148076,0,148076,148076,0,0,1
65,173398,0,173398,173398,0,0,0
66,547875,0,547875,547875,0,0,0
67,71399,0,71399,71399,0,0,1
68,1903498,0,1903498,1903498,0,0,0
69,1396512,0,1396512,1396512,0,0,0
70,891957,0,891957,891957,0,0,0
71,388557,0,388557,388557,0,0,1
72,292325,0,292325,292325,0,0,0
73,434812,0,434812,434812,0,0,1
74,99511,0,99511,99511,0,0,1
75,90418,0,90418,90418,0,0,1
76,188653,0,188653,188653,0,0,1
77,884670,0,884670,884670,0,0,1
78,377754,0,377754,377754,0,0,0
79,1367021,0,1367021,1367021,0,0,0
80,859784,0,859784,859784,0,0,1
81,355633,0,355633,355633,0,0,1
82,153485,0,153485,153485,0,0,0
83,868045,0,868045,868045,0,0,1
84,359656,0,359656,359656,0,0,0
85,105310,0,105310,105310,0,0,0
86,199583,0,199583,199583,0,0,0
87,1020877,0,1020877,1020877,0,0,0
88,510444,0,510444,510444,0,0,0
89,92805,0,92805,92805,0,0,1
90,132378,0,132378,132378,0,0,0
91,139571,0,139571,139571,0,0,0
92,161646,0,161646,161646,0,0,0
93,503727,0,503727,503727,0,0,1
94,100615,0,100615,100615,0,0,0
95,610378,0,610378,610378,0,0,0
96,103191,0,103191,103191,0,0,1
97,183786,0,183786,183786,0,0,0
98,259579,0,259579,259579,0,0,1
99,134807,0,134807,134807,0,0,0
100,566640,0,566640,566640,0,0,0
101,54517,0,54517,54517,0,0,0
102,327013,0,327013,327013,0,0,0
103,166030,0,166030,166030,0,0,1
104,642563,0,642563,642563,0,0,1
105,133563,0,133563,133563,0,0,0
106,155330,0,155330,155330,0,0,0
107,455512,0,455512,455512,0,0,1
108,124150,0,124150,124150,0,0,0
109,265177,0,265177,265177,0,0,0
110,103676,0,103676,103676,0,0,1
111,1441108,0,1441108,1441108,0,0,0
112,935951,0,935951,935951,0,0,0
113,431541,0,431541,431541,0,0,1
114,55403,0,55403,55403,0,0,1
115,629236,0,629236,629236,0,0,0
116,121715,0,121715,121715,0,0,0
117,504434,0,504434,504434,0,0,0
118,94944,0,94944,94944,0,0,0
119,742697,0,742697,742697,0,0,1
120,236577,0,236577,236577,0,0,1
121,130795,0,130795,130795,0,0,1
122,236614,0,236614,236614,0,0,1
