count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
648,196059,0,196059,196059,0,0,0
649,98906,0,98906,98906,0,0,0
650,332877,0,332877,332877,0,0,0
651,139488,0,139488,139488,0,0,0
652,106912,0,106912,106912,0,0,0
653,247758,0,247758,247758,0,0,1
654,561103,0,561103,561103,0,0,0
655,41219,0,41219,41219,0,0,0
656,576959,0,576959,576959,0,0,1
657,70578,0,70578,70578,0,0,1
658,741796,0,741796,741796,0,0,0
659,212739,0,212739,212739,0,0,1
660,687642,0,687642,687642,0,0,0
661,171110,0,171110,171110,0,0,1
662,1379376,0,1379376,1379376,0,0,1
663,873727,0,873727,873727,0,0,1
664,367376,0,367376,367376,0,0,0
665,1103805,0,1103805,1103805,0,0,0
666,598179,0,598179,598179,0,0,1
667,103765,0,103765,103765,0,0,0
668,558686,0,558686,558686,0,0,0
669,49879,0,49879,49879,0,0,1
670,1283413,0,1283413,1283413,0,0,0
671,776180,0,776180,776180,0,0,0
672,270108,0,270108,270108,0,0,0
673,848707,0,848707,848707,0,0,0
674,341284,0,341284,341284,0,0,1
675,1019103,0,1019103,1019103,0,0,1
676,514314,0,514314,514314,0,0,0
677,102248,0,102248,102248,0,0,1
678,544613,0,544613,544613,0,0,0
679,145060,0,145060,145060,0,0,0
680,223652,0,223652,223652,0,0,0
681,425787,0,425787,425787,0,0,1
682,791965,0,791965,791965,0,0,0
683,293494,0,293494,293494,0,0,0
684,313765,0,313765,313765,0,0,0
685,605796,0,605796,605796,0,0,1
686,234861,0,234861,234861,0,0,0
687,1099123,0,1099123,1099123,0,0,1
688,592467,0,592467,592467,0,0,0
689,145588,0,145588,145588,0,0,0
690,273051,0,273051,273051,0,0,1
691,228917,0,228917,228917,0,0,1
692,291653,0,291653,291653,0,0,0
693,1046966,0,1046966,1046966,0,0,0
694,534877,0,534877,534877,0,0,0
695,81021,0,81021,81021,0,0,0
696,106485,0,106485,106485,0,0,1
697,470408,0,470408,470408,0,0,0
698,75206,0,75206,75206,0,0,1
699,380449,0,380449,380449,0,0,1
700,144792,0,144792,144792,0,0,1
701,431994,0,431994,431994,0,0,0
702,516256,0,516256,516256,0,0,0
703,73495,0,73495,73495,0,0,1
704,385103,0,385103,385103,0,0,0
705,737238,0,737238,737238,0,0,0
706,222367,0,222367,222367,0,0,1
707,314026,0,314026,314026,0,0,1
708,82821,0,82821,82821,0,0,0
709,159160,0,159160,159160,0,0,1
710,121782,0,121782,121782,0,0,1
711,224962,0,224962,224962,0,0,1
712,107501,0,107501,107501,0,0,1
713,92231,0,92231,92231,0,0,0
714,211085,0,211085,211085,0,0,0
715,111646,0,111646,111646,0,0,1
716,92342,0,92342,92342,0,0,1
717,124755,0,124755,124755,0,0,1
718,106325,0,106325,106325,0,0,1
719,82196,0,82196,82196,0,0,0
720,89267,0,89267,89267,0,0,0
721,143612,0,143612,143612,0,0,0
722,1089548,0,1089548,1089548,0,0,1
723,584485,0,584485,584485,0,0,1
724,80334,0,80334,80334,0,0,1
725,172898,0,172898,172898,0,0,1
726,125500,0,125500,125500,0,0,0
727,889910,0,889910,889910,0,0,0
728,382444,0,382444,382444,0,0,1
729,96857,0,96857,96857,0,0,0
730,73090,0,73090,73090,0,0,0
731,269927,0,269927,269927,0,0,0
732,138963,0,138963,138963,0,0,0
733,2475135,0,2475135,2475135,0,0,0
734,1968656,0,1968656,1968656,0,0,0
735,1463841,0,1463841,1463841,0,0,0
736,975531,0,975531,975531,0,0,0
737,468333,0,468333,468333,0,0,0
738,95073,0,95073,95073,0,0,1
739,275536,0,275536,275536,0,0,1
740,1455021,0,1455021,1455021,0,0,0
741,948113,0,948113,948113,0,0,1
742,443236,0,443236,443236,0,0,1
743,63523,0,63523,63523,0,0,0
744,419387,0,419387,419387,0,0,0
745,59093,0,59093,59093,0,0,1
