count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,122105,0,122105,122105,0,0,1
52,568685,0,568685,568685,0,0,1
53,61676,0,61676,61676,0,0,0
54,885440,0,885440,885440,0,0,0
55,378355,0,378355,378355,0,0,1
56,168957,0,168957,168957,0,0,1
57,135666,0,135666,135666,0,0,1
58,1067756,0,1067756,1067756,0,0,0
59,559953,0,559953,559953,0,0,0
60,56153,0,56153,56153,0,0,0
61,55023,0,55023,55023,0,0,1
62,200767,0,200767,200767,0,0,1
63,468886,0,468886,468886,0,0,1
64,30713,0,30713,30713,0,0,0
65,107717,0,107717,107717,0,0,1
66,82399,0,82399,82399,0,0,1
67,62683,0,62683,62683,0,0,0
68,110685,0,110685,110685,0,0,0
69,209463,0,209463,209463,0,0,0
70,71048,0,71048,71048,0,0,1
71,352598,0,352598,352598,0,0,1
72,43855,0,43855,43855,0,0,0
73,55561,0,55561,55561,0,0,0
74,1705896,0,1705896,1705896,0,0,0
75,1198768,0,1198768,1198768,0,0,0
76,693488,0,693488,693488,0,0,1
77,189317,0,189317,189317,0,0,0
78,48384,0,48384,48384,0,0,1
79,141707,0,141707,141707,0,0,1
80,102333,0,102333,102333,0,0,0
81,124339,0,124339,124339,0,0,1
82,472872,0,472872,472872,0,0,0
83,50715,0,50715,50715,0,0,0
84,53598,0,53598,53598,0,0,0
85,233537,0,233537,233537,0,0,1
86,771282,0,771282,771282,0,0,1
87,264470,0,264470,264470,0,0,1
88,1344598,0,1344598,1344598,0,0,1
89,837389,0,837389,837389,0,0,0
90,332873,0,332873,332873,0,0,1
91,37805,0,37805,37805,0,0,1
92,206602,0,206602,206602,0,0,0
93,255036,0,255036,255036,0,0,0
94,359362,0,359362,359362,0,0,1
95,371642,0,371642,371642,0,0,0
96,270007,0,270007,270007,0,0,1
97,85559,0,85559,85559,0,0,1
98,639820,0,639820,639820,0,0,1
99,131325,0,131325,131325,0,0,0
100,213073,0,213073,213073,0,0,1
101,300833,0,300833,300833,0,0,0
102,389966,0,389966,389966,0,0,1
103,411574,0,411574,411574,0,0,0
104,33424,0,33424,33424,0,0,1
105,119657,0,119657,119657,0,0,1
106,190965,0,190965,190965,0,0,1
107,99382,0,99382,99382,0,0,0
108,113177,0,113177,113177,0,0,1
109,49023,0,49023,49023,0,0,0
110,116907,0,116907,116907,0,0,0
111,147561,0,147561,147561,0,0,1
112,113686,0,113686,113686,0,0,0
113,594532,0,594532,594532,0,0,0
114,82755,0,82755,82755,0,0,0
115,251698,0,251698,251698,0,0,0
116,1471522,0,1471522,1471522,0,0,1
117,975330,0,975330,975330,0,0,1
118,472061,0,472061,472061,0,0,1
119,47472,0,47472,47472,0,0,0
120,891761,0,891761,891761,0,0,0
121,385277,0,385277,385277,0,0,1
122,45300,0,45300,45300,0,0,1
123,666473,0,666473,666473,0,0,1
124,213368,0,213368,213368,0,0,1
125,151928,0,151928,151928,0,0,1
126,190550,0,190550,190550,0,0,1
127,1769469,0,1769469,1769469,0,0,0
128,1262494,0,1262494,1262494,0,0,1
129,758395,0,758395,758395,0,0,0
130,254612,0,254612,254612,0,0,1
131,330151,0,330151,330151,0,0,1
132,1397149,0,1397149,1397149,0,0,0
133,889995,0,889995,889995,0,0,0
134,385719,0,385719,385719,0,0,1
135,1335325,0,1335325,1335325,0,0,1
136,829073,0,829073,829073,0,0,1
137,337011,0,337011,337011,0,0,0
138,79535,0,79535,79535,0,0,1
139,47939,0,47939,47939,0,0,1
140,1347219,0,1347219,1347219,0,0,1
141,838790,0,838790,838790,0,0,0
142,333369,0,333369,333369,0,0,0
143,1926624,0,1926624,1926624,0,0,0
144,1419530,0,1419530,1419530,0,0,1
145,915494,0,915494,915494,0,0,0
146,411345,0,411345,411345,0,0,1
147,53521,0,53521,53521,0,0,0
148,906033,0,906033,906033,0,0,0
149,396410,0,396410,396410,0,0,0
150,198321,0,198321,198321,0,0,0
151,145617,0,145617,145617,0,0,0
152,135799,0,135799,135799,0,0,1
153,521150,0,521150,521150,0,0,1
154,22251,0,22251,22251,0,0,0
155,229997,0,229997,229997,0,0,0
156,213659,0,213659,213659,0,0,1
157,356036,0,356036,356036,0,0,1
158,173636,0,173636,173636,0,0,1
159,226138,0,226138,226138,0,0,1
160,150290,0,150290,150290,0,0,0
161,317006,0,317006,317006,0,0,1
162,81641,0,81641,81641,0,0,0
163,316296,0,316296,316296,0,0,1
164,641584,0,641584,641584,0,0,0
165,134522,0,134522,134522,0,0,0
166,101521,0,101521,101521,0,0,0
167,67117,0,67117,67117,0,0,1
168,101560,0,101560,101560,0,0,0
169,378151,0,378151,378151,0,0,1
170,480479,0,480479,480479,0,0,0
171,38706,0,38706,38706,0,0,0
172,896323,0,896323,896323,0,0,1
173,389148,0,389148,389148,0,0,0
174,45806,0,45806,45806,0,0,0
175,334631,0,334631,334631,0,0,1
176,96151,0,96151,96151,0,0,0
177,208174,0,208174,208174,0,0,1
178,53431,0,53431,53431,0,0,1
179,106873,0,106873,106873,0,0,0
180,104801,0,104801,104801,0,0,0
181,578044,0,578044,578044,0,0,0
182,107611,0,107611,107611,0,0,1
183,191702,0,191702,191702,0,0,1
184,84752,0,84752,84752,0,0,0
185,1173568,0,1173568,1173568,0,0,0
186,668721,0,668721,668721,0,0,0
187,162839,0,162839,162839,0,0,1
188,95373,0,95373,95373,0,0,1
189,510061,0,510061,510061,0,0,1
190,75326,0,75326,75326,0,0,0
191,65335,0,65335,65335,0,0,1
192,88539,0,88539,88539,0,0,0
193,520953,0,520953,520953,0,0,0
194,96163,0,96163,96163,0,0,0
195,120667,0,120667,120667,0,0,0
196,131426,0,131426,131426,0,0,0
197,66750,0,66750,66750,0,0,0
198,124666,0,124666,124666,0,0,1
199,103871,0,103871,103871,0,0,1
200,141884,0,141884,141884,0,0,1
201,85635,0,85635,85635,0,0,1
202,1265356,0,1265356,1265356,0,0,0
203,758160,0,758160,758160,0,0,1
204,253813,0,253813,253813,0,0,0
205,173495,0,173495,173495,0,0,1
206,112188,0,112188,112188,0,0,0
207,114102,0,114102,114102,0,0,0
208,76908,0,76908,76908,0,0,1
209,72503,0,72503,72503,0,0,1
210,178079,0,178079,178079,0,0,1
211,1120334,0,1120334,1120334,0,0,1
212,613707,0,613707,613707,0,0,1
213,107177,0,107177,107177,0,0,1
214,622027,0,622027,622027,0,0,0
215,114732,0,114732,114732,0,0,0
216,652943,0,652943,652943,0,0,1
217,144426,0,144426,144426,0,0,0
218,864610,0,864610,864610,0,0,0
219,357906,0,357906,357906,0,0,0
220,133267,0,133267,133267,0,0,0
221,84907,0,84907,84907,0,0,0
222,84471,0,84471,84471,0,0,0
223,74392,0,74392,74392,0,0,1
224,202707,0,202707,202707,0,0,1
225,68272,0,68272,68272,0,0,1
226,234822,0,234822,234822,0,0,0
227,565145,0,565145,565145,0,0,1
228,69286,0,69286,69286,0,0,0
229,300063,0,300063,300063,0,0,1
230,200879,0,200879,200879,0,0,1
231,817175,0,817175,817175,0,0,0
232,304449,0,304449,304449,0,0,1
233,49322,0,49322,49322,0,0,1
234,172118,0,172118,172118,0,0,1
235,817915,0,817915,817915,0,0,1
236,331402,0,331402,331402,0,0,1
237,1546896,0,1546896,1546896,0,0,0
238,1039839,0,1039839,1039839,0,0,1
239,534245,0,534245,534245,0,0,1
240,95825,0,95825,95825,0,0,0
241,1801823,0,1801823,1801823,0,0,1
242,1295005,0,1295005,1295005,0,0,1
243,791321,0,791321,791321,0,0,1
244,287422,0,287422,287422,0,0,0
245,764637,0,764637,764637,0,0,0
246,257799,0,257799,257799,0,0,1
247,110926,0,110926,110926,0,0,0
248,56499,0,56499,56499,0,0,0
249,172022,0,172022,172022,0,0,1
250,78292,0,78292,78292,0,0,0
251,101089,0,101089,101089,0,0,1
252,212107,0,212107,212107,0,0,0
253,3555147,0,3555147,3555147,0,0,0
254,3038723,0,3038723,3038723,0,0,1
255,2534693,0,2534693,2534693,0,0,0
256,2030653,0,2030653,2030653,0,0,1
257,1524977,0,1524977,1524977,0,0,1
258,1021201,0,1021201,1021201,0,0,1
259,517790,0,517790,517790,0,0,0
260,204293,0,204293,204293,0,0,1
261,182581,0,182581,182581,0,0,1
262,111112,0,111112,111112,0,0,0
263,61879,0,61879,61879,0,0,0
264,90499,0,90499,90499,0,0,1
265,102789,0,102789,102789,0,0,0
266,67165,0,67165,67165,0,0,1
267,539434,0,539434,539434,0,0,1
268,55754,0,55754,55754,0,0,1
269,71746,0,71746,71746,0,0,0
270,774289,0,774289,774289,0,0,1
271,267736,0,267736,267736,0,0,1
272,992238,0,992238,992238,0,0,0
273,510439,0,510439,510439,0,0,1
