count_idx,delay_ns,delay_center_ns,delay_centered_ns,delay_physical_ns,clock_offset_ns,clock_sync_path_delay_ns,success
51,749431,0,749431,749431,0,0,0
52,242242,0,242242,242242,0,0,0
53,293705,0,293705,293705,0,0,1
54,110157,0,110157,110157,0,0,1
55,129098,0,129098,129098,0,0,0
56,105962,0,105962,105962,0,0,0
57,182911,0,182911,182911,0,0,1
58,182520,0,182520,182520,0,0,0
59,101959,0,101959,101959,0,0,1
60,149895,0,149895,149895,0,0,0
61,203697,0,203697,203697,0,0,0
62,732104,0,732104,732104,0,0,0
63,221320,0,221320,221320,0,0,1
64,847159,0,847159,847159,0,0,1
65,373050,0,373050,373050,0,0,1
66,806342,0,806342,806342,0,0,0
67,301819,0,301819,301819,0,0,1
68,724387,0,724387,724387,0,0,1
69,218961,0,218961,218961,0,0,0
70,826652,0,826652,826652,0,0,1
71,320170,0,320170,320170,0,0,1
72,482278,0,482278,482278,0,0,0
73,115266,0,115266,115266,0,0,1
74,1324995,0,1324995,1324995,0,0,1
75,848122,0,848122,848122,0,0,0
76,352788,0,352788,352788,0,0,1
77,307929,0,307929,307929,0,0,1
78,110733,0,110733,110733,0,0,0
79,381893,0,381893,381893,0,0,0
80,97006,0,97006,97006,0,0,1
81,1319165,0,1319165,1319165,0,0,1
82,811647,0,811647,811647,0,0,1
83,306243,0,306243,306243,0,0,1
84,884852,0,884852,884852,0,0,0
85,447535,0,447535,447535,0,0,1
86,208250,0,208250,208250,0,0,0
87,281810,0,281810,281810,0,0,1
88,1640306,0,1640306,1640306,0,0,1
89,1136021,0,1136021,1136021,0,0,0
90,629932,0,629932,629932,0,0,1
91,124453,0,124453,124453,0,0,1
92,825848,0,825848,825848,0,0,1
93,319073,0,319073,319073,0,0,0
94,1854314,0,1854314,1854314,0,0,0
95,1337059,0,1337059,1337059,0,0,1
96,832687,0,832687,832687,0,0,0
97,327674,0,327674,327674,0,0,0
98,804689,0,804689,804689,0,0,0
99,298305,0,298305,298305,0,0,0
100,752152,0,752152,752152,0,0,0
101,237201,0,237201,237201,0,0,1
102,1042971,0,1042971,1042971,0,0,1
103,536344,0,536344,536344,0,0,1
104,45753,0,45753,45753,0,0,0
105,2234331,0,2234331,2234331,0,0,1
106,1718792,0,1718792,1718792,0,0,0
107,1214527,0,1214527,1214527,0,0,1
108,710117,0,710117,710117,0,0,0
109,204443,0,204443,204443,0,0,0
110,826555,0,826555,826555,0,0,1
111,318606,0,318606,318606,0,0,0
112,227897,0,227897,227897,0,0,1
113,247281,0,247281,247281,0,0,1
114,1369397,0,1369397,1369397,0,0,0
