round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790176292003652625,0.990070,0.945530,0.936140,1
1,1790176292005037526,0.983822,0.530757,0.522171,1
2,1790176292005528840,0.941266,0.989268,0.931165,1
3,1790176292005931984,0.989239,0.859351,0.850104,1
4,1790176292006352689,0.991278,0.777768,0.770985,1
5,1790176343079778297,0.984994,0.526675,0.518771,1
6,1790176343080267820,0.974502,0.991517,0.966235,1
7,1790176343080704965,0.985043,0.828194,0.815807,1
8,1790176343081143199,0.983635,0.994664,0.978387,1
9,1790176349090707657,0.835681,0.990080,0.827391,1
10,1790176349091260370,0.996028,0.978906,0.975017,1
11,1790176349091744183,0.984837,0.817759,0.805360,1
12,1790176349092187267,0.984709,0.823002,0.810417,1
13,1790176349092990657,0.991377,0.554398,0.549618,1
14,1790176349094183561,0.992588,0.366716,0.363998,1
15,1790176349094583656,0.992320,0.794298,0.788197,1
16,1790176349095383475,0.992895,0.537411,0.533593,1
17,1790176349095779940,0.992250,0.792140,0.786001,1
18,1790176349096166505,0.993054,0.800517,0.794957,1
19,1790176349096758977,0.807819,0.992647,0.801879,1
20,1790176349097525557,0.676208,0.992876,0.671390,1
21,1790176349097908112,0.992945,0.841409,0.835472,1
22,1790176349099042747,0.992836,0.372262,0.369595,1
23,1790176349099806326,0.992727,0.545157,0.541192,1
24,1790176349100207221,0.993034,0.781964,0.776517,1
25,1790176349100603916,0.987835,0.784635,0.775089,1
26,1790176349101915008,0.563239,0.993024,0.559310,1
27,1790176349102296563,0.993382,0.837347,0.831805,1
28,1790176349103431028,0.993183,0.373201,0.370657,1
29,1790176349104560253,0.993104,0.436111,0.433103,1
30,1790176349104946998,0.992895,0.789270,0.783662,1
