count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567750723122112,398319,0.931000,1
1,1789567750723540436,92315,0.931000,1
2,1789567750723962961,83319,0.000000,0
3,1789567750724370875,82635,0.000000,0
4,1789567750724777830,86990,0.931000,1
5,1789567750725185154,85156,0.931000,1
6,1789567750725592919,86251,0.931000,1
7,1789567750725999834,81727,0.931000,1
8,1789567750726407018,81473,0.000000,0
9,1789567750726814073,74328,0.000000,0
10,1789567750727221138,62893,0.000000,0
11,1789567750727628142,64128,0.000000,0
12,1789567750728035107,63883,0.000000,0
13,1789567750728442131,62769,0.000000,0
14,1789567750728848736,65594,0.000000,0
15,1789567750729256501,63780,0.931000,1
16,1789567750729663365,63696,0.000000,0
17,1789567750730070650,63221,0.931000,1
18,1789567750730477764,62646,0.000000,0
19,1789567750730884639,65311,0.931000,1
20,1789567750731291574,62696,0.000000,0
21,1789567750731698138,66652,0.000000,0
22,1789567750732105113,63828,0.000000,0
23,1789567750732511748,63033,0.000000,0
24,1789567750732918412,67529,0.000000,0
25,1789567750733327467,63714,0.000000,0
26,1789567750733734511,65600,0.000000,0
27,1789567750734141916,64515,0.000000,0
28,1789567750734548651,63329,0.000000,0
29,1789567750734955435,65716,0.000000,0
30,1789567750735362350,63871,0.931000,1
31,1789567750735769144,65067,0.000000,0
32,1789567750736175899,70922,0.000000,0
33,1789567750736582874,64107,0.000000,0
34,1789567750736989728,67013,0.931000,1
35,1789567750737397433,66777,0.931000,1
36,1789567750737804368,64922,0.000000,0
37,1789567750738211772,67309,0.931000,1
38,1789567750738618577,67884,0.000000,0
39,1789567750739029401,67500,0.931000,1
40,1789567750739436106,64235,0.000000,0
41,1789567750739842871,64070,0.000000,0
42,1789567750740249885,64556,0.931000,1
43,1789567750740656780,64241,0.000000,0
44,1789567750741063754,65967,0.000000,0
45,1789567750741471359,65352,0.000000,0
46,1789567750741878134,65307,0.000000,0
47,1789567750742285288,65503,0.931000,1
48,1789567750742692143,64528,0.000000,0
49,1789567750743099097,65534,0.000000,0
50,1789567750743505692,63489,0.000000,0
51,1789567750743912557,63894,0.931000,1
52,1789567750744322021,64190,0.000000,0
53,1789567750744729516,66295,0.931000,1
54,1789567750745136540,65181,0.000000,0
55,1789567750745543975,65366,0.931000,1
56,1789567750745950660,65601,0.931000,1
57,1789567750746357564,63977,0.000000,0
58,1789567750746764229,64042,0.931000,1
59,1789567750747171014,65047,0.000000,0
60,1789567750747577768,67343,0.000000,0
61,1789567750747984693,63398,0.000000,0
62,1789567750748391707,66334,0.931000,1
63,1789567750748800032,66129,0.931000,1
64,1789567750749207547,63234,0.931000,1
65,1789567750749614691,66320,0.931000,1
66,1789567750750026056,64936,0.000000,0
67,1789567750750433360,67482,0.931000,1
68,1789567750750840005,66247,0.931000,1
69,1789567750751247440,66901,0.000000,0
70,1789567750751654714,63297,0.931000,1
71,1789567750752061829,63162,0.931000,1
72,1789567750752468753,61978,0.000000,0
73,1789567750752875528,65393,0.000000,0
74,1789567750753282713,63649,0.931000,1
75,1789567750753689507,65005,0.000000,0
76,1789567750754096422,65659,0.000000,0
77,1789567750754503617,63664,0.931000,1
78,1789567750754910391,66450,0.931000,1
79,1789567750755317236,64735,0.931000,1
80,1789567750755723960,64491,0.000000,0
