count_index,ts_swap,swap_to_recv_ns,werner,success_bit
0,1789567675335906083,373518,0.000000,0
1,1789567675336335558,123639,0.000000,0
2,1789567675336752922,115968,0.000000,0
3,1789567675337160127,100695,0.000000,0
4,1789567675337568031,97914,0.000000,0
5,1789567675337975786,97841,0.000000,0
6,1789567675338382461,97269,0.000000,0
7,1789567675338789365,94427,0.000000,0
8,1789567675339196000,83124,0.000000,0
9,1789567675339606334,78812,0.931000,1
10,1789567675340013459,78710,0.931000,1
11,1789567675340420464,79677,0.000000,0
12,1789567675340827718,82696,0.000000,0
13,1789567675341235183,83213,0.000000,0
14,1789567675341642797,79151,0.931000,1
15,1789567675342049942,79389,0.000000,0
16,1789567675342456887,79486,0.000000,0
17,1789567675342864071,79414,0.000000,0
18,1789567675343270956,80111,0.000000,0
19,1789567675343678151,78879,0.000000,0
20,1789567675344084975,83117,0.000000,0
21,1789567675344491940,78385,0.000000,0
22,1789567675344898954,78153,0.000000,0
23,1789567675345306379,82070,0.000000,0
24,1789567675345713504,79237,0.931000,1
25,1789567675346120568,80595,0.000000,0
26,1789567675346527343,79624,0.000000,0
27,1789567675346934667,79712,0.000000,0
28,1789567675347341652,80959,0.000000,0
29,1789567675347748787,79416,0.000000,0
30,1789567675348155671,80014,0.000000,0
31,1789567675348562616,80642,0.000000,0
32,1789567675348969701,77519,0.931000,1
33,1789567675349377335,78957,0.000000,0
34,1789567675349784490,72455,0.000000,0
35,1789567675350191344,83703,0.000000,0
36,1789567675350598549,79151,0.000000,0
37,1789567675351005544,80658,0.000000,0
38,1789567675351412698,92126,0.000000,0
39,1789567675351820083,82213,0.000000,0
40,1789567675352226917,82481,0.000000,0
41,1789567675352634302,79849,0.000000,0
42,1789567675353041397,78807,0.931000,1
43,1789567675353449021,79505,0.000000,0
44,1789567675353856436,78162,0.000000,0
45,1789567675354263170,79350,0.931000,1
46,1789567675354670145,78877,0.000000,0
47,1789567675355076950,82884,0.000000,0
48,1789567675355483934,78504,0.000000,0
49,1789567675355891209,78891,0.000000,0
50,1789567675356297824,78708,0.931000,1
51,1789567675356704748,78716,0.000000,0
52,1789567675357111843,79043,0.000000,0
53,1789567675357522297,79522,0.000000,0
54,1789567675357929942,78229,0.931000,1
55,1789567675358336957,78726,0.000000,0
56,1789567675358744271,78775,0.000000,0
57,1789567675359151506,78732,0.931000,1
58,1789567675359558600,79191,0.000000,0
59,1789567675359965855,80238,0.000000,0
60,1789567675360372780,79755,0.000000,0
61,1789567675360779784,79453,0.931000,1
62,1789567675361186769,81910,0.000000,0
63,1789567675361594573,78839,0.000000,0
64,1789567675362002298,79137,0.000000,0
65,1789567675362409403,80064,0.000000,0
66,1789567675362816677,73092,0.000000,0
67,1789567675363223772,78949,0.000000,0
68,1789567675363630857,81926,0.931000,1
69,1789567675364037721,79955,0.000000,0
70,1789567675364444396,79442,0.000000,0
71,1789567675364851800,89321,0.000000,0
72,1789567675365259415,81258,0.000000,0
73,1789567675365666660,78925,0.000000,0
74,1789567675366073704,82673,0.931000,1
75,1789567675366481039,80631,0.000000,0
76,1789567675366889583,78749,0.000000,0
77,1789567675367296718,79776,0.000000,0
78,1789567675367703653,79084,0.000000,0
79,1789567675368110567,80112,0.000000,0
80,1789567675368517412,79000,0.000000,0
81,1789567675368924576,79178,0.000000,0
82,1789567675369331931,80765,0.000000,0
83,1789567675369739246,78892,0.000000,0
84,1789567675370146050,79320,0.000000,0
85,1789567675370553285,79998,0.000000,0
86,1789567675370960310,78986,0.000000,0
87,1789567675371367134,80804,0.000000,0
88,1789567675371774169,79061,0.000000,0
89,1789567675372181213,79059,0.000000,0
90,1789567675372588018,79577,0.000000,0
91,1789567675372995033,80114,0.000000,0
92,1789567675373402307,82432,0.000000,0
93,1789567675373810152,79740,0.000000,0
94,1789567675374217106,80679,0.931000,1
95,1789567675374624351,79366,0.000000,0
96,1789567675375031006,84653,0.931000,1
97,1789567675375437760,79151,0.931000,1
98,1789567675375844925,78088,0.000000,0
99,1789567675376251790,79046,0.000000,0
100,1789567675376659074,80105,0.931000,1
101,1789567675377066079,79612,0.000000,0
102,1789567675377473343,79660,0.000000,0
103,1789567675377882608,82697,0.000000,0
104,1789567675378289783,91144,0.000000,0
105,1789567675378696697,79273,0.000000,0
106,1789567675379104332,80690,0.000000,0
107,1789567675379511906,79349,0.931000,1
108,1789567675379919071,79066,0.931000,1
109,1789567675380326156,79973,0.000000,0
110,1789567675380733280,79122,0.000000,0
111,1789567675381141045,79619,0.931000,1
112,1789567675381548489,78987,0.000000,0
113,1789567675381955624,79644,0.000000,0
114,1789567675382362609,80091,0.000000,0
115,1789567675382769803,78891,0.000000,0
116,1789567675383176568,79218,0.000000,0
117,1789567675383583453,80875,0.931000,1
118,1789567675383990877,79083,0.931000,1
119,1789567675384397782,81080,0.000000,0
120,1789567675384805046,84068,0.000000,0
121,1789567675385208711,81946,0.000000,0
122,1789567675385616156,79044,0.000000,0
123,1789567675386023170,79862,0.000000,0
124,1789567675386429875,84809,0.000000,0
125,1789567675386836979,78647,0.000000,0
126,1789567675387243694,79465,0.000000,0
127,1789567675387650839,77872,0.000000,0
128,1789567675388057803,78540,0.931000,1
129,1789567675388464698,80037,0.000000,0
130,1789567675388872203,78515,0.000000,0
131,1789567675389279927,78764,0.000000,0
132,1789567675389687032,78391,0.000000,0
133,1789567675390093926,80329,0.000000,0
134,1789567675390500811,80076,0.000000,0
135,1789567675390908096,81683,0.931000,1
136,1789567675391315090,78792,0.000000,0
137,1789567675391722025,87830,0.931000,1
138,1789567675392128899,79138,0.931000,1
139,1789567675392535744,80215,0.931000,1
140,1789567675392943129,78712,0.931000,1
141,1789567675393350303,79550,0.000000,0
142,1789567675393757648,79328,0.000000,0
143,1789567675394164642,78486,0.000000,0
144,1789567675394571557,79324,0.000000,0
145,1789567675394978782,77561,0.000000,0
146,1789567675395385766,79719,0.931000,1
147,1789567675395793091,78987,0.000000,0
148,1789567675396200036,82654,0.000000,0
149,1789567675396611210,78852,0.000000,0
150,1789567675397017985,78659,0.000000,0
151,1789567675397425159,80027,0.000000,0
152,1789567675397832394,83325,0.000000,0
153,1789567675398239079,79153,0.000000,0
154,1789567675398647673,79681,0.000000,0
155,1789567675399054498,79718,0.000000,0
156,1789567675399461252,80306,0.000000,0
157,1789567675399868427,79083,0.000000,0
158,1789567675400275452,79061,0.000000,0
159,1789567675400682556,78730,0.000000,0
160,1789567675401089391,79687,0.000000,0
161,1789567675401496595,78935,0.000000,0
162,1789567675401903750,78632,0.931000,1
163,1789567675402310485,79379,0.931000,1
164,1789567675402717619,79618,0.000000,0
165,1789567675403124704,79555,0.000000,0
166,1789567675403531618,79754,0.000000,0
167,1789567675403939063,81561,0.931000,1
168,1789567675404346207,80239,0.000000,0
169,1789567675404753142,78387,0.000000,0
170,1789567675405159967,91484,0.931000,1
171,1789567675405567571,78362,0.931000,1
172,1789567675405974746,78469,0.931000,1
173,1789567675406381750,78597,0.931000,1
174,1789567675406788875,77666,0.000000,0
175,1789567675407195770,79863,0.000000,0
176,1789567675407607124,78591,0.931000,1
177,1789567675408014459,79318,0.000000,0
178,1789567675408421423,79636,0.000000,0
179,1789567675408828468,79543,0.000000,0
180,1789567675409235883,83800,0.000000,0
181,1789567675409642977,78780,0.931000,1
182,1789567675410050242,78527,0.000000,0
183,1789567675410457046,82405,0.000000,0
184,1789567675410864091,75942,0.000000,0
185,1789567675411271196,78090,0.000000,0
186,1789567675411678360,78768,0.000000,0
187,1789567675412085455,79725,0.000000,0
188,1789567675412492349,80654,0.931000,1
189,1789567675412899524,78431,0.000000,0
190,1789567675413306809,80368,0.000000,0
191,1789567675413714333,78367,0.000000,0
192,1789567675414121198,78844,0.000000,0
193,1789567675414527983,80481,0.000000,0
194,1789567675414935207,78609,0.931000,1
195,1789567675415342192,78646,0.000000,0
196,1789567675415749266,78066,0.000000,0
197,1789567675416156141,78683,0.000000,0
198,1789567675416562886,79780,0.000000,0
199,1789567675416969940,81138,0.000000,0
200,1789567675417377735,80545,0.000000,0
201,1789567675417785049,79543,0.000000,0
202,1789567675418192224,82241,0.000000,0
203,1789567675418599039,91029,0.000000,0
204,1789567675419006013,80087,0.000000,0
205,1789567675419414898,86594,0.000000,0
206,1789567675419822112,78072,0.000000,0
207,1789567675420229127,77940,0.000000,0
208,1789567675420636192,82647,0.000000,0
209,1789567675421042986,78345,0.931000,1
210,1789567675421450421,78752,0.000000,0
211,1789567675421857496,79120,0.000000,0
212,1789567675422264310,78299,0.000000,0
213,1789567675422671215,79036,0.000000,0
214,1789567675423077919,79284,0.000000,0
215,1789567675423484924,81401,0.931000,1
216,1789567675423892009,78118,0.931000,1
217,1789567675424298783,79676,0.000000,0
218,1789567675424706068,78845,0.000000,0
219,1789567675425112942,80133,0.000000,0
220,1789567675425520407,80370,0.000000,0
221,1789567675425928022,79027,0.000000,0
222,1789567675426335336,78525,0.000000,0
223,1789567675426742551,78883,0.000000,0
224,1789567675427149516,79060,0.931000,1
225,1789567675427556550,79039,0.000000,0
226,1789567675427963685,79096,0.931000,1
227,1789567675428370689,78074,0.000000,0
228,1789567675428778034,76822,0.931000,1
229,1789567675429184819,81389,0.000000,0
230,1789567675429592193,77747,0.931000,1
231,1789567675429999558,80684,0.000000,0
232,1789567675430406572,78182,0.931000,1
233,1789567675430814007,83650,0.000000,0
234,1789567675431220921,80409,0.000000,0
235,1789567675431628916,77456,0.931000,1
236,1789567675432035730,90894,0.000000,0
237,1789567675432442445,80211,0.000000,0
238,1789567675432849400,78408,0.000000,0
239,1789567675433256744,80406,0.000000,0
240,1789567675433663839,78195,0.000000,0
241,1789567675434070523,82173,0.931000,1
242,1789567675434477558,79370,0.000000,0
243,1789567675434884643,77807,0.931000,1
244,1789567675435291457,79885,0.000000,0
245,1789567675435698542,78553,0.000000,0
246,1789567675436105577,78510,0.000000,0
247,1789567675436512381,82219,0.000000,0
248,1789567675436919996,78036,0.000000,0
249,1789567675437327450,79704,0.931000,1
250,1789567675437734545,78112,0.000000,0
251,1789567675438141530,79719,0.000000,0
252,1789567675438548494,78597,0.931000,1
253,1789567675438955919,77164,0.000000,0
254,1789567675439363023,77222,0.000000,0
255,1789567675439770118,78931,0.000000,0
256,1789567675440177023,78348,0.000000,0
257,1789567675440585697,80276,0.000000,0
258,1789567675440993432,78603,0.000000,0
259,1789567675441400816,79911,0.000000,0
260,1789567675441808121,78858,0.000000,0
261,1789567675442215076,78496,0.000000,0
262,1789567675442622170,78665,0.000000,0
263,1789567675443029085,80522,0.000000,0
264,1789567675443435750,82039,0.000000,0
265,1789567675443842844,78867,0.931000,1
266,1789567675444249749,78805,0.931000,1
267,1789567675444657163,78523,0.000000,0
268,1789567675445063978,95590,0.000000,0
269,1789567675445471533,79657,0.000000,0
270,1789567675445878867,77986,0.000000,0
271,1789567675446285682,78243,0.931000,1
272,1789567675446693216,77572,0.000000,0
273,1789567675447100291,80249,0.000000,0
274,1789567675447507166,78226,0.000000,0
275,1789567675447914580,78384,0.000000,0
276,1789567675448321255,78381,0.000000,0
277,1789567675448728290,79130,0.000000,0
278,1789567675449135044,79798,0.000000,0
279,1789567675449542509,80115,0.931000,1
280,1789567675449949713,77503,0.000000,0
281,1789567675450356518,79060,0.931000,1
282,1789567675450763993,76418,0.000000,0
283,1789567675451170857,78216,0.931000,1
284,1789567675451577532,79224,0.931000,1
285,1789567675451984806,78492,0.000000,0
286,1789567675452391721,79099,0.000000,0
287,1789567675452799286,78366,0.000000,0
288,1789567675453206520,79715,0.000000,0
289,1789567675453613585,79452,0.000000,0
290,1789567675454020799,77760,0.000000,0
291,1789567675454428104,80867,0.000000,0
292,1789567675454835289,81745,0.000000,0
293,1789567675455242543,79704,0.000000,0
294,1789567675455650078,81311,0.000000,0
295,1789567675456057083,82508,0.931000,1
296,1789567675456463887,80526,0.931000,1
297,1789567675456871322,78813,0.000000,0
298,1789567675457278806,78891,0.000000,0
299,1789567675457686121,79680,0.931000,1
300,1789567675458092955,79378,0.000000,0
301,1789567675458499930,89295,0.931000,1
302,1789567675458907135,78512,0.000000,0
303,1789567675459314079,78980,0.000000,0
304,1789567675459721564,77338,0.931000,1
305,1789567675460128448,78196,0.931000,1
306,1789567675460535253,78884,0.000000,0
307,1789567675460944917,78662,0.000000,0
308,1789567675461353582,78239,0.000000,0
309,1789567675461761047,78506,0.931000,1
310,1789567675462167881,77095,0.000000,0
311,1789567675462574646,79702,0.000000,0
312,1789567675462981910,78820,0.000000,0
313,1789567675463389675,78807,0.000000,0
314,1789567675463796740,78235,0.000000,0
315,1789567675464205114,79284,0.000000,0
316,1789567675464612249,77101,0.000000,0
317,1789567675465019213,78239,0.000000,0
318,1789567675465426578,77946,0.000000,0
319,1789567675465834133,78673,0.000000,0
320,1789567675466241157,82541,0.000000,0
321,1789567675466648302,78640,0.931000,1
322,1789567675467055417,78607,0.931000,1
323,1789567675467462421,78805,0.931000,1
324,1789567675467869596,77792,0.000000,0
325,1789567675468276490,78390,0.000000,0
326,1789567675468683615,77028,0.931000,1
327,1789567675469090690,82125,0.000000,0
328,1789567675469498424,79034,0.000000,0
329,1789567675469905929,78051,0.000000,0
