count_index,ts_swap,werner,success_bit
0,1789567653108361788,0.000000,0
1,1789567653108786122,0.000000,0
2,1789567653109234626,0.931000,1
3,1789567653109643181,0.000000,0
4,1789567653110050405,0.000000,0
5,1789567653110457250,0.000000,0
6,1789567653110864454,0.000000,0
7,1789567653111271239,0.000000,0
8,1789567653111678324,0.000000,0
9,1789567653112085108,0.000000,0
10,1789567653112491993,0.000000,0
11,1789567653112898988,0.000000,0
12,1789567653113306422,0.000000,0
13,1789567653113713357,0.000000,0
14,1789567653114119941,0.931000,1
15,1789567653114527076,0.000000,0
16,1789567653114933711,0.000000,0
17,1789567653115340935,0.931000,1
18,1789567653115748120,0.000000,0
19,1789567653116154754,0.000000,0
20,1789567653116561749,0.000000,0
21,1789567653116968504,0.000000,0
22,1789567653117375608,0.000000,0
23,1789567653117782503,0.000000,0
24,1789567653118189208,0.000000,0
25,1789567653118596902,0.000000,0
26,1789567653119003777,0.000000,0
27,1789567653119410881,0.000000,0
28,1789567653119818046,0.000000,0
29,1789567653120224751,0.000000,0
30,1789567653120631655,0.931000,1
31,1789567653121038470,0.000000,0
32,1789567653121445584,0.000000,0
33,1789567653121852699,0.000000,0
34,1789567653122259524,0.000000,0
35,1789567653122666358,0.931000,1
36,1789567653123073043,0.000000,0
37,1789567653123483737,0.000000,0
38,1789567653123890702,0.000000,0
39,1789567653124297417,0.000000,0
40,1789567653124704761,0.931000,1
41,1789567653125111756,0.000000,0
42,1789567653125519311,0.000000,0
43,1789567653125926195,0.000000,0
44,1789567653126333040,0.000000,0
45,1789567653126739854,0.000000,0
46,1789567653127146609,0.000000,0
47,1789567653127553424,0.000000,0
48,1789567653127960278,0.000000,0
49,1789567653128366843,0.000000,0
50,1789567653128773767,0.000000,0
51,1789567653129180512,0.000000,0
52,1789567653129587977,0.000000,0
53,1789567653129999491,0.000000,0
54,1789567653130406886,0.000000,0
55,1789567653130813730,0.931000,1
56,1789567653131220865,0.000000,0
57,1789567653131628089,0.000000,0
58,1789567653132035104,0.931000,1
59,1789567653132441928,0.000000,0
60,1789567653132848993,0.000000,0
61,1789567653133256378,0.000000,0
62,1789567653133663342,0.000000,0
63,1789567653134070007,0.931000,1
64,1789567653134480261,0.000000,0
65,1789567653134887286,0.000000,0
66,1789567653135294211,0.000000,0
67,1789567653135701175,0.931000,1
68,1789567653136108060,0.000000,0
69,1789567653136514835,0.000000,0
70,1789567653136921729,0.000000,0
71,1789567653137329154,0.000000,0
72,1789567653137736148,0.000000,0
73,1789567653138143043,0.000000,0
74,1789567653138549958,0.000000,0
75,1789567653138956562,0.000000,0
76,1789567653139363397,0.000000,0
77,1789567653139770751,0.931000,1
78,1789567653140177736,0.000000,0
79,1789567653140584531,0.000000,0
80,1789567653140991325,0.000000,0
81,1789567653141398790,0.000000,0
82,1789567653141805915,0.931000,1
83,1789567653142212609,0.000000,0
84,1789567653142619464,0.000000,0
85,1789567653143026138,0.000000,0
86,1789567653143433013,0.000000,0
87,1789567653143840048,0.931000,1
88,1789567653144247022,0.000000,0
89,1789567653144653847,0.000000,0
90,1789567653145060531,0.000000,0
91,1789567653145467626,0.000000,0
92,1789567653145874581,0.000000,0
93,1789567653146281735,0.931000,1
94,1789567653146688920,0.000000,0
95,1789567653147095755,0.000000,0
96,1789567653147502819,0.000000,0
97,1789567653147909574,0.931000,1
98,1789567653148316538,0.000000,0
99,1789567653148723503,0.000000,0
100,1789567653149130228,0.000000,0
101,1789567653149537912,0.000000,0
102,1789567653149944547,0.000000,0
103,1789567653150352931,0.931000,1
104,1789567653150760196,0.000000,0
105,1789567653151166861,0.000000,0
106,1789567653151573835,0.000000,0
107,1789567653151980500,0.000000,0
