count_idx,delay_ns
51,-479781078
52,-479782529
53,-479783638
54,-479784829
55,-479786149
56,-479787151
57,-479788772
58,-479800401
59,-479727202
60,-479728818
61,-479730459
62,-479731690
63,-479733116
64,-479735402
65,-479737366
66,-479739105
67,-479739458
68,-479740003
69,-479741405
70,-479733461
71,-479734840
72,-479737945
73,-479738812
74,-479738955
75,-479710459
76,-479711631
77,-479712113
78,-479712735
79,-479713440
80,-479750250
81,-479763160
82,-479765403
83,-479764897
84,-479766315
85,-479768124
86,-479768427
87,-479768708
88,-479769270
89,-479770414
90,-479772615
91,-479772818
92,-479774805
93,-479776087
94,-479777515
95,-479778378
96,-479782433
97,-479785160
98,-479788625
99,-479788129
100,-479570427
101,-479573218
102,-479575175
103,-479577260
104,-479578831
105,-479600519
106,-479603863
107,-479604901
108,-479605147
109,-468131712
110,-468128252
111,-468131578
112,-468136354
113,-468157341
114,-468178077
115,-468191104
116,-468191810
117,-468192566
118,-468193926
119,-468194645
120,-468196875
121,-468197632
122,-468198278
123,-468197863
124,-468198802
125,-468201835
126,-468203629
127,-468205364
128,-468207235
129,-468208080
130,-468209126
131,-468210828
132,-468212542
133,-468214469
134,-468216343
135,-468217201
136,-468218013
137,-468220048
138,-468220953
139,-468220739
140,-468222566
141,-468224463
142,-468226023
143,-468226480
144,-468227259
145,-468230172
146,-468250614
147,-468271506
148,-468292840
149,-468314551
150,-468327472
151,-468330580
152,-468332145
153,-468334456
154,-468354953
155,-468373899
156,-466962142
157,-466959997
158,-466931124
159,-466922481
160,-466942765
161,-466963854
162,-466976386
163,-466977862
164,-466978487
165,-466980801
166,-466984309
167,-466985358
168,-466986834
169,-466988437
170,-467009421
171,-467030092
172,-467051234
173,-467072425
174,-467093833
175,-467106529
176,-467108428
177,-467109055
178,-467109605
179,-467110832
180,-467111918
181,-467114586
182,-467116960
183,-467137714
184,-467155184
185,-467176604
186,-467189259
187,-467189931
188,-467190949
189,-467192464
190,-467194246
191,-467195321
192,-467195829
193,-467196664
194,-467199023
195,-467218128
196,-467230722
197,-467233623
198,-467234116
199,-467234572
200,-467236032
201,-467237640
202,-467238929
203,-467240119
204,-467232569
205,-467234019
206,-467235569
207,-467239553
208,-467260815
209,-467264121
210,-467285213
211,-467286164
212,-467287618
213,-467288868
214,-467275424
215,-467275572
216,-467275688
217,-467276100
218,-467276728
219,-467272691
220,-467273801
221,-467274769
222,-467275989
223,-467276869
224,-467278072
225,-467279286
226,-467280341
227,-467279739
228,-467280707
229,-467283738
230,-467284346
231,-467283889
232,-467284756
233,-467285319
234,-467284587
235,-467283533
236,-467284295
237,-467283880
238,-467283322
239,-467283058
240,-467282834
241,-467284427
242,-467267429
243,-467266080
244,-467266629
245,-467264830
246,-467264519
247,-467263937
248,-467263407
249,-467263319
250,-467264293
251,-467263065
252,-467263191
253,-467263045
254,-467262754
255,-467262644
256,-467262002
257,-467261532
258,-467261050
259,-467259502
260,-467260506
261,-467260110
262,-467290388
263,-467296459
264,-467304094
265,-467304061
266,-467322138
267,-467324899
268,-467326365
269,-467327819
270,-467328458
271,-467329037
272,-467329776
273,-467331085
274,-467345294
275,-467346684
276,-467347631
277,-467348520
278,-467349387
279,-467349631
280,-467351080
281,-467351429
282,-467351901
283,-467351135
284,-467352021
285,-467353445
286,-467353970
287,-467353587
288,-467353614
289,-467354033
290,-467353394
291,-467351900
292,-467351165
293,-467350604
294,-467350457
295,-467350455
296,-467349963
297,-467350521
298,-467350320
299,-467348913
300,-467348749
301,-467348137
302,-467347808
303,-467347427
304,-467346966
305,-467348158
306,-467347565
307,-467346397
308,-467347034
309,-467347281
310,-467346630
311,-467345975
312,-467345452
313,-467345216
314,-467346062
315,-467344891
316,-467344948
317,-467345307
318,-467345574
319,-467345130
320,-467344467
321,-467343798
322,-467343280
323,-467342048
324,-467342362
325,-467342046
326,-467342250
327,-467342625
328,-467342848
329,-467342204
330,-467341521
331,-467340603
332,-467340277
333,-467340000
334,-467340458
335,-467339906
336,-467340165
337,-467340280
338,-467339756
339,-467338862
340,-467338185
341,-467337685
342,-467337231
343,-467336659
344,-467337781
345,-467337411
346,-467337649
347,-467337345
348,-467336642
349,-467336770
350,-467336065
351,-467335459
352,-467335034
353,-467334808
354,-467337896
355,-467338088
356,-467338401
