round,ts_swap_ns,werner_a,werner_b,werner_result,pswap_success_bit
0,1790177064976126461,0.940034,0.980797,0.921983,1
1,1790177064977025159,0.677873,0.983371,0.666601,1
2,1790177064978141695,0.490500,0.990971,0.486071,1
3,1790177064978940894,0.992141,0.849168,0.842495,1
4,1790177073993696976,0.376813,0.984344,0.370913,1
5,1790177073994683063,0.984688,0.559959,0.551385,1
6,1790177073995136027,0.984600,0.844477,0.831472,1
7,1790177073995958546,0.991695,0.554792,0.550184,1
8,1790177073996545188,0.832471,0.992082,0.825879,1
9,1790177073997395727,0.945654,0.992349,0.000000,0
10,1790177073998196556,0.991645,0.633982,0.628686,1
11,1790177073998970506,0.991883,0.536895,0.532537,1
12,1790177073999368651,0.992746,0.782715,0.777037,1
13,1790177073999758425,0.992171,0.787103,0.000000,0
14,1790177074000149540,0.992161,0.787464,0.781291,1
15,1790177074000540405,0.992280,0.786890,0.000000,0
16,1790177074001303035,0.992528,0.633906,0.629170,1
17,1790177074001745609,0.969272,0.993273,0.962751,1
18,1790177083013584501,0.969049,0.605383,0.586646,1
19,1790177083014654137,0.622119,0.984669,0.612581,1
20,1790177083016020179,0.881387,0.991477,0.873874,1
21,1790177083016419283,0.993372,0.981014,0.974511,1
22,1790177083017246992,0.991705,0.720266,0.714291,1
23,1790177083017653757,0.992320,0.786190,0.780152,1
24,1790177083018411357,0.715570,0.992538,0.710230,1
25,1790177083019202966,0.665515,0.992450,0.660490,1
26,1790177083019590391,0.992349,0.961809,0.000000,0
27,1790177083019982196,0.992161,0.807852,0.801519,1
28,1790177086026547020,0.984816,0.335254,0.330164,1
29,1790177086027034403,0.984807,0.778609,0.766780,1
30,1790177086028269807,0.991834,0.365048,0.362067,1
31,1790177086029097306,0.991566,0.626921,0.621634,1
32,1790177086029510200,0.992311,0.777271,0.771295,1
33,1790177086030538067,0.528347,0.992737,0.000000,0
34,1790177086031903889,0.375455,0.992816,0.372758,1
35,1790177086032691348,0.668831,0.992766,0.663993,1
36,1790177089039439358,0.361915,0.990209,0.358372,1
37,1790177089040692092,0.992330,0.358941,0.356188,1
