sample_idx,t1_ns,t2_ns,t3_ns,t4_ns,master_to_slave_ns,slave_to_master_ns,offset_ns,path_delay_ns,t2_kernel_timestamp,t4_kernel_timestamp,used_for_offset,used_for_best_path,clock_sync_method,clock_sync_protocol,clock_sync_kernel_timestamp,clock_sync_kernel_timestamp_received,clock_sync_kernel_timestamp_fallback,clock_sync_t2_kernel_timestamp_received,clock_sync_t2_kernel_timestamp_fallback,clock_sync_t4_kernel_timestamp_received,clock_sync_t4_kernel_timestamp_fallback,clock_offset_final_ns,clock_offset_mean_ns,clock_offset_median_ns,clock_offset_best_path_median_ns,clock_offset_std_ns,clock_offset_mad_ns,clock_sync_path_delay_final_ns,clock_sync_path_delay_mean_ns,clock_sync_path_delay_min_ns,clock_sync_path_delay_median_ns,clock_sync_path_delay_p95_ns,clock_sync_path_delay_best_median_ns
1,1782212052092835107,1782212095147371877,1782212095147474077,1782212052093387047,43054536770,-43054087030,-43054311900,224870,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
2,1782212052093420627,1782212095147912427,1782212095148074677,1782212052093981216,43054491800,-43054093461,-43054292631,199169,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
3,1782212052094009105,1782212095148419238,1782212095148520168,1782212052094380428,43054410133,-43054139740,-43054274937,135196,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
4,1782212052094435697,1782212095148768758,1782212095148793908,1782212052094635013,43054333061,-43054158895,-43054245978,87083,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
5,1782212052094665392,1782212095148978738,1782212095149038878,1782212052094878538,43054313346,-43054160340,-43054236843,76503,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
6,1782212052094905707,1782212095149255618,1782212095149274998,1782212052095112243,43054349911,-43054162755,-43054256333,93578,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
7,1782212052095139343,1782212095149486918,1782212095149504538,1782212052095338479,43054347575,-43054166059,-43054256817,90758,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
8,1782212052095367358,1782212095149709228,1782212095149725928,1782212052095559024,43054341870,-43054166904,-43054254387,87483,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
9,1782212052095587684,1782212095149867008,1782212095149889948,1782212052095767640,43054279324,-43054122308,-43054200816,78508,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
10,1782212052095795140,1782212095150139398,1782212095150155278,1782212052095995376,43054344258,-43054159902,-43054252080,92178,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
11,1782212052096021085,1782212095150366398,1782212095150382318,1782212052096216071,43054345313,-43054166247,-43054255780,89533,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
12,1782212052096242141,1782212095150583458,1782212095150599018,1782212052096431628,43054341317,-43054167390,-43054254354,86963,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
13,1782212052096459807,1782212095150738738,1782212095150760868,1782212052096646854,43054278931,-43054114014,-43054196473,82458,1,1,0,0,best-path-median,udp,1,528,0,264,0,264,0,-43054223619,-43054235827,-43054252096,-43054223619,28242.635882,10635,87003,87345,53789,92378,103203,87003
